gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.367 0.304 0.33  0.292 0.343 0.243 0.321 0.351 0.306 0.228],[3.64  3.33  3.435 3.14  3.61  2.735 3.385 3.4   2.97  2.71 ],[2. 2. 2. 2. 2. 1. 2. 2. 1. 2.],"[1.29486345 1.07498476 1.15835844 1.03470349 1.28719538 0.83137963
 1.16861475 1.20394113 0.95521628 0.6758197 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.93577593 0.77218386 0.82888304 0.71604992 0.93608546 0.55845391
 0.84514673 0.88304391 0.67845602 0.44511291]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05004947 0.05096436 0.04996217 0.05062354 0.04971437 0.04986671
 0.05122781 0.05074195 0.04979754 0.04922588]"
1.5,0.1,[0.611 0.465 0.58  0.708 0.453 0.518 0.532 0.435 0.516 0.499],[3.03  2.865 3.235 3.65  2.84  2.905 3.08  2.755 2.83  3.01 ],[2.  1.  2.  2.  1.  1.  2.  1.5 2.  1. ],"[1.36238294 1.12707605 1.43056965 1.66325616 1.11255097 1.23620299
 1.25264143 1.06197147 1.08961821 1.30420833]",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],"[0.75854505 0.66951318 0.86194599 0.96524652 0.65495667 0.70251402
 0.72217512 0.58463413 0.58557464 0.76751857]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10125868 0.09982891 0.09930214 0.1017849  0.10060137 0.0990566
 0.09953777 0.10016086 0.10111882 0.10094114]"
1.5,0.15000000000000002,[0.857 0.806 0.742 0.776 0.724 0.73  0.849 0.737 0.707 0.836],[3.245 3.24  2.805 2.97  2.96  2.99  3.355 3.015 2.91  3.43 ],[2. 2. 2. 2. 1. 2. 2. 1. 2. 2.],"[1.66946267 1.59937    1.35706621 1.47893421 1.46354914 1.43238458
 1.73770916 1.48276026 1.35378616 1.77659292]",[1. 1. 1. 1. 0. 1. 1. 0. 1. 1.],"[0.8369761  0.82060718 0.60566393 0.67763813 0.71504084 0.69196496
 0.87423138 0.72894496 0.63306442 0.91083731]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15128107 0.15049497 0.14820682 0.15091782 0.14878284 0.14918549
 0.15003544 0.14923184 0.15214612 0.150092  ]"
1.5,0.2,[0.999 0.917 0.917 1.112 1.054 1.017 1.084 1.095 0.969 0.933],[3.035 2.925 3.035 3.22  3.23  3.28  3.38  3.27  3.195 3.01 ],[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[1.67147287 1.61942401 1.63401618 1.82550447 1.89090182 1.85407763
 1.93402166 1.87912629 1.75581438 1.66001336]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.68902902 0.64161914 0.71199104 0.78394929 0.79260897 0.80843065
 0.87074163 0.79827363 0.78227648 0.69016106]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1989183  0.20021048 0.20005537 0.20103923 0.20111954 0.20083407
 0.19944098 0.20228091 0.20057124 0.20169147]"
1.5,0.25,[1.024 1.242 1.057 1.227 1.105 1.205 1.206 1.075 0.901 1.05 ],[2.855 3.235 2.985 3.16  2.715 3.125 3.215 3.095 2.7   2.795],[1. 1. 2. 2. 2. 2. 2. 2. 2. 2.],"[1.62744785 2.03623092 1.72303472 1.91403242 1.5921639  1.91284393
 1.98092886 1.82396416 1.42967268 1.58845996]","[1.      1.      1.      1.      1.      1.09375 1.      1.      1.
 1.     ]","[0.5923862  0.78912368 0.63799871 0.72293531 0.5187557  0.70263457
 0.76124868 0.68369408 0.50722151 0.54628711]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25056936 0.25074808 0.2500742  0.24859244 0.25024825 0.24989843
 0.2485705  0.24947222 0.24837289 0.24824783]"
1.5,0.3,[1.209 1.343 1.305 1.266 1.28  1.458 1.424 1.215 1.216 1.132],[3.    3.15  3.025 2.93  3.045 3.31  3.285 2.795 2.685 2.705],[2.  2.  2.  2.  2.  2.  2.  2.  1.5 1. ],"[1.84224924 2.00919869 1.89890808 1.86992668 1.9551024  2.20370224
 2.09331144 1.69819651 1.634038   1.67618767]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.59716929 0.67716683 0.61186371 0.59727227 0.66460679 0.75848587
 0.68920865 0.52140085 0.49895957 0.52590722]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ],"[0.30197911 0.30021853 0.30045313 0.29896947 0.30125338 0.30018161
 0.30076171 0.2971942  0.3044117  0.29909283]"
1.5,0.35000000000000003,[1.416 1.605 1.325 1.325 1.498 1.375 1.539 1.375 1.624 1.202],[3.18  3.47  2.85  2.955 3.18  3.145 3.26  3.08  3.34  2.765],[1.5 2.  2.  2.  2.  1.5 2.  2.  2.  2. ],"[2.09427757 2.3690135  1.85766997 1.88342602 2.13142332 2.05996807
 2.15843632 2.03379232 2.25484603 1.74566191]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.25 1.  ],"[0.67543358 0.78060255 0.52916778 0.58485638 0.65785002 0.66644268
 0.68415959 0.62478781 0.71020095 0.49990416]",[0.    0.    0.    0.    0.    0.    0.125 0.    0.25  0.   ],"[0.34890086 0.35079391 0.3483853  0.34861508 0.35186544 0.34992879
 0.35181314 0.34921594 0.35198305 0.35274729]"
1.5,0.4,[1.37  1.495 1.432 1.499 1.408 1.492 1.413 1.267 1.376 1.523],[2.885 3.07  3.055 3.2   2.995 3.19  2.95  2.775 2.94  3.15 ],[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[1.88508501 2.09811722 2.05161389 2.17500632 1.98740487 2.1280751
 1.97727562 1.81741614 1.88643664 2.14376311]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51392412 0.61583939 0.59110852 0.62781516 0.57413949 0.61555222
 0.56040977 0.47762183 0.54617815 0.61116148]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.4022542  0.40069954 0.39700649 0.39885992 0.40146945 0.40155682
 0.3992768  0.40559132 0.3973878  0.40041236]"
1.5,0.45,[1.543 1.387 1.53  1.666 1.534 1.538 1.757 1.398 1.502 1.698],[3.095 2.91  3.245 3.29  3.17  3.025 3.49  2.765 3.07  3.41 ],[2. 2. 2. 2. 2. 1. 2. 1. 2. 2.],"[2.10783645 1.88572197 2.20968504 2.25715672 2.16898934 2.08106586
 2.42875651 1.84439573 2.08011263 2.40294155]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.58350906 0.50315971 0.63681822 0.67068211 0.6156263  0.55200793
 0.70926737 0.47305051 0.58601412 0.70178737]",[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.   ],"[0.44711001 0.44803879 0.45122338 0.45064333 0.44971331 0.45088496
 0.4488317  0.45015659 0.44951001 0.45144003]"
1.6,0.05,[0.257 0.248 0.318 0.286 0.322 0.264 0.255 0.241 0.252 0.22 ],[2.67  2.845 2.715 3.02  2.855 3.07  2.85  2.755 2.66  2.82 ],[1. 1. 2. 1. 1. 2. 1. 1. 1. 1.],"[0.79668124 0.89805738 0.81227376 0.99076631 0.93458342 0.96304542
 0.8778635  0.77246631 0.79374087 0.86428357]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.53420932 0.6506587  0.52910481 0.7183542  0.65251036 0.68078041
 0.61957676 0.54802295 0.55443698 0.60273205]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04901436 0.04964757 0.04913899 0.05002401 0.0502315  0.04967586
 0.04982988 0.04976929 0.04968813 0.05022468]"
