gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.295 0.29  0.262 0.31  0.273 0.345 0.261 0.283 0.274 0.315],[3.11  3.015 2.845 3.115 2.91  2.945 2.83  3.54  3.06  3.235],[2. 2. 1. 2. 1. 2. 2. 2. 2. 2.],"[0.99725108 0.96881348 0.86801265 1.02959215 0.92985273 0.94187094
 0.8228014  1.29296292 0.96744191 1.12996438]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.7037031  0.6714737  0.61231197 0.72337511 0.64647413 0.61943198
 0.54141804 0.99190731 0.66538289 0.80122354]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05005591 0.05037053 0.04988319 0.05018767 0.04997923 0.04916955
 0.04998139 0.04995661 0.04938875 0.04947207]"
1.5,0.1,[0.63  0.488 0.466 0.486 0.641 0.533 0.496 0.541 0.502 0.589],[3.4   2.765 2.925 3.055 3.315 3.065 3.05  2.92  2.79  3.03 ],[2. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.53391285 1.10722943 1.174045   1.13976072 1.44140867 1.29073876
 1.29842782 1.20673776 1.1853628  1.28178569]",[0.5 0.  0.  0.  1.  0.  0.  0.  0.  0.5],"[0.90158619 0.59141339 0.66295247 0.62550657 0.81342894 0.74657189
 0.78542977 0.67035684 0.6347088  0.6965623 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10025476 0.09970499 0.09937984 0.09939712 0.10067575 0.09936171
 0.09923517 0.09984365 0.10023794 0.09994417]"
1.5,0.15000000000000002,[0.698 0.733 0.744 0.719 0.794 0.647 0.8   0.713 0.739 0.657],[2.73  3.115 3.055 2.855 2.99  2.485 3.215 3.1   2.98  2.92 ],[1.  1.  1.  1.5 1.  1.  2.  2.  2.  1. ],"[1.28030415 1.50760365 1.48959948 1.35137995 1.52593644 1.19428902
 1.61269655 1.50238473 1.4078393  1.38319455]",[1.  0.  0.  1.  1.  1.  0.5 0.  0.  1. ],"[0.57382099 0.77787342 0.74839221 0.64747279 0.73727617 0.49876778
 0.83101686 0.77764841 0.67869409 0.66389554]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14847776 0.149076   0.1521548  0.15051373 0.15201002 0.15093445
 0.14959506 0.14832703 0.15023197 0.15075518]"
1.5,0.2,[0.949 1.124 0.883 0.945 0.854 0.923 0.952 0.879 0.909 1.019],[3.06  3.485 2.825 3.09  2.595 2.715 2.755 2.955 2.92  2.9  ],[2. 2. 2. 2. 1. 1. 1. 1. 1. 1.],"[1.67521959 2.00021842 1.51686522 1.68532709 1.31599688 1.48421851
 1.5165559  1.61434023 1.55427057 1.611007  ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.69970598 0.88539329 0.57910277 0.74436761 0.50431108 0.56400214
 0.56823558 0.7033536  0.65434503 0.66068809]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.2014286  0.19998824 0.20104431 0.20025319 0.20094794 0.19985511
 0.20218666 0.20019254 0.19963186 0.19960328]"
1.5,0.25,[1.093 1.122 1.018 1.213 1.229 1.287 1.097 1.178 1.078 1.105],[2.835 3.135 2.74  3.3   3.425 3.25  3.02  3.265 2.86  2.98 ],[2. 2. 2. 2. 2. 2. 2. 2. 1. 2.],"[1.65341474 1.85151194 1.51334453 2.03551844 2.1309653  1.98861693
 1.76110343 1.93855733 1.67719119 1.72045193]","[1.      1.      1.      1.      1.21875 1.      1.      1.25    1.
 1.     ]","[0.56348066 0.72456492 0.52650676 0.79667872 0.8596445  0.78017302
 0.65611319 0.71525624 0.6097504  0.62790982]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.25050354 0.25051757 0.24995881 0.24937341 0.24840303 0.25051479
 0.25034302 0.25106595 0.24949029 0.2490208 ]"
1.5,0.3,[1.424 1.136 1.139 1.201 1.256 1.286 1.223 1.44  1.274 1.26 ],[3.185 2.85  2.68  2.745 3.01  3.145 2.935 3.365 2.925 3.09 ],[2. 2. 1. 1. 2. 2. 2. 2. 2. 2.],"[2.07706749 1.74002433 1.66673604 1.6886762  1.90688913 1.97189026
 1.87037592 2.14698692 1.84190957 1.94165087]",[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.25],"[0.66819298 0.57297874 0.52355611 0.51755346 0.64048838 0.66452118
 0.59828608 0.72976646 0.5972828  0.6303499 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29923865 0.29934053 0.29747428 0.30085765 0.30081978 0.30159347
 0.29994595 0.2983866  0.29946112 0.29944434]"
1.5,0.35000000000000003,[1.271 1.323 1.46  1.252 1.344 1.333 1.348 1.341 1.241 1.476],[2.7   2.965 3.23  2.71  3.095 2.935 2.98  3.005 2.73  3.19 ],[1. 2. 2. 2. 2. 2. 2. 1. 1. 2.],"[1.74870216 1.93929293 2.16441431 1.70508466 1.99597256 1.87747358
 1.93275714 2.02789852 1.71843874 2.12460864]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.48654365 0.57729372 0.68750269 0.4830351  0.61259976 0.56031477
 0.58122516 0.60609798 0.51022676 0.67211139]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.3500088  0.34962242 0.34800197 0.35053557 0.35007732 0.34884913
 0.35180985 0.34944273 0.34959179 0.34982239]"
1.5,0.4,[1.505 1.322 1.579 1.696 1.541 1.387 1.525 1.571 1.453 1.64 ],[3.34  2.735 3.095 3.33  3.135 2.945 3.115 3.22  2.975 3.345],[2.  2.  1.5 2.  2.  2.  2.  1.  2.  2. ],"[2.24296179 1.77551406 2.09569095 2.29783433 2.15743901 1.97664837
 2.08973486 2.22637984 2.00391824 2.31448939]",[1.    1.    1.    1.    1.    1.    1.    1.    1.    1.125],"[0.68641973 0.47834457 0.60924563 0.67415177 0.6246436  0.54935833
 0.57719214 0.67569929 0.55475442 0.68856867]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39800107 0.3988313  0.40008322 0.40034028 0.40196926 0.40253881
 0.40034463 0.39975228 0.39956555 0.39837639]"
1.5,0.45,[1.524 1.326 1.628 1.381 1.288 1.538 1.407 1.69  1.511 1.685],[3.01  2.85  3.39  2.785 2.725 3.255 2.83  3.245 3.1   3.305],[1. 1. 2. 1. 2. 2. 1. 2. 2. 2.],"[2.08749517 1.87778647 2.37980574 1.86829909 1.76450352 2.24988805
 1.90311237 2.28064754 2.14389205 2.28890526]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.   1.25],"[0.5750559  0.52364218 0.70338729 0.49784956 0.4400858  0.65589605
 0.50410785 0.62900966 0.58723769 0.64679711]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45111125 0.45360848 0.44949668 0.45086462 0.45057948 0.44851962
 0.45037066 0.45103086 0.44989635 0.44967295]"
1.6,0.05,[0.297 0.234 0.191 0.228 0.28  0.308 0.228 0.251 0.252 0.275],[3.28  2.405 2.595 2.89  2.76  2.755 2.935 2.89  2.775 2.71 ],[2. 1. 1. 2. 2. 2. 1. 1. 1. 1.],"[1.0223815  0.57871337 0.59720073 0.86260787 0.76595954 0.79164731
 0.97681927 0.84190619 0.80019292 0.82102131]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.74369986 0.35406494 0.39612987 0.61618545 0.49206794 0.51119931
 0.74628155 0.58450202 0.53063726 0.53273518]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04969466 0.05053476 0.04988537 0.05051172 0.05221597 0.05017076
 0.04938236 0.04999674 0.04832692 0.05008314]"
