gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.331 0.295 0.333 0.248 0.312 0.318 0.274 0.246 0.254 0.269],[3.16  2.82  2.935 2.965 3.02  2.95  2.795 2.735 3.06  3.205],[2.  1.  1.  2.  2.  2.  1.  1.5 2.  2. ],"[1.07935093 0.80356576 0.92187507 0.7700549  0.91540454 0.9673116
 0.88628146 0.79119874 0.94997055 0.99717773]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.74194797 0.54202859 0.64259285 0.5280618  0.62083545 0.64166188
 0.6100925  0.54610048 0.68416489 0.71203064]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04929492 0.05038273 0.04986763 0.04970723 0.0504033  0.0499954
 0.05000776 0.05007997 0.0501287  0.04972684]"
1.5,0.1,[0.538 0.6   0.567 0.56  0.481 0.452 0.428 0.669 0.598 0.549],[2.765 3.31  2.965 3.03  2.695 2.665 2.62  3.525 3.3   2.81 ],[2. 2. 2. 2. 2. 1. 1. 2. 2. 2.],"[1.10649189 1.42442549 1.21100375 1.30397477 0.98306168 1.03030706
 1.04870664 1.65101867 1.45834398 1.18744602]",[0.  1.  0.  0.  0.  0.  0.  1.  0.5 0. ],"[0.59061207 0.82450514 0.66598666 0.74425919 0.54073167 0.56156805
 0.59150388 0.9884317  0.84885912 0.63955906]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10011304 0.09952827 0.09973052 0.0989216  0.1001209  0.1009101
 0.09956078 0.09936248 0.10088165 0.09906202]"
1.5,0.15000000000000002,[0.655 0.736 0.888 0.704 0.721 0.653 0.715 0.845 0.739 0.712],[2.665 2.78  3.68  2.81  3.035 2.76  2.89  3.19  3.005 2.95 ],[2. 2. 2. 1. 1. 1. 2. 2. 2. 1.],"[1.22490791 1.37870457 1.94601528 1.35068261 1.4591369  1.2437606
 1.33424572 1.63178528 1.44620423 1.42899893]",[0. 1. 1. 0. 0. 0. 1. 1. 1. 1.],"[0.5481916  0.60604344 1.01192562 0.6515075  0.72600641 0.5959301
 0.63480358 0.79841065 0.70034364 0.71281576]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14993758 0.1509634  0.15107609 0.1504008  0.14775658 0.15222701
 0.14838925 0.15160205 0.15129547 0.15033667]"
1.5,0.2,[0.894 0.879 1.013 0.915 0.904 1.05  0.937 0.831 1.025 1.034],[3.04  2.94  3.03  2.795 2.725 3.055 2.86  2.725 2.99  3.13 ],[2.  2.  2.  1.5 1.  2.  2.  2.  2.  2. ],"[1.64831087 1.58252561 1.69783161 1.52421315 1.45388583 1.71352806
 1.55046522 1.41881914 1.67763376 1.76593644]",[1.     1.     1.1875 1.     1.     1.     1.     1.     1.     1.    ],"[0.68477755 0.67616239 0.66474872 0.59642201 0.57888003 0.68124291
 0.62935438 0.55469194 0.6796583  0.75554857]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.19852984 0.19905778 0.200334   0.19866014 0.20139858 0.19873107
 0.20019638 0.19870083 0.19842024 0.19819928]"
1.5,0.25,[1.198 1.307 0.945 1.069 1.033 1.211 1.104 1.199 1.176 1.052],[3.195 3.245 2.815 2.915 2.73  3.03  2.965 3.215 3.09  2.905],[2. 2. 2. 2. 1. 2. 2. 2. 2. 2.],"[1.9271348  2.0440056  1.56370746 1.69171168 1.57451708 1.84319117
 1.75967036 1.94420944 1.81391301 1.71917872]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.73011881 0.75252763 0.56622089 0.59668086 0.536924   0.66593409
 0.64374385 0.7293547  0.65117986 0.61388545]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24811626 0.24934572 0.25256982 0.25064439 0.25001315 0.24843444
 0.24841552 0.24935983 0.24978714 0.24875243]"
1.5,0.3,[1.111 1.249 1.227 1.366 1.277 1.362 1.062 1.423 1.573 1.141],[2.73  2.865 3.035 3.28  3.095 3.235 2.78  3.345 3.47  2.58 ],[1. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.65115188 1.79512139 1.88345608 2.13101988 1.96752391 2.05226333
 1.60716827 2.15273884 2.27340025 1.55633623]","[1.      1.      1.21875 1.      1.      1.      1.      1.      1.25
 1.     ]","[0.52515395 0.5482174  0.59739285 0.72961943 0.68495677 0.70268936
 0.55683898 0.75677204 0.77314695 0.44146807]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ],"[0.29991878 0.30009001 0.29734332 0.29973223 0.29977404 0.29985037
 0.29993279 0.29974765 0.30031329 0.29748098]"
1.5,0.35000000000000003,[1.349 1.405 1.199 1.343 1.241 1.451 1.184 1.279 1.186 1.208],[2.93  3.105 2.72  3.06  2.94  3.26  2.74  2.835 2.795 2.67 ],[1.  1.5 1.  2.  2.  2.  2.  1.  1.  2. ],"[1.93069972 2.05501749 1.71632618 1.96588096 1.84270049 2.18370257
 1.68296619 1.85030011 1.77169868 1.67806393]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.57545833 0.64672006 0.49076221 0.59234458 0.54977813 0.68006304
 0.47732776 0.5391734  0.53555336 0.45597409]",[0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.   ],"[0.35011412 0.34705618 0.34952588 0.35005747 0.35336673 0.34859705
 0.35224591 0.34934948 0.35058133 0.34438571]"
1.5,0.4,[1.521 1.379 1.271 1.442 1.342 1.302 1.441 1.663 1.367 1.487],[3.205 3.085 2.66  2.875 2.795 2.695 3.025 3.485 2.855 3.14 ],[2. 2. 1. 1. 1. 1. 2. 2. 2. 2.],"[2.16646646 2.04060219 1.76096202 1.9627121  1.85209638 1.7471981
 2.00677899 2.41666873 1.88718474 2.13104629]",[1.25 1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.64211618 0.60618721 0.45742717 0.53853333 0.48465131 0.47887718
 0.56623395 0.74133578 0.51516569 0.62839034]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.39896688 0.40116879 0.40097314 0.39805954 0.39884949 0.39626449
 0.39952905 0.40068632 0.39685132 0.40202236]"
1.5,0.45,[1.534 1.447 1.568 1.678 1.442 1.444 1.389 1.695 1.476 1.638],[3.29  2.875 3.045 3.32  3.025 2.84  2.8   3.515 3.075 3.005],[2. 2. 1. 2. 2. 1. 2. 2. 2. 2.],"[2.23015864 1.96970716 2.07832828 2.3298053  2.10568448 1.89535124
 1.88717197 2.47691698 2.05471078 2.08570719]",[1.25  1.    1.    1.125 1.    1.    1.    1.25  1.    1.   ],"[0.64291651 0.49547285 0.58070651 0.65089172 0.56955563 0.50741117
 0.49046024 0.73784441 0.56709604 0.55336466]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.45161825 0.4526521  0.45083033 0.45069727 0.45008457 0.4510899
 0.44944315 0.45130551 0.45079401 0.45190727]"
1.6,0.05,[0.31  0.289 0.281 0.255 0.294 0.282 0.227 0.263 0.251 0.355],[2.78  2.81  2.74  2.84  2.75  3.21  2.515 2.955 2.935 3.28 ],[2.  1.  1.  1.5 1.  2.  1.  1.  2.  2. ],"[0.89014924 0.90303    0.83107604 0.85540897 0.91329961 1.08908975
 0.68691073 0.97280656 0.84499612 1.11076332]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57982911 0.6200289  0.55171996 0.6039661  0.61293645 0.78868691
 0.47704501 0.68215013 0.59661722 0.78116738]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05030792 0.049708   0.05009883 0.05045275 0.0499532  0.05068354
 0.05074899 0.0501504  0.04974696 0.04999282]"
