gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.304 0.296 0.335 0.281 0.32  0.276 0.217 0.301 0.37  0.216],[3.05  3.085 3.18  3.07  2.87  3.    2.73  3.155 3.615 2.855],[2.  2.  2.  2.  2.  2.  1.  2.  2.  1.5],"[0.99499584 1.01902262 1.09224442 0.88931996 0.89124839 0.95062585
 0.7843543  1.03505586 1.25635667 0.85942725]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.69544048 0.72226938 0.7518483  0.62026234 0.59031821 0.66244378
 0.56791753 0.71358003 0.91668931 0.61248511]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04980075 0.0495912  0.05035034 0.05027933 0.05018295 0.05033398
 0.05036138 0.05079329 0.04937504 0.04881786]"
1.5,0.1,[0.492 0.618 0.443 0.504 0.588 0.577 0.582 0.509 0.597 0.513],[2.775 3.45  2.62  3.11  3.385 3.27  3.305 3.045 2.875 2.965],[1.5 2.  1.  2.  2.  2.  2.  2.  2.  2. ],"[1.08511736 1.59705407 0.99837581 1.30229068 1.493863   1.44949257
 1.51650444 1.247443   1.22601264 1.23963408]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.6130791  0.9601928  0.53976833 0.77266146 0.90447793 0.85599983
 0.90676261 0.73627357 0.64725501 0.69225768]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1007284  0.10051968 0.09985684 0.0994281  0.09950124 0.10064644
 0.09955717 0.09785177 0.10216244 0.09975026]"
1.5,0.15000000000000002,[0.693 0.911 0.728 0.684 0.82  0.726 0.731 0.785 0.743 0.782],[2.855 3.445 2.91  2.81  3.175 3.015 2.87  2.97  2.82  3.07 ],[1. 2. 2. 1. 2. 2. 2. 1. 1. 2.],"[1.34925295 1.87402363 1.39925745 1.36188234 1.65336014 1.47761631
 1.33830673 1.50908847 1.37761762 1.51957071]",[0.  1.  1.  0.5 1.  1.  1.  1.  1.  1. ],"[0.65429079 0.9763509  0.67298487 0.63941652 0.79815201 0.71967778
 0.62692917 0.73574649 0.63770826 0.76488321]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15028523 0.1493632  0.14808865 0.15030203 0.15045893 0.1505263
 0.14893081 0.14938786 0.15109002 0.15004857]"
1.5,0.2,[0.965 1.072 0.95  0.832 0.793 0.996 0.99  1.159 1.099 0.904],[3.18  3.215 2.91  2.725 2.505 3.145 2.91  3.52  3.155 2.845],[2. 2. 1. 1. 1. 1. 2. 2. 2. 2.],"[1.79042206 1.82693004 1.60797298 1.43887741 1.27480086 1.78024638
 1.56768245 2.09562637 1.76731884 1.55239417]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.78248871 0.75639964 0.67955257 0.58658066 0.47956985 0.79286387
 0.6405572  0.94286422 0.75626141 0.64342322]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20091997 0.20111396 0.20235554 0.20158524 0.20127774 0.19871109
 0.20188248 0.19993803 0.19902226 0.19988011]"
1.5,0.25,[1.035 1.199 1.149 1.27  1.143 1.333 1.081 1.074 1.137 1.108],[2.94  3.115 3.015 3.15  3.045 3.3   2.935 3.015 3.025 2.915],[2. 2. 2. 1. 2. 2. 2. 2. 2. 1.],"[1.66985417 1.86442323 1.83083054 1.97853029 1.77501385 2.02361018
 1.76537239 1.7677148  1.81245546 1.70881456]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.61946538 0.72307801 0.6724144  0.74407778 0.66550335 0.77055811
 0.64130959 0.67664119 0.6384366  0.63326829]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24834854 0.25086758 0.25009378 0.25120222 0.24856605 0.25021556
 0.25046261 0.25039833 0.25290626 0.25052432]"
1.5,0.3,[1.467 1.224 1.297 1.321 1.317 1.309 1.257 1.423 1.302 1.259],[3.27  2.95  2.915 3.09  3.045 2.895 2.97  3.45  3.05  3.005],[2.  2.  2.  2.  2.  2.  1.  2.  1.5 1.5],"[2.11692791 1.81346075 1.82603283 1.95968868 1.93925398 1.85662362
 1.91090106 2.20043766 1.93662328 1.85970657]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71964672 0.58296209 0.5669151  0.65642513 0.6391072  0.59259926
 0.65703327 0.79596256 0.64462743 0.62699325]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29975303 0.30063522 0.29744709 0.30258079 0.30047298 0.30015113
 0.29890627 0.29841815 0.30145464 0.29887946]"
1.5,0.35000000000000003,[1.455 1.427 1.357 1.4   1.297 1.257 1.233 1.419 1.201 1.357],[3.285 3.125 2.985 3.04  2.88  2.755 2.715 3.205 2.785 2.985],[2.  2.  2.  1.5 1.  1.  1.  1.  2.  2. ],"[2.14302066 2.05504708 1.89861228 2.01757041 1.8947163  1.77153174
 1.74430615 2.1131577  1.76559911 1.91719315]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.67145694 0.62525857 0.58266258 0.61660392 0.57085949 0.51261512
 0.50434643 0.69260686 0.50376683 0.56442582]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.3495911  0.35080685 0.35079832 0.35004184 0.35020458 0.34941995
 0.34986472 0.34914675 0.34937826 0.35186153]"
1.5,0.4,[1.353 1.606 1.474 1.533 1.433 1.557 1.429 1.402 1.573 1.601],[2.785 3.34  2.99  3.19  3.11  3.26  3.04  2.985 3.12  3.45 ],[2.  2.  1.5 2.  1.5 2.  2.  1.  1.5 2. ],"[1.85015117 2.28127935 2.03479031 2.16279724 2.06751071 2.21190289
 2.05180027 1.97722872 2.12673693 2.38016646]",[1.    1.125 1.    1.    1.    1.125 1.    1.    1.    1.25 ],"[0.47419414 0.68483434 0.5704266  0.63173767 0.61059268 0.65232037
 0.58893009 0.56931216 0.63082934 0.72458022]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.40034679 0.40130808 0.39932483 0.40130578 0.39917402 0.3994709
 0.39949212 0.39963413 0.40067037 0.3998629 ]"
1.5,0.45,[1.455 1.271 1.491 1.546 1.396 1.414 1.576 1.568 1.618 1.68 ],[2.845 2.46  3.12  3.12  2.83  2.86  3.28  3.295 3.22  3.405],[2. 1. 2. 2. 2. 2. 2. 2. 2. 2.],"[1.91698059 1.629031   2.11734286 2.12132071 1.9197381  1.95168741
 2.26256215 2.25893424 2.2572927  2.33857187]",[1.   1.   1.   1.25 1.   1.   1.   1.25 1.   1.25],"[0.5175412  0.39251855 0.5814609  0.58149466 0.4955047  0.50523783
 0.66308217 0.64011557 0.62368675 0.669358  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44994766 0.45175986 0.45054591 0.45113722 0.45266342 0.45268068
 0.44987458 0.4484292  0.4502571  0.44992342]"
1.6,0.05,[0.281 0.311 0.281 0.294 0.234 0.258 0.271 0.291 0.262 0.363],[2.72  2.84  2.875 3.01  2.64  2.785 2.62  2.92  2.57  3.345],[1. 1. 2. 2. 1. 1. 1. 1. 1. 2.],"[0.87347461 0.96450276 0.91585238 0.95849843 0.71695195 0.89335786
 0.79462726 0.93518249 0.70928382 1.26937276]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57992022 0.65928639 0.62818026 0.6622228  0.50806768 0.6434961
 0.52896625 0.65050751 0.46610755 0.90819173]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04976848 0.05017536 0.05017959 0.05017276 0.04841105 0.04955951
 0.04959665 0.04950064 0.04840543 0.0507777 ]"
