gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.231 0.33  0.28  0.292 0.288 0.272 0.322 0.221 0.289 0.207],[2.87  3.225 3.33  2.78  2.87  3.025 3.355 2.78  2.715 2.695],[2.  2.  2.  2.  1.  2.  2.  1.5 2.  1. ],"[0.84440644 1.09453498 1.15116374 0.77914054 0.88026979 0.96124085
 1.14145328 0.77670762 0.77106152 0.72242873]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.60148041 0.77043372 0.85952403 0.49655021 0.60396791 0.64926087
 0.81361576 0.54495316 0.47499829 0.51702193]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05061303 0.05035223 0.04943477 0.04939264 0.0507608  0.04988049
 0.04989137 0.04869961 0.0495314  0.04987413]"
1.5,0.1,[0.521 0.534 0.457 0.431 0.565 0.609 0.494 0.551 0.642 0.532],[3.135 2.985 2.82  2.85  3.3   3.18  2.67  2.95  3.31  2.775],[2. 2. 2. 1. 2. 2. 1. 2. 2. 1.],"[1.3355735  1.2640319  1.0741053  1.11259257 1.48454882 1.39959555
 1.13101876 1.21353346 1.51773595 1.15097587]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"[0.80336555 0.72914268 0.60769752 0.64117808 0.87312304 0.79996298
 0.59318063 0.68988295 0.87616246 0.6316558 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09981613 0.10011976 0.10022329 0.10063911 0.09924178 0.10070029
 0.09944955 0.09905576 0.10067114 0.09991367]"
1.5,0.15000000000000002,[0.961 0.8   0.704 0.686 0.771 0.962 0.688 0.917 0.788 0.637],[3.46  3.265 2.785 2.945 2.735 3.645 2.785 3.53  2.975 2.63 ],[2. 1. 1. 1. 1. 2. 2. 2. 2. 1.],"[1.83497108 1.71200862 1.333302   1.40729281 1.31279231 1.9106615
 1.29683759 1.97077751 1.5032378  1.22482999]",[1.  0.5 0.  0.  1.  1.  0.  1.  1.  0. ],"[0.90801154 0.90527553 0.63126831 0.70128085 0.56135646 0.98738208
 0.59101239 1.03476586 0.72860646 0.55960752]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15058631 0.14881003 0.15114136 0.14988995 0.15044568 0.14981882
 0.14956974 0.14913882 0.1496619  0.15087383]"
1.5,0.2,[0.933 1.017 0.997 0.94  1.014 0.953 1.032 1.073 0.881 0.909],[3.02  3.07  3.21  3.045 3.06  3.03  3.21  3.185 2.97  2.895],[2.  2.  2.  2.  2.  2.  1.5 2.  2.  2. ],"[1.70589851 1.71670174 1.75774743 1.677887   1.70145979 1.65891225
 1.87960968 1.80514499 1.59788653 1.53763856]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.70215187 0.72109627 0.76300317 0.69663395 0.70573683 0.69666341
 0.82983033 0.7449094  0.63762164 0.63171449]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20003051 0.20259152 0.19928915 0.20039556 0.19930856 0.19855815
 0.19866671 0.20093725 0.19845149 0.19873761]"
1.5,0.25,[1.239 1.078 1.191 1.236 0.965 1.08  0.884 1.219 0.979 1.117],[3.445 3.035 3.18  3.245 2.5   3.08  2.615 3.335 2.785 2.885],[2. 1. 2. 2. 1. 2. 1. 2. 2. 1.],"[2.12624811 1.76642732 1.91407492 2.02013276 1.50222544 1.8224356
 1.4612461  2.03513498 1.58376835 1.71986028]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.85464167 0.67830141 0.71334494 0.7476938  0.49636728 0.69134979
 0.5271601  0.79925882 0.55061039 0.61984624]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25144874 0.24984198 0.24905149 0.25307773 0.24854604 0.25388106
 0.24860942 0.25025923 0.24831674 0.25009072]"
1.5,0.3,[1.289 1.246 1.393 1.351 1.185 1.331 1.214 1.312 1.113 1.571],[3.01  3.035 3.24  3.32  2.895 3.14  2.83  2.85  2.775 3.475],[2.  2.  2.  2.  2.  2.  1.5 1.  2.  2. ],"[1.90100909 1.88842863 2.10134897 2.11451238 1.7736998  2.04556583
 1.72041909 1.82104519 1.64089603 2.30831975]",[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.25],"[0.62202502 0.62802824 0.71839914 0.74581731 0.58306442 0.67616489
 0.56170877 0.58272854 0.5225928  0.79594609]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.30014619 0.30203344 0.29865819 0.29852629 0.29850879 0.29901533
 0.29892324 0.30158144 0.29929097 0.3010844 ]"
1.5,0.35000000000000003,[1.494 1.393 1.445 1.227 1.307 1.39  1.349 1.43  1.143 1.326],[3.195 3.02  3.275 2.9   2.84  2.93  2.925 3.115 2.44  3.025],[1.  1.  2.  1.  1.  2.  2.  2.  1.  1.5],"[2.16646013 2.01034981 2.15917717 1.85876148 1.86963524 1.92930775
 1.85633294 2.09799299 1.49236131 1.90726648]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.68555193 0.62516243 0.69823631 0.56187549 0.55445366 0.54492206
 0.55334466 0.648206   0.38076097 0.61853418]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34868591 0.35026486 0.35103888 0.35171295 0.35097262 0.34874816
 0.34776791 0.35139291 0.34588396 0.34661694]"
1.5,0.4,[1.782 1.539 1.444 1.191 1.35  1.495 1.417 1.407 1.579 1.432],[3.575 3.35  2.815 2.675 2.675 3.055 3.12  2.995 3.355 2.925],[2. 2. 2. 1. 2. 1. 2. 2. 2. 1.],"[2.46942712 2.29283241 1.87135555 1.68175795 1.73431046 2.04573031
 2.04367542 1.97782187 2.28329187 1.9989723 ]",[1.25 1.   1.25 1.   1.   1.   1.   1.   1.   1.  ],"[0.77314324 0.71644173 0.49089443 0.45689101 0.44132401 0.60585787
 0.61414875 0.57283896 0.70404108 0.54463483]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.40006353 0.40035623 0.39962585 0.39979947 0.39721863 0.39964395
 0.40046453 0.39930908 0.40003327 0.40014874]"
1.5,0.45,[1.677 1.395 1.72  1.459 1.385 1.412 1.37  1.372 1.526 1.388],[3.37  2.985 3.395 2.855 2.96  2.89  2.69  2.815 3.115 2.91 ],[2.  2.  2.  2.  2.  2.  1.5 2.  2.  1. ],"[2.31734382 1.96703074 2.36547681 1.95264468 1.98480056 1.9174323
 1.81959666 1.88592701 2.08479839 1.97154323]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.67747596 0.55578074 0.68202466 0.51385989 0.541006   0.52309331
 0.45589519 0.49824024 0.57605877 0.54458065]",[0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.45027518 0.45020465 0.44871507 0.45035937 0.45326073 0.45111894
 0.45283041 0.4521567  0.44979463 0.44967732]"
1.6,0.05,[0.254 0.329 0.254 0.325 0.299 0.267 0.271 0.217 0.229 0.225],[2.84  3.315 2.815 3.175 2.8   2.845 3.25  2.67  2.77  2.66 ],[1. 2. 1. 2. 2. 2. 2. 2. 1. 2.],"[0.8331313  1.21076171 0.8582633  1.08523583 0.86024416 0.85111525
 1.10557392 0.73290855 0.78986058 0.68749749]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.58672169 0.88227263 0.59560155 0.78903466 0.59581972 0.58310164
 0.81050495 0.49104575 0.55427556 0.44930688]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0501818  0.05034194 0.05090878 0.05051743 0.05030617 0.04906223
 0.05014423 0.04865315 0.05074238 0.05081878]"
1.6,0.1,[0.471 0.578 0.531 0.446 0.578 0.576 0.473 0.434 0.562 0.468],[2.84  2.975 2.675 2.725 3.125 3.26  2.68  2.905 2.89  3.02 ],[1.5 1.  1.  1.  2.  2.  1.  1.  1.  2. ],"[1.13716745 1.34698823 1.1510306  1.05489569 1.42608271 1.39780607
 1.06967007 1.15509321 1.23274395 1.20893531]",[0.  0.  0.  0.  0.  0.5 0.  0.  0.  0. ],"[0.65296702 0.76156037 0.62606844 0.59650672 0.81355036 0.8176251
 0.58820401 0.67648084 0.71130719 0.73850227]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10051751 0.09790216 0.09996342 0.09995566 0.0998239  0.09835626
 0.0972589  0.09897747 0.09836556 0.09963687]"
1.6,0.15000000000000002,[0.782 0.646 0.719 0.722 0.665 0.854 0.672 0.69  0.808 0.787],[3.035 2.675 2.605 2.87  2.705 3.095 2.9   2.835 3.19  2.83 ],[2. 1. 1. 1. 1. 2. 2. 1. 1. 1.],"[1.53020303 1.27594247 1.1956414  1.48497727 1.24073425 1.5513914
 1.35074632 1.34686914 1.65511763 1.42884325]",[1. 0. 0. 1. 0. 1. 0. 0. 1. 1.],"[0.7369169  0.58538857 0.52319847 0.70320969 0.5947055  0.74964397
 0.67149095 0.64247431 0.84533247 0.67019182]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14915456 0.14967248 0.15029213 0.14974219 0.14893167 0.15009772
 0.14975517 0.15255728 0.15075792 0.15069513]"
1.6,0.2,[0.882 0.972 0.849 0.819 0.898 0.996 0.944 0.785 0.954 0.774],[2.535 3.01  2.585 2.765 2.9   2.96  2.855 2.425 2.855 2.475],[1. 1. 1. 1. 2. 1. 2. 1. 2. 1.],"[1.3903615  1.71934349 1.36938341 1.43747429 1.56845485 1.69941495
 1.536382   1.22659657 1.58754531 1.21416185]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51078997 0.72010581 0.52917437 0.61155022 0.64941524 0.72121304
 0.59497057 0.44888661 0.64289871 0.44664019]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.2020246  0.19997435 0.19990937 0.20125162 0.19981686 0.19889913
 0.200413   0.19994049 0.20049377 0.19952016]"
1.6,0.25,[1.155 1.018 1.069 1.071 1.094 1.076 1.059 1.118 1.18  1.191],[3.01  2.735 2.805 2.91  2.73  2.79  3.05  3.01  3.205 3.215],[2. 1. 1. 1. 1. 1. 2. 2. 2. 2.],"[1.79199037 1.61447206 1.66161034 1.71109712 1.61194575 1.6788114
 1.73234482 1.76926091 1.95535585 1.92569496]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.65483705 0.56574159 0.58445244 0.61831757 0.53004634 0.58594885
 0.68582596 0.64525029 0.74402163 0.71780007]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.2493312  0.25259625 0.25201409 0.25268024 0.24939054 0.25030493
 0.24971002 0.24805046 0.24894412 0.24900065]"
1.6,0.3,[1.222 1.106 1.158 1.444 1.079 1.239 1.091 1.14  0.986 1.165],[3.125 2.645 2.81  3.355 2.62  2.915 2.805 2.635 2.375 2.775],[2. 1. 1. 2. 1. 1. 2. 1. 1. 2.],"[1.92240808 1.64408822 1.73122832 2.19832064 1.57173797 1.79594521
 1.64806276 1.60314186 1.39142063 1.7155939 ]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.66646936 0.50302133 0.55262664 0.72914034 0.48221557 0.59516579
 0.51738161 0.49627021 0.38899082 0.5435126 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.300554   0.29808861 0.29823095 0.30028112 0.29937752 0.29896215
 0.29969381 0.29819478 0.2975087  0.30074291]"
1.6,0.35000000000000003,[1.088 1.214 1.302 1.363 1.326 1.404 1.362 1.173 1.267 1.366],[2.44  2.67  2.895 2.99  2.99  2.935 3.015 2.55  2.775 3.035],[1.  2.  1.5 1.  2.  1.  2.  1.  1.  1.5],"[1.4888916  1.66359717 1.86261038 1.97362074 1.90013091 1.94567842
 1.93115412 1.58134525 1.744431   2.01757525]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.40581665 0.46124396 0.55601828 0.61625136 0.58088958 0.59080446
 0.58317743 0.44346348 0.5291536  0.61236834]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34702745 0.35047749 0.35201772 0.34923472 0.34994184 0.35045555
 0.35016293 0.35181338 0.34936033 0.35206411]"
1.6,0.4,[1.396 1.391 1.157 1.226 1.164 1.289 1.662 1.293 1.491 1.417],[2.845 2.9   2.41  2.535 2.43  2.59  3.295 2.91  3.25  2.895],[1. 1. 1. 1. 1. 1. 2. 2. 1. 2.],"[1.9238813  1.90391252 1.55791949 1.65033917 1.59608319 1.7143836
 2.22653281 1.88134732 2.19924126 1.9202251 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5283799  0.54056078 0.38374896 0.42069836 0.38981457 0.43554937
 0.65492301 0.52204434 0.68285119 0.5479961 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39757493 0.39954545 0.39934433 0.39795178 0.40016988 0.39729399
 0.39935478 0.39675356 0.39984063 0.39937001]"
1.6,0.45,[1.272 1.57  1.131 1.599 1.292 1.552 1.461 1.296 1.226 1.446],[2.715 3.15  2.385 3.305 2.695 3.16  2.805 2.63  2.45  2.995],[1. 2. 1. 2. 2. 2. 1. 2. 1. 1.],"[1.79266618 2.15813332 1.49240735 2.25302781 1.72075731 2.09761746
 1.95790962 1.7074078  1.59351068 2.03228408]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.46564012 0.59119789 0.35510144 0.63667741 0.42931902 0.60133877
 0.49895851 0.43190945 0.38454736 0.57141555]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44944072 0.45246433 0.44979732 0.44990481 0.45074562 0.44760956
 0.44706146 0.44877697 0.44756631 0.44961103]"
1.7000000000000002,0.05,[0.259 0.286 0.234 0.197 0.253 0.265 0.226 0.222 0.262 0.281],[2.565 2.795 2.28  2.3   2.67  2.69  2.525 2.605 2.805 2.72 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71228615 0.82697793 0.56033641 0.57293786 0.78803937 0.86301855
 0.74660475 0.72641283 0.82681162 0.81934027]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.4769358  0.54739053 0.33698436 0.35399377 0.5156941  0.5778678
 0.50223585 0.51386797 0.58108042 0.54814794]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05008606 0.05052178 0.05035211 0.05152678 0.05025848 0.04929353
 0.05047473 0.05030533 0.0509419  0.05117706]"
1.7000000000000002,0.1,[0.53  0.431 0.449 0.469 0.492 0.493 0.456 0.493 0.426 0.402],[2.805 2.48  2.555 2.47  2.695 2.855 2.55  2.78  2.38  2.485],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.17961757 0.96494032 0.96873192 0.94051988 1.08472077 1.19527654
 0.99353202 1.07835327 0.89947846 0.90498933]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.65113887 0.50060133 0.53142296 0.47530046 0.61593292 0.68677404
 0.51611198 0.61084106 0.45978485 0.50463075]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09921778 0.10074984 0.09886673 0.10004908 0.10058056 0.09983621
 0.10243867 0.09898531 0.10042511 0.09824065]"
1.7000000000000002,0.15000000000000002,[0.662 0.577 0.684 0.651 0.663 0.587 0.692 0.692 0.571 0.687],[2.54  2.34  2.6   2.385 2.465 2.375 2.845 2.55  2.39  2.74 ],[1.  1.  1.5 1.  1.  1.  1.  1.  1.  2. ],"[1.1742386  1.03566743 1.18593864 1.08482737 1.17833951 1.05097705
 1.42414711 1.26066935 1.02254814 1.22249339]",[0.5 0.  1.  1.  0.  0.  0.5 1.  0.  0. ],"[0.52194978 0.45797852 0.50420524 0.4427357  0.52100614 0.45475849
 0.67780159 0.56126292 0.4618621  0.55363841]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1471627  0.14918017 0.15318767 0.1516592  0.14964603 0.14997054
 0.15005815 0.14887059 0.14727467 0.14989998]"
1.7000000000000002,0.2,[0.923 0.741 0.894 0.847 0.899 0.823 0.859 0.798 0.756 0.933],[2.685 2.27  2.74  2.8   2.59  2.63  2.605 2.475 2.535 2.735],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.52783863 1.11801159 1.51158346 1.49754747 1.43268024 1.4166158
 1.35569499 1.24840185 1.26963172 1.51715404]",[1.  0.5 1.  1.  1.  1.  1.  1.  0.  1. ],"[0.58811847 0.4031947  0.615967   0.62213518 0.53868488 0.57706196
 0.5141984  0.47591894 0.49334174 0.592075  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.19976034 0.20196825 0.2026085  0.1997972  0.20220403 0.20003836
 0.19936116 0.19967605 0.19907113 0.19867603]"
1.7000000000000002,0.25,[0.81  0.899 1.046 1.004 1.15  1.104 0.979 0.944 0.952 0.931],[2.2   2.38  2.755 2.67  2.68  2.945 2.585 2.475 2.6   2.395],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.16728997 1.35565616 1.64755155 1.52657732 1.61132044 1.80533593
 1.51101805 1.4332253  1.5398039  1.35019817]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.35443841 0.44037051 0.56682035 0.53036547 0.50960444 0.68075737
 0.5103308  0.44362051 0.52124799 0.44837322]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25225163 0.25314097 0.24944149 0.24723829 0.25197291 0.24961536
 0.24822939 0.25095724 0.2506031  0.24813339]"
