gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.278 0.251 0.329 0.229 0.269 0.293 0.285 0.301 0.316 0.311],[2.94  2.915 3.255 2.71  2.77  2.955 2.81  2.825 3.06  3.06 ],[1. 1. 2. 2. 2. 1. 2. 2. 2. 2.],"[0.93444271 0.85246835 1.07975949 0.75116306 0.79142197 0.94701055
 0.72687715 0.83426205 1.00477831 1.01464729]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66630947 0.61233164 0.76355954 0.50805881 0.53968766 0.68134588
 0.47162142 0.55312069 0.68671862 0.70357795]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05002148 0.04864773 0.04870484 0.04981736 0.05069236 0.05034964
 0.0486734  0.0492433  0.05004261 0.04996512]"
1.5,0.1,[0.629 0.564 0.506 0.599 0.665 0.605 0.603 0.67  0.503 0.536],[3.47  2.815 2.725 2.925 3.26  3.02  3.25  3.635 2.78  2.76 ],[2.  2.  1.5 1.  2.  2.  2.  2.  1.  1. ],"[1.52660405 1.14967148 1.09812296 1.32991592 1.45098726 1.36168454
 1.49552064 1.68368305 1.14853692 1.15079319]",[0.  0.  0.  0.  1.  0.  0.5 0.  0.  0. ],"[0.92317693 0.60544297 0.57938211 0.77150588 0.80614321 0.75772977
 0.85272096 1.03782643 0.62681939 0.63834935]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09959555 0.09913013 0.10062951 0.10043676 0.10092495 0.10049243
 0.09986371 0.10094776 0.10119532 0.10145957]"
1.5,0.15000000000000002,[0.854 0.773 0.742 0.84  0.869 0.688 0.676 0.66  0.808 0.807],[3.34  3.1   2.915 3.145 3.455 2.75  2.865 2.645 3.285 2.885],[2.  1.5 2.  1.5 2.  1.  1.  1.  2.  1. ],"[1.67322483 1.535122   1.40729882 1.62939888 1.82776459 1.25169793
 1.37770725 1.18810911 1.66269387 1.41660413]",[1. 0. 0. 1. 1. 0. 0. 0. 1. 1.],"[0.82406437 0.77661431 0.6694378  0.81198188 0.93069977 0.60084557
 0.67831241 0.55304563 0.83856057 0.64623425]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15170667 0.15011292 0.14938802 0.15070376 0.15146883 0.15027037
 0.14897039 0.14739977 0.15087376 0.15085844]"
1.5,0.2,[1.188 0.903 0.939 0.985 0.972 0.984 1.06  1.1   1.089 0.924],[3.325 2.815 2.905 3.16  3.015 3.095 3.245 3.28  3.24  2.98 ],[2. 2. 2. 2. 2. 1. 2. 2. 2. 2.],"[1.98731364 1.45929405 1.60442389 1.72809358 1.63874669 1.72159865
 1.83976785 1.89853928 1.86431522 1.61688624]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.84690195 0.58263146 0.6575257  0.7329767  0.69207708 0.73349409
 0.82788217 0.85195817 0.79100254 0.66860316]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20031786 0.19926375 0.20013336 0.20039368 0.20101801 0.19887818
 0.19844301 0.19970102 0.19851449 0.19945411]"
1.5,0.25,[0.946 1.192 1.041 1.225 1.388 1.125 1.205 1.222 1.021 1.149],[2.8   3.21  3.05  3.17  3.66  2.815 3.26  3.065 2.84  2.905],[1. 2. 2. 2. 2. 2. 2. 2. 1. 2.],"[1.55366603 1.9549482  1.76587914 1.96044081 2.33107935 1.65394634
 1.93593126 1.88069424 1.66370312 1.74872101]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.56715358 0.72738594 0.66581078 0.73388442 0.93152216 0.5772758
 0.73615007 0.6720422  0.61231304 0.61828125]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25252969 0.25032629 0.24958787 0.25117147 0.25017513 0.25063803
 0.25074659 0.25008169 0.24967582 0.25091311]"
1.5,0.3,[1.591 1.271 1.146 1.53  1.553 1.235 1.269 1.306 1.255 1.46 ],[3.615 3.14  2.67  3.32  3.39  2.995 3.05  3.115 3.15  3.41 ],[2. 2. 1. 2. 2. 1. 2. 2. 2. 2.],"[2.38041947 1.95130666 1.69876219 2.21298013 2.19964687 1.91583045
 1.8943966  1.95062901 1.98001198 2.21117886]",[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.25],"[0.86992203 0.6576714  0.52460936 0.75561562 0.73770962 0.63837012
 0.62083855 0.66787297 0.67201149 0.75948239]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.29918783 0.30200701 0.29976724 0.29989127 0.29726689 0.30094321
 0.30125006 0.29982876 0.30034247 0.30112539]"
1.5,0.35000000000000003,[1.486 1.34  1.24  1.27  1.243 1.518 1.369 1.445 1.345 1.425],[3.21  2.9   2.73  2.85  2.835 3.215 3.015 3.025 2.86  3.165],[2.  2.  1.  1.  2.  2.  1.  2.  1.5 2. ],"[2.16133341 1.88396976 1.77058719 1.83535687 1.75974629 2.15568981
 2.00331192 1.97946312 1.85274968 2.10442693]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.67714151 0.55317019 0.51735111 0.5447868  0.50652058 0.6908662
 0.60792984 0.58623192 0.53506841 0.64866307]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.35143663 0.34974944 0.34974084 0.3477884  0.34928727 0.34963847
 0.35139005 0.34910177 0.34937276 0.35051775]"
1.5,0.4,[1.701 1.227 1.442 1.255 1.532 1.442 1.454 1.544 1.266 1.651],[3.595 2.725 2.91  2.7   3.06  2.97  3.125 3.265 2.735 3.42 ],[2.  1.5 1.  1.  2.  1.  2.  2.  2.  2. ],"[2.51190261 1.72479915 1.93251055 1.77752212 2.06156583 1.99044774
 2.09314663 2.22772297 1.72136632 2.40205692]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.76063613 0.46895381 0.53859637 0.48348983 0.59271054 0.57138798
 0.62231441 0.66479969 0.46653355 0.71513279]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.40060083 0.40039049 0.39922891 0.40068141 0.39882412 0.40155598
 0.40154801 0.3988024  0.40147131 0.40198151]"
1.5,0.45,[1.476 1.651 1.532 1.484 1.37  1.502 1.298 1.678 1.495 1.615],[2.905 3.465 3.175 3.115 2.69  2.955 2.66  3.42  3.13  3.265],[2. 2. 2. 1. 2. 1. 1. 2. 2. 2.],"[2.01188137 2.45299609 2.17658212 2.08843595 1.79364691 2.08669495
 1.76558701 2.39056573 2.093281   2.25693068]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.51511623 0.71967151 0.61583505 0.59305814 0.43372687 0.57163758
 0.45118516 0.68326287 0.57650945 0.63713332]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45352435 0.45126388 0.45112803 0.45126296 0.45272814 0.44920299
 0.45116052 0.44979531 0.45045646 0.45105854]"
1.6,0.05,[0.341 0.302 0.261 0.224 0.29  0.272 0.317 0.225 0.241 0.264],[2.975 2.88  2.85  2.585 2.69  2.995 3.13  2.58  2.925 2.65 ],[2.  2.  2.  1.  1.  1.5 2.  1.  2.  2. ],"[1.0077998  0.87031889 0.80878595 0.72958242 0.82102742 0.97651642
 1.04860793 0.73684262 0.88294342 0.76702236]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66210064 0.5627603  0.54922388 0.49296011 0.52758259 0.69137848
 0.74619216 0.50200039 0.60105316 0.49705593]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05026455 0.04990531 0.04946255 0.05107841 0.05170237 0.04957334
 0.05062288 0.04898914 0.050136   0.05096971]"
