gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.32  0.242 0.257 0.288 0.223 0.32  0.31  0.333 0.278 0.389],[3.015 3.    3.1   3.11  2.87  3.23  2.765 3.515 3.075 3.52 ],[2. 1. 2. 2. 2. 2. 1. 2. 2. 2.],"[0.95939559 0.92904292 0.97610196 0.98998765 0.88298152 1.05372318
 0.87982074 1.21591617 0.94084349 1.32055132]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.65582931 0.66838008 0.68694059 0.69462114 0.62781185 0.74393955
 0.56767718 0.90452427 0.66202635 0.94391497]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04925201 0.0510039  0.04941087 0.05034216 0.04845755 0.04974761
 0.04985807 0.0500684  0.05109256 0.05051593]"
1.5,0.1,[0.527 0.602 0.488 0.548 0.527 0.52  0.564 0.501 0.511 0.565],[2.91  3.315 2.69  3.07  2.88  2.895 3.21  2.72  3.26  3.12 ],[2. 2. 1. 2. 2. 2. 2. 2. 2. 2.],"[1.15316896 1.45481248 1.10295795 1.27880063 1.2097581  1.17502542
 1.35100608 1.05267024 1.34678495 1.31740375]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.62614473 0.89799058 0.60284748 0.72669644 0.6684724  0.65525858
 0.80092185 0.54955501 0.80382566 0.76448749]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09984499 0.09978131 0.10036745 0.10117655 0.10162955 0.09918163
 0.10138127 0.10034974 0.09927065 0.09969937]"
1.5,0.15000000000000002,[0.835 0.765 0.737 0.937 0.734 0.777 0.713 0.7   0.807 0.683],[3.395 2.8   2.835 3.41  2.995 3.025 3.01  2.87  2.96  2.84 ],[2. 1. 1. 2. 2. 2. 2. 2. 2. 2.],"[1.71555016 1.32330138 1.37640397 1.78735418 1.45250777 1.46160117
 1.46937379 1.34116223 1.41580632 1.36421462]",[1. 0. 1. 1. 1. 1. 1. 1. 1. 0.],"[0.88119835 0.62648223 0.63450944 0.90529669 0.70595565 0.69661338
 0.70830384 0.61523725 0.66316746 0.64447493]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15141319 0.14757032 0.15011875 0.15142593 0.14910364 0.14792923
 0.14797895 0.15060062 0.14944433 0.14961734]"
1.5,0.2,[0.96  0.832 0.984 0.96  1.073 1.115 1.047 1.083 0.926 0.969],[3.065 2.775 3.125 3.    3.24  3.48  3.015 3.285 2.87  3.07 ],[1.  2.  2.  2.  2.  2.  1.  1.5 2.  2. ],"[1.69598023 1.44065051 1.72567093 1.65023415 1.87133953 2.0245409
 1.73114362 1.89700116 1.51603358 1.71719625]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.73992463 0.57399646 0.72987381 0.6816407  0.80674908 0.89896442
 0.70106061 0.83357037 0.58537318 0.72572164]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20008519 0.20234494 0.20054519 0.20070536 0.20044208 0.19906475
 0.20258294 0.20044729 0.2013097  0.19959822]"
1.5,0.25,[1.097 1.163 1.026 1.139 1.256 0.948 1.176 1.032 1.    1.119],[2.865 3.17  2.775 3.06  3.345 2.895 3.085 2.93  2.94  3.06 ],[2.  2.  1.  2.  2.  2.  1.5 2.  2.  2. ],"[1.74460016 1.8907079  1.58830901 1.81997736 2.00698451 1.60251889
 1.8689958  1.7315891  1.67920782 1.7610308 ]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.58791589 0.73388356 0.56483122 0.6710763  0.76085597 0.62100857
 0.70089826 0.63259557 0.59704564 0.65841361]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ],"[0.25057952 0.2486384  0.24931857 0.25185789 0.24944852 0.2495983
 0.24882973 0.24790703 0.25163104 0.25113305]"
1.5,0.3,[1.214 1.286 1.201 1.333 1.254 1.392 1.241 1.414 1.408 1.208],[3.035 3.155 2.855 3.19  2.985 3.25  2.985 3.395 3.225 2.92 ],[1. 2. 1. 2. 2. 2. 1. 2. 2. 1.],"[1.87611215 1.96532526 1.77295265 2.03631354 1.89382588 2.0109155
 1.88248936 2.23440322 2.05958456 1.78670183]",[1.    1.    1.    1.    1.    1.    1.    1.    1.125 1.   ],"[0.62677286 0.68504694 0.56500099 0.69735876 0.60505421 0.71391477
 0.65048161 0.79121078 0.68732596 0.59880419]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29989384 0.29875249 0.30249477 0.29950416 0.30103292 0.29866197
 0.30024195 0.29881499 0.29936756 0.30051644]"
1.5,0.35000000000000003,[1.302 1.409 1.361 1.305 1.421 1.366 1.511 1.532 1.329 1.394],[3.025 3.125 3.055 2.895 3.1   2.965 3.27  3.32  2.94  3.215],[2. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.92125346 2.08333764 1.96658575 1.87222127 1.96818461 1.94949228
 2.22690771 2.27005236 1.92002417 2.14386562]",[1.   1.25 1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.58099772 0.63231011 0.58343633 0.5557198  0.59614786 0.57164316
 0.7336585  0.70120928 0.57677954 0.67290431]",[0.   0.25 0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.34943592 0.34882636 0.35025757 0.34997599 0.3465416  0.35070175
 0.35052041 0.35000812 0.34866438 0.34964735]"
1.5,0.4,[1.488 1.542 1.467 1.392 1.361 1.35  1.662 1.543 1.518 1.45 ],[3.31  3.16  3.045 3.075 2.785 2.8   3.38  3.17  3.25  3.02 ],[2. 2. 2. 1. 2. 2. 2. 2. 2. 2.],"[2.23840904 2.10649562 2.03147799 2.07475086 1.85258624 1.83227799
 2.34184447 2.13670582 2.22203789 2.04812466]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.68954307 0.61793727 0.57343844 0.61102771 0.48050586 0.48544876
 0.70778258 0.62527882 0.67740471 0.57813687]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39833944 0.39860718 0.39900425 0.40250045 0.39924056 0.3990507
 0.40085345 0.3980364  0.40162883 0.40070562]"
1.5,0.45,[1.443 1.493 1.41  1.536 1.626 1.61  1.441 1.414 1.548 1.441],[2.87  3.025 2.785 3.145 3.33  3.405 2.9   2.815 3.135 2.945],[1. 2. 1. 2. 2. 2. 2. 2. 2. 2.],"[1.96902861 2.01938326 1.84220624 2.1562218  2.31519995 2.35827524
 1.97088464 1.80606321 2.13057201 2.00410338]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51884184 0.56054659 0.50363325 0.59400135 0.67178381 0.69476358
 0.5131112  0.46331785 0.61449596 0.54068907]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45106907 0.45095565 0.45084592 0.45060668 0.45111706 0.44968732
 0.44413624 0.44600806 0.44801961 0.44904886]"
1.6,0.05,[0.249 0.294 0.294 0.259 0.26  0.244 0.218 0.309 0.263 0.316],[2.905 2.755 2.88  2.79  2.975 2.725 2.545 2.96  2.995 3.13 ],[1.  1.  1.5 1.5 2.  2.  1.  1.  1.  2. ],"[0.92372021 0.9018577  0.89704518 0.79868476 0.92453601 0.77671422
 0.681656   0.99087125 0.96711694 1.08524196]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.64370709 0.61094187 0.59761159 0.53652197 0.66256946 0.53103642
 0.43986035 0.67812284 0.69606134 0.75812831]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04861473 0.04923156 0.04954572 0.0506992  0.04964645 0.04960853
 0.04822056 0.05050943 0.04952745 0.04938747]"
