gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.228 0.285 0.363 0.269 0.343 0.24  0.305 0.298 0.298 0.332],[2.88  3.05  3.46  2.905 3.315 2.835 2.835 2.91  3.21  3.035],[1. 2. 2. 1. 2. 2. 2. 2. 2. 1.],"[0.88760622 0.97490176 1.25407941 0.93811613 1.07667619 0.82806706
 0.87506797 0.88160584 1.00682675 1.03040029]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.62320436 0.69118868 0.91592664 0.65915555 0.75564469 0.56601384
 0.57572715 0.59502046 0.71601743 0.73138631]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05015462 0.0502499  0.0507146  0.05052481 0.04959398 0.04974804
 0.05124873 0.05018419 0.05108715 0.04996159]"
1.5,0.1,[0.513 0.534 0.624 0.523 0.514 0.687 0.524 0.447 0.661 0.537],[2.97  2.845 3.35  2.955 2.835 3.525 3.055 2.735 3.285 2.925],[2. 2. 2. 2. 1. 2. 2. 1. 2. 2.],"[1.1820878  1.17976295 1.55580967 1.22529529 1.080781   1.61388546
 1.26306384 1.03278319 1.46413055 1.20492379]",[0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],"[0.66768473 0.63199989 0.94008244 0.72283435 0.59649847 0.95293575
 0.72941272 0.56832457 0.81369842 0.6637156 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0998412  0.09947016 0.09924346 0.09830954 0.09923617 0.0999398
 0.10008383 0.0991571  0.10221574 0.0994755 ]"
1.5,0.15000000000000002,[0.789 0.884 0.778 0.847 0.941 0.697 0.759 0.797 0.751 0.737],[3.18  3.21  3.075 3.02  3.64  3.1   3.06  3.18  2.89  2.945],[2.  2.  2.  2.  2.  2.  2.  2.  2.  1.5],"[1.65313614 1.6672256  1.49706866 1.57022385 1.95016685 1.4453848
 1.48858281 1.5698895  1.40630832 1.42306795]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],"[0.828517   0.80701747 0.74091265 0.71576707 1.01728447 0.72702176
 0.72664799 0.75419858 0.66983432 0.70760317]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1491734  0.15118628 0.1498311  0.14894949 0.15049428 0.14895933
 0.15037927 0.15149985 0.15079887 0.14828121]"
1.5,0.2,[0.993 0.976 0.889 0.882 1.032 0.862 1.092 1.004 0.756 0.863],[3.145 3.065 2.81  2.945 3.215 2.715 3.11  2.91  2.575 2.64 ],[2.  2.  1.5 2.  2.  2.  1.  2.  1.  1. ],"[1.77198997 1.68243194 1.54852927 1.60318249 1.81163893 1.42384166
 1.78463212 1.5744351  1.28244424 1.392939  ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.77057884 0.71987884 0.60074027 0.65978222 0.78239821 0.53964489
 0.75249772 0.63525908 0.50342996 0.56060136]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20085588 0.20027926 0.20000166 0.19909748 0.19867249 0.19999599
 0.19832359 0.20073166 0.20143964 0.20161305]"
1.5,0.25,[1.117 1.067 1.351 1.115 1.032 1.201 1.208 1.026 1.302 0.965],[3.41  2.91  3.41  2.82  2.965 3.1   3.22  2.84  3.33  2.58 ],[2. 2. 2. 2. 2. 2. 2. 1. 2. 2.],"[2.04113562 1.68764542 2.12919093 1.6472864  1.69506695 1.83854256
 1.99110495 1.66735862 2.08573088 1.39707217]","[1.      1.      1.      1.      1.      1.09375 1.      1.      1.
 1.     ]","[0.82219275 0.6113176  0.82708552 0.55598024 0.63781048 0.65251472
 0.75627249 0.60783774 0.79306273 0.45580019]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.2498931  0.24926593 0.25033189 0.25047624 0.24973641 0.2514028
 0.25058471 0.24987162 0.24931704 0.25118416]"
1.5,0.3,[1.304 1.12  1.174 1.104 1.328 1.159 1.162 1.338 1.146 1.392],[2.92  2.865 2.87  2.695 3.03  2.845 2.71  3.255 2.76  3.3  ],[2. 1. 1. 1. 2. 2. 2. 2. 1. 2.],"[1.88798111 1.74479972 1.80288827 1.63231067 1.94650297 1.687987
 1.63388553 2.1016487  1.71883436 2.17349065]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58108414 0.59230948 0.59546273 0.50691394 0.63222532 0.55414179
 0.49908573 0.74392287 0.54772352 0.7387763 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29799724 0.30116659 0.29969514 0.30163878 0.30177371 0.30155381
 0.29905036 0.30029313 0.29878543 0.30061285]"
1.5,0.35000000000000003,[1.445 1.304 1.306 1.21  1.344 1.222 1.468 1.5   1.371 1.484],[3.15  2.925 3.035 2.8   3.14  2.89  3.22  3.305 3.045 3.14 ],[2. 2. 2. 2. 2. 2. 2. 2. 1. 2.],"[2.09562946 1.8605177  1.96259765 1.74974303 2.01601753 1.83925026
 2.11160072 2.1988786  2.03329428 2.12134856]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.63418445 0.57216504 0.59999481 0.51649474 0.6193415  0.55124916
 0.67485359 0.70894055 0.62594504 0.65099608]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.35003669 0.35135048 0.34974093 0.34793358 0.34930863 0.35006917
 0.35051431 0.34991936 0.34876091 0.3490933 ]"
1.5,0.4,[1.459 1.238 1.291 1.439 1.593 1.476 1.424 1.77  1.271 1.396],[3.035 2.725 2.77  2.995 3.16  3.045 2.845 3.68  2.7   2.925],[2.  2.  2.  2.  2.  1.5 2.  2.  1.  1. ],"[1.99341778 1.7478228  1.80005005 2.01867707 2.15436369 2.02239768
 1.90070302 2.56439483 1.76633312 1.9745384 ]",[1.25 1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.55156964 0.45409966 0.49572174 0.56099243 0.62987974 0.59519797
 0.50050893 0.79441589 0.46676556 0.55610701]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.40041354 0.39919944 0.39922457 0.39928131 0.4005623  0.39965886
 0.40101041 0.39783635 0.40122644 0.39794161]"
1.5,0.45,[1.488 1.58  1.4   1.362 1.598 1.531 1.614 1.391 1.478 1.457],[2.91  3.15  2.87  2.605 3.185 3.13  3.07  2.875 2.99  3.075],[2. 2. 1. 1. 2. 2. 2. 1. 2. 2.],"[1.98767586 2.18272343 1.94111164 1.74659941 2.20961895 2.20387719
 2.09815701 1.92298155 2.02866355 2.0699986 ]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.50188545 0.61540898 0.52960071 0.44871214 0.61530865 0.59981073
 0.560462   0.51620421 0.53320945 0.58845838]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45298579 0.44884544 0.44924222 0.44890488 0.44890486 0.44982537
 0.44949162 0.45110806 0.45334424 0.44830664]"
1.6,0.05,[0.225 0.278 0.252 0.294 0.208 0.29  0.37  0.261 0.262 0.283],[2.57  2.76  2.64  3.025 2.775 2.815 3.39  2.665 2.8   3.115],[1.  2.  1.  2.  1.  1.5 2.  1.  1.  1. ],"[0.68966524 0.80608419 0.72070079 0.92017083 0.82911617 0.79290203
 1.27686195 0.78808254 0.86592582 1.03197322]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45131685 0.52838277 0.48433543 0.64479729 0.60358943 0.51815899
 0.91148598 0.52505214 0.6086431  0.74493586]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05189931 0.05033536 0.05097307 0.05002843 0.04964897 0.04865882
 0.04959176 0.04809346 0.0501755  0.05030242]"
