gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.272 0.265 0.261 0.275 0.271 0.285 0.302 0.314 0.281 0.261],[3.    3.27  2.94  3.175 2.975 3.14  3.04  3.085 2.845 3.215],[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[0.94278628 1.06708958 0.85069212 1.05366268 0.85592998 1.02140719
 0.99706928 0.97830588 0.85403843 1.04371424]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66402347 0.7896494  0.58115141 0.75830715 0.56983318 0.73170871
 0.6670351  0.65637839 0.57542515 0.755805  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04980415 0.04967695 0.0499388  0.04963447 0.04986842 0.0502428
 0.05012109 0.04901778 0.0513706  0.04976876]"
1.5,0.1,[0.54  0.513 0.462 0.514 0.547 0.47  0.515 0.569 0.49  0.613],[3.32  2.74  2.67  2.915 2.985 2.715 3.305 3.1   2.68  3.145],[2. 1. 1. 2. 2. 2. 2. 2. 1. 2.],"[1.44604075 1.05306009 1.0223971  1.20124    1.25944757 1.03658811
 1.43286929 1.31748831 1.09419973 1.36572276]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.87988963 0.59323282 0.54745935 0.66379371 0.69161554 0.56738706
 0.89348147 0.74099508 0.60624929 0.76638438]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09996108 0.10100611 0.10060244 0.09964317 0.10095047 0.09909006
 0.09928486 0.10076313 0.09915471 0.10011952]"
1.5,0.15000000000000002,[0.875 0.855 0.807 0.877 0.767 0.801 0.886 0.804 0.774 0.689],[3.415 3.22  3.22  3.445 3.015 3.17  3.4   3.21  3.1   2.555],[2. 2. 2. 2. 2. 2. 2. 2. 2. 1.],"[1.73918258 1.64722663 1.54859578 1.80431415 1.49713226 1.60845734
 1.71535523 1.61356086 1.57942243 1.1994452 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],"[0.89494125 0.82154425 0.77617788 0.8897179  0.72484466 0.79216736
 0.89341706 0.80116462 0.78480451 0.54113099]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14978967 0.1490757  0.15028637 0.14911675 0.15163192 0.15025919
 0.15013799 0.14999716 0.15039337 0.14912021]"
1.5,0.2,[0.997 0.978 0.848 0.915 0.823 0.937 0.986 1.188 0.961 0.923],[3.08  2.935 2.85  2.86  2.78  2.8   3.05  3.56  3.155 2.895],[1.5 2.  1.  2.  1.5 1.  1.  2.  2.  2. ],"[1.72035796 1.59759211 1.53350544 1.49429049 1.41921993 1.48959756
 1.68596845 2.06694595 1.71536541 1.54872331]",[1.   1.   0.5  1.   1.   1.   1.   1.25 1.   1.  ],"[0.73664336 0.64048243 0.66305988 0.59152193 0.59402706 0.61312509
 0.73793989 0.91918259 0.75027874 0.62922868]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.1986959  0.19944518 0.19889877 0.20126236 0.20076171 0.1983304
 0.20002078 0.20126628 0.20210494 0.20181625]"
1.5,0.25,[1.158 1.242 1.111 1.254 1.112 1.275 1.059 1.168 1.139 1.212],[3.075 3.225 3.1   3.29  2.965 3.265 2.885 2.95  3.04  3.15 ],[2. 2. 1. 2. 1. 2. 1. 2. 2. 2.],"[1.81775788 1.95271186 1.81050507 2.05014914 1.78422478 2.00129011
 1.64737407 1.75095804 1.85059522 1.87072642]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.67650117 0.70806251 0.72350739 0.78868796 0.65336174 0.75330916
 0.61161632 0.61653543 0.67835035 0.70238841]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.25135076 0.24921765 0.25075053 0.24735595 0.25109339 0.25011225
 0.25204038 0.25257412 0.24978956 0.25154876]"
1.5,0.3,[1.502 1.112 1.393 1.534 1.337 1.323 1.244 1.245 1.246 1.234],[3.41  2.725 3.445 3.505 2.895 3.31  2.945 3.115 2.96  3.125],[2.  2.  2.  2.  2.  2.  2.  1.  1.5 2. ],"[2.2527266  1.65669229 2.26644316 2.32496392 1.83818455 2.10076284
 1.81793734 1.91868197 1.84193339 1.90399741]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.78076493 0.48349405 0.79106962 0.81907281 0.58356114 0.74088186
 0.59154696 0.6806766  0.611179   0.67228049]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.29962087 0.29798634 0.29914916 0.30021547 0.30199411 0.30009769
 0.30412352 0.29967391 0.29903814 0.30097672]"
1.5,0.35000000000000003,[1.342 1.267 1.295 1.532 1.292 1.476 1.491 1.321 1.173 1.516],[3.025 2.815 2.835 3.365 2.75  3.11  3.15  2.945 2.6   3.195],[2.  1.5 1.5 2.  1.  2.  2.  1.  1.  2. ],"[1.92863308 1.81122683 1.82302377 2.27549785 1.76720142 2.12624099
 2.0966875  1.91987503 1.66434827 2.13280087]",[1.    1.    1.    1.    1.    1.    1.    1.    1.    1.125],"[0.57817654 0.52687136 0.52889658 0.72926158 0.51094898 0.6279924
 0.64963428 0.58403794 0.45710096 0.65851345]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34831159 0.34848116 0.35056233 0.35120551 0.35242225 0.35010435
 0.34802127 0.34966167 0.35018948 0.35098349]"
1.5,0.4,[1.396 1.25  1.491 1.568 1.428 1.318 1.406 1.493 1.391 1.364],[2.925 2.685 3.07  3.18  3.025 2.83  2.935 3.205 2.83  2.89 ],[2. 1. 2. 2. 2. 2. 2. 2. 1. 2.],"[1.93512697 1.73365512 2.09898074 2.1383818  2.04189929 1.85674326
 1.95531312 2.15808046 1.85761897 1.91338733]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.53896883 0.46652988 0.60229953 0.60559127 0.55651629 0.51188364
 0.54342408 0.63528536 0.51461207 0.51791247]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39627956 0.39952228 0.40023338 0.401237   0.40112976 0.39934592
 0.3997391  0.40134221 0.39949271 0.39919775]"
1.5,0.45,[1.633 1.562 1.654 1.558 1.59  1.387 1.297 1.481 1.501 1.582],[3.205 3.025 3.245 3.06  3.16  2.85  2.67  2.91  3.215 3.26 ],[1.  2.  2.  2.  2.  2.  1.5 2.  2.  1. ],"[2.25609793 2.0852089  2.27246582 2.14375924 2.18658661 1.92449
 1.7645424  1.99049257 2.15225274 2.27412162]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.64792807 0.57337114 0.64030731 0.58907876 0.59993683 0.48265497
 0.44778215 0.51967287 0.61084282 0.67053367]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44859021 0.44971554 0.44930344 0.45223022 0.45054271 0.44942943
 0.45054627 0.44891434 0.45105772 0.44996617]"
1.6,0.05,[0.283 0.29  0.31  0.279 0.277 0.283 0.299 0.276 0.273 0.331],[2.475 2.87  2.735 2.96  2.64  2.885 3.075 2.76  2.64  3.025],[1. 1. 1. 1. 2. 2. 2. 1. 1. 2.],"[0.65991882 0.92333793 0.84356349 0.97311304 0.75556679 0.8458258
 1.03667479 0.93599372 0.78675448 0.93561683]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.38741394 0.63482383 0.55335353 0.70383784 0.48741402 0.57041351
 0.72477904 0.66029273 0.51850497 0.62648659]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05031799 0.04988686 0.05034921 0.04989562 0.04883958 0.04930016
 0.04967618 0.0506462  0.05067999 0.05087326]"
