gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.334 0.305 0.323 0.272 0.336 0.313 0.298 0.322 0.272 0.299],[3.065 3.04  3.12  2.805 3.15  3.345 2.945 3.09  2.96  3.14 ],[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[0.98097766 0.97753806 1.11627316 0.84293261 1.08919495 1.10592247
 0.84383205 1.03266868 0.86757567 0.99172779]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.64775531 0.68995353 0.77533688 0.57498339 0.74647156 0.78646629
 0.56288417 0.71504325 0.60906218 0.71165027]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04991547 0.04992726 0.05065741 0.05016466 0.05022385 0.04971924
 0.04990143 0.05039489 0.05016743 0.05067253]"
1.5,0.1,[0.494 0.606 0.589 0.542 0.542 0.62  0.528 0.589 0.495 0.609],[2.99  3.285 2.95  3.105 3.075 3.255 3.005 3.24  2.88  3.36 ],[1.  2.  2.  2.  2.  2.  2.  2.  1.5 2. ],"[1.23871162 1.47117932 1.19777908 1.33061883 1.31183774 1.42351935
 1.25366243 1.39977255 1.17940343 1.50647641]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.72074684 0.85259716 0.66078445 0.73834863 0.75971219 0.8251377
 0.73680025 0.81525259 0.68212926 0.88603818]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1001151  0.10043424 0.10008626 0.10066735 0.0998363  0.09963498
 0.10010436 0.09982737 0.10053964 0.10074777]"
1.5,0.15000000000000002,[0.914 0.802 0.75  0.66  0.819 0.713 0.649 0.701 0.829 0.873],[3.455 3.135 2.985 2.75  3.25  2.82  2.64  2.93  3.325 3.2  ],[2. 2. 2. 2. 2. 1. 1. 1. 2. 2.],"[1.72607726 1.59492868 1.4666991  1.22786551 1.6400239  1.35039345
 1.16624208 1.50163478 1.71018527 1.64896604]",[1. 1. 0. 0. 1. 0. 0. 1. 1. 1.],"[0.86903076 0.78881021 0.71386829 0.57267875 0.81093759 0.64331093
 0.54020754 0.71878963 0.86578403 0.79011563]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15009274 0.15083418 0.15003164 0.15109643 0.1503254  0.14976894
 0.15071134 0.14973032 0.14961102 0.15036425]"
1.5,0.2,[1.06  1.067 0.798 0.928 0.835 1.048 0.845 0.87  0.925 0.945],[3.005 3.205 2.655 2.9   2.76  3.285 2.74  2.945 2.735 3.085],[2.  2.  1.  2.  1.  2.  1.  1.  1.5 2. ],"[1.67737421 1.76730892 1.38427528 1.56901713 1.47520193 1.90861424
 1.40896195 1.57852805 1.45316882 1.68643197]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.67906489 0.75576962 0.55962135 0.64017466 0.58497244 0.80652806
 0.57758195 0.6715258  0.56192889 0.72219857]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20225963 0.20163268 0.19838948 0.2008113  0.19950846 0.20032621
 0.20019983 0.20029012 0.20032293 0.20017822]"
1.5,0.25,[1.12  1.134 1.168 1.084 1.035 1.121 1.154 1.083 1.234 1.123],[3.185 3.025 3.135 2.945 2.75  3.15  3.135 2.88  3.275 2.955],[2. 2. 2. 2. 2. 2. 2. 1. 2. 2.],"[1.82261044 1.72984886 1.85221714 1.71036787 1.51798657 1.88262765
 1.92008812 1.69836292 1.97675895 1.77297751]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.69010311 0.62454307 0.69346561 0.60076978 0.52403394 0.7204136
 0.71403649 0.60949176 0.75133506 0.64071463]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25087134 0.24882117 0.25017158 0.24961023 0.25032336 0.25067714
 0.25070612 0.25237114 0.24876532 0.24970553]"
1.5,0.3,[1.324 1.259 1.273 1.259 1.295 1.252 1.265 1.346 1.119 1.261],[3.25  3.045 2.86  3.15  3.13  2.925 3.075 3.    2.85  3.215],[2.  1.5 2.  2.  2.  2.  1.  2.  2.  2. ],"[2.12419259 1.93820941 1.81011322 1.92932609 1.96929213 1.84667057
 1.90548283 1.87557952 1.75454103 1.99579408]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.7302543  0.64315326 0.54580292 0.6765432  0.65477553 0.5901099
 0.65715275 0.61028228 0.5813318  0.68159883]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.   ],"[0.29960648 0.30095452 0.30362367 0.2993725  0.29926654 0.30151148
 0.29940347 0.29891796 0.29993729 0.29934229]"
1.5,0.35000000000000003,[1.209 1.419 1.389 1.259 1.314 1.498 1.168 1.136 1.321 1.261],[2.685 3.095 3.08  2.775 3.065 3.31  2.73  2.63  2.855 2.93 ],[2. 2. 2. 2. 1. 2. 1. 1. 2. 2.],"[1.62651021 2.04286437 2.01348572 1.76016741 1.94077219 2.21896259
 1.63346813 1.62114508 1.82667061 1.88446783]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.45269551 0.63834807 0.6160022  0.49068194 0.62653269 0.71285785
 0.48786937 0.45623633 0.53320503 0.56159002]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.35719287 0.35186469 0.34783744 0.34888033 0.34943508 0.35201711
 0.34868099 0.35082092 0.35140892 0.34950753]"
1.5,0.4,[1.475 1.387 1.395 1.398 1.467 1.386 1.569 1.763 1.331 1.381],[3.045 2.89  3.08  2.88  2.995 2.89  3.015 3.59  2.87  2.89 ],[1.5 2.  2.  2.  2.  1.  1.  2.  1.  2. ],"[2.04990632 1.93705309 2.01776287 1.90643184 2.03821542 1.95735339
 2.12340807 2.53478567 1.92689339 1.89100575]",[1.   1.   1.25 1.   1.   1.   1.   1.25 1.   1.  ],"[0.58318726 0.50245409 0.57956463 0.52588649 0.56671578 0.53442614
 0.59463976 0.77398916 0.55140877 0.51069936]",[0.   0.   0.25 0.   0.   0.   0.   0.25 0.   0.  ],"[0.39745456 0.39890856 0.40027535 0.40024532 0.4013411  0.39879187
 0.39923938 0.3979571  0.40201097 0.39721915]"
1.5,0.45,[1.855 1.454 1.623 1.474 1.376 1.425 1.642 1.62  1.472 1.699],[3.615 2.91  3.205 2.915 2.905 3.    3.055 3.34  2.89  3.255],[2. 1. 2. 2. 2. 2. 2. 2. 2. 2.],"[2.58019186 1.97541688 2.20207296 1.96790785 1.90883221 2.0107738
 2.09387731 2.35468936 1.97772567 2.26910347]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.25 1.25],"[0.78975088 0.52617921 0.63308737 0.52298964 0.50442303 0.55727374
 0.56903997 0.67445712 0.51107467 0.62603584]",[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.125],"[0.44949446 0.45160195 0.44849039 0.44915268 0.45225368 0.45069475
 0.45056827 0.44861947 0.45238648 0.45274478]"
1.6,0.05,[0.265 0.225 0.28  0.271 0.259 0.305 0.255 0.275 0.24  0.294],[2.975 2.645 2.84  2.695 2.715 2.835 2.78  2.705 2.98  2.62 ],[1.5 2.  1.  1.  1.  2.  1.  1.  1.  1. ],"[0.91250912 0.66221213 0.91035525 0.88901737 0.8518449  0.8780586
 0.84055786 0.8198843  0.9786688  0.77936395]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.64630215 0.44958273 0.63162845 0.61048526 0.57940899 0.5681825
 0.58099243 0.55740688 0.7170175  0.50763513]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04887357 0.05074049 0.04962079 0.0503257  0.05105141 0.0495896
 0.05020256 0.05233096 0.05041731 0.05108583]"
