gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.359 0.408 0.259 0.243 0.307 0.108 0.244 0.199 0.373 0.216],[3.64 3.54 3.34 3.08 3.54 2.   3.32 2.46 3.18 2.14],[2.5 1.5 1.5 1.5 2.  1.  2.  2.  2.  1. ],"[1.25189596 1.44785316 1.13962662 0.93002312 1.24066622 0.37159784
 1.02118628 0.47118596 1.20263154 0.50361557]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.88025411 1.06990883 0.8479567  0.69140984 0.93532442 0.25665644
 0.77903784 0.2914887  0.81170869 0.28115464]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04984962 0.0523655  0.05326187 0.05082707 0.04907776 0.05017452
 0.051329   0.04878905 0.04993113 0.04727428]"
1.5,0.1,[0.526 0.584 0.816 0.563 0.558 0.585 0.546 0.625 0.66  0.582],[3.14 3.3  3.9  2.98 2.48 3.16 3.6  3.76 3.18 3.5 ],[1. 2. 3. 2. 2. 2. 3. 2. 2. 2.],"[1.38686967 1.44817885 1.91845938 1.26241763 1.03167229 1.40047474
 1.49477164 1.72669305 1.52494575 1.53301018]",[0.   0.   1.25 0.   1.   0.   0.   1.   0.5  0.  ],"[0.86852006 0.87533949 1.08915884 0.70650454 0.46666863 0.79768665
 0.93413931 1.08753533 0.85821846 0.93388909]",[0.     0.     0.3125 0.     0.     0.     0.     0.     0.     0.    ],"[0.09930369 0.10076703 0.09857533 0.09961635 0.10085177 0.10110696
 0.09935885 0.09972381 0.10059607 0.09815532]"
1.5,0.15000000000000002,[0.754 0.812 0.66  0.855 0.929 0.57  0.577 0.808 0.79  0.974],[3.02 3.06 2.6  2.78 3.34 2.52 2.44 3.18 3.24 3.92],[1.5 2.  1.  2.  1.  1.  1.  2.  2.  2. ],"[1.49746372 1.53509611 1.18921837 1.42630403 1.87175053 1.03333675
 1.08702762 1.67176734 1.57375586 2.14968266]",[0.     1.     0.     1.     1.     0.     0.     1.1875 1.     1.    ],"[0.74135044 0.69513029 0.5239254  0.57221589 0.95291996 0.49364925
 0.48175418 0.81369605 0.74133398 1.16920903]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.14872049 0.15212528 0.15004575 0.15298488 0.14934365 0.14280146
 0.15069322 0.15224941 0.15123619 0.1490643 ]"
1.5,0.2,[0.854 1.021 1.142 0.696 1.306 0.89  0.952 0.929 0.592 1.056],[2.58 3.2  3.02 2.28 3.76 2.62 2.8  2.98 2.28 3.22],[1.  2.  1.5 1.  2.5 2.  2.  1.  2.  2. ],"[1.29307282 1.75072265 1.78075377 1.13849814 2.33732618 1.31388291
 1.46553392 1.66024449 0.90901105 1.81234931]",[1.   1.   1.   0.5  1.25 1.   1.   1.   0.   1.  ],"[0.47527252 0.75064941 0.73195372 0.39582236 1.04334181 0.42880478
 0.55173997 0.70893224 0.33151105 0.79752753]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ],"[0.19899259 0.20152843 0.20082392 0.19649596 0.1995018  0.20554577
 0.20300828 0.19798676 0.17474747 0.19954525]"
1.5,0.25,[1.279 0.972 1.336 1.1   1.317 1.139 1.027 1.321 1.215 1.563],[3.08 2.9  3.42 3.32 3.48 3.16 2.72 3.46 3.5  3.78],[2.  1.  2.  2.  2.  2.  2.  1.5 2.  3. ],"[1.89076183 1.70597737 2.10322547 1.88801311 2.16766738 1.88634654
 1.55585635 2.22042009 2.10540903 2.44174568]","[1.25    1.      1.      1.21875 1.25    1.      1.      1.      1.
 1.25   ]","[0.6272462  0.69750325 0.7673075  0.77957561 0.79770644 0.69855357
 0.56035098 0.89625017 0.88616098 0.91906623]",[0.25  0.    0.    0.125 0.25  0.    0.    0.    0.    0.25 ],"[0.24385704 0.24950141 0.25546422 0.2468368  0.25006659 0.2524558
 0.25072405 0.24807428 0.25072007 0.24806444]"
1.5,0.3,[1.155 1.3   1.188 1.212 1.491 1.32  1.228 1.428 0.951 1.419],[2.82 2.84 2.9  2.66 3.68 3.06 2.94 3.52 2.64 3.02],[2.  1.  1.  1.  3.  1.5 2.  2.  1.  1. ],"[1.69935048 1.82938451 1.787971   1.66918851 2.32906092 1.92665672
 1.81658887 2.27649103 1.50341342 1.98943201]",[1.   1.   1.   1.   1.25 1.   1.   1.25 1.   1.  ],"[0.52364613 0.58365697 0.58128277 0.51638822 0.82212245 0.63021751
 0.60060864 0.82174128 0.49810336 0.64058924]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ],"[0.30270078 0.30217761 0.29961232 0.30160035 0.29973068 0.29666971
 0.30294343 0.29823548 0.29977152 0.29862486]"
1.5,0.35000000000000003,[1.461 1.345 1.048 1.223 1.402 1.599 1.306 1.462 1.329 1.456],[3.26 2.86 2.34 2.6  2.8  3.68 2.78 3.3  2.92 2.76],[2.  2.  1.  1.5 1.  2.  1.5 2.  2.  1.5],"[2.1331004  1.8619285  1.38857165 1.61650796 1.89207634 2.57210721
 1.71714586 2.07112372 1.89556369 1.94314011]",[1.25  1.25  1.    1.    1.    1.    1.    1.125 1.25  1.   ],"[0.6475877  0.51592753 0.3978734  0.4280314  0.5295324  0.87916897
 0.49111071 0.6710163  0.5458176  0.50784714]",[0.25  0.25  0.    0.    0.    0.    0.    0.125 0.25  0.   ],"[0.35185185 0.35454046 0.35210744 0.35312412 0.34155932 0.3536694
 0.34533209 0.34992649 0.35273369 0.34955449]"
1.5,0.4,[1.203 1.778 1.55  1.849 1.641 1.798 1.351 1.485 1.503 0.853],[2.7  3.64 2.9  3.52 3.48 3.72 2.82 3.12 2.96 1.86],[2.  3.  2.  2.  2.  2.  2.  1.5 2.  1. ],"[1.63959064 2.46368886 2.04992673 2.57205313 2.33206024 2.58449811
 1.81589657 2.13197349 2.02869208 1.09255326]",[1.125  1.9375 1.     1.     1.25   1.25   1.     1.     1.     1.    ],"[0.41490314 0.72818105 0.52196897 0.74938223 0.72825775 0.81975079
 0.46112118 0.62295493 0.54379218 0.20060013]",[0.   0.25 0.   0.   0.25 0.25 0.   0.   0.   0.  ],"[0.38320896 0.40933302 0.40274755 0.39922326 0.39684315 0.39972579
 0.40538698 0.39854052 0.39714614 0.39324961]"
1.5,0.45,[1.647 1.215 1.503 1.415 1.568 1.515 1.581 1.728 1.33  1.5  ],[3.24 2.48 3.24 2.92 3.14 2.88 3.06 3.52 2.8  3.1 ],[2.  2.  1.5 2.  2.  2.  1.  2.  2.  1. ],"[2.30311279 1.52472396 2.26065703 1.8834862  2.18277958 1.96767437
 2.12352969 2.49041497 1.81257827 2.09065844]",[1.125 1.    1.    1.25  1.    1.    1.    1.25  1.25  1.   ],"[0.63749756 0.30316146 0.67234649 0.47372058 0.62329106 0.50160015
 0.57652286 0.73054192 0.45835952 0.62224535]",[0.    0.    0.    0.125 0.    0.    0.    0.    0.125 0.   ],"[0.45323966 0.43450479 0.44841177 0.44643891 0.44713535 0.44033039
 0.44385593 0.45060845 0.42003916 0.44669446]"
1.6,0.05,[0.291 0.149 0.221 0.311 0.268 0.223 0.375 0.266 0.285 0.274],[3.38 2.4  2.4  2.8  3.4  2.44 3.2  2.46 2.52 2.72],[2.  1.5 1.5 2.  1.  1.  2.  1.  1.  1. ],"[1.03889232 0.51243824 0.5906217  0.79270417 1.16604987 0.61828903
 1.02197586 0.68689686 0.82661948 0.83615931]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.73846263 0.3667754  0.35460608 0.47898347 0.87237555 0.39571091
 0.66240554 0.45017811 0.51541342 0.53451868]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04863722 0.05034989 0.04392192 0.05144376 0.04773477 0.0481972
 0.05093397 0.0531764  0.05286962 0.05538922]"
