gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.315 0.256 0.342 0.267 0.282 0.331 0.309 0.266 0.287 0.284],[3.1  2.26 3.24 2.9  2.9  3.2  3.52 3.24 3.44 3.56],[2.  1.  2.  2.  2.  1.5 2.  2.  2.  3. ],"[0.83050792 0.61468803 1.06771728 0.73607752 0.88727639 1.10403075
 1.22513566 1.05801611 1.26128718 1.05480728]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.54667979 0.35736381 0.73579833 0.4720907  0.61036477 0.79438232
 0.9222548  0.77580908 0.95692194 0.73478286]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05081814 0.0470058  0.05157006 0.05104408 0.05006174 0.04995296
 0.05062173 0.04735169 0.04929445 0.05122156]"
1.5,0.1,[0.572 0.407 0.827 0.594 0.407 0.57  0.435 0.564 0.772 0.467],[2.56 3.14 4.32 2.74 2.76 2.9  2.98 3.04 3.82 2.64],[1. 2. 3. 1. 2. 2. 2. 2. 2. 2.],"[1.07254615 1.17433837 2.14954085 1.2881918  0.89545344 1.23057894
 1.12863892 1.17359966 1.95427593 1.01637885]",[1.   0.   1.25 0.   0.   0.   0.   0.   0.5  0.  ],"[0.470261   0.75200439 1.34239241 0.6965646  0.50726985 0.67371859
 0.7078479  0.62338482 1.19125347 0.55014838]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],"[0.09929184 0.10023041 0.09762908 0.10257311 0.09431681 0.09924983
 0.09871618 0.09681806 0.10163619 0.101315  ]"
1.5,0.15000000000000002,[0.843 0.639 0.72  0.553 0.817 0.712 0.786 0.68  0.8   0.81 ],[3.4  2.6  2.4  2.7  3.18 2.6  2.78 2.6  2.8  2.9 ],[2.  2.  2.  1.  2.  1.5 2.  2.  2.  1. ],"[1.76177283 1.13205418 1.11820051 1.13622509 1.5665053  1.14910426
 1.32194186 1.13869189 1.36712097 1.48917733]",[1.  0.5 1.  0.  1.  1.  0.  1.  1.  1. ],"[0.90757361 0.46214696 0.42965558 0.57415478 0.77207659 0.47718044
 0.58756686 0.46181689 0.59641785 0.73357675]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15150496 0.15357636 0.1474808  0.14927722 0.15080883 0.15671812
 0.15866142 0.14933993 0.15174644 0.14695723]"
1.5,0.2,[1.092 1.183 0.985 1.139 0.722 1.329 1.359 0.876 1.204 0.911],[2.88 3.52 3.16 3.74 2.56 4.22 4.28 3.04 3.52 2.88],[1.  2.  2.  2.  1.  3.  2.  2.  2.  1.5],"[1.66900178 2.03162753 1.74120756 2.06533165 1.25063814 2.4535571
 2.60641598 1.59013924 2.0562796  1.56984461]","[1.      1.      1.      1.21875 0.5     1.25    1.25    1.      1.125
 1.     ]","[0.61630158 0.88487338 0.76605131 0.94107384 0.51735689 1.15659909
 1.24604733 0.68422371 0.87780793 0.66951258]",[0.     0.     0.     0.25   0.     0.3125 0.25   0.     0.     0.    ],"[0.20068062 0.19954573 0.19556452 0.20049865 0.20231051 0.20141401
 0.19820379 0.20097142 0.19882916 0.20418748]"
1.5,0.25,[1.069 0.833 1.084 1.449 1.357 1.113 1.082 1.22  1.103 0.944],[2.7  2.3  2.94 3.96 3.52 3.02 2.7  3.16 3.1  2.66],[1.5 1.  2.  2.  2.  1.5 2.  2.  2.  2. ],"[1.5722917  1.24678081 1.72161264 2.47711394 2.16879715 1.87325605
 1.57629058 1.87875265 1.82503138 1.44970449]",[1.    1.    1.125 1.25  1.    1.    1.25  1.25  1.25  1.   ],"[0.53848799 0.42045269 0.61097788 1.06705046 0.83264481 0.68676802
 0.49947417 0.65171652 0.68335169 0.49884511]",[0.   0.   0.   0.25 0.   0.   0.   0.25 0.25 0.  ],"[0.24790853 0.25051589 0.25432418 0.25       0.25028322 0.25054753
 0.25147735 0.25087661 0.24558616 0.24920298]"
1.5,0.3,[1.307 0.849 1.412 1.263 1.229 1.256 1.696 1.282 1.529 0.967],[3.08 2.3  3.28 2.94 2.78 3.08 4.06 3.12 3.32 2.5 ],[2. 1. 2. 2. 1. 2. 2. 1. 2. 1.],"[1.93914387 1.23664043 2.09886784 1.81865586 1.76242323 1.84273754
 2.73510382 1.96119578 2.19002811 1.40499109]",[1.   1.   1.25 1.25 1.   1.   1.25 1.   1.25 1.  ],"[0.61090657 0.37617168 0.68763737 0.55328476 0.55252822 0.5984016
 1.03698493 0.68932078 0.70322636 0.44823328]",[0.   0.   0.25 0.   0.   0.   0.25 0.   0.25 0.  ],"[0.30715468 0.29028895 0.31061122 0.30980738 0.2971498  0.29320436
 0.30045208 0.29576935 0.30134531 0.30081451]"
1.5,0.35000000000000003,[1.438 1.479 1.796 1.127 1.28  1.236 1.196 1.438 1.394 1.55 ],[3.26 3.14 4.16 2.62 2.9  2.44 2.52 2.96 3.12 3.22],[2.  1.  2.  1.  1.5 1.  2.  1.5 1.  1.5],"[2.14246177 2.23547057 2.89915212 1.58338121 1.89058775 1.61897725
 1.57870095 2.01946711 2.10401751 2.22006632]",[1.25 1.   1.25 1.   1.   1.   1.   1.   1.   1.  ],"[0.66053795 0.6943817  1.06759328 0.45797594 0.57249693 0.4038088
 0.41338845 0.60082942 0.66657122 0.71587198]",[0.25  0.    0.125 0.    0.    0.    0.    0.    0.    0.   ],"[0.34948851 0.35066397 0.34933932 0.34463961 0.34810189 0.35385766
 0.33851852 0.35312476 0.35154471 0.35252159]"
1.5,0.4,[1.298 1.487 1.315 1.142 1.938 1.289 1.774 1.497 1.536 1.527],[2.76 2.76 2.54 2.64 4.08 2.9  3.78 3.04 3.16 3.04],[1. 2. 1. 1. 3. 1. 2. 2. 2. 1.],"[1.74086763 1.935445   1.70029299 1.66775182 2.89228856 1.83300336
 2.63454783 2.03927844 2.16569413 2.0657735 ]","[1.      1.125   1.      1.      1.40625 1.      1.      1.      1.
 1.     ]","[0.47594576 0.45889349 0.41563112 0.50282506 0.95884618 0.56012738
 0.88491404 0.59610461 0.63487381 0.57787799]",[0.     0.     0.     0.     0.3125 0.     0.     0.     0.     0.    ],"[0.39778189 0.39507455 0.4050014  0.39983663 0.40044503 0.40209859
 0.39720117 0.40094617 0.40095255 0.40339162]"
1.5,0.45,[1.524 1.656 1.204 1.14  1.771 1.599 1.42  1.411 1.258 1.576],[3.14 3.26 2.46 2.54 3.34 3.12 2.74 2.84 2.56 3.3 ],[1.  2.  1.  1.  2.  2.  2.  1.5 1.  2. ],"[2.12963873 2.33924834 1.59598378 1.67394749 2.37805211 2.10316069
 1.79387849 1.8960126  1.66877258 2.25546504]","[1.      1.25    1.      1.      1.40625 1.      1.      1.      1.
 1.     ]","[0.62575689 0.65811552 0.3938744  0.45287327 0.64597692 0.54952299
 0.44625154 0.49518252 0.45566834 0.65984981]",[0.    0.125 0.    0.    0.25  0.    0.    0.    0.    0.   ],"[0.44510605 0.45286007 0.4606833  0.44355222 0.4547229  0.44893713
 0.44706724 0.45043544 0.4507277  0.45021243]"
1.6,0.05,[0.205 0.317 0.314 0.191 0.227 0.314 0.346 0.216 0.288 0.339],[2.4  3.1  2.58 2.74 2.5  2.72 2.58 2.98 2.18 3.4 ],[1.  1.5 2.  1.  1.  1.5 1.  1.  1.  1.5],"[0.61687385 0.98025901 0.77519463 0.769159   0.60889872 0.87844872
 0.86351656 0.88082956 0.6308345  1.18477109]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.42650276 0.65123558 0.44761651 0.55707526 0.3803245  0.57067529
 0.54385347 0.64796823 0.35501419 0.86161435]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04447089 0.04983389 0.0523544  0.04960206 0.05206897 0.0522742
 0.05120544 0.04841133 0.05393896 0.05005979]"
