gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.406 0.347 0.363 0.22  0.306 0.356 0.266 0.269 0.295 0.248],[3.12 3.82 3.64 2.78 3.28 3.18 3.04 2.08 2.58 2.9 ],[2.  2.  2.  1.5 2.  1.  2.  1.  1.5 1. ],"[1.15657263 1.42314589 1.33360608 0.78287537 1.1320077  1.16284799
 0.84852681 0.54934779 0.74652552 0.8792279 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.73665563 1.06796522 0.96939099 0.56782655 0.82403772 0.79078744
 0.60462056 0.27075404 0.42865442 0.6330841 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05213403 0.04912186 0.05061713 0.05047637 0.04927066 0.04968562
 0.0471078  0.05827068 0.04569983 0.04861368]"
1.5,0.1,[0.57  0.47  0.487 0.669 0.52  0.626 0.549 0.389 0.504 0.6  ],[3.32 3.08 3.02 2.78 2.86 3.1  2.42 2.46 3.06 3.2 ],[2.  2.  1.  1.5 2.  2.  1.  1.  1.5 2. ],"[1.33774071 1.13817794 1.2111864  1.26499006 1.16535531 1.41465689
 1.05473826 0.79271058 1.25253561 1.38013083]",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.],"[0.76191063 0.67104904 0.72589587 0.61992292 0.63337777 0.81757681
 0.49542674 0.43214417 0.74402608 0.79685568]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10164364 0.09621024 0.09655316 0.10014803 0.10019685 0.09947617
 0.10195167 0.09618485 0.1008742  0.09989879]"
1.5,0.15000000000000002,[0.611 0.816 0.896 0.624 0.517 0.866 0.711 0.834 0.645 0.72 ],[2.48 3.32 3.44 2.46 2.06 3.2  2.88 3.38 2.84 3.16],[1.  2.  2.  1.5 1.  2.  2.  2.  1.5 2. ],"[1.15331363 1.69434531 1.79403552 1.05728051 0.77061552 1.58801193
 1.31017361 1.6985807  1.24355767 1.41575299]",[0. 1. 1. 0. 0. 1. 0. 1. 0. 0.],"[0.54194034 0.88169883 0.90610583 0.47501489 0.26631865 0.75647385
 0.6346072  0.80279457 0.61193658 0.72866315]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15113723 0.15094206 0.15189324 0.14716606 0.1557971  0.15253361
 0.15321058 0.15031038 0.1471846  0.14736543]"
1.5,0.2,[0.903 0.823 1.347 1.453 1.203 0.863 1.062 0.797 1.003 1.109],[2.86 2.92 3.84 4.24 3.62 2.82 3.28 2.26 3.1  3.34],[1. 1. 2. 2. 2. 2. 2. 1. 2. 2.],"[1.57925119 1.53850589 2.42771801 2.72051897 2.14052692 1.40981292
 1.82712455 1.20742186 1.74294311 1.9139374 ]","[1.      0.5     1.25    1.25    1.25    1.      1.      1.      1.
 1.09375]","[0.66958323 0.72115238 1.13909008 1.27906511 0.94564655 0.55942229
 0.8243853  0.40343749 0.79804931 0.803371  ]",[0.    0.    0.25  0.25  0.125 0.    0.    0.    0.    0.   ],"[0.19903131 0.19833967 0.20328509 0.20126338 0.19906333 0.19112628
 0.1970646  0.20030426 0.19739356 0.1998769 ]"
1.5,0.25,[1.286 1.395 0.897 0.876 1.238 0.78  1.145 1.003 1.159 1.129],[3.3  3.48 2.54 2.66 3.28 2.08 2.86 2.6  3.06 2.94],[1.  1.5 1.5 2.  1.  1.  2.  1.  1.5 1. ],"[2.02926816 2.19851496 1.35603409 1.41763052 2.01280382 1.10431733
 1.68989854 1.56228438 1.91155136 1.75288678]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.81209531 0.86772517 0.46329971 0.49452505 0.80952745 0.30235932
 0.54542222 0.57203048 0.68830429 0.62405377]",[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.   ],"[0.255096   0.2506603  0.24893368 0.24762236 0.24947589 0.25274626
 0.25031635 0.25065694 0.25253896 0.24589086]"
1.5,0.3,[1.176 1.613 1.244 1.361 1.128 1.34  1.224 1.222 1.26  1.418],[2.82 3.52 2.8  3.18 2.9  2.86 2.9  2.96 3.1  3.3 ],[2.  2.  1.5 2.  1.  1.  2.  2.  2.  1.5],"[1.73360776 2.46855442 1.76247257 2.07037053 1.77024735 1.89348033
 1.73321751 1.75373603 1.90163708 2.16764554]",[1.125 1.25  1.    1.25  1.    1.    1.125 1.125 1.    1.   ],"[0.49946714 0.88773411 0.55026065 0.7030341  0.61648758 0.62791393
 0.52931126 0.57041572 0.63706677 0.75265897]",[0.125 0.25  0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.31059783 0.29877923 0.30265587 0.30024429 0.29770594 0.30235956
 0.30539972 0.29120626 0.30001622 0.30025159]"
1.5,0.35000000000000003,[1.14  1.612 1.79  1.248 1.426 1.423 1.587 1.373 1.503 1.5  ],[2.72 3.74 3.86 2.66 3.4  3.08 3.64 3.   3.   3.5 ],[2. 2. 2. 1. 2. 1. 2. 2. 2. 2.],"[1.64449396 2.48697491 2.65215981 1.71279535 2.19204732 2.06058112
 2.46712745 1.87759002 2.09559359 2.32098666]",[1.125 1.25  1.25  1.    1.    1.    1.    1.    1.    1.25 ],"[0.47167169 0.90275372 0.93799233 0.48146235 0.73004537 0.64983528
 0.84135109 0.54259002 0.60269198 0.77511996]",[0.    0.125 0.25  0.    0.    0.    0.    0.    0.    0.25 ],"[0.34227373 0.34433197 0.35103763 0.34635063 0.34945575 0.35192334
 0.35178352 0.35371179 0.3477733  0.34991926]"
1.5,0.4,[1.283 1.319 1.74  1.514 1.418 1.587 1.245 1.927 1.474 1.551],[2.46 2.88 3.6  3.26 3.08 3.22 2.68 3.86 2.84 3.16],[2. 2. 2. 1. 2. 1. 2. 2. 1. 2.],"[1.61229919 1.8598812  2.58936195 2.20730455 1.99579021 2.24487443
 1.61849687 2.79224753 2.02167876 2.19312838]",[1.    1.    1.25  1.    1.    1.    1.125 1.    1.    1.   ],"[0.3447406  0.50865073 0.78993324 0.675775   0.56997966 0.68830704
 0.4444539  0.89468406 0.56983794 0.62610201]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],"[0.40035524 0.39029427 0.40394278 0.39978131 0.40126206 0.40121497
 0.39509105 0.40183968 0.40093503 0.39824029]"
1.5,0.45,[1.214 1.834 1.451 1.548 1.764 1.512 1.169 1.717 1.497 1.372],[2.58 3.72 2.72 2.9  3.54 3.24 2.46 3.42 2.7  2.78],[1.  2.  1.  1.  2.  2.  1.  2.  1.  1.5],"[1.66312356 2.64891157 1.93644163 2.12188981 2.48666352 2.14738417
 1.60441978 2.45567688 1.886333   1.88493106]",[1.   1.25 1.   1.   1.25 1.   1.   1.25 1.   1.  ],"[0.41010598 0.79464887 0.50882078 0.54923844 0.72084809 0.62076307
 0.39356041 0.73429748 0.45518066 0.51102481]",[0.    0.125 0.    0.    0.25  0.    0.    0.25  0.    0.   ],"[0.44746655 0.44482849 0.45120796 0.4531856  0.4520707  0.44848107
 0.44795918 0.44879248 0.45614035 0.45335599]"
1.6,0.05,[0.271 0.278 0.191 0.277 0.322 0.215 0.235 0.247 0.379 0.203],[2.68 2.6  2.72 2.86 3.1  2.42 2.98 2.78 3.12 2.3 ],[1. 1. 2. 1. 1. 1. 1. 2. 2. 1.],"[0.8029496  0.76385328 0.64005924 0.92078433 1.09416811 0.6480852
 0.85573361 0.74798491 1.15842251 0.57537127]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.53974648 0.47826735 0.43664982 0.66256656 0.80478212 0.42113207
 0.61693478 0.47439116 0.81737514 0.3741408 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0492228  0.05111111 0.04984011 0.0497292  0.04948589 0.04464945
 0.04790553 0.04884949 0.0492807  0.0504624 ]"
