gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.296 0.329 0.422 0.374 0.289 0.314 0.252 0.373 0.251 0.273],[3.16 3.06 3.7  3.14 3.52 2.6  3.08 3.84 3.14 2.96],[2. 2. 2. 2. 2. 2. 2. 2. 1. 1.],"[1.02879526 0.8881638  1.42712151 1.1439945  1.15308171 0.86267583
 0.8596311  1.3930123  1.0721439  0.87490796]",[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.],"[0.71674936 0.55777317 0.99994377 0.75326208 0.85431462 0.53831548
 0.59764867 1.03835898 0.83015415 0.61342358]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05120939 0.05557497 0.0499721  0.05078859 0.05031241 0.04890925
 0.04977974 0.05100428 0.05011231 0.04609218]"
1.5,0.1,[0.561 0.539 0.287 0.579 0.407 0.722 0.526 0.729 0.693 0.583],[3.02 3.18 2.58 3.04 2.52 3.62 3.44 3.64 3.6  3.22],[1.  1.5 1.  2.  1.  2.  2.  2.  2.  2. ],"[1.39229283 1.43693381 0.71389354 1.27475557 0.85344472 1.66269591
 1.45291105 1.74799056 1.71586102 1.30634871]",[0. 0. 0. 0. 0. 1. 0. 1. 1. 1.],"[0.84614659 0.86411033 0.44422557 0.68223604 0.44297597 0.95412414
 0.92632169 1.04214949 1.03705242 0.73408308]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09929423 0.10032952 0.09634737 0.10009221 0.10176991 0.10297284
 0.10112704 0.09952362 0.0968275  0.09761668]"
1.5,0.15000000000000002,[0.724 1.042 0.743 0.973 0.859 0.899 0.884 0.676 0.844 0.701],[3.14 3.36 3.18 3.44 3.28 3.62 3.5  2.86 2.58 2.7 ],[2.  2.  2.  2.  2.  2.  1.5 1.5 1.  1. ],"[1.50233766 1.85682933 1.51079907 1.86810239 1.73081361 1.92685044
 1.88225954 1.3058858  1.36517614 1.229073  ]","[0.5     1.      0.      1.09375 1.      1.      1.      1.      1.
 1.     ]","[0.76541384 0.86266674 0.77826    0.89979185 0.85231142 1.01937608
 1.00578981 0.58856158 0.53974645 0.53676343]",[0.    0.    0.    0.125 0.    0.    0.    0.    0.    0.   ],"[0.14825705 0.1514553  0.15036744 0.14963693 0.15064279 0.14784893
 0.15116977 0.14355914 0.15652174 0.15143892]"
1.5,0.2,[0.772 0.949 0.858 1.058 0.964 0.88  0.894 1.081 0.907 1.006],[2.62 2.74 2.68 2.9  3.02 2.8  2.96 3.28 2.74 3.04],[2. 2. 2. 1. 2. 2. 2. 2. 1. 2.],"[1.20044124 1.52115693 1.39590842 1.76639274 1.63418753 1.43749504
 1.48069384 1.85446241 1.55690209 1.61513352]",[0.5 1.  1.  1.  1.  1.  1.  1.  1.  1. ],"[0.40958187 0.56020966 0.52406272 0.71147087 0.65900564 0.56044426
 0.60096728 0.78530714 0.65846337 0.65617844]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.21462388 0.19959464 0.19707995 0.19928386 0.20122792 0.19736582
 0.19965364 0.19963426 0.19918832 0.20437271]"
1.5,0.25,[0.784 1.069 1.411 1.255 0.852 1.185 0.93  1.382 0.817 0.725],[2.16 2.6  3.58 3.44 2.18 3.06 2.62 3.46 2.46 2.14],[1. 1. 2. 2. 1. 2. 1. 2. 1. 1.],"[1.12244219 1.62504927 2.28725372 2.06126031 1.18843339 1.8532192
 1.42426753 2.23477352 1.21682935 1.11837544]",[1.    1.    1.25  1.    0.5   1.125 1.    1.25  0.5   1.   ],"[0.29869219 0.56466841 0.87770783 0.84155938 0.36274614 0.63513327
 0.50503901 0.84783992 0.3954817  0.33243794]",[0.    0.    0.25  0.    0.    0.    0.    0.125 0.    0.   ],"[0.2506812  0.24877997 0.25398004 0.2508445  0.24992912 0.2480916
 0.24507874 0.25043178 0.24909486 0.2340824 ]"
1.5,0.3,[1.378 1.137 1.206 1.227 1.475 1.087 1.16  1.065 1.421 1.041],[3.36 2.7  2.94 2.78 3.4  2.62 2.98 2.7  3.42 2.46],[1.  1.5 1.  2.  2.  1.5 1.  1.  2.  1. ],"[2.19571111 1.57061733 1.80491313 1.76360778 2.20602802 1.50712003
 1.84409852 1.51252389 2.23710559 1.48308312]",[1.   1.   1.   1.   1.   1.   1.   0.   1.25 1.  ],"[0.80763494 0.47609584 0.63740947 0.52611388 0.79094013 0.44578214
 0.66551454 0.51550729 0.78932727 0.42894738]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ],"[0.30232599 0.29838175 0.3004541  0.30392274 0.29391264 0.29563957
 0.29905824 0.30084564 0.29831989 0.30330044]"
1.5,0.35000000000000003,[1.647 1.541 1.435 1.373 1.145 1.518 1.258 1.628 1.389 1.32 ],[3.6  3.5  3.26 2.8  2.32 3.24 2.88 3.62 2.9  3.  ],[2.5 2.  2.  1.  1.  2.  2.  2.  2.  2. ],"[2.42806814 2.3559273  2.09869959 1.89860277 1.51390796 2.18140318
 1.78206496 2.47990649 1.8198758  1.82311872]",[1.25 1.   1.   1.   1.   1.   1.   1.25 1.   1.25],"[0.77052907 0.80600055 0.64205774 0.55355272 0.36031421 0.63749693
 0.54765822 0.83888598 0.50889924 0.5239781 ]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.3510677  0.35382001 0.35007558 0.35079245 0.36304489 0.34367494
 0.35333925 0.34603393 0.34581795 0.35435658]"
1.5,0.4,[1.239 1.541 1.448 1.14  1.29  1.513 1.207 1.65  1.167 1.583],[2.98 3.36 2.94 2.76 2.76 3.26 2.58 3.52 2.4  3.3 ],[2. 2. 1. 2. 1. 2. 1. 2. 1. 2.],"[1.84012707 2.29861044 1.98684488 1.67153729 1.79100228 2.19903781
 1.712383   2.42323193 1.53852045 2.18824716]",[1.   1.   1.   1.   1.   1.25 1.   1.25 1.   1.25],"[0.54329235 0.71327841 0.58538248 0.46850995 0.49651009 0.66787081
 0.43164569 0.74098095 0.37353266 0.61809091]",[0.    0.    0.    0.    0.    0.    0.    0.125 0.    0.125],"[0.39737396 0.40187352 0.40095587 0.39931507 0.39519294 0.39658804
 0.40277205 0.39906474 0.39973927 0.39931861]"
1.5,0.45,[1.526 1.248 1.78  1.252 1.783 1.941 1.145 1.566 1.478 1.109],[3.1  2.68 3.48 2.86 3.3  3.9  2.24 3.06 2.92 2.38],[2.  2.  2.  2.  2.  2.  1.5 1.  2.  1.5],"[2.07620053 1.75143016 2.56547385 1.6914803  2.3881582  2.78283775
 1.37428401 2.15839503 1.95015022 1.4096279 ]",[1.125 1.    1.    1.    1.25  1.    1.    1.    1.    1.   ],"[0.57259213 0.43313793 0.76230124 0.45546467 0.62327051 0.86427696
 0.27906917 0.57666163 0.52203255 0.34138571]",[0.125 0.    0.    0.    0.125 0.    0.    0.    0.    0.   ],"[0.44885806 0.45037265 0.45152794 0.43566176 0.45658544 0.45076227
 0.46153846 0.45129431 0.45131497 0.46367593]"
1.6,0.05,[0.204 0.24  0.253 0.262 0.336 0.232 0.171 0.282 0.349 0.174],[2.6  2.72 2.84 2.28 3.46 2.56 2.26 2.8  3.1  2.34],[1.  2.  1.  1.  2.  1.  1.  2.  1.5 1. ],"[0.75000594 0.80214374 0.89340696 0.57786979 1.20905239 0.7089625
 0.47351977 0.7709537  1.01629073 0.58426769]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.52711043 0.56393573 0.63379759 0.31404167 0.85611782 0.45763437
 0.30236742 0.50056307 0.67175948 0.38903332]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0498428  0.05244975 0.04777138 0.05802469 0.04929886 0.05399792
 0.05078534 0.046875   0.04918804 0.04879725]"
