gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.288 0.259 0.289 0.369 0.271 0.396 0.338 0.365 0.372 0.313],[3.36 2.06 3.06 4.08 2.02 3.48 3.38 3.4  3.74 3.08],[1.5 1.  2.  2.  1.  2.  2.  2.  2.  1.5],"[1.16354249 0.5166182  0.88530406 1.61729099 0.45010259 1.32327864
 1.02454128 1.22052516 1.42334181 0.98303923]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.87647584 0.2775557  0.57803843 1.2284824  0.18416509 0.95867781
 0.69164944 0.86291774 1.07082716 0.65828825]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05002907 0.05501089 0.04876598 0.0498231  0.05014749 0.05022218
 0.05092025 0.04891083 0.04960342 0.0506584 ]"
1.5,0.1,[0.62  0.488 0.478 0.376 0.444 0.42  0.526 0.629 0.525 0.466],[3.44 2.34 2.94 2.64 2.44 2.48 2.7  3.36 3.44 2.74],[2.  1.  1.  1.5 1.5 1.5 1.  1.  1.  2. ],"[1.6922319  0.95403004 1.25463276 0.88440619 0.90674862 0.94200453
 1.14526902 1.58679077 1.53319214 1.04854008]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[1.02513473 0.47367848 0.75033467 0.51460517 0.44553768 0.46511
 0.60480638 1.00060059 1.03599976 0.59070805]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0988934  0.09794629 0.10131804 0.10048412 0.09621993 0.10203471
 0.10037033 0.09999789 0.10038356 0.10314342]"
1.5,0.15000000000000002,[0.745 1.029 0.813 0.645 0.954 0.775 0.845 0.717 1.111 0.703],[2.98 3.5  3.28 2.7  4.04 3.46 3.34 2.84 3.98 3.1 ],[1.5 2.  2.  1.  2.  2.  2.  1.  2.  1.5],"[1.51604336 1.88625423 1.61802108 1.22703159 2.29877921 1.72232222
 1.64316714 1.43864055 2.2980713  1.50172339]","[0.      1.09375 1.      1.      1.      1.      1.      0.      1.
 0.     ]","[0.77187954 0.88522396 0.80677108 0.56096714 1.27577873 0.92271284
 0.81679995 0.72576945 1.26902223 0.81318335]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.15022283 0.15043988 0.14544098 0.14923047 0.15056759 0.15090175
 0.14524632 0.15372918 0.15017809 0.14878254]"
1.5,0.2,[1.101 1.097 1.255 1.051 1.239 1.115 0.911 0.744 1.386 0.822],[3.1  3.34 3.9  3.42 3.56 3.6  2.74 2.4  3.92 2.62],[2. 2. 2. 2. 2. 1. 1. 1. 3. 2.],"[1.82995485 1.85337143 2.465246   1.94025871 2.09086065 2.09358136
 1.51303609 1.22152466 2.31676148 1.27234578]","[1.125   1.09375 1.09375 1.      1.25    1.      1.      1.      1.25
 1.     ]","[0.77402345 0.73813706 1.1660712  0.89279411 0.91620733 1.00381818
 0.60358296 0.46550171 1.01622926 0.46834187]",[0.125  0.125  0.125  0.     0.25   0.     0.     0.     0.3125 0.    ],"[0.19952433 0.20207945 0.1990072  0.19917643 0.19973016 0.20100742
 0.1990493  0.1993619  0.20407918 0.18878955]"
1.5,0.25,[1.061 1.38  1.21  1.187 1.    0.872 1.104 1.153 1.091 1.163],[3.04 3.32 3.34 3.06 2.54 2.46 2.9  3.28 2.94 3.04],[1.5 2.  2.  1.  1.  1.5 2.  2.  2.  2. ],"[1.71936336 2.19426772 1.97322714 1.84513965 1.46740171 1.32705492
 1.71851773 1.92230363 1.67058873 1.75153474]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.68080623 0.79506362 0.81746542 0.67222949 0.47380796 0.40088304
 0.5998898  0.77195451 0.57232212 0.65226716]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25174825 0.25497179 0.24604835 0.24575864 0.24367089 0.24915636
 0.24759887 0.24949396 0.24774775 0.25123617]"
1.5,0.3,[1.29  1.317 1.259 1.216 0.711 1.25  1.244 1.284 1.135 1.229],[3.12 2.82 2.64 2.74 1.8  2.82 3.1  2.88 2.8  3.  ],[1. 2. 1. 2. 1. 2. 1. 1. 2. 2.],"[2.02097654 1.74166485 1.67666036 1.71595    0.88848996 1.78231379
 1.97782492 1.79897989 1.62315526 1.88460679]",[1.    1.    1.    1.25  1.    1.125 1.    1.    1.    1.25 ],"[0.73213133 0.51105938 0.47431661 0.52008575 0.16723996 0.51021418
 0.72051047 0.58210978 0.53171483 0.64481675]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.30183844 0.30177966 0.3053024  0.30457835 0.265625   0.29827119
 0.30040536 0.30117202 0.3066108  0.29626486]"
1.5,0.35000000000000003,[1.494 1.405 1.1   1.724 1.245 1.326 1.711 1.293 1.255 1.475],[3.34 3.1  2.52 3.78 2.86 2.84 3.46 2.88 3.42 3.34],[2.  2.  1.5 2.5 1.  1.  2.  2.  1.5 2. ],"[2.22054423 1.97718774 1.47865814 2.59441212 1.76717496 1.86671831
 2.45276317 1.87294624 2.09900426 2.18040219]","[1.         1.         1.         1.38541667 1.         1.
 1.125      1.         0.         1.        ]","[0.70325664 0.60713892 0.40850189 0.84293629 0.53088101 0.57277544
 0.77282909 0.51730171 0.77442906 0.71899472]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ],"[0.34884061 0.34590136 0.34391701 0.34888724 0.35461892 0.3471452
 0.3516207  0.35281945 0.35230818 0.34913985]"
1.5,0.4,[0.976 1.728 1.722 1.516 1.705 1.861 1.117 1.179 1.778 1.261],[2.16 3.32 3.7  3.08 3.26 3.8  2.14 2.74 3.58 2.8 ],[1.5 2.  2.  2.  1.  2.  1.5 1.  2.  2. ],"[1.26444537 2.32512523 2.54510755 2.08477466 2.2482332  2.6758821
 1.36910414 1.67130958 2.48310946 1.83021536]","[1.      1.25    1.      1.25    1.      1.96875 1.      1.      1.125
 1.     ]","[0.28565143 0.66242992 0.82866712 0.59726977 0.64366411 0.79884352
 0.24240492 0.50154395 0.77990023 0.48713919]",[0.   0.25 0.   0.   0.   0.25 0.   0.   0.   0.  ],"[0.40037201 0.4060219  0.4032559  0.40060048 0.3985659  0.39899008
 0.40415094 0.39206868 0.40005409 0.39580609]"
1.5,0.45,[1.459 1.532 1.27  1.31  1.719 1.858 1.425 1.352 1.492 1.602],[2.94 3.1  2.48 2.72 3.38 3.86 2.78 2.94 2.8  2.94],[2.  2.  2.  1.  2.5 2.  2.  2.  2.  1.5],"[1.9319118  2.10728705 1.62994855 1.80750445 2.35980089 2.7970791
 1.85764314 1.93457341 1.98967256 2.04515911]",[1.25   1.     1.     1.     2.0625 1.25   1.     1.     1.125  1.    ],"[0.52431414 0.61611029 0.37530012 0.45964068 0.6238585  0.87372827
 0.47707185 0.55086247 0.51243623 0.53921184]",[0.25  0.    0.    0.    0.25  0.125 0.    0.    0.    0.   ],"[0.45238971 0.45230999 0.44287605 0.45109064 0.45037853 0.45061055
 0.45093811 0.45164844 0.46159875 0.45023892]"
1.6,0.05,[0.248 0.326 0.292 0.331 0.228 0.208 0.215 0.222 0.303 0.121],[1.94 3.1  3.4  2.72 3.02 2.08 2.44 2.08 3.04 2.36],[1.  1.  1.5 2.  2.  1.  1.  1.  1.  2. ],"[0.42061194 1.17437607 1.18719932 0.76544983 0.7704717  0.52899399
 0.64631504 0.52057859 1.022727   0.41700094]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.18873694 0.8193956  0.90019004 0.46377014 0.54528127 0.31118149
 0.43975743 0.31401121 0.72735591 0.27830953]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.06041667 0.05055062 0.04970055 0.05405405 0.0513615  0.0546729
 0.04922843 0.05206912 0.05186313 0.05304586]"
