gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.362 0.322 0.248 0.191 0.354 0.404 0.247 0.314 0.263 0.347],[3.52 3.02 3.28 2.82 3.   3.82 3.12 2.78 3.   3.44],[2.  2.  2.  2.  1.  1.5 1.  2.  2.  2. ],"[1.22785351 1.12032203 0.96365744 0.6677736  1.06642797 1.64255117
 1.10505795 0.73234682 0.86629583 1.3450251 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.91273266 0.76317237 0.72313009 0.4677736  0.70347143 1.22771352
 0.826806   0.40328432 0.58580267 0.99723213]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04963669 0.04945105 0.04669776 0.04585635 0.04939906 0.05071081
 0.04850474 0.04783951 0.05250025 0.05051759]"
1.5,0.1,[0.369 0.669 0.302 0.52  0.487 0.625 0.695 0.503 0.329 0.485],[2.52 3.78 2.22 2.96 2.82 3.04 3.8  2.82 2.24 3.16],[1.  2.  1.  1.  1.  1.  2.  1.5 1.5 2. ],"[0.93596179 1.85957061 0.54917666 1.34261481 1.12271258 1.36112948
 1.83164681 1.14451704 0.65094184 1.29574946]","[0.      0.      0.      0.      0.      0.5     1.09375 0.      0.
 0.     ]","[0.54582507 1.16568511 0.24730166 0.83848273 0.65063739 0.76982577
 1.11394662 0.63381391 0.31346137 0.77592158]",[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.   ],"[0.09446373 0.09935364 0.0823337  0.09861461 0.09760452 0.0977405
 0.09961995 0.10337637 0.09928524 0.10165276]"
1.5,0.15000000000000002,[0.69  0.764 0.728 0.711 0.669 0.739 0.611 0.709 0.507 0.848],[2.48 2.74 2.88 2.7  2.8  2.82 2.46 2.78 1.86 3.02],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.24597169 1.40151756 1.41337269 1.29817709 1.28089257 1.48405262
 1.05849422 1.25427119 0.74359256 1.53939066]",[0.5 1.  0.  1.  0.  1.  0.  1.  0.  1. ],"[0.54044679 0.59200095 0.70438588 0.56429037 0.63099023 0.70328113
 0.46357235 0.52660517 0.21234256 0.708668  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15038582 0.14953873 0.15131123 0.14791452 0.15146332 0.1502038
 0.14835575 0.15144503 0.16666667 0.15412248]"
1.5,0.2,[0.862 1.117 0.918 1.021 1.102 1.174 0.915 1.069 1.04  0.988],[2.64 3.52 2.98 3.   3.58 2.96 2.74 3.2  3.02 3.22],[1. 2. 1. 2. 2. 2. 1. 2. 2. 2.],"[1.33799107 2.08249133 1.60362163 1.64716005 2.07203774 1.79155166
 1.5273087  1.75213207 1.68014613 1.77937816]","[1.      1.      0.5     1.      1.125   1.09375 1.      1.09375 1.1875
 1.     ]","[0.50157994 0.96532825 0.71244487 0.64997255 0.97589516 0.68475967
 0.59503331 0.75299144 0.67017054 0.78768382]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ],"[0.20058088 0.19716245 0.20338442 0.20459226 0.19964069 0.19959965
 0.19397021 0.20067021 0.19728242 0.20121373]"
1.5,0.25,[1.3   1.093 1.324 1.232 1.424 1.168 1.169 1.481 0.918 1.142],[3.58 2.74 3.84 3.2  3.52 3.14 2.82 3.86 2.7  3.22],[2.  1.  2.  2.  2.  2.  1.  2.  1.5 2. ],"[2.2159954  1.58481554 2.35091425 1.92442233 2.28415449 1.81521932
 1.73843251 2.50341024 1.48351333 1.90536249]",[1.    1.    1.    1.    1.125 1.25  1.    1.25  1.    1.125],"[0.9195977  0.52281359 1.01653925 0.7040964  0.87773603 0.67399374
 0.62204091 1.0507601  0.52302505 0.72913691]",[0.    0.    0.    0.    0.    0.25  0.    0.125 0.    0.125],"[0.24859157 0.25427077 0.24872686 0.25192581 0.25389607 0.24941447
 0.24958398 0.25003677 0.25912947 0.24940217]"
1.5,0.3,[1.387 1.378 1.127 1.275 1.445 1.02  1.502 1.539 1.398 1.627],[3.36 3.16 2.5  2.8  3.26 2.66 2.94 3.36 3.2  3.98],[1. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[2.21042129 2.04087028 1.53019453 1.76435681 2.13871386 1.52087309
 2.09114688 2.28017989 2.02709749 2.64906769]",[1.    1.    1.    1.125 1.    1.    1.25  1.25  1.    1.25 ],"[0.82697891 0.65770256 0.38304609 0.51795056 0.70017871 0.50236967
 0.60228457 0.74870528 0.6930948  0.96652374]",[0.    0.    0.    0.125 0.    0.    0.25  0.125 0.    0.25 ],"[0.29864228 0.3004116  0.29301471 0.30372184 0.30239935 0.29938653
 0.30615426 0.2997721  0.29826437 0.30148163]"
1.5,0.35000000000000003,[1.37  1.499 1.383 1.408 1.245 1.275 1.266 1.484 1.344 1.704],[3.1  3.08 2.88 3.2  2.64 2.58 3.04 3.4  2.94 3.66],[2.  2.  1.  2.  1.  1.5 1.5 1.5 2.  2. ],"[1.96998893 2.08866703 2.00999624 2.06652816 1.69963499 1.64507864
 1.92630101 2.25167185 1.92476262 2.49963608]",[1.125 1.    1.    1.    1.    1.    1.    1.    1.    1.   ],"[0.60139518 0.60296146 0.57202261 0.6235643  0.44706663 0.43772512
 0.61438328 0.75316599 0.58825872 0.81948471]",[0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.34762267 0.35076392 0.35413804 0.35119638 0.35373925 0.34996142
 0.35032876 0.34903239 0.34785523 0.35344595]"
1.5,0.4,[1.37  1.615 1.714 1.368 1.26  1.566 1.406 1.225 0.975 1.078],[2.96 3.34 3.5  2.96 2.62 3.14 3.16 2.4  2.04 2.08],[2. 2. 2. 1. 2. 2. 2. 2. 1. 1.],"[1.90271304 2.31182454 2.46520946 1.98772971 1.62657342 2.15780346
 2.0210611  1.55555079 1.23882682 1.40614338]",[1.   1.25 1.25 1.   1.   1.   1.25 1.   1.   1.  ],"[0.55974673 0.63681965 0.71532177 0.59932639 0.40960077 0.59857983
 0.61051911 0.33570704 0.28346061 0.26850666]",[0.    0.25  0.125 0.    0.    0.    0.25  0.    0.    0.   ],"[0.39869171 0.39886884 0.40054506 0.3973675  0.41005724 0.39891678
 0.40332186 0.40995165 0.39519677 0.40743243]"
1.5,0.45,[1.852 1.712 1.235 1.321 1.431 1.103 1.466 1.348 1.251 1.55 ],[3.84 3.46 2.58 2.82 2.88 2.26 2.94 2.82 2.72 3.18],[2.  2.  1.5 1.  1.  1.  2.  2.  2.  1. ],"[2.70994582 2.39547342 1.70338424 1.82627732 1.94069296 1.406145
 1.98298486 1.81101038 1.71213033 2.20385353]",[1.125 1.25  1.    1.    1.    1.    1.    1.125 1.25  1.   ],"[0.834272   0.70108865 0.39883346 0.5119072  0.52607382 0.30223875
 0.55123071 0.45374476 0.42147237 0.61463478]",[0.125 0.25  0.    0.    0.    0.    0.    0.    0.125 0.   ],"[0.44846325 0.44864731 0.444888   0.44664461 0.45173845 0.46551724
 0.45540827 0.4479638  0.44627558 0.45328504]"
1.6,0.05,[0.231 0.261 0.303 0.146 0.418 0.274 0.243 0.274 0.327 0.26 ],[2.22 2.98 2.52 2.1  3.2  3.08 2.9  3.06 3.38 2.84],[1.  1.5 1.  1.  2.  2.  2.  2.  1.  1. ],"[0.53453166 1.0086225  0.66650777 0.45264188 1.19041559 0.86380645
 0.76961521 0.89297576 1.264258   0.91417945]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.32371135 0.73899848 0.38275777 0.30988797 0.78958551 0.57208282
 0.54034275 0.65552215 0.93360858 0.64767554]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04568436 0.05106129 0.05163043 0.05160142 0.05152471 0.04961455
 0.05059642 0.04910732 0.05129555 0.05021311]"
