gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.205 0.336 0.348 0.173 0.331 0.316 0.206 0.333 0.309 0.238],[3.12 3.8  3.76 2.66 3.32 3.3  3.42 2.52 3.44 3.62],[2.  2.  2.  2.  2.  2.  2.  1.  1.5 2. ],"[0.76002129 1.53698877 1.48134031 0.5612505  1.17262314 1.07838138
 1.05734153 0.98142879 1.17755022 1.12609629]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57367364 1.21856714 1.1077075  0.38099171 0.84151962 0.75341068
 0.82614524 0.66899715 0.85259538 0.85989023]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04407295 0.04987861 0.05124207 0.04906871 0.04895105 0.05122411
 0.05025346 0.04917319 0.05040721 0.05014811]"
1.5,0.1,[0.506 0.575 0.477 0.578 0.419 0.568 0.472 0.537 0.512 0.491],[3.24 3.08 3.3  2.96 2.28 3.26 2.92 2.96 2.78 2.84],[2. 2. 2. 2. 1. 2. 1. 1. 1. 1.],"[1.38524576 1.30923066 1.26729019 1.18399314 0.81530171 1.34416466
 1.18080918 1.25681505 1.23193866 1.19400222]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.8681608  0.7357541  0.77449112 0.64975486 0.39951558 0.76528649
 0.68093125 0.71735705 0.67730975 0.6907698 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09993628 0.09938263 0.09796618 0.10129394 0.10407213 0.10029688
 0.10042805 0.10187281 0.09682971 0.10016065]"
1.5,0.15000000000000002,[1.007 0.688 0.825 0.57  0.772 0.825 0.828 0.84  0.698 0.672],[3.84 2.94 3.14 2.82 3.48 3.1  3.18 3.24 3.26 2.48],[2.  1.  2.  1.  2.  1.5 1.5 1.5 2.  2. ],"[2.19283865 1.45897728 1.55582899 1.2960058  1.65285742 1.60430516
 1.65683585 1.72386701 1.52796326 1.13307923]",[1.  0.  1.  0.  0.  1.  0.5 0.5 0.  1. ],"[1.13965018 0.7584243  0.75059706 0.70730462 0.87801367 0.79160008
 0.82474722 0.87805647 0.80847596 0.41221985]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15304251 0.14721374 0.1512488  0.15074369 0.15225857 0.14801897
 0.15052034 0.15455284 0.15268534 0.15412186]"
1.5,0.2,[0.857 0.917 0.992 1.018 0.919 1.018 1.357 1.089 1.125 1.215],[3.1  3.08 3.04 3.26 2.6  3.16 4.2  3.46 3.28 3.8 ],[2.  1.  2.  2.  1.  2.  2.  2.  1.5 2. ],"[1.4299586  1.67922969 1.62700855 1.79759722 1.45100187 1.70418547
 2.65785689 1.96808624 1.92547314 2.27566091]","[1.09375 1.      1.      1.      1.      1.      1.      1.      1.
 1.     ]","[0.60531016 0.78567744 0.64904468 0.80378863 0.54841154 0.71111907
 1.26926802 0.88790558 0.80007275 1.05866628]",[0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.2011795  0.19975752 0.19915744 0.19482173 0.19996389 0.1986001
 0.1989666  0.19935022 0.2002953  0.19923905]"
1.5,0.25,[1.342 0.883 1.103 1.015 1.141 1.091 1.063 0.94  1.282 1.161],[3.66 2.44 2.8  2.5  2.88 3.16 2.9  2.48 3.48 3.12],[2.  1.  1.  1.  1.  2.  2.  2.  2.  1.5],"[2.33653808 1.33289985 1.7182065  1.50390987 1.79771903 1.84673209
 1.66301538 1.31505079 2.15645202 1.89965324]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.93859374 0.44518501 0.63968599 0.488446   0.67391043 0.68005118
 0.56615991 0.39583204 0.86861023 0.70190666]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.24447279 0.25477223 0.25064398 0.24562544 0.25409674 0.25026922
 0.23772569 0.24902534 0.24736474 0.24884688]"
1.5,0.3,[1.601 1.328 1.239 1.165 1.284 1.585 1.565 1.119 1.345 1.675],[3.9  3.2  2.92 2.88 3.14 3.76 3.38 2.5  2.94 3.98],[2. 2. 1. 2. 2. 2. 2. 1. 2. 2.],"[2.50470468 1.99401724 1.83411204 1.70265986 1.89746235 2.52134895
 2.27678665 1.48289729 1.94952535 2.71310927]",[1.25  1.125 1.    1.125 1.    1.    1.125 1.    1.25  1.   ],"[0.93535409 0.66474966 0.62121898 0.54836786 0.63559467 0.92846809
 0.72424759 0.44504573 0.58338765 1.02195693]",[0.25  0.    0.    0.125 0.    0.    0.    0.    0.25  0.   ],"[0.29910052 0.30188125 0.30076142 0.29516734 0.30211119 0.29913721
 0.30020687 0.30349479 0.29691148 0.29796497]"
1.5,0.35000000000000003,[1.292 1.274 1.584 1.385 1.66  1.312 1.233 1.379 1.329 1.124],[2.78 3.02 3.66 3.34 3.88 3.1  2.82 3.22 3.02 2.7 ],[1.5 2.  1.  2.  2.  2.  2.  2.  1.5 1. ],"[1.79098398 1.96412406 2.42023168 2.1452084  2.61255053 2.02049495
 1.80197941 2.10626039 1.92952158 1.54689195]",[1.    1.    1.    1.125 1.25  1.    1.    1.125 1.    1.   ],"[0.49374765 0.63275076 0.89809301 0.68568692 0.90423388 0.65058284
 0.54168644 0.68262757 0.59818857 0.44253648]",[0.    0.    0.    0.    0.25  0.    0.    0.125 0.    0.   ],"[0.35387236 0.34823365 0.34999446 0.34781133 0.34969379 0.34788299
 0.34673922 0.35014166 0.34423244 0.34669283]"
1.5,0.4,[1.775 2.04  1.615 1.193 1.505 1.58  1.254 1.631 1.407 1.256],[3.78 4.38 3.2  2.68 3.2  3.62 2.54 3.34 3.16 2.7 ],[2.5 3.  1.  2.  1.5 2.  2.  2.  2.  1.5],"[2.63237772 3.06677521 2.2624445  1.62081497 2.115674   2.36885467
 1.68198173 2.29159411 2.00628472 1.68873808]",[1.25  1.25  1.    1.125 1.    1.25  1.25  1.    1.25  1.   ],"[0.85121073 1.03740021 0.6710358  0.42884231 0.63409197 0.79269622
 0.3800579  0.68939196 0.58243706 0.4669998 ]",[0.25  0.375 0.    0.    0.    0.25  0.125 0.    0.125 0.   ],"[0.39843767 0.39769981 0.39896768 0.40100473 0.39417421 0.40151962
 0.40416572 0.39561647 0.38840399 0.39472824]"
1.5,0.45,[1.558 1.522 1.378 1.797 1.593 1.588 1.395 2.046 1.511 1.28 ],[3.12 3.12 2.88 3.66 3.4  3.2  2.86 3.84 3.14 2.66],[1.  2.  2.  2.  2.  2.  2.  2.  1.  1.5],"[2.20712092 2.00094482 1.91707989 2.59869679 2.30441472 2.25095959
 1.93062635 2.95947775 2.1556533  1.75453036]",[1.    1.125 1.25  1.    1.    1.125 1.    1.25  1.    1.   ],"[0.62532892 0.57253662 0.50510723 0.78575978 0.68228948 0.60938244
 0.4989662  0.90926535 0.59895408 0.42317293]",[0.    0.125 0.125 0.    0.    0.    0.    0.    0.    0.   ],"[0.45308561 0.44364351 0.4470339  0.4529753  0.44874654 0.44541401
 0.44814319 0.45124448 0.45582635 0.45338738]"
1.6,0.05,[0.338 0.353 0.254 0.275 0.173 0.244 0.342 0.332 0.29  0.301],[2.74 2.84 3.18 4.04 2.52 2.78 3.48 3.34 2.86 2.68],[2.  2.  2.  3.  1.  1.  1.  2.  2.  1.5],"[0.85018574 0.93532697 1.02842283 1.27495473 0.57268895 0.86826321
 1.26793581 1.16504438 0.87356196 0.85237249]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.47752949 0.60612286 0.7811218  1.00735829 0.39214208 0.62155545
 0.93426394 0.84158735 0.58064692 0.54165472]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05572289 0.05005481 0.05062766 0.04836652 0.04518072 0.05060208
 0.05463494 0.05133831 0.04831037 0.04960587]"
