gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.311 0.35  0.214 0.328 0.241 0.284 0.179 0.277 0.27  0.287],[2.98 2.56 3.18 3.18 2.62 3.16 2.48 3.24 2.8  2.82],[2. 1. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.04403404 0.80900058 0.97387974 1.00291786 0.66728776 0.98471711
 0.63675298 1.1129448  0.73847311 0.77113685]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.73728111 0.47225741 0.75883702 0.67588661 0.44734636 0.69928742
 0.47482427 0.83859665 0.49819967 0.48755775]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0498396  0.05061149 0.05068858 0.04663065 0.05206588 0.05308679
 0.04923499 0.04916942 0.0477672  0.04917506]"
1.5,0.1,[0.563 0.523 0.505 0.581 0.697 0.725 0.624 0.525 0.575 0.532],[3.12 3.12 3.14 3.4  3.32 4.24 3.02 3.12 3.12 2.74],[2.  1.  2.  2.  2.  2.5 2.  1.  2.  2. ],"[1.27183443 1.31357932 1.23626363 1.50710546 1.4797537  1.9868113
 1.34693543 1.37395281 1.32074409 1.09636878]","[0.5     0.      0.      0.      1.      1.15625 0.5     0.      0.
 1.     ]","[0.73270357 0.80480002 0.73909566 0.92541234 0.82436796 1.27993874
 0.73031922 0.83092546 0.77255318 0.54094397]",[0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.  ],"[0.10037149 0.09925028 0.09794294 0.10028807 0.09620141 0.0984889
 0.10070843 0.10024908 0.09956759 0.09526238]"
1.5,0.15000000000000002,[0.957 0.813 1.03  1.024 0.61  0.684 0.83  0.861 0.558 1.06 ],[3.7  3.36 4.22 3.56 2.06 2.94 3.14 3.1  2.28 4.44],[2. 2. 2. 2. 1. 2. 2. 1. 1. 3.],"[2.04888241 1.70564193 2.33463589 1.9796889  0.88978444 1.40497941
 1.61010201 1.69238826 0.95903647 2.4755679 ]","[1.      1.      1.      1.09375 1.      0.      1.      1.      0.
 1.25   ]","[1.12200253 0.88003769 1.33014737 0.95925922 0.27884694 0.68069718
 0.78010201 0.83945736 0.40208334 1.36654935]",[0.     0.     0.     0.     0.     0.     0.     0.     0.     0.3125],"[0.15134391 0.15175144 0.14684483 0.15177353 0.14506173 0.15169892
 0.15466151 0.150543   0.15129359 0.14946887]"
1.5,0.2,[0.97  1.062 0.937 0.727 1.193 0.847 0.892 0.997 1.018 0.969],[2.68 3.4  3.28 2.68 3.5  3.14 3.08 3.36 3.   2.88],[2. 2. 2. 2. 2. 2. 2. 2. 2. 1.],"[1.49081793 1.88803283 1.77215511 1.20935632 2.09046673 1.61995822
 1.59675665 1.81619095 1.72821902 1.59708044]",[1.   1.   1.   0.   1.   1.   0.   1.25 1.   1.  ],"[0.54618902 0.834505   0.78153011 0.52499597 0.88278973 0.72937228
 0.71049933 0.80333939 0.70008304 0.62304723]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.20221675 0.20164609 0.20218121 0.20012247 0.20343356 0.19138253
 0.19966814 0.19959016 0.20193152 0.19989791]"
1.5,0.25,[1.165 0.998 0.846 1.016 0.99  0.887 1.005 1.132 1.371 1.074],[3.22 2.52 2.4  2.98 2.96 2.84 2.88 3.08 3.44 2.82],[2.  1.5 1.  2.  2.  2.  1.  2.  1.5 1. ],"[1.89158432 1.44802237 1.23626124 1.59228212 1.64385618 1.48663347
 1.60443682 1.81632756 2.19446454 1.69428569]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71433945 0.4839794  0.3775503  0.57107119 0.61612669 0.55733171
 0.61023516 0.67328557 0.86856122 0.62449932]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.2522143  0.25002645 0.23159057 0.24607595 0.25327004 0.24994987
 0.24672941 0.252106   0.24811625 0.24629665]"
1.5,0.3,[1.22  1.606 1.45  1.223 1.55  0.998 1.24  1.029 1.326 1.004],[2.94 3.78 3.46 3.12 3.54 2.46 2.88 2.12 3.16 2.52],[2. 2. 2. 1. 2. 1. 1. 2. 2. 2.],"[1.80383973 2.48438663 2.24488024 1.91164971 2.36288473 1.40217444
 1.88037778 1.20126302 1.98671487 1.40280838]",[1.125 1.125 1.    1.    1.25  1.    1.    1.    1.    1.   ],"[0.58479676 0.91805362 0.79366564 0.71352349 0.80055685 0.43194007
 0.62489194 0.23282552 0.65449929 0.39761795]",[0.125 0.125 0.    0.    0.125 0.    0.    0.    0.    0.   ],"[0.29742283 0.29654281 0.2989377  0.29996124 0.30298735 0.2878349
 0.30322514 0.32352941 0.29669355 0.3023643 ]"
1.5,0.35000000000000003,[1.606 1.206 1.134 1.944 1.38  1.346 1.498 1.148 1.302 1.243],[3.4  2.96 2.48 4.32 2.86 2.96 3.32 2.4  3.04 2.58],[2. 2. 1. 2. 2. 2. 1. 1. 2. 1.],"[2.33147618 1.81558413 1.46742385 3.04460996 1.81233139 1.83972939
 2.25261912 1.55126789 1.91102842 1.65073221]",[1.25  1.    1.    1.125 1.125 1.    1.    1.    1.125 1.   ],"[0.71225743 0.58027773 0.41398635 1.10876523 0.52881088 0.51629189
 0.76878489 0.40161945 0.58982115 0.43857523]",[0.125 0.    0.    0.125 0.    0.    0.    0.    0.    0.   ],"[0.35115297 0.35008467 0.34491525 0.35100626 0.35385728 0.32948207
 0.35092179 0.3445324  0.35077023 0.3491019 ]"
1.5,0.4,[1.329 1.59  1.222 2.06  1.437 1.247 1.302 1.189 1.459 1.833],[2.96 3.46 2.58 4.4  3.12 2.66 2.8  2.48 2.94 3.78],[2. 1. 2. 2. 2. 1. 2. 1. 2. 2.],"[1.97374396 2.37257986 1.61730835 3.11017443 2.08903756 1.69811488
 1.80745515 1.67088234 1.9896337  2.59038189]",[1.    1.    1.25  1.25  1.    1.    1.    1.    1.25  1.125],"[0.57824104 0.74176931 0.38691284 1.06183092 0.59622506 0.4497555
 0.50646394 0.45321144 0.51795646 0.83686382]",[0.    0.    0.125 0.25  0.    0.    0.    0.    0.25  0.125],"[0.40146924 0.39930783 0.39357969 0.40000802 0.39724038 0.38650307
 0.39927686 0.40115752 0.39967202 0.39512452]"
1.5,0.45,[1.816 1.268 1.282 2.05  1.596 1.404 1.294 1.387 1.392 1.906],[3.42 2.32 2.74 3.92 3.3  3.   2.78 2.64 3.   3.98],[2.5 1.  1.  1.  2.  2.  1.  2.  1.  2. ],"[2.40305191 1.5948938  1.83304055 2.93214626 2.24854327 1.98148899
 1.76655063 1.75435973 2.00542088 2.71655092]","[1.40625 1.      1.      1.      1.      1.      1.      1.125   1.
 1.25   ]","[0.64687027 0.32151489 0.5225425  0.94348904 0.66761553 0.54891087
 0.48694126 0.41119566 0.58008885 0.86319155]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.45282808 0.45751953 0.45376094 0.45036535 0.44949981 0.45203644
 0.45201401 0.45554805 0.44757017 0.44721392]"
1.6,0.05,[0.365 0.213 0.259 0.197 0.253 0.247 0.223 0.283 0.277 0.198],[3.34 2.72 2.16 2.88 3.32 2.54 2.82 2.68 2.78 2.52],[2.  1.  1.  2.  2.  1.  2.  1.5 2.  1. ],"[1.12665429 0.84670319 0.47486193 0.77528317 1.10898255 0.74849079
 0.78685159 0.79442753 0.82933324 0.58015717]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.77940453 0.62248322 0.21798693 0.54691891 0.85801942 0.46435504
 0.5575535  0.50908085 0.54659886 0.36187592]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0497961  0.04990593 0.04714286 0.04832636 0.04921864 0.04926431
 0.04994737 0.04976367 0.05099062 0.05064457]"
