gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.31  0.294 0.2   0.344 0.295 0.244 0.25  0.324 0.247 0.351],[3.02 3.58 2.62 3.   3.06 3.32 3.02 3.18 2.98 3.38],[2.  2.  1.5 1.5 2.  2.  1.5 2.  2.  2. ],"[1.08712441 1.28436496 0.67529713 1.06485221 0.96512478 1.020961
 0.86907385 1.13788036 0.90452024 1.13290187]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.76100014 0.98256808 0.49292164 0.70699333 0.67060208 0.80358551
 0.62006994 0.79314037 0.6663574  0.76999172]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05066695 0.05106156 0.051135   0.05000544 0.04998691 0.04978256
 0.05100065 0.04958058 0.04801941 0.05063989]"
1.5,0.1,[0.516 0.48  0.73  0.627 0.699 0.631 0.566 0.541 0.51  0.486],[2.68 2.44 4.28 3.5  3.88 3.4  3.16 2.64 3.06 3.06],[1.  1.  2.5 2.  2.  2.  2.  1.  2.  2. ],"[1.23930381 0.90707043 2.11283225 1.58325523 1.82062416 1.54392064
 1.18186752 1.13710635 1.23495834 1.21623319]",[0.  0.  0.  0.  1.  0.5 0.  0.  0.  0. ],"[0.66179893 0.43857434 1.35385398 0.93933799 1.13556557 0.91052831
 0.65188705 0.60571597 0.72039779 0.70515897]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10416478 0.10127505 0.10089211 0.09873383 0.09839093 0.10119305
 0.10046729 0.09977119 0.10123937 0.09897611]"
1.5,0.15000000000000002,[0.968 0.846 0.756 0.793 0.784 0.798 0.915 0.892 0.986 0.767],[3.32 3.24 3.06 3.18 3.24 3.18 3.38 3.4  3.44 3.5 ],[2.  2.  2.  1.5 2.  1.5 1.  2.  1.5 2. ],"[1.88000992 1.64158491 1.38865191 1.53231288 1.66406252 1.63681581
 1.89338856 1.68750486 1.90319026 1.69456289]",[1.125 1.    1.    0.    0.5   0.5   1.    1.    1.    0.   ],"[0.9016713  0.79939741 0.65566973 0.76654506 0.8545508  0.84611879
 0.99454823 0.84735838 0.94179866 0.92029409]",[0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.14908448 0.15475267 0.15176842 0.14812733 0.14207487 0.15003479
 0.15058512 0.15031145 0.15233533 0.15108163]"
1.5,0.2,[1.105 1.27  1.17  0.964 1.073 1.069 1.16  0.922 1.298 0.864],[3.4  4.02 3.1  2.98 3.38 3.28 3.68 2.72 3.98 2.86],[2. 2. 2. 2. 2. 2. 2. 1. 2. 1.],"[1.98611381 2.47750326 1.86140853 1.59567862 1.93302903 1.84588721
 2.10568192 1.53925691 2.44317945 1.46679593]",[1.    1.    1.125 1.    1.    1.    1.    1.    1.25  0.   ],"[0.86686088 1.21905966 0.75407821 0.68374869 0.84858445 0.80441749
 0.9760286  0.62966585 1.12886793 0.63892727]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.25  0.   ],"[0.20088533 0.19933749 0.19958564 0.19770942 0.20148148 0.1968795
 0.20080191 0.20079602 0.20007523 0.19943805]"
1.5,0.25,[1.144 1.216 1.126 1.086 1.084 0.929 1.167 0.981 0.907 1.1  ],[2.8  3.02 3.26 2.52 3.02 2.24 2.96 2.68 2.68 3.48],[1.5 2.  2.  1.  1.  2.  1.5 2.  2.  2. ],"[1.68040869 1.73984458 1.96531898 1.54884794 1.84480546 1.20672331
 1.79507894 1.51012937 1.4521332  1.9538059 ]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.57450048 0.58285239 0.78741249 0.49044462 0.69371904 0.32586394
 0.64175863 0.54184323 0.53642885 0.83070044]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.25135728 0.24553239 0.24823229 0.25669371 0.25069973 0.24870466
 0.24981523 0.24867204 0.25172977 0.24596107]"
1.5,0.3,[1.094 1.059 1.23  1.268 1.31  1.211 1.27  1.224 1.034 1.28 ],[2.58 2.34 2.88 3.16 3.08 2.88 2.62 2.98 2.52 3.2 ],[2.  1.  1.  1.5 1.  2.  1.5 2.  1.  2. ],"[1.5239406  1.44918878 1.83474061 1.94185654 1.95902674 1.73014933
 1.67043572 1.83579348 1.44222236 1.95191679]",[1.    1.    1.    1.    1.    1.25  1.    1.125 1.    1.125],"[0.40073748 0.39424249 0.6009015  0.68225082 0.65521449 0.50195597
 0.44959587 0.57065676 0.41636298 0.68650663]",[0.    0.    0.    0.    0.    0.25  0.    0.125 0.    0.   ],"[0.30763416 0.29736299 0.30172105 0.30201362 0.29668566 0.29600785
 0.30123038 0.3026057  0.30431034 0.30678592]"
1.5,0.35000000000000003,[1.785 1.951 1.646 1.515 0.98  1.613 1.281 1.121 1.315 1.492],[3.8  4.2  3.18 3.38 2.28 3.48 2.68 2.5  2.94 3.2 ],[2.5 3.  2.  1.  1.  2.  2.  2.  2.  2. ],"[2.55586953 2.95498078 2.21910616 2.26443662 1.28185922 2.3842384
 1.72791221 1.48335732 1.87676141 2.11588958]","[1.40625 1.75    1.      1.      1.      1.25    1.      1.      1.25
 1.25   ]","[0.82322915 0.99190461 0.61687959 0.75867002 0.31566781 0.72202282
 0.42133018 0.40848915 0.54424188 0.61409271]","[0.28125 0.3125  0.      0.      0.      0.25    0.      0.      0.125
 0.25   ]","[0.35532795 0.35339991 0.35290557 0.35260976 0.3672511  0.3513545
 0.36887183 0.35180876 0.35970359 0.35382514]"
1.5,0.4,[1.495 1.633 1.127 1.742 1.6   1.647 1.639 1.581 1.354 1.318],[3.28 3.18 2.28 3.74 3.46 3.02 3.18 3.44 2.94 3.14],[2.  2.  1.  2.  2.  1.  2.  2.  1.5 1. ],"[2.25919311 2.27440473 1.4983448  2.63084161 2.36983307 2.22699528
 2.20717664 2.28783744 1.91790198 2.03057887]",[1.25 1.   1.   1.25 1.25 1.   1.25 1.25 1.   1.  ],"[0.71044311 0.6527934  0.36834969 0.84267267 0.69729889 0.63199528
 0.60128797 0.70688529 0.53768958 0.63895778]",[0.125 0.    0.    0.25  0.25  0.    0.125 0.25  0.    0.   ],"[0.39816859 0.40570139 0.40305103 0.40191017 0.4009272  0.4014095
 0.39878157 0.40240717 0.40156525 0.4006033 ]"
1.5,0.45,[1.467 1.445 1.545 1.641 1.3   1.366 1.612 1.573 1.767 0.986],[2.94 2.9  3.24 3.26 2.78 2.88 3.22 3.26 3.4  2.24],[2.  2.  1.5 2.  2.  1.  2.  2.  1.5 1. ],"[1.94400299 1.99146125 2.25720275 2.25382004 1.77964483 1.90337206
 2.24328249 2.25671081 2.46473932 1.33643508]",[1.    1.125 1.    1.25  1.    1.    1.    1.25  1.    1.   ],"[0.51525299 0.53699591 0.64530333 0.6064177  0.47563604 0.53430956
 0.65880983 0.62963073 0.70339166 0.32682571]",[0.    0.    0.    0.    0.    0.    0.    0.125 0.    0.   ],"[0.43965517 0.44751515 0.44674505 0.45167568 0.44423649 0.44860558
 0.45218357 0.45106469 0.45183594 0.4010574 ]"
1.6,0.05,[0.378 0.2   0.34  0.306 0.378 0.257 0.246 0.143 0.317 0.257],[3.06 2.46 2.88 2.58 3.18 2.34 2.8  2.14 3.24 2.38],[1.  1.5 2.  1.  2.  1.  1.  1.  2.  1. ],"[1.15513    0.48002186 0.89734487 0.81201827 1.12196924 0.62640849
 0.7940342  0.43374534 1.04996335 0.68553077]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.78730041 0.30127186 0.56619253 0.53039718 0.78136377 0.37338114
 0.54372048 0.29195823 0.75911862 0.44037208]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05027923 0.04417365 0.05096673 0.05247538 0.04997932 0.05679012
 0.05049473 0.04930381 0.05189934 0.0507324 ]"
