gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.329 0.371 0.235 0.237 0.188 0.297 0.402 0.4   0.307 0.32 ],[3.26 3.1  2.7  2.44 3.02 3.7  3.36 3.38 3.48 2.9 ],[1.  2.  1.5 1.  2.  2.  2.  2.  2.  2. ],"[1.12072325 0.95432531 0.76211473 0.60691646 0.78120697 1.28655102
 1.30877648 1.24680372 1.28966854 0.88980924]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.80177794 0.62547765 0.49739794 0.36472896 0.57110931 0.99250317
 0.87687828 0.81487989 0.96941463 0.54832487]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0482389  0.04688    0.0502837  0.05127906 0.04831987 0.04844185
 0.04959405 0.05163176 0.04966222 0.04856557]"
1.5,0.1,[0.58  0.582 0.56  0.655 0.614 0.479 0.73  0.588 0.485 0.745],[3.34 2.98 2.84 3.72 3.26 2.78 3.84 3.46 2.6  3.64],[2. 1. 1. 2. 1. 2. 2. 2. 1. 2.],"[1.41471217 1.25709423 1.23898572 1.80068841 1.54329572 1.15359655
 1.89041516 1.50228439 1.07557026 1.80280382]",[0.5    0.     0.     0.     0.     0.     1.1875 0.     0.     1.    ],"[0.81671413 0.72376415 0.67699353 1.13616204 0.91050764 0.64782506
 1.12185558 0.90656539 0.5597646  1.06111436]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ],"[0.10006125 0.10014955 0.10134663 0.09789876 0.10007334 0.09848607
 0.10110907 0.09930043 0.10538842 0.10166054]"
1.5,0.15000000000000002,[0.992 0.571 0.829 0.781 0.745 0.828 0.86  0.75  1.14  0.882],[3.24 2.46 3.34 3.36 3.4  3.52 2.86 2.66 4.36 2.94],[2.  1.5 2.  1.5 2.  1.5 1.  2.  1.5 2. ],"[1.74731203 1.08639723 1.62642939 1.64425268 1.66320496 1.90101525
 1.59372433 1.27471903 2.69671979 1.49581958]",[1.   0.   1.25 0.   0.   1.   1.   0.5  1.   1.  ],"[0.81311037 0.44786208 0.7998083  0.87399389 0.90657899 1.01675255
 0.68744504 0.55524516 1.55256573 0.63312915]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],"[0.14723836 0.14686941 0.15032335 0.15150481 0.1488464  0.14941095
 0.15686458 0.15000583 0.15030569 0.14610144]"
1.5,0.2,[1.203 1.181 1.008 1.021 1.015 0.799 0.908 0.922 0.99  0.973],[3.84 3.44 3.1  2.88 3.02 2.66 2.94 2.86 3.12 3.18],[2.  2.  2.  2.  1.  1.5 1.  1.  2.  1. ],"[2.2345179  2.09349701 1.71351951 1.63613053 1.70997123 1.38712066
 1.55397348 1.58109294 1.81941802 1.7840418 ]",[1.25 1.   1.   1.   1.   1.   0.5  1.   1.   1.  ],"[1.04240486 0.89566132 0.72329368 0.62687272 0.75998709 0.55882964
 0.69526742 0.660955   0.77647491 0.81381719]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.19794643 0.19795467 0.19960543 0.20079271 0.20190657 0.19657685
 0.19781171 0.19896117 0.1975734  0.20045885]"
1.5,0.25,[1.065 0.876 1.252 1.145 0.952 0.989 1.611 1.262 0.814 1.426],[2.76 2.24 3.26 2.98 2.58 2.8  3.98 3.4  2.24 3.78],[2.  1.  2.  2.  1.5 2.  2.5 2.  2.  2. ],"[1.61096209 1.21560643 1.99927438 1.81114742 1.41397732 1.54330531
 2.66046269 2.10934124 1.15219169 2.34902304]",[1.    1.    1.    1.25  1.    1.    1.25  1.125 1.    1.25 ],"[0.56620379 0.31380956 0.76098337 0.63771969 0.49078885 0.54662562
 1.03719609 0.84950725 0.31969169 0.96592734]",[0.   0.   0.   0.25 0.   0.   0.25 0.   0.   0.25],"[0.2503657  0.26955075 0.24902205 0.25348158 0.25337917 0.24682617
 0.250292   0.25290604 0.23650108 0.25137417]"
1.5,0.3,[1.092 1.542 1.1   1.572 1.312 1.355 0.916 1.956 1.352 0.964],[2.68 3.52 2.56 3.58 3.04 3.12 2.42 4.54 3.18 2.22],[2. 2. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.59749911 2.30785603 1.6192923  2.39095686 1.93453715 2.06848096
 1.3273752  3.23375531 2.04320123 1.30206109]",[1.    1.125 1.    1.    1.    1.    0.5   1.25  1.    1.   ],"[0.50660556 0.79976521 0.49971223 0.86027327 0.62324808 0.7146626
 0.42542207 1.25602459 0.69935358 0.33989312]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.29545455 0.29995123 0.30146071 0.30148591 0.30533009 0.29820618
 0.30815316 0.29681129 0.30262227 0.30058708]"
1.5,0.35000000000000003,[1.609 1.781 1.543 1.495 1.493 1.563 1.663 1.496 1.231 1.36 ],[3.38 3.6  3.22 3.26 3.08 3.52 3.42 3.38 2.92 2.94],[2.  2.  2.  2.  2.  1.5 2.  2.  2.  1.5],"[2.3122882  2.55395203 2.22932689 2.15803428 2.08859482 2.37597136
 2.41079071 2.1835082  1.74934626 1.8927741 ]",[1.    1.25  1.    1.    1.    1.    1.25  1.125 1.    1.   ],"[0.73153624 0.80928773 0.69058666 0.68519736 0.60060654 0.81985441
 0.77112762 0.71268301 0.547857   0.56183172]",[0.    0.25  0.    0.    0.    0.    0.125 0.125 0.    0.   ],"[0.34793504 0.34793557 0.34713456 0.35239562 0.34363918 0.35066195
 0.34983513 0.34798574 0.34840043 0.35095733]"
1.5,0.4,[1.315 1.223 1.127 1.777 1.44  1.434 1.518 1.344 1.475 1.038],[2.76 2.58 2.64 3.68 3.06 3.12 3.34 2.84 3.08 2.2 ],[1.  1.5 1.  2.  2.  2.  2.  1.  2.  1. ],"[1.84443562 1.69964164 1.63207619 2.63657218 2.02384347 2.06773528
 2.29654588 1.86855436 2.15483952 1.3222593 ]",[1.   1.   1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.51536336 0.43255668 0.45160744 0.82644035 0.57408761 0.60712004
 0.70252732 0.53624967 0.61146672 0.2785093 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39738263 0.39753493 0.39201608 0.39785622 0.39754633 0.39875077
 0.40316514 0.39549839 0.40076317 0.37985437]"
1.5,0.45,[1.321 1.559 1.485 1.819 1.753 1.222 1.367 1.534 1.652 1.369],[2.56 3.08 3.08 3.8  3.54 2.68 2.78 3.08 3.54 2.8 ],[1.  1.  2.  2.  2.  2.  2.  1.  2.  1.5],"[1.73757305 2.19329105 2.0493767  2.69385475 2.49760829 1.64671683
 1.82694463 2.15709604 2.47925906 1.868342  ]",[1.    1.    1.125 1.125 1.    1.    1.    1.    1.25  1.   ],"[0.4297166  0.60375003 0.57656909 0.82707497 0.76170985 0.43195121
 0.46729498 0.6025892  0.77040896 0.48883028]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.125 0.   ],"[0.45210182 0.44681964 0.45140389 0.45086561 0.44710456 0.44986357
 0.44480103 0.45233173 0.45370045 0.4462314 ]"
1.6,0.05,[0.351 0.343 0.22  0.277 0.26  0.329 0.243 0.244 0.237 0.285],[3.66 2.9  2.78 2.98 2.9  3.1  2.66 2.88 3.   2.68],[2.  1.  1.  2.  1.5 2.  1.  1.  1.  2. ],"[1.33411604 1.02168322 0.89381125 0.87494339 0.88490561 1.02642861
 0.66211212 0.90542601 0.91456992 0.80582022]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.97683699 0.68786486 0.64877707 0.61154495 0.63697593 0.69576943
 0.44375275 0.6538452  0.67164023 0.50890372]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04972123 0.05313111 0.05106715 0.05009847 0.0503948  0.05019549
 0.04986819 0.04936909 0.05149132 0.04802179]"
1.6,0.1,[0.43  0.588 0.452 0.554 0.563 0.672 0.446 0.467 0.588 0.423],[2.96 2.9  3.04 2.9  2.62 3.18 2.18 2.58 3.28 2.54],[1.5 1.5 1.  1.  2.  2.  1.  1.  2.  1. ],"[1.14410749 1.33585145 1.2230634  1.26234388 1.02565377 1.47068548
 0.81700204 1.00470844 1.4673948  0.94558932]",[0.  0.5 0.  0.  1.  0.5 0.  0.  0.5 0. ],"[0.72108015 0.72512879 0.7498383  0.71095717 0.49907174 0.84019597
 0.35403329 0.51961078 0.87229226 0.48234713]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09590962 0.10055848 0.0972953  0.1064787  0.09206989 0.09925659
 0.10620915 0.10210171 0.10063249 0.10009911]"
1.6,0.15000000000000002,[0.865 0.656 0.894 0.652 1.002 0.817 0.705 0.557 0.639 0.659],[2.9  2.48 2.82 2.72 3.74 3.06 2.88 2.34 2.6  2.38],[2.  1.5 2.  1.  2.  1.5 1.  2.  1.  1. ],"[1.55079851 1.11501778 1.46805525 1.19794253 2.03080007 1.53625028
 1.43132515 0.92319124 1.18712613 1.06034066]",[1. 0. 1. 0. 1. 1. 0. 0. 0. 1.],"[0.68232683 0.46792794 0.63226912 0.56622378 1.07175222 0.76228178
 0.71290596 0.38095736 0.56165738 0.39416878]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15255542 0.14585128 0.15097094 0.15968208 0.14987706 0.15156884
 0.14925233 0.15194961 0.15052733 0.16088328]"
1.6,0.2,[0.967 0.899 0.717 0.951 0.953 0.791 0.856 1.152 1.042 0.906],[3.28 2.9  2.48 2.86 2.5  2.56 2.88 3.5  3.14 2.36],[2. 2. 1. 1. 1. 1. 2. 2. 1. 1.],"[1.77606651 1.51065088 1.28084623 1.5457641  1.40387646 1.38428293
 1.52062552 1.94326054 1.86595232 1.3012378 ]",[1.   1.   0.5  1.   1.   1.   1.   1.25 1.   1.  ],"[0.77605674 0.58710962 0.51567045 0.64533442 0.48947216 0.5416218
 0.6263433  0.85734746 0.84509295 0.39928467]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.19970868 0.20211607 0.1968246  0.2005633  0.20618557 0.20023778
 0.19957416 0.1983503  0.20011695 0.20923913]"
1.6,0.25,[1.325 0.857 1.288 0.837 0.815 1.254 1.228 1.522 1.026 1.053],[3.5  2.4  3.3  2.08 2.06 3.22 3.44 3.78 2.7  2.6 ],[2. 1. 2. 1. 1. 2. 2. 2. 2. 2.],"[2.18042668 1.29467178 2.07115498 1.12605308 1.08417775 2.03999329
 2.14556151 2.59850582 1.46728372 1.45994018]",[1.25  1.    1.125 1.    1.    1.    1.    1.25  1.    1.   ],"[0.85779484 0.40162979 0.75629658 0.30936851 0.27831838 0.78790833
 0.86098754 1.00853024 0.50008645 0.46147338]",[0.25 0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.2516053  0.23865154 0.25433598 0.24636033 0.252544   0.25100916
 0.25056137 0.25534513 0.24855765 0.24592983]"
1.6,0.3,[1.194 0.945 1.484 1.201 1.525 1.158 1.071 1.152 0.872 1.536],[2.72 2.2  3.5  2.76 3.7  2.88 2.3  2.76 2.5  3.48],[1.5 1.  2.  2.  1.  1.  1.  1.  1.  2. ],"[1.715992   1.23982054 2.317672   1.70881685 2.50124046 1.77588092
 1.38901609 1.7161531  1.33062598 2.3221016 ]",[1.    1.    1.125 1.    1.    1.    1.    1.    1.    1.25 ],"[0.47646075 0.33461058 0.8534618  0.51141451 0.92663352 0.60343951
 0.35807859 0.5769197  0.41880958 0.82686722]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.30545333 0.30363271 0.29952019 0.29586528 0.29628688 0.29508307
 0.28279182 0.29759746 0.3022508  0.30165394]"
1.6,0.35000000000000003,[1.216 1.17  1.409 1.249 1.271 0.973 1.264 1.303 1.342 1.142],[3.06 2.68 3.14 2.76 2.7  2.26 2.48 2.88 2.9  2.58],[2.  1.  2.  1.5 1.  1.  1.  2.  2.  1. ],"[1.8409851  1.60327501 2.06287983 1.77419117 1.76080341 1.27109593
 1.64613889 1.82271377 1.86417122 1.61717832]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.60371948 0.49225939 0.66142476 0.50148365 0.49168232 0.31758518
 0.44075315 0.50464736 0.54565559 0.47277402]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34487335 0.34628596 0.347383   0.34890001 0.34609313 0.3477347
 0.35006034 0.33998935 0.35190824 0.3510127 ]"
1.6,0.4,[1.145 1.196 1.456 1.562 1.605 1.291 1.344 1.389 1.329 1.582],[2.42 2.46 2.96 3.2  3.12 2.92 2.78 3.26 2.9  3.06],[1. 1. 2. 2. 2. 1. 1. 1. 2. 2.],"[1.54140142 1.60120242 1.93807972 2.18869271 2.22252067 1.88378896
 1.8536123  2.15906814 1.87647293 2.13330114]",[1.   1.   1.25 1.25 1.25 1.   1.   1.   1.   1.25],"[0.43785161 0.42358523 0.53058948 0.61632454 0.62574943 0.59107289
 0.50092798 0.70229812 0.51078445 0.54176305]",[0.   0.   0.25 0.25 0.25 0.   0.   0.   0.   0.  ],"[0.4048881  0.39664634 0.39936175 0.39902311 0.39744216 0.39685065
 0.40195186 0.3975735  0.39798907 0.40615554]"
1.6,0.45,[1.698 1.598 0.992 1.488 1.181 1.529 1.794 1.256 1.564 1.217],[3.28 3.32 2.3  2.92 2.58 2.94 3.48 2.56 3.14 2.44],[2.  2.  1.5 2.  1.  1.  2.  2.  1.5 1.5],"[2.3310717  2.25310504 1.29973385 2.00244584 1.65038656 2.06324623
 2.47601018 1.62449724 2.13020802 1.63087444]",[1.25  1.25  1.    1.25  1.    1.    1.25  1.125 1.    1.   ],"[0.65508049 0.63505573 0.30272213 0.49307084 0.45251547 0.55796303
 0.69117376 0.37824724 0.62854665 0.39398235]",[0.   0.25 0.   0.25 0.   0.   0.   0.   0.   0.  ],"[0.4519813  0.44928309 0.4494577  0.45123457 0.4517604  0.45232097
 0.45123921 0.44715447 0.44902536 0.44995602]"
