gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.302 0.345 0.325 0.223 0.267 0.337 0.266 0.367 0.312 0.407],[3.06 2.96 3.2  2.46 3.2  2.84 2.82 3.16 3.4  3.7 ],[1.  2.  1.  1.  2.  2.  1.5 2.  2.  2.5],"[1.05944021 1.02190093 1.08660422 0.61560331 0.97564907 0.87919401
 0.78988884 1.05186454 1.20036234 1.26230977]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.76000296 0.69342437 0.77484153 0.39470488 0.66252162 0.53718229
 0.53451287 0.67375541 0.87558695 0.88552266]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05026988 0.05073501 0.0489839  0.05372946 0.04904453 0.04813206
 0.05083325 0.05090047 0.04944364 0.05335157]"
1.5,0.1,[0.439 0.684 0.639 0.451 0.564 0.588 0.459 0.288 0.602 0.515],[2.38 3.14 3.72 2.62 3.18 3.54 2.54 2.52 2.78 2.62],[1.  2.  2.  1.5 1.  2.  2.  1.  2.  1.5],"[0.946001   1.37178269 1.68802771 1.00890472 1.43399118 1.61175602
 0.86514921 0.74985495 1.15236163 1.01676567]",[0.  0.  1.  0.  0.  0.  0.  0.  0.5 0.5],"[0.50629397 0.74426804 1.02601111 0.54138519 0.85745066 0.98740543
 0.38975859 0.46789084 0.56881182 0.47379204]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0938772  0.10217842 0.09578983 0.09791502 0.10050858 0.10172414
 0.10069849 0.0993518  0.10300689 0.10139791]"
1.5,0.15000000000000002,[0.667 0.786 0.825 0.753 0.807 0.949 0.715 0.652 0.835 0.651],[2.48 3.22 3.36 3.34 3.3  3.56 2.78 2.76 3.2  2.46],[2.  2.  2.  2.  2.  2.  2.  1.5 2.  1. ],"[1.03707216 1.66517045 1.70207008 1.59401196 1.65670249 1.93651091
 1.25135601 1.14881223 1.66811541 1.09170311]",[1.     0.     1.     1.     0.5    1.0625 1.     0.     1.     1.    ],"[0.39769716 0.84586381 0.83677833 0.81649731 0.86693686 0.96931609
 0.56143413 0.52742551 0.80888689 0.45197655]",[0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.   ],"[0.15470852 0.15090814 0.15094635 0.15180194 0.14614344 0.15282148
 0.14770124 0.15651728 0.14897182 0.14885496]"
1.5,0.2,[1.081 0.87  0.895 1.314 0.905 0.732 0.789 1.08  0.732 0.93 ],[3.12 2.92 3.14 3.48 3.1  2.7  2.74 3.48 2.24 3.  ],[2.  1.  2.  2.  2.  1.  2.  1.5 1.  2. ],"[1.80987013 1.59834925 1.70767186 2.08799937 1.63562369 1.37551482
 1.31100145 2.03832297 1.07413078 1.61184696]",[1.   0.5  1.   1.25 1.   0.   1.   1.   0.5  1.  ],"[0.73015333 0.72345301 0.77508519 0.83960093 0.68325552 0.60780852
 0.53071214 0.96023459 0.39494132 0.68742191]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ],"[0.2029358  0.20068224 0.19612126 0.20971147 0.20012617 0.202823
 0.19774983 0.20079777 0.1972979  0.19899655]"
1.5,0.25,[1.001 1.338 1.437 1.097 1.188 0.906 1.056 0.986 1.088 1.534],[2.76 3.4  3.72 3.08 3.38 2.42 2.74 2.56 3.06 3.98],[1.5 2.  2.  2.  1.5 1.  1.  2.  1.5 3. ],"[1.53520192 2.19462013 2.34092015 1.78866289 2.03859732 1.40726126
 1.58012304 1.44835755 1.81485376 2.47382667]","[1.      1.      1.25    1.      1.      1.      1.      1.      1.
 1.40625]","[0.55428395 0.86441505 0.92383763 0.67778399 0.82947134 0.46981497
 0.53865819 0.44452942 0.70856592 0.96994972]","[0.      0.      0.25    0.      0.      0.      0.      0.      0.
 0.28125]","[0.25144903 0.25519288 0.25187923 0.25221063 0.25042141 0.25116741
 0.25570361 0.26039501 0.24911482 0.25237772]"
1.5,0.3,[1.305 1.152 1.389 1.165 1.207 1.277 1.324 1.314 1.343 1.324],[2.98 2.86 3.24 3.06 2.82 2.92 3.1  3.06 3.36 2.86],[2.  1.  2.  1.  2.  1.5 2.  2.  2.  2. ],"[1.92016091 1.7664255  2.09217507 1.88269914 1.76933368 1.7503581
 1.94169925 1.95721992 2.06498707 1.83062291]",[1.    1.    1.25  1.    1.    1.    1.    1.    1.125 1.125],"[0.602407   0.6107419  0.73475808 0.67968034 0.53354266 0.59613935
 0.65666018 0.6382917  0.70628589 0.54638463]",[0.    0.    0.25  0.    0.    0.    0.    0.    0.125 0.   ],"[0.29383295 0.30067608 0.3041685  0.29862224 0.29550485 0.29738149
 0.30623005 0.29836856 0.3000097  0.30277778]"
1.5,0.35000000000000003,[1.334 2.066 1.59  1.084 1.359 1.458 1.587 1.096 1.513 1.052],[3.28 4.38 3.36 2.3  2.74 3.12 3.6  2.28 3.12 2.66],[1.  2.  1.5 2.  1.5 2.  2.  1.  2.  1. ],"[2.07915834 3.15056531 2.33766578 1.40187071 1.77774554 2.04695464
 2.40388017 1.4806527  2.03422456 1.49849093]","[1.      1.78125 1.      1.25    1.      1.25    1.      1.      1.25
 1.     ]","[0.72973451 1.10712537 0.75650367 0.29812071 0.48714007 0.59415191
 0.85482744 0.3484066  0.58356049 0.43239718]",[0.    0.25  0.    0.125 0.    0.25  0.    0.    0.25  0.   ],"[0.35161828 0.35184594 0.35105219 0.36772487 0.34542977 0.34699332
 0.34898536 0.34949698 0.34976197 0.36056751]"
1.5,0.4,[1.396 1.574 1.145 1.394 1.818 1.315 1.775 1.58  1.539 1.526],[2.92 3.48 2.34 2.76 3.84 2.74 3.54 3.04 3.22 3.18],[2. 1. 1. 1. 1. 2. 2. 2. 2. 2.],"[1.93286595 2.38698757 1.56891876 1.90307318 2.68646924 1.74004507
 2.48450914 2.15532473 2.12977531 2.15483502]",[1.    1.    1.    1.    1.    1.    1.125 1.25  1.25  1.25 ],"[0.55824681 0.77482448 0.39708282 0.52021673 0.92699292 0.44269643
 0.75207383 0.56020388 0.6219384  0.59776349]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39763359 0.40065956 0.40412341 0.39726115 0.39988966 0.3973262
 0.40081854 0.40051573 0.40246983 0.39965839]"
1.5,0.45,[1.222 1.863 1.484 1.343 1.802 1.342 1.304 1.624 1.393 1.458],[2.66 3.56 3.04 2.8  3.38 2.82 2.56 3.16 2.76 3.  ],[1. 2. 2. 2. 2. 2. 1. 2. 1. 1.],"[1.70752671 2.59634729 1.99872825 1.85060513 2.41119207 1.83263133
 1.73475611 2.18762895 1.87623621 2.04650292]",[1.    1.25  1.125 1.    1.25  1.125 1.    1.25  1.    1.   ],"[0.4551146  0.72728723 0.55660911 0.49594693 0.64824286 0.49173899
 0.38061548 0.55600786 0.52163293 0.57698876]",[0.   0.25 0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.44838691 0.44949615 0.45237099 0.44817835 0.45281105 0.45074479
 0.43759398 0.45011058 0.45241738 0.4496847 ]"
1.6,0.05,[0.241 0.238 0.262 0.17  0.2   0.381 0.198 0.352 0.294 0.223],[2.68 3.24 3.18 2.66 2.68 3.04 2.26 3.2  3.76 2.26],[2.  2.  2.  1.  2.  1.  1.  1.  1.5 1. ],"[0.68679767 0.96765779 0.91259857 0.78333351 0.59152956 1.15721251
 0.59880128 1.21033945 1.41072506 0.60188808]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45219318 0.73757966 0.6479013  0.59706886 0.38840945 0.79017394
 0.4083423  0.85509408 1.07036861 0.36781094]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0506539  0.04936536 0.04766766 0.05014972 0.05419199 0.05052179
 0.05014628 0.0503117  0.05092699 0.05277568]"
