gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.188 0.183 0.32  0.294 0.293 0.371 0.271 0.229 0.266 0.348],[2.54 2.6  2.66 2.9  3.28 3.34 2.5  2.8  2.88 3.56],[2. 2. 1. 2. 2. 2. 1. 1. 1. 2.],"[0.47779286 0.51948314 0.80583225 0.87466929 0.98543957 1.14873921
 0.70939779 0.85567091 0.87016832 1.20134557]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29404286 0.32405345 0.4909885  0.59698008 0.69255626 0.80006245
 0.4565267  0.61483595 0.59843492 0.87202428]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04408602 0.05100575 0.04608295 0.04950108 0.05179306 0.04998883
 0.05153509 0.04889179 0.04771713 0.04973598]"
1.5,0.1,[0.514 0.464 0.525 0.648 0.567 0.481 0.365 0.517 0.661 0.519],[2.38 2.42 3.04 2.92 3.12 2.84 2.34 2.84 3.56 3.38],[1. 1. 2. 1. 1. 1. 1. 2. 2. 2.],"[0.90548194 0.91633898 1.16354673 1.43763711 1.48126035 1.10062758
 0.70279904 1.01357453 1.68714189 1.41024715]",[0. 0. 0. 1. 0. 0. 0. 0. 1. 0.],"[0.40660987 0.43419054 0.67586607 0.8009269  0.88502011 0.60488539
 0.35764279 0.50164093 1.01696122 0.87069637]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09916268 0.10160133 0.10091019 0.1005143  0.09992121 0.09852802
 0.09977064 0.10984127 0.1009834  0.10054519]"
1.5,0.15000000000000002,[0.706 0.706 0.702 0.727 0.801 0.715 0.767 0.779 0.829 0.878],[3.14 2.88 2.9  2.66 3.06 3.08 2.9  2.74 3.46 3.8 ],[1.5 2.  2.  2.  2.  2.  1.  1.  2.  2. ],"[1.46307304 1.38965771 1.31769779 1.19648755 1.58408294 1.46804863
 1.42195473 1.45617513 1.74911918 1.9954057 ]",[0.  1.  0.5 1.  1.  0.  1.  1.  1.  1. ],"[0.76753104 0.64175488 0.64168705 0.4819563  0.75750213 0.75445
 0.6828434  0.67735677 0.93196708 1.05017132]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1516846  0.15054345 0.14788812 0.15230665 0.15000595 0.14687292
 0.15142629 0.14869754 0.14895822 0.15225501]"
1.5,0.2,[1.022 0.901 1.062 1.14  1.114 1.166 1.036 0.779 0.866 1.058],[3.46 3.   3.42 3.56 3.72 3.38 3.44 2.28 2.84 3.46],[2. 2. 2. 2. 2. 2. 1. 1. 1. 2.],"[1.8032106  1.61705223 1.93625233 1.98046309 2.11567152 1.9369107
 2.04460795 1.13155498 1.49826176 1.99790414]","[1.      1.      1.      1.0625  1.09375 1.      1.      1.      0.5
 1.     ]","[0.80142349 0.70272606 0.86320057 0.89254317 0.93868422 0.79815582
 0.93966654 0.3588792  0.65045293 0.95007944]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.   ],"[0.19559424 0.20246831 0.19587629 0.19833388 0.20165937 0.20379587
 0.19926736 0.19869565 0.2003119  0.20374224]"
1.5,0.25,[1.057 1.16  1.41  1.143 1.415 0.936 1.029 1.428 1.507 0.933],[2.76 2.82 3.82 3.24 3.76 2.68 2.72 3.84 3.88 2.42],[2.  2.  2.  2.  2.  1.  2.  3.5 2.  2. ],"[1.5569398  1.67916198 2.37640067 1.94794169 2.41276097 1.47764434
 1.54720153 2.34671648 2.44623029 1.30836143]",[1.125  1.     1.25   1.     1.125  1.     1.     1.9375 1.25   1.    ],"[0.51108043 0.58106994 0.99405936 0.7619224  0.98259495 0.55467559
 0.51915465 0.92141863 0.98166975 0.37008018]",[0.125  0.     0.25   0.     0.     0.     0.     0.4375 0.125  0.    ],"[0.24222222 0.24992257 0.24783534 0.25020092 0.24901629 0.25458148
 0.25345044 0.24739801 0.24961943 0.25164474]"
1.5,0.3,[1.092 1.686 1.304 1.46  1.162 1.302 1.379 1.125 1.271 1.189],[2.72 3.9  2.94 3.44 2.54 3.12 3.36 2.76 3.04 2.98],[1.5 2.  2.  2.  1.  2.  2.  1.  2.  2. ],"[1.56410675 2.69360731 1.79788061 2.31210142 1.5797107  1.92707916
 2.10128081 1.65549817 1.86101734 1.84159833]",[1.   1.   1.25 1.   1.   1.   1.25 1.   1.   1.  ],"[0.47848175 1.00710829 0.50975561 0.83564634 0.44869507 0.64090484
 0.73959135 0.58911633 0.61209644 0.60575848]",[0.   0.   0.25 0.   0.   0.   0.25 0.   0.   0.  ],"[0.30479233 0.30019885 0.29985653 0.29583561 0.30350877 0.3022966
 0.30157191 0.29928789 0.29607902 0.30602688]"
1.5,0.35000000000000003,[1.512 0.917 1.383 1.545 1.528 1.4   1.754 1.562 1.522 1.118],[3.1  2.22 2.96 3.58 3.22 3.14 3.78 3.32 3.26 2.46],[1. 1. 1. 2. 1. 2. 2. 2. 2. 1.],"[2.07403207 1.23575196 1.9944563  2.43124534 2.22018715 2.02939158
 2.56216123 2.2045403  2.23458181 1.48134884]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.25 1.  ],"[0.63091196 0.31911134 0.60098462 0.83749656 0.6728434  0.65779001
 0.83827451 0.69294362 0.7100115  0.39867916]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.25 0.  ],"[0.34826531 0.35491607 0.35173974 0.35241817 0.34922395 0.34794589
 0.35134567 0.35497696 0.35027483 0.34668394]"
1.5,0.4,[1.495 1.432 1.274 1.638 1.364 1.634 1.585 1.396 1.521 1.626],[3.08 2.94 2.62 3.42 2.82 3.56 3.1  3.1  3.22 3.22],[1.  2.  1.  1.5 2.  2.  2.  1.5 2.  2. ],"[2.09690167 1.88701232 1.72702948 2.32255389 1.88385257 2.57146224
 2.18625342 2.00760586 2.17296541 2.26318208]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.59667706 0.52726379 0.45730292 0.69524921 0.51955447 0.811743
 0.61675147 0.59588223 0.65792147 0.66020723]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.4006334  0.40205564 0.39333551 0.40274528 0.40045318 0.39771809
 0.39881872 0.3977418  0.40233222 0.39526773]"
1.5,0.45,[1.156 1.489 1.815 1.267 1.709 1.303 1.568 1.601 1.533 1.521],[2.08 2.94 3.8  2.78 3.36 2.46 2.96 3.24 3.1  2.9 ],[1.  1.5 2.  1.  1.5 1.  1.  2.  1.  1.5],"[1.38842365 2.02406204 2.72939086 1.8105353  2.34680796 1.62689372
 2.0464643  2.29693188 2.16951996 2.00956497]",[1.   1.   1.25 1.   1.   1.   1.   1.25 1.   1.  ],"[0.2688924  0.56050247 0.8613391  0.5123517  0.68789195 0.40198893
 0.53855659 0.64422681 0.62776581 0.49827591]",[0.   0.   0.25 0.   0.   0.   0.   0.25 0.   0.  ],"[0.44805781 0.45287521 0.44823626 0.44850625 0.44765579 0.45050815
 0.45110551 0.44715035 0.45023691 0.44054759]"
1.6,0.05,[0.244 0.241 0.301 0.316 0.3   0.275 0.266 0.257 0.224 0.351],[2.6  2.94 2.94 3.32 2.9  2.72 2.32 3.54 2.8  2.84],[1.  1.  2.  2.  2.  1.  1.  1.5 1.  1.5],"[0.75942707 0.90835989 0.8087075  1.1463003  0.9873978  0.84150758
 0.58792613 1.34567766 0.84186088 0.91065478]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.50621906 0.65940481 0.50829734 0.80469019 0.67752353 0.58401124
 0.34339488 1.07860247 0.60825981 0.60175829]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05085901 0.04978604 0.05233204 0.05032966 0.04965994 0.05010856
 0.0538695  0.05046253 0.04814269 0.04955432]"
