gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.225 0.237 0.297 0.417 0.234 0.259 0.306 0.311 0.182 0.401],[3.1  3.12 2.74 3.08 2.72 2.6  3.94 3.32 2.34 3.54],[2.  2.  1.  2.  1.  2.  3.  2.  1.  1.5],"[0.90657993 0.90284685 0.85315131 1.0892514  0.85213066 0.69176141
 1.29706006 1.12367235 0.57861549 1.34993496]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66290805 0.67399431 0.58263495 0.72284515 0.62327568 0.43543329
 0.98574902 0.78260301 0.37461891 0.97960415]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04730845 0.04892417 0.04817613 0.05114401 0.04958931 0.04920137
 0.04919378 0.04882054 0.04928146 0.04842861]"
1.5,0.1,[0.494 0.68  0.453 0.452 0.588 0.815 0.539 0.46  0.692 0.677],[2.84 3.34 2.7  2.48 3.22 3.96 2.32 2.6  3.48 3.36],[1.  2.  2.  1.  2.  2.5 1.  1.  2.  2. ],"[1.18314459 1.52359966 0.99005519 0.93997897 1.34600538 1.90585681
 0.95750185 1.01085537 1.70523773 1.55748866]",[0. 1. 0. 0. 0. 1. 0. 0. 1. 1.],"[0.6885462  0.83535626 0.53029933 0.48202976 0.79161573 1.16759021
 0.44619814 0.56238369 1.01711273 0.86269374]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09959018 0.0984112  0.09919971 0.0990957  0.09815668 0.10212766
 0.0992211  0.09681999 0.10054998 0.10334979]"
1.5,0.15000000000000002,[0.568 0.743 0.912 0.815 0.818 0.738 0.787 0.787 0.899 0.895],[2.46 3.06 3.78 3.3  2.9  2.86 3.44 3.18 3.4  3.02],[2.  1.  2.5 2.  1.  2.  1.5 1.  2.  1. ],"[1.08087683 1.48813841 1.920755   1.61275793 1.54354146 1.2849445
 1.7398638  1.60245694 1.78464611 1.66170997]",[0.   1.   1.25 0.5  1.   0.   0.   0.   1.   1.  ],"[0.49950476 0.71003294 1.01558898 0.80220129 0.74318013 0.59544865
 0.97888724 0.82939175 0.85926647 0.77414161]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],"[0.14897613 0.15403683 0.15174412 0.15343782 0.15096251 0.15153479
 0.150381   0.15095507 0.15143218 0.15036755]"
1.5,0.2,[0.939 1.22  1.078 1.005 0.904 0.99  0.953 0.955 1.023 1.094],[3.   3.58 3.1  3.16 2.6  3.22 2.38 2.82 3.38 3.42],[2.  2.  2.  2.  1.  1.5 1.5 2.  2.  2. ],"[1.52631222 2.19065132 1.81043802 1.75591914 1.47772662 1.78099389
 1.26816543 1.53542646 1.87896996 2.02773413]",[1.    1.125 1.    1.    1.    0.    1.    1.    1.125 1.125],"[0.64274776 0.94185859 0.76813821 0.73936152 0.56307818 0.80994775
 0.38254043 0.59505537 0.86098656 0.86374487]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.125 0.125],"[0.19690873 0.19839157 0.20396879 0.20784283 0.2        0.20007315
 0.19315673 0.19876628 0.19910212 0.19960621]"
1.5,0.25,[1.212 1.141 1.146 0.941 1.2   1.293 1.005 0.913 1.394 1.025],[3.22 3.32 3.02 2.44 3.1  3.32 2.3  2.46 3.48 2.68],[2.  1.5 1.  1.  2.  2.  1.  1.5 1.5 1.5],"[1.92285927 1.99785008 1.77842483 1.31938789 1.88931227 2.06917242
 1.37069725 1.33706129 2.30368706 1.58418949]","[1.21875 1.      1.      1.      1.      1.25    1.      1.      1.
 1.     ]","[0.69590615 0.82012181 0.67914749 0.43686836 0.66603224 0.74581305
 0.36968162 0.41952222 0.94415825 0.52526004]",[0.125 0.    0.    0.    0.    0.25  0.    0.    0.    0.   ],"[0.24916667 0.24954086 0.25093386 0.24928243 0.24966216 0.25644386
 0.25342466 0.25496251 0.24889193 0.25401695]"
1.5,0.3,[1.445 1.336 1.491 1.252 1.469 1.229 1.1   1.071 1.351 1.302],[3.62 3.04 3.48 3.12 3.46 2.78 3.04 2.94 3.08 3.  ],[2.  1.  1.  1.  1.  1.  2.  2.  1.5 2. ],"[2.3970298  1.96395941 2.31458243 1.93166735 2.25562995 1.79877266
 1.70985996 1.70883623 1.92885938 1.92395608]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.25],"[0.86803566 0.64616155 0.84734732 0.70044664 0.84497565 0.5529084
 0.56790684 0.60432939 0.61483594 0.58524514]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ],"[0.29894038 0.30470196 0.30212832 0.30009506 0.2988168  0.30276792
 0.28726592 0.29253615 0.30074126 0.2999633 ]"
1.5,0.35000000000000003,[1.655 0.94  1.304 1.061 1.555 1.844 1.543 1.249 1.449 1.592],[3.64 2.1  2.96 2.5  3.14 4.18 3.54 2.6  3.26 3.44],[2. 1. 1. 2. 2. 2. 2. 1. 1. 2.],"[2.50999877 1.2087871  1.88500183 1.44380326 2.1545903  2.90842643
 2.36508692 1.63931967 2.15511456 2.31532091]",[1.    1.    1.    1.    1.25  1.25  1.125 1.    1.    1.25 ],"[0.81529052 0.29417773 0.59754089 0.37329545 0.62843796 1.04053947
 0.83600733 0.43662436 0.72107159 0.73760607]",[0.    0.    0.    0.    0.125 0.25  0.125 0.    0.    0.25 ],"[0.35100224 0.34293194 0.34738646 0.35671863 0.35374522 0.34938942
 0.3513122  0.35147665 0.35185438 0.35210947]"
1.5,0.4,[0.931 1.615 1.309 1.454 1.193 1.322 1.542 1.524 1.217 1.857],[2.3  2.92 2.66 3.   2.38 2.92 3.32 3.32 2.54 3.76],[1.  2.  1.  1.5 1.  2.  2.  2.  1.  2. ],"[1.27973112 2.01193773 1.77491459 2.08057634 1.56160912 1.90133132
 2.25491757 2.23107333 1.68117494 2.62334853]",[0.   1.25 1.   1.   1.   1.   1.   1.25 1.   1.25],"[0.35811003 0.47918871 0.46600834 0.58885637 0.34918724 0.52434523
 0.67538877 0.68970125 0.4274225  0.81594618]",[0.   0.25 0.   0.   0.   0.   0.   0.25 0.   0.25],"[0.38962995 0.40151188 0.39793213 0.39762008 0.39829961 0.40497761
 0.40284783 0.39744511 0.40037983 0.40603183]"
1.5,0.45,[1.332 1.333 1.428 1.802 1.438 1.43  1.197 1.306 1.321 1.671],[2.86 2.74 2.88 3.58 2.88 3.14 2.62 2.88 2.54 3.46],[1. 2. 2. 2. 2. 2. 2. 2. 1. 2.],"[1.93624962 1.74646209 1.9424323  2.53552161 1.90693529 2.05669919
 1.66718452 1.91435119 1.78565977 2.38717159]",[1.    1.    1.    1.125 1.    1.25  1.25  1.    1.    1.25 ],"[0.52446739 0.45513396 0.52011297 0.74433265 0.51444505 0.53501706
 0.44831734 0.49216857 0.45412657 0.69605709]",[0.    0.    0.    0.    0.    0.25  0.    0.    0.    0.125],"[0.45315399 0.44656836 0.45241161 0.44720104 0.44956752 0.44869256
 0.45093182 0.45376662 0.44887749 0.44871452]"
1.6,0.05,[0.257 0.234 0.211 0.255 0.223 0.296 0.289 0.213 0.222 0.246],[3.22 2.52 2.92 2.74 2.58 3.16 2.84 2.34 2.54 2.38],[2.  1.  1.5 1.  1.  2.  2.  1.  1.  1. ],"[1.05595966 0.70084032 0.8061569  0.77868939 0.84482681 1.01899861
 0.92087894 0.63259199 0.65740203 0.69488702]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.79922382 0.45470263 0.60154752 0.52634564 0.60143326 0.72368856
 0.64433597 0.44223554 0.44235321 0.43350518]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04853723 0.04940776 0.05128205 0.04753856 0.050282   0.04959239
 0.05033344 0.04830787 0.04861497 0.04882988]"
1.6,0.1,[0.591 0.522 0.513 0.518 0.45  0.681 0.48  0.547 0.539 0.469],[2.5  2.14 2.7  3.02 2.18 2.64 2.88 2.52 3.36 2.68],[1.5 1.  2.  1.  1.5 2.  2.  1.  2.  1. ],"[1.07010858 0.87012207 1.09041202 1.35287215 0.73229148 1.15901612
 1.09952561 1.03934797 1.44719192 0.99799644]",[1. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.4704992  0.33193847 0.56561466 0.81292342 0.29846336 0.50878175
 0.60009202 0.50743391 0.8602095  0.5385482 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10385064 0.10711818 0.1018238  0.1005515  0.10244989 0.10627036
 0.10505051 0.10512158 0.10185115 0.09953335]"
