gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.503 0.451 0.442 0.488 0.546 0.783 0.377 0.535 0.627 0.481],[2.86 2.53 2.66 2.63 2.81 3.44 2.19 2.87 3.12 2.65],[1.  1.  1.  1.  1.  2.  1.  2.  1.5 1. ],"[1.23744655 0.98420623 1.05823323 1.03495516 1.13631305 1.66453714
 0.69095123 1.20215209 1.44530391 0.97632062]",[0. 0. 0. 0. 0. 1. 0. 0. 1. 0.],"[0.6832571  0.53669646 0.5796584  0.55237703 0.62021991 0.91576517
 0.34130279 0.68678466 0.82444636 0.51441632]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.797 0.655 0.813 0.685 0.863 0.905 0.699 0.776 0.782 0.623],[3.05 2.89 3.3  2.78 3.38 3.68 2.76 3.05 2.96 2.61],[2.  2.  1.5 1.5 2.  2.  2.  1.  1.  1. ],"[1.51656547 1.3441346  1.73392748 1.35288177 1.76433316 1.91115874
 1.28954036 1.60217854 1.50020567 1.14482772]","[1.      1.      1.      1.      1.      1.09375 1.      1.      0.
 0.     ]","[0.75051079 0.63034554 0.88228197 0.61013397 0.89951627 0.97509856
 0.57199642 0.78956257 0.74089659 0.53739852]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.773 0.762 0.899 0.815 0.85  0.77  0.745 0.813 0.903 0.876],[2.19 2.51 2.78 2.67 2.9  2.76 2.36 2.49 2.91 2.82],[1. 1. 1. 1. 1. 1. 1. 1. 2. 2.],"[1.08717488 1.26489422 1.56933087 1.34813986 1.5911179  1.33477595
 1.09751298 1.2898367  1.48837317 1.45403187]",[1. 1. 1. 0. 1. 0. 0. 1. 1. 1.],"[0.33124715 0.4795451  0.58113629 0.54142356 0.67782689 0.55161433
 0.37925614 0.48973905 0.58370276 0.57236439]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[0.904 1.044 1.135 0.977 1.112 1.153 0.92  1.105 1.309 0.946],[2.48 2.84 3.16 2.78 2.9  3.15 2.39 3.16 3.44 2.53],[1. 1. 2. 1. 2. 1. 1. 2. 2. 2.],"[1.4025939  1.62477431 1.8372543  1.56055195 1.71600537 1.93324286
 1.34030989 1.84090224 2.13813876 1.33391571]",[1.    1.    1.125 1.    1.    1.    1.    1.    1.125 1.   ],"[0.49988028 0.56728102 0.7068118  0.57485614 0.60710644 0.76033637
 0.40081037 0.74104445 0.82885531 0.40496063]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.   ]
1.6,0.3,[1.246 1.178 1.183 1.249 1.119 1.096 1.168 1.169 1.149 1.196],[2.96 2.63 2.8  3.09 2.52 2.63 2.64 2.69 2.87 3.16],[2.  1.  1.  2.  1.  1.  1.5 1.5 1.  1.5],"[1.81191352 1.60884377 1.78241338 1.89570643 1.54806174 1.61525559
 1.67913467 1.72529954 1.77343048 1.94433989]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57341499 0.48954079 0.5733344  0.65907313 0.47464377 0.51026963
 0.49338516 0.5026793  0.56971954 0.7125894 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.369 1.373 1.277 1.354 1.192 1.467 1.209 1.364 1.405 1.344],[3.2  2.82 2.8  2.92 2.54 3.24 2.51 3.   2.94 3.09],[1. 1. 2. 1. 1. 2. 1. 2. 1. 2.],"[2.08928277 1.86236525 1.80976598 1.97429058 1.66526733 2.14384235
 1.61123671 1.88512426 1.96666193 1.92671307]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.7219677  0.53816175 0.50682408 0.59941448 0.44633545 0.67417255
 0.43237929 0.57031957 0.58602106 0.59141034]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ]
1.6,0.4,[1.415 1.605 1.551 1.221 1.628 1.302 1.482 1.653 1.141 1.569],[3.   3.05 3.3  2.58 3.46 2.57 3.06 3.45 2.47 3.32],[2.  2.  2.  1.  2.  1.  2.  2.  1.  1.5],"[2.03802187 2.15530392 2.30179627 1.65681125 2.36909071 1.73222736
 2.0455024  2.36174636 1.54045186 2.23400338]",[1.   1.   1.25 1.   1.   1.   1.   1.25 1.   1.  ],"[0.58295839 0.59551144 0.66658814 0.42278171 0.71813124 0.42413166
 0.56226448 0.72687637 0.36943135 0.69842965]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.387 0.995 1.384 1.476 1.328 1.216 1.305 1.393 1.402 1.667],[2.59 2.2  2.83 3.1  2.63 2.54 2.65 2.95 2.7  3.32],[1. 1. 2. 1. 1. 1. 2. 1. 1. 2.],"[1.77106441 1.34072185 1.84098506 2.05439145 1.78023972 1.59433085
 1.73384375 2.01775433 1.84500505 2.22331309]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.43225581 0.28873698 0.47697322 0.59481931 0.42895554 0.38661112
 0.4274668  0.55531781 0.47934831 0.65645884]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.156 0.331 0.254 0.31  0.116 0.267 0.231 0.261 0.229 0.311],[2.51 2.82 3.01 3.14 2.07 3.11 2.41 2.68 2.44 2.57],[1. 1. 1. 2. 1. 2. 1. 1. 1. 1.],"[0.48406084 0.83127957 0.96379918 1.02689818 0.34717028 0.99708844
 0.60020211 0.85189781 0.59070943 0.77615494]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.33260576 0.54056423 0.69999547 0.70874876 0.22170153 0.73980694
 0.39004586 0.59535545 0.36363912 0.48519791]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.477 0.477 0.415 0.394 0.368 0.459 0.48  0.218 0.488 0.478],[2.65 2.68 2.71 2.35 2.41 2.64 2.3  2.04 2.86 2.5 ],[2. 1. 1. 1. 1. 2. 1. 1. 2. 1.],"[1.0548519  1.13143757 0.9467774  0.81834199 0.85287418 0.97066213
 0.87251514 0.44484997 1.11637586 0.94608763]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57605247 0.61303181 0.52013434 0.40963105 0.45974918 0.5218047
 0.37997607 0.21320935 0.61273328 0.51244261]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.688 0.752 0.691 0.75  0.846 0.701 0.7   0.615 0.597 0.719],[2.47 2.98 2.54 2.84 3.12 2.88 2.66 2.36 2.3  2.57],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.14859309 1.51326106 1.25261314 1.39154636 1.69003472 1.43144109
 1.24389402 1.04319459 0.94724155 1.2454483 ]",[1. 1. 0. 0. 1. 0. 1. 0. 0. 1.],"[0.47739375 0.72581661 0.56292869 0.68353794 0.82377251 0.7119373
 0.58207029 0.41735963 0.39193881 0.5388211 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.869 0.98  0.932 0.765 0.845 0.767 0.912 0.798 0.847 0.917],[2.61 3.02 2.97 2.58 2.52 2.44 2.42 2.49 2.89 2.59],[1.  1.5 1.  1.  1.  1.  1.  1.  2.  1. ],"[1.38403846 1.74037294 1.67015735 1.28500407 1.35601087 1.24670189
 1.32597824 1.29935464 1.52369848 1.41362945]",[1.  1.  1.  0.5 1.  0.  1.  1.  1.  1. ],"[0.49825477 0.72044252 0.71785755 0.50422282 0.51797743 0.49784935
 0.44876144 0.49681558 0.63924779 0.52065704]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[0.807 1.175 0.9   0.711 1.059 1.045 0.935 1.19  1.004 0.969],[2.3  3.19 2.52 2.05 2.72 2.82 2.57 2.93 2.82 2.57],[1. 2. 1. 1. 1. 1. 1. 1. 2. 1.],"[1.24219654 1.90853309 1.39234608 1.04070868 1.60623094 1.64374123
 1.45510476 1.79537349 1.64916517 1.44223201]",[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41593861 0.75213966 0.46624989 0.29257392 0.58267869 0.5966465
 0.49400857 0.6604217  0.57584242 0.49768856]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.152 1.2   1.24  1.11  1.229 1.175 1.043 0.979 1.146 1.141],[2.92 2.83 2.92 2.86 2.73 2.79 2.54 2.54 2.77 2.68],[2.  2.  1.  1.5 1.  1.  1.  1.  1.5 2. ],"[1.74571534 1.7732402  1.85160759 1.68581795 1.71327487 1.80111312
 1.52167686 1.49008437 1.68467519 1.59826555]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57320863 0.57543503 0.62802849 0.57510261 0.52944919 0.5617247
 0.4535543  0.47400832 0.54719289 0.49927385]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.222 1.13  1.066 1.34  1.359 1.093 1.302 0.922 1.194 1.05 ],[2.93 2.41 2.54 2.86 3.09 2.66 2.99 2.19 2.52 2.56],[2.  1.  1.  2.  1.  1.  2.  1.  1.5 1. ],"[1.87764975 1.49981378 1.49123318 1.85793432 2.05200492 1.65650733
 1.92830212 1.23851046 1.57918917 1.56169877]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57791098 0.42499628 0.41021511 0.5212351  0.66397697 0.49380225
 0.56493542 0.32738741 0.41138156 0.45451616]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.204 1.394 1.434 1.374 1.452 1.184 1.233 1.191 1.385 1.385],[2.64 2.79 2.76 2.92 2.98 2.59 2.52 2.5  2.82 3.01],[1. 1. 1. 2. 2. 1. 1. 1. 1. 1.],"[1.72927125 1.89291734 1.91232141 1.88331614 2.01087843 1.67902093
 1.60685288 1.66478142 1.87403064 1.98801134]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.47436281 0.51267076 0.51396936 0.52443186 0.5457234  0.4691253
 0.43567246 0.4303228  0.53789905 0.57653002]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.327 1.365 1.163 1.305 1.287 1.358 1.206 1.422 1.054 1.277],[2.58 2.68 2.46 2.8  2.53 2.86 2.46 2.9  2.27 2.62],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.68495201 1.75415665 1.59641256 1.82664193 1.70264397 1.8609513
 1.56797555 1.96505619 1.41843419 1.67400055]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.43359215 0.42772599 0.38971578 0.52692696 0.43520501 0.50237952
 0.3743464  0.5325391  0.32051427 0.43351715]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.219 0.161 0.205 0.209 0.217 0.184 0.276 0.258 0.244 0.192],[2.49 2.32 1.96 2.52 2.33 2.49 2.44 2.76 2.36 2.17],[2.  1.  1.  1.  1.5 1.  1.  1.  1.  1. ],"[0.55270881 0.59412188 0.42671352 0.61798073 0.50702692 0.60861624
 0.68137566 0.82929647 0.65954569 0.45267108]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.33273078 0.3986043  0.23136195 0.40846535 0.2834234  0.40315237
 0.4098742  0.57218465 0.44182474 0.27841327]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.409 0.418 0.495 0.468 0.348 0.45  0.402 0.498 0.371 0.394],[2.32 2.25 2.57 2.61 2.07 2.29 2.44 2.56 2.06 2.38],[1.  1.  1.  1.  1.  1.  1.  1.5 1.  1. ],"[0.8050904  0.7951107  0.99265213 0.97020385 0.60914475 0.79041018
 0.94572375 1.0500987  0.70596352 0.84625301]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.38645759 0.36327476 0.49379471 0.5122058  0.26726975 0.38521975
 0.56251818 0.55501813 0.341912   0.4753741 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.719 0.572 0.697 0.644 0.64  0.594 0.684 0.591 0.647 0.609],[2.63 2.25 2.65 2.44 2.63 2.74 2.3  2.52 2.51 2.55],[1.  1.  1.  1.  2.  1.  1.  1.5 1.  1. ],"[1.28459843 0.96224123 1.33340814 1.09202457 1.20336737 1.26555001
 1.08665988 1.08730457 1.2150342  1.16754378]",[1. 0. 0. 0. 1. 0. 1. 0. 0. 1.],"[0.56996037 0.41075197 0.6096557  0.46451053 0.51127753 0.63621652
 0.42248264 0.49333241 0.58230349 0.53113387]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.986 0.739 0.84  0.563 0.745 0.816 0.908 0.735 0.561 0.716],[3.01 2.19 2.69 1.87 2.48 2.72 2.64 2.49 1.98 2.3 ],[1. 1. 1. 1. 1. 2. 2. 1. 1. 1.],"[1.68728527 1.1228836  1.44296634 0.83716542 1.2314491  1.38599555
 1.48588592 1.23041925 0.87259677 1.15999575]",[1. 1. 1. 0. 0. 1. 1. 1. 0. 1.],"[0.71081555 0.39521759 0.60499026 0.24468739 0.4935658  0.55924995
 0.53563507 0.49010553 0.23525302 0.42141177]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.783 0.878 0.915 0.991 0.987 0.952 1.03  1.003 0.92  0.984],[2.23 2.22 2.63 2.85 2.33 2.4  2.73 2.52 2.51 2.46],[1. 1. 1. 1. 1. 1. 2. 1. 1. 1.],"[1.17783492 1.26100576 1.40307768 1.67451416 1.3948292  1.31736972
 1.53079663 1.45214477 1.42478285 1.49600855]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36021285 0.38530508 0.49997221 0.63823975 0.42678232 0.43943271
 0.55829174 0.45572875 0.4961769  0.50965113]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.847 0.9   1.026 0.804 0.91  1.031 1.072 0.904 0.922 1.124],[2.15 1.95 2.37 1.99 2.27 2.28 2.47 2.23 2.27 2.72],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.16936881 1.11185385 1.39561798 1.0498483  1.32400044 1.36366102
 1.54253804 1.27515763 1.30329774 1.70365817]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.30862906 0.25029868 0.40009307 0.2318112  0.36399067 0.3638783
 0.43807392 0.34808732 0.3677411  0.55260409]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.177 1.223 1.023 1.033 1.151 1.059 1.229 1.016 1.485 0.976],[2.51 2.78 2.34 2.45 2.55 2.38 2.48 2.28 3.14 2.22],[1. 2. 1. 1. 1. 1. 1. 1. 2. 1.],"[1.60483022 1.76104882 1.384824   1.43369884 1.63753773 1.44456806
 1.65522414 1.36897043 2.06009981 1.33107518]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.47977224 0.52043908 0.35659158 0.39631603 0.43780873 0.36422871
 0.4255574  0.35004465 0.62550508 0.33478612]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.034 1.249 1.27  1.248 1.304 1.211 0.862 1.08  1.081 1.25 ],[2.21 2.72 2.66 2.7  2.67 2.6  1.88 2.48 2.12 2.53],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.42161052 1.7745     1.74135768 1.70814871 1.7274759  1.65744931
 1.15299889 1.50838268 1.40923903 1.66851908]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.37147502 0.48113392 0.46549831 0.46035818 0.46550813 0.43139462
 0.21629967 0.40751354 0.30451674 0.42032756]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.162 1.341 1.426 1.302 1.294 1.282 1.233 1.141 1.241 1.308],[2.27 2.42 2.72 2.57 2.67 2.66 2.38 2.26 2.37 2.68],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.53129846 1.64486021 1.89646508 1.69875111 1.74985398 1.80803751
 1.57465926 1.42570224 1.55821155 1.75729037]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3406704  0.35629759 0.47279076 0.41275501 0.46409958 0.48092142
 0.34316634 0.31736972 0.3408678  0.45107455]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.339 0.264 0.211 0.241 0.267 0.324 0.208 0.253 0.178 0.208],[2.9  2.41 2.27 2.17 2.39 2.62 2.14 2.23 1.99 2.  ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.01768953 0.73865505 0.58522619 0.65192108 0.74591707 0.82611507
 0.47244634 0.60278993 0.42701968 0.43364699]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.70555268 0.46825221 0.38834509 0.40401092 0.50780306 0.49792903
 0.28492681 0.36641298 0.25457583 0.22923293]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.322 0.363 0.473 0.347 0.353 0.431 0.487 0.371 0.372 0.364],[1.96 2.27 2.06 2.25 2.02 2.22 2.7  2.41 1.91 2.31],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.49891827 0.77846693 0.75625928 0.81196037 0.68655564 0.79248885
 1.220057   0.86766108 0.59474015 0.72532949]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.18641827 0.43082777 0.3037959  0.42715385 0.36481004 0.36999373
 0.71340295 0.4899267  0.23856827 0.32848378]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.561 0.484 0.737 0.69  0.635 0.547 0.563 0.582 0.536 0.741],[2.66 2.34 2.41 2.39 2.2  2.52 2.16 2.35 2.2  2.67],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.23003865 0.89247772 1.17027721 1.16192266 1.02654151 1.08450144
 0.92308612 1.02401415 0.92794617 1.287741  ]",[0.  0.  1.  0.  0.  0.  0.  0.5 0.  1. ],"[0.61564106 0.41997406 0.47118725 0.49768377 0.40555029 0.50924204
 0.38091815 0.42380907 0.39033875 0.58063407]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.818 0.891 0.794 0.608 0.712 0.648 0.73  0.765 0.663 0.751],[2.59 2.8  2.41 2.26 2.43 2.35 2.43 2.46 2.24 2.22],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.38565382 1.58256576 1.2995615  1.05356428 1.1840938  1.05744713
 1.18494753 1.20920922 1.01301541 1.14510933]",[1.  1.  1.  0.  0.  0.  0.5 0.  0.  1. ],"[0.54237013 0.69087386 0.4719907  0.41001448 0.46183001 0.41498375
 0.4486072  0.4602932  0.38063015 0.39872017]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.809 0.846 1.    0.653 0.944 0.795 0.901 0.807 0.831 1.004],[2.29 2.25 2.53 1.84 2.53 2.01 2.21 2.14 2.04 2.61],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.25499231 1.20870784 1.5133499  0.85510373 1.43508674 1.06279635
 1.23830618 1.17742244 1.09237036 1.44694749]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.39699426 0.37688167 0.50825956 0.19822873 0.51364875 0.30431978
 0.39630423 0.33733943 0.26338599 0.52067613]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.129 0.884 1.219 0.945 0.838 0.723 1.168 0.884 1.095 1.011],[2.52 2.16 2.7  2.25 1.94 2.11 2.42 2.23 2.54 2.46],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.65560354 1.23013226 1.72517065 1.31012611 1.08973014 1.07881222
 1.54607667 1.15070476 1.57086724 1.40889163]",[1. 1. 1. 1. 1. 0. 1. 1. 1. 1.],"[0.46188101 0.32711468 0.5410227  0.36690834 0.24961296 0.34830013
 0.41728517 0.27351726 0.49024957 0.41070315]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.119 0.831 1.026 0.965 0.956 0.972 0.834 0.877 0.865 0.881],[2.53 2.03 2.45 2.05 2.12 2.16 1.99 2.12 2.03 1.9 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.58432177 1.1155135  1.45769399 1.18638306 1.22455649 1.31488733
 1.15557265 1.2051729  1.09981452 1.13615623]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46067919 0.26484821 0.42775014 0.25431275 0.31923911 0.3373385
 0.26286513 0.28251665 0.24254889 0.23987937]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
