gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.539 0.52  0.614 0.453 0.535 0.486 0.474 0.565 0.502 0.656],[2.67 2.87 2.82 2.58 2.64 2.8  3.   3.04 2.7  3.18],[1. 1. 1. 1. 1. 1. 2. 2. 1. 1.],"[1.10793587 1.16839183 1.27860953 1.04125928 1.10909656 1.14505631
 1.17797153 1.25400311 1.1001155  1.50174911]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57529    0.66020091 0.67537589 0.57443555 0.58666492 0.64008256
 0.72107822 0.69021405 0.56647536 0.86881149]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.896 0.743 0.746 0.603 0.695 0.579 0.79  0.785 0.654 0.837],[3.35 3.   3.03 2.43 2.64 2.44 2.67 3.25 2.33 3.06],[2. 2. 2. 1. 1. 1. 1. 2. 2. 1.],"[1.6680019  1.40306659 1.47956146 1.0997337  1.24446977 0.99847589
 1.34116877 1.62195998 0.98634174 1.68039524]",[1. 1. 0. 0. 1. 0. 1. 1. 1. 1.],"[0.80634907 0.66883442 0.7439688  0.48095013 0.54583452 0.42863458
 0.55683283 0.81023634 0.35647846 0.81691136]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.768 0.747 0.934 0.893 1.018 0.824 1.182 0.92  0.863 1.103],[2.6  2.52 2.82 2.86 3.05 2.67 3.45 3.04 2.92 3.33],[1. 1. 2. 1. 2. 1. 2. 2. 1. 2.],"[1.29392407 1.235196   1.48098624 1.57345881 1.73550659 1.37349648
 1.99237543 1.60185299 1.51032173 1.88265949]",[0.5  1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.53035229 0.47549874 0.59075431 0.68215388 0.677677   0.5593937
 0.84171136 0.65976071 0.66693061 0.86234577]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ]
1.6,0.25,[0.993 1.207 0.779 1.098 1.106 1.193 1.054 1.201 0.918 1.037],[2.52 3.04 2.39 2.92 3.13 3.23 2.86 3.1  2.83 2.71],[1.  2.  1.  2.  1.  1.5 1.  1.  2.  1. ],"[1.4679009  1.84694954 1.21957162 1.74518279 1.87784882 2.01419191
 1.72363913 1.88511593 1.51382757 1.58795845]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.4718218  0.65265022 0.40299447 0.60835906 0.76789521 0.77409425
 0.62607565 0.71223995 0.56604253 0.55551644]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[1.288 1.07  1.239 0.91  1.18  1.006 1.066 1.302 1.264 1.025],[2.88 2.53 2.91 2.33 2.88 2.42 2.67 3.23 3.   2.24],[2. 1. 1. 1. 1. 1. 1. 2. 2. 1.],"[1.80358834 1.46790338 1.84773608 1.28180431 1.82791633 1.46786776
 1.64209132 1.99293641 1.89043343 1.34685818]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.56468758 0.4424444  0.60722827 0.35979259 0.58367072 0.43231844
 0.51938075 0.6982538  0.61706429 0.34614529]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.281 1.27  1.488 1.379 1.044 1.455 1.369 1.204 1.067 1.311],[2.86 2.81 3.29 3.25 2.47 3.12 2.8  2.78 2.45 2.8 ],[1. 2. 2. 2. 1. 1. 2. 1. 1. 1.],"[1.80115338 1.79966545 2.18069708 2.13340827 1.4906115  2.04852808
 1.87315608 1.77437941 1.44594671 1.82761222]",[1.   1.   1.25 1.   1.   1.   1.   1.   1.   1.  ],"[0.55807233 0.49813713 0.67784429 0.68832465 0.39952752 0.65173853
 0.51154109 0.55344496 0.39856878 0.55589591]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ]
1.6,0.4,[1.189 1.538 1.218 1.548 1.547 1.231 1.352 1.23  1.183 1.377],[2.39 3.08 2.72 3.04 3.13 2.59 2.86 2.34 2.49 2.79],[1.  2.  1.  2.  1.5 1.  1.  1.  1.  2. ],"[1.52745078 2.09339431 1.75361008 2.07086083 2.15496656 1.67192283
 1.91399715 1.51898257 1.60728871 1.83484297]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36341758 0.6145906  0.48492844 0.56620507 0.6204347  0.43024802
 0.52828426 0.34884585 0.41226368 0.47797712]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.115 1.323 1.431 1.268 1.34  1.552 1.18  1.502 1.281 1.442],[2.33 2.55 2.8  2.76 2.8  2.86 2.45 3.01 2.62 2.85],[1. 1. 1. 1. 2. 2. 1. 2. 1. 1.],"[1.44020007 1.69560439 1.90008539 1.78631941 1.87778508 2.01199628
 1.53119288 2.07893082 1.70763404 1.92460448]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.32964343 0.41599075 0.49320307 0.48203353 0.49456486 0.49695477
 0.37629298 0.56752701 0.43295081 0.51280761]",[0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.  ]
1.7000000000000002,0.05,[0.198 0.297 0.292 0.244 0.264 0.257 0.359 0.204 0.291 0.244],[2.26 2.73 2.94 2.34 3.11 2.06 2.79 2.03 2.67 2.34],[1.  1.  1.5 1.  1.  1.  1.5 1.  1.  1. ],"[0.4851854  0.82500178 0.91492678 0.64177388 1.02028307 0.49765959
 0.91174537 0.335295   0.82361253 0.60937846]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.30391587 0.53775568 0.65203738 0.41164204 0.7558745  0.25223966
 0.56787269 0.15283406 0.52871873 0.39910503]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.631 0.474 0.467 0.424 0.404 0.392 0.518 0.352 0.547 0.497],[3.   2.47 2.92 2.47 2.68 2.37 2.73 2.27 3.02 2.7 ],[2.  1.  1.  1.  1.  1.  1.5 1.  1.  1.5],"[1.3275734  0.86744308 1.24539303 0.94034244 1.01209319 0.83989151
 1.04654436 0.74274075 1.36894765 1.09856465]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66821915 0.41474777 0.73716183 0.51020572 0.61591522 0.42998917
 0.56309465 0.35943569 0.81519032 0.58636128]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.573 0.755 0.741 0.527 0.824 0.677 0.552 0.612 0.633 0.682],[2.57 2.7  2.79 2.18 2.96 2.46 2.47 2.58 2.32 2.7 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.10768686 1.34519509 1.42854307 0.98119905 1.46520559 1.15035585
 1.11962331 1.20171354 1.07521956 1.25644712]",[0. 1. 1. 0. 1. 1. 0. 0. 0. 1.],"[0.50092721 0.57172646 0.68735472 0.41288545 0.68409964 0.46075379
 0.56223866 0.57131254 0.43162581 0.55987485]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.748 1.17  0.885 0.695 0.668 0.721 0.886 0.827 0.813 0.935],[2.44 3.64 2.56 2.24 2.17 2.46 2.62 2.57 2.49 3.16],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.22819567 2.11126559 1.37853166 1.06897227 1.1040049  1.22965273
 1.42725003 1.34303536 1.29773277 1.76816833]",[0.   1.25 1.   1.   0.   0.   1.   1.   1.   1.  ],"[0.47461168 0.93633028 0.52304582 0.34838633 0.39467324 0.48964296
 0.55918668 0.51329293 0.45507896 0.78707763]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ]
1.7000000000000002,0.25,[1.036 0.928 1.173 0.949 1.006 0.813 0.782 0.968 1.081 1.08 ],[2.67 2.63 2.93 2.49 2.63 2.09 1.92 2.66 2.87 2.91],[1. 2. 1. 1. 2. 1. 1. 2. 1. 1.],"[1.61952318 1.45387556 1.85079033 1.3805194  1.52213566 1.1173758
 1.06397581 1.49383478 1.66799923 1.73145604]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58101304 0.49881391 0.67062798 0.49245543 0.49006047 0.31676545
 0.25709104 0.51988947 0.60762996 0.63212498]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.025 1.339 1.222 0.967 1.105 1.122 1.109 1.067 1.138 0.964],[2.31 3.34 2.69 2.11 2.5  2.59 2.44 2.39 2.65 2.12],[1. 2. 2. 1. 1. 1. 2. 1. 2. 1.],"[1.373028   2.12063691 1.71135679 1.21282824 1.53318323 1.6420902
 1.46318749 1.46775611 1.55148233 1.24886198]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36710027 0.75798859 0.48333921 0.30992785 0.43849878 0.49350255
 0.39567773 0.39052955 0.46645303 0.31688932]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.141 1.258 1.1   1.21  1.276 1.    1.064 1.112 1.014 1.245],[2.36 2.78 2.37 2.65 2.72 2.34 2.33 2.51 2.22 2.45],[1.  1.5 1.  1.  1.  1.  1.  1.  1.  1. ],"[1.50470552 1.75212521 1.46872782 1.68080828 1.71142261 1.41779115
 1.44319036 1.5701926  1.40486916 1.6769529 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.37082857 0.53423214 0.37347391 0.51115007 0.48594653 0.38786927
 0.36591436 0.44852756 0.35360451 0.39987771]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.394 1.369 1.192 1.294 0.944 1.136 1.253 1.38  1.402 1.305],[3.03 2.53 2.46 2.75 2.17 2.27 2.65 2.72 2.85 3.09],[2. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.95416878 1.72125985 1.58656595 1.81290878 1.2454789  1.45627543
 1.75108675 1.85226873 1.94504188 1.98904719]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5715638  0.42715828 0.40128275 0.50522994 0.28480751 0.31752543
 0.50492953 0.46049383 0.54654334 0.63131098]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[0.988 1.362 1.232 1.409 1.257 1.71  1.323 1.45  1.143 1.312],[2.26 2.73 2.49 2.94 2.57 3.34 2.55 2.86 2.36 2.35],[1.  1.  1.5 2.  1.  2.  2.  1.  1.  1. ],"[1.3159694  1.79330722 1.58083831 1.97657    1.71251551 2.33504808
 1.63459762 1.96948346 1.51353514 1.63071113]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.31089128 0.48308505 0.35904143 0.52959308 0.41747644 0.63328538
 0.3754985  0.56038068 0.37127257 0.35298652]",[0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.  ]
1.8000000000000003,0.05,[0.209 0.221 0.313 0.301 0.178 0.208 0.23  0.209 0.292 0.279],[2.46 2.36 2.41 3.   2.27 2.34 2.45 2.43 2.66 2.84],[1.  1.  1.  2.  1.  1.  1.  1.  1.  1.5],"[0.69869365 0.64954513 0.79705086 0.97732378 0.55706098 0.61305595
 0.72522474 0.63278747 0.86997265 0.89894344]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.46928142 0.42030197 0.50426827 0.71485735 0.35985151 0.39674186
 0.47544385 0.42630309 0.57868603 0.61289364]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.481 0.434 0.447 0.543 0.472 0.36  0.363 0.368 0.324 0.492],[2.28 2.29 2.29 2.71 2.38 2.28 2.28 2.11 2.09 2.57],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.93982449 0.79082936 0.87192447 1.25871603 0.93004846 0.68696473
 0.77604235 0.71827766 0.69671331 0.95617658]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.43937527 0.36678639 0.41152103 0.7071633  0.45360315 0.33639833
 0.4282323  0.32089485 0.35129827 0.46199689]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.712 0.521 0.704 0.644 0.635 0.785 0.706 0.684 0.654 0.554],[2.51 2.15 2.29 2.33 2.51 3.06 2.66 2.78 2.51 2.21],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.21084305 0.92265762 1.13937603 1.0948944  1.17197789 1.4940832
 1.28355059 1.2688863  1.12887702 0.95318068]",[0. 0. 1. 0. 0. 0. 0. 1. 1. 0.],"[0.53893631 0.37741592 0.46133404 0.45252379 0.52447545 0.77032099
 0.58499651 0.5609615  0.46211921 0.37621779]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.631 0.85  0.617 0.741 0.742 0.746 0.912 0.709 0.72  0.847],[2.3  2.71 2.34 2.47 2.29 2.19 2.81 2.41 2.18 2.75],[1. 1. 1. 1. 1. 1. 2. 1. 1. 1.],"[1.06749654 1.45548228 1.08610698 1.28525406 1.11688753 1.12175992
 1.51153187 1.12071405 1.16265548 1.42131958]",[0. 0. 0. 0. 1. 1. 1. 0. 0. 1.],"[0.40769185 0.5973939  0.42132976 0.49896378 0.40274751 0.38557828
 0.59652943 0.42349725 0.42918258 0.59129211]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.83  0.956 0.806 1.071 0.814 0.791 0.847 0.823 0.796 1.026],[2.07 2.43 2.37 2.97 2.21 2.2  2.34 2.26 2.17 2.71],[1.  1.5 1.  1.  1.  2.  1.  1.  1.  1. ],"[1.08448772 1.3734896  1.24053234 1.72895513 1.17635987 1.08832029
 1.27899964 1.2285506  1.15351209 1.63605384]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.31175578 0.43885581 0.41889172 0.66593267 0.3313086  0.30492185
 0.40212464 0.36125567 0.33419813 0.55264563]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[1.087 0.878 0.937 1.112 0.958 1.065 0.864 0.963 0.892 1.162],[2.42 2.22 2.38 2.31 2.26 2.5  2.36 2.32 2.09 2.82],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.46698321 1.21179357 1.39069363 1.48318501 1.33456195 1.48712914
 1.2380589  1.37701392 1.19024076 1.75412877]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.42517901 0.33334875 0.41271878 0.40252094 0.3625014  0.45428613
 0.38249677 0.40218481 0.30171842 0.55851842]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.119 0.982 1.053 0.999 1.045 1.183 1.052 1.1   0.863 1.086],[2.15 2.28 2.29 2.28 2.47 2.76 2.29 2.38 2.04 2.2 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.33671673 1.34763473 1.41895931 1.34484248 1.48490305 1.77912992
 1.34236115 1.48815214 1.16951635 1.42869996]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.31741985 0.32707321 0.35796322 0.35561885 0.42406503 0.55186063
 0.32087678 0.37185331 0.24818823 0.33239869]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.1   1.053 1.211 1.071 1.181 1.118 1.012 1.323 0.746 1.054],[2.4  2.37 2.48 2.25 2.51 2.29 2.07 2.83 1.65 2.2 ],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.47185013 1.44790071 1.63208539 1.38493206 1.60967536 1.42482075
 1.3156605  1.87070469 0.88836013 1.39510053]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36423538 0.35782991 0.41210981 0.32648479 0.43340827 0.34909321
 0.2801478  0.52054112 0.14586989 0.3086894 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.412 1.151 1.389 1.343 1.142 1.085 0.924 1.094 1.203 1.429],[2.83 2.24 2.46 2.58 2.22 2.23 1.99 2.24 2.4  2.77],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.95851193 1.48410494 1.64374804 1.73975551 1.40696914 1.38508818
 1.17858016 1.41272566 1.56061113 1.92906613]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51112668 0.32863131 0.38089647 0.41994106 0.30921524 0.28461943
 0.23592391 0.27532087 0.35052568 0.48984188]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.188 0.272 0.232 0.15  0.248 0.293 0.203 0.215 0.207 0.215],[2.1  2.46 2.09 2.28 2.25 2.58 2.71 2.55 2.06 2.16],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.43580932 0.78534245 0.43861384 0.56590121 0.55993872 0.78941304
 0.76529967 0.76193297 0.53475522 0.47528904]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24631714 0.49293523 0.21590388 0.41006136 0.3107395  0.50758016
 0.54811461 0.5406317  0.32062924 0.26661716]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.421 0.45  0.362 0.446 0.381 0.408 0.371 0.309 0.395 0.427],[2.38 2.3  2.16 2.29 2.24 2.13 2.08 1.7  2.36 2.04],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.92277845 0.93779802 0.73934177 0.84156357 0.78079178 0.78991286
 0.6491216  0.5029204  0.83773446 0.7326436 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.46338148 0.47463151 0.38608066 0.39345566 0.39726639 0.36789809
 0.30028371 0.1835454  0.42617196 0.32276079]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.497 0.584 0.657 0.478 0.647 0.668 0.727 0.486 0.604 0.587],[2.02 2.3  2.56 2.06 2.72 2.44 2.48 2.   2.6  2.24],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.85934633 0.94226793 1.26574877 0.82466479 1.28971882 1.19832825
 1.25801575 0.81845973 1.22009674 0.97235658]",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.],"[0.35777528 0.38695482 0.61129565 0.35187915 0.6224416  0.54374573
 0.55340149 0.29717067 0.59235016 0.41369142]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.796 0.63  0.82  0.692 0.699 0.702 0.691 0.668 0.607 0.701],[2.59 1.75 2.56 2.25 1.95 2.42 2.29 2.06 2.03 2.09],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.39853009 0.84588569 1.31657348 1.08787323 0.94458224 1.17319651
 1.05132184 0.99397183 0.94670821 1.03696133]",[1.  0.5 0.5 1.  1.  1.  0.  0.5 0.  0. ],"[0.58218061 0.21687934 0.53252563 0.36899384 0.26528536 0.44906077
 0.38435407 0.31240933 0.34455977 0.35410977]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.763 1.042 0.715 0.915 0.679 0.76  0.712 0.766 0.869 0.837],[2.02 2.95 2.02 2.56 1.81 2.01 2.13 2.09 2.34 2.23],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.04027718 1.70022572 0.95988137 1.4416085  0.87741763 1.07800136
 1.08238986 1.04313918 1.26691814 1.17961982]",[1.  1.  1.  1.  0.5 1.  0.  1.  1.  1. ],"[0.29402718 0.65335805 0.25908059 0.48754844 0.20769107 0.293558
 0.35222629 0.30783644 0.43714275 0.35558417]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.128 0.965 1.103 0.948 1.039 1.08  0.819 0.915 0.729 1.019],[2.61 2.28 2.32 2.24 2.3  2.33 2.04 2.1  1.93 2.58],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.60235775 1.32732137 1.40533102 1.25810301 1.39773357 1.46235324
 1.07993014 1.13686148 0.98129457 1.46586223]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46174984 0.35871785 0.40367819 0.31073973 0.39846843 0.37947909
 0.27597507 0.26733023 0.23962464 0.46434856]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.032 1.142 0.929 0.674 1.263 1.038 1.115 0.989 0.921 1.007],[2.34 2.63 2.07 1.86 2.55 2.29 2.42 2.34 1.97 2.18],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.43830718 1.58742469 1.19511974 0.95214223 1.66320818 1.34555629
 1.52895156 1.38640054 1.16557735 1.33028797]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.35449614 0.42752723 0.27564708 0.22817738 0.41659685 0.35288539
 0.38011367 0.40140054 0.25791133 0.29143298]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
