gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.32  0.296 0.278 0.318 0.246 0.366 0.243 0.245 0.232 0.318],[3.35 3.06 2.77 3.32 2.84 3.73 2.76 2.95 3.05 3.19],[2.  1.5 2.  1.  1.  2.  1.  2.  2.  1. ],"[1.1336328  1.01347395 0.77293844 1.14128862 0.89874099 1.43364952
 0.80684306 0.82022386 0.96530606 1.09801435]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.83298583 0.7129466  0.50102438 0.84864579 0.65984206 1.06437218
 0.56273173 0.57288011 0.69629178 0.783383  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.543 0.524 0.527 0.46  0.562 0.57  0.561 0.452 0.453 0.565],[3.13 3.14 2.9  2.65 3.05 2.97 3.16 2.77 2.95 3.16],[1. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[1.3265901  1.30311155 1.13004625 1.06277004 1.29502454 1.22664929
 1.34893567 0.9738679  1.1405136  1.38121472]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"[0.8180525  0.77680296 0.59945055 0.56663052 0.72663831 0.67590161
 0.78221204 0.5241804  0.65409515 0.766349  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.817 0.768 0.944 0.77  0.66  0.78  0.895 0.748 0.566 0.678],[3.29 2.99 3.39 2.81 2.95 3.09 3.58 3.16 2.41 2.88],[2. 2. 2. 2. 2. 2. 2. 2. 2. 2.],"[1.67223461 1.48042705 1.78539108 1.36516753 1.41018884 1.51347375
 1.89052434 1.58033247 1.00732841 1.36651682]",[1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],"[0.82246898 0.71476848 0.91127853 0.59278472 0.69724695 0.72033898
 1.03251043 0.78563276 0.42153618 0.67334055]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.2,[0.877 0.889 1.03  0.766 0.929 0.955 1.072 0.899 0.814 1.126],[2.92 2.92 3.08 2.49 3.08 3.19 3.34 2.74 2.55 3.46],[2.  2.  2.  1.  2.  1.  2.  1.5 2.  2. ],"[1.53609285 1.52180464 1.71040069 1.25147821 1.68366906 1.82968153
 1.91222923 1.41781892 1.27324394 2.06913983]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.64408602 0.63431197 0.70888946 0.47605341 0.71943566 0.84116591
 0.78899315 0.55592928 0.46791191 0.92535809]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.25,[1.216 1.093 1.016 1.186 1.214 1.105 1.2   1.069 1.015 0.967],[3.29 3.01 2.6  3.11 3.39 2.93 3.04 2.71 2.7  2.53],[2. 1. 2. 2. 2. 1. 2. 2. 1. 1.],"[1.98306094 1.77933735 1.46272487 1.85791976 2.0768011  1.74587039
 1.85895495 1.45884534 1.58317326 1.43610335]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.77932071 0.66332905 0.47840847 0.68829085 0.8097375  0.65375003
 0.65384936 0.50477063 0.52581975 0.46487777]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.3,[1.443 1.416 1.136 1.122 1.254 1.225 1.324 1.035 1.421 1.167],[3.29 3.47 2.86 2.6  2.94 2.7  3.3  2.58 3.25 2.88],[2. 2. 2. 2. 2. 2. 1. 1. 2. 2.],"[2.12554109 2.25020201 1.71155869 1.54711895 1.84963121 1.69827387
 2.13514297 1.5556324  2.20243436 1.75540525]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71641999 0.78624693 0.58909775 0.43746319 0.60854356 0.50053217
 0.80202896 0.48166756 0.73588651 0.5563989 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.35000000000000003,[1.585 1.375 1.192 1.692 1.516 1.49  1.422 1.652 1.351 1.512],[3.55 2.91 2.82 3.64 3.29 3.14 3.08 3.57 2.87 3.32],[1.5 2.  2.  2.  2.  2.  2.  2.  2.  2. ],"[2.459891   1.85798553 1.69963879 2.50879554 2.20343731 2.12047927
 2.04478069 2.36810848 1.84264597 2.22967377]",[1.   1.   1.   1.25 1.   1.25 1.   1.   1.   1.  ],"[0.80695399 0.51557342 0.5160548  0.84603004 0.67733074 0.62910292
 0.61878948 0.7828326  0.48261667 0.71325592]",[0.    0.    0.    0.25  0.    0.125 0.    0.    0.    0.   ]
1.5,0.4,[1.361 1.605 1.612 1.427 1.445 1.429 1.505 1.585 1.319 1.441],[2.95 3.11 3.32 3.15 2.81 2.96 3.27 3.24 2.67 3.17],[1.  2.  2.  2.  2.  2.  1.5 2.  2.  2. ],"[1.94676479 2.1266932  2.23703862 2.07887095 1.87725273 1.96106277
 2.19475369 2.21568415 1.7264529  2.14716712]",[1.    1.    1.25  1.    1.125 1.    1.    1.125 1.    1.   ],"[0.58623073 0.59006112 0.6455695  0.62257456 0.45530937 0.54541762
 0.66986233 0.67061824 0.43194912 0.64652503]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.45,[1.347 1.349 1.397 1.315 1.473 1.519 1.59  1.229 1.674 1.379],[2.79 2.62 3.02 2.86 3.   3.16 3.15 2.66 3.34 2.68],[2.  1.  2.  2.  1.5 2.  2.  1.5 2.  1.5],"[1.83043652 1.77759961 1.97487271 1.85475004 2.09100991 2.13954976
 2.22633535 1.71564193 2.32827013 1.84670427]",[1.    1.    1.    1.    1.    1.    1.    1.    1.125 1.   ],"[0.45941785 0.44469312 0.55745999 0.48095854 0.60784036 0.61273396
 0.61469045 0.45165756 0.67294054 0.4350905 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.05,[0.226 0.243 0.277 0.342 0.26  0.208 0.262 0.404 0.216 0.264],[2.71 2.52 2.95 3.15 2.61 2.49 2.83 3.53 2.6  3.44],[1. 2. 1. 1. 1. 1. 1. 2. 1. 2.],"[0.73984273 0.59546573 1.00174936 1.09616788 0.67241415 0.64226046
 0.92900289 1.33274652 0.6516421  1.00592171]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.51331441 0.37791324 0.71979746 0.7484213  0.42718832 0.41354952
 0.67148641 0.92493768 0.43148585 0.72132088]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
