gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.264 0.284 0.236 0.337 0.372 0.366 0.265 0.22  0.289 0.264],[2.83 3.62 3.05 3.75 3.04 3.26 2.95 2.8  3.24 2.97],[1. 2. 2. 2. 2. 2. 2. 1. 2. 2.],"[0.97435196 1.27778586 0.83857855 1.37314136 1.0816942  1.02276396
 0.83718512 0.81916425 1.02989572 0.82432257]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.69502578 0.96287619 0.60222479 1.06065906 0.71478014 0.71031279
 0.56817633 0.60874066 0.75557688 0.54822882]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.51  0.479 0.559 0.581 0.526 0.508 0.491 0.592 0.566 0.516],[2.78 2.49 3.23 3.29 3.16 2.9  2.74 3.06 3.25 2.9 ],[2. 1. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.01031359 0.92142823 1.40220627 1.43402767 1.33807211 1.16263281
 1.11984302 1.32329481 1.35205234 1.12824135]",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.],"[0.51077257 0.45379701 0.84302963 0.85287716 0.78519552 0.65723364
 0.6267223  0.72152479 0.82541233 0.62004006]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.822 0.725 0.863 0.669 0.721 0.628 0.92  0.726 0.813 0.599],[3.   2.73 3.61 2.79 2.73 2.56 3.57 3.02 3.3  2.49],[2.  2.  2.  1.  1.5 1.  2.  2.  2.  1. ],"[1.49589494 1.30742657 1.9411853  1.33868545 1.29740469 1.21772533
 1.82427796 1.43742769 1.6460967  1.11900624]",[1.     1.     1.     0.     0.5    0.     1.1875 1.     1.     0.    ],"[0.67653703 0.60205548 1.04371642 0.65867508 0.59427969 0.55177318
 0.89796326 0.69246431 0.81127859 0.49093617]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ]
1.5,0.2,[0.743 1.008 0.989 1.029 1.063 1.02  0.849 0.958 0.911 0.901],[2.52 2.99 2.75 2.95 3.44 3.07 2.89 3.34 2.78 2.88],[1.  1.  1.  2.  2.  1.5 2.  2.  1.  2. ],"[1.19845549 1.70730478 1.54520898 1.63267185 2.04352874 1.74000356
 1.50894003 1.86144936 1.46953917 1.45883745]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.45362639 0.73147958 0.59050195 0.64638218 0.91662872 0.75637441
 0.65111776 0.8529557  0.57996031 0.59637652]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.25,[1.246 1.004 1.313 1.143 1.282 1.309 0.839 1.112 1.205 0.973],[3.18 2.86 3.31 3.   3.35 3.35 2.33 2.83 3.42 2.7 ],[2.  1.  1.  1.5 2.  2.  1.  1.  2.  1. ],"[1.98574863 1.65590821 2.14061775 1.90281922 2.13147457 2.12348226
 1.24452273 1.70210997 2.07255266 1.49453894]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.73709263 0.61940797 0.8632563  0.68324646 0.82876949 0.79967367
 0.38939822 0.57748717 0.84325273 0.52305456]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.3,[1.255 1.59  1.444 1.278 1.241 1.285 1.061 1.299 1.411 1.252],[3.1  3.66 3.12 2.85 2.82 3.04 2.65 3.08 3.45 3.15],[2. 2. 1. 2. 2. 2. 1. 1. 2. 2.],"[1.94053343 2.44694374 2.07972771 1.80202496 1.75523733 1.89916723
 1.60103102 1.93442442 2.21876108 1.96182233]",[1.   1.25 1.   1.   1.   1.25 1.   1.   1.25 1.  ],"[0.63867552 0.87313759 0.69295769 0.54854352 0.54092825 0.60805151
 0.51031325 0.65392637 0.76732737 0.68771527]",[0.   0.25 0.   0.   0.   0.25 0.   0.   0.25 0.  ]
1.5,0.35000000000000003,[1.438 1.386 1.494 1.352 1.089 1.386 1.402 1.472 1.189 1.418],[2.94 3.03 3.38 3.12 2.53 3.12 2.91 3.25 2.73 3.21],[1. 2. 2. 2. 1. 2. 2. 2. 1. 2.],"[1.98626212 2.02204378 2.18122489 1.99283507 1.51674242 2.04201521
 1.94435275 2.17690887 1.70824511 2.11286173]",[1.    1.    1.25  1.    1.    1.125 1.    1.25  1.    1.125],"[0.57647147 0.59515657 0.68707267 0.63481688 0.42426257 0.61086775
 0.55286838 0.65639739 0.48824023 0.62960245]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ]
1.5,0.4,[1.221 1.621 1.366 1.482 1.347 1.596 1.699 1.397 1.793 1.323],[2.57 3.44 2.86 2.87 2.92 3.37 3.32 2.79 3.65 2.8 ],[2.  2.  2.  2.  2.  2.  2.  1.5 2.  1. ],"[1.58369334 2.36298347 1.85497987 1.99045596 1.90544874 2.32805016
 2.4242107  1.86610435 2.60580464 1.81706911]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.40008983 0.68823189 0.53177674 0.5126044  0.51729445 0.70877037
 0.70834156 0.48852134 0.79560383 0.50282656]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ]
1.5,0.45,[1.28  1.479 1.465 1.49  1.592 1.374 1.266 1.411 1.217 1.712],[2.88 2.99 3.28 2.83 3.16 2.89 2.69 2.84 2.15 3.35],[2. 2. 2. 2. 1. 2. 2. 2. 1. 2.],"[1.83901809 2.04100869 2.16832477 1.96119217 2.25978537 1.97609452
 1.6954391  1.91856915 1.44784683 2.37939026]",[1.    1.    1.    1.    1.    1.125 1.    1.    1.    1.   ],"[0.49224257 0.55085549 0.62868609 0.50083634 0.65521322 0.50083573
 0.43637111 0.4851939  0.27199723 0.67376587]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.05,[0.283 0.246 0.201 0.324 0.284 0.283 0.271 0.308 0.326 0.26 ],[3.01 2.25 2.43 2.9  2.72 3.02 2.81 2.83 3.34 2.74],[1.  1.  1.  2.  1.  2.  1.5 1.  2.  1.5],"[0.94410576 0.6476785  0.63817205 0.86237208 0.83870939 0.96402882
 0.78987845 0.95793394 1.12222251 0.80689643]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.67611992 0.40090787 0.40623845 0.55428187 0.54331632 0.67539112
 0.53470206 0.65262999 0.8046926  0.55929389]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
