gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.351 0.685 0.699 0.509 0.606 0.566 0.521 0.57  0.499 0.445],[2.34 3.41 3.63 2.44 2.97 2.7  3.1  3.1  2.5  2.65],[2. 2. 2. 1. 2. 1. 2. 2. 2. 1.],"[0.66571829 1.60915126 1.76395108 1.00097659 1.3565971  1.21679721
 1.21154124 1.37730871 0.9594083  0.9634981 ]",[0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],"[0.30044485 0.95149501 1.04318265 0.48334231 0.73063702 0.66387485
 0.68761057 0.77373327 0.43481846 0.5417293 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.748 0.683 0.548 0.824 0.717 0.689 0.625 0.751 0.516 0.795],[2.67 2.74 2.35 3.39 2.68 2.89 2.52 2.89 2.14 2.97],[1. 2. 1. 2. 1. 2. 1. 1. 1. 2.],"[1.30682577 1.23612689 0.97505694 1.76799901 1.29472427 1.35110651
 1.1532762  1.45000233 0.90533266 1.53314325]",[1.  0.5 0.  0.  1.  0.  0.  0.  0.  1. ],"[0.57518332 0.5580086  0.41720172 0.94115819 0.59684341 0.64994806
 0.52919905 0.73553577 0.38087466 0.71321406]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[1.054 1.006 0.676 1.159 0.836 0.783 0.864 0.926 0.791 0.814],[3.18 3.37 2.22 3.36 2.48 2.64 2.41 2.8  2.63 2.55],[2.  2.  1.  2.  1.  1.  1.  1.5 2.  1. ],"[1.77664961 1.81064218 1.02250548 2.02118502 1.35324742 1.36667264
 1.26474008 1.54722447 1.30430154 1.31756419]","[1.09375 1.      1.      1.      1.      0.      1.      1.      1.
 1.     ]","[0.72938277 0.8179957  0.3306793  0.88850374 0.50709996 0.55400663
 0.44633431 0.60994847 0.53522317 0.48982127]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[0.938 1.083 1.256 1.227 0.93  1.119 1.016 1.276 0.97  0.964],[2.67 2.45 3.48 3.16 2.72 2.86 2.75 3.37 2.59 2.87],[2. 1. 2. 2. 1. 2. 2. 2. 1. 1.],"[1.41408652 1.53811746 2.11394311 1.96391544 1.49931022 1.70634821
 1.56833199 2.0906097  1.49620851 1.64955941]",[1.    1.    1.125 1.    1.    1.    1.    1.    1.    1.   ],"[0.49697471 0.45182108 0.8271383  0.70265263 0.5304235  0.60745173
 0.53945625 0.79386592 0.52464724 0.63725228]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.   ]
1.6,0.3,[1.362 1.135 1.28  1.091 1.385 1.12  1.14  0.906 1.282 1.273],[3.16 2.71 2.95 2.6  3.28 2.72 2.82 2.46 2.94 3.04],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[2.08676755 1.6447284  1.90939784 1.65056502 2.16305952 1.62874474
 1.70705661 1.37010365 1.84084089 1.91693951]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.69942014 0.54669983 0.66209682 0.50443587 0.74242415 0.50336633
 0.56569552 0.42133656 0.60384626 0.63618695]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.099 1.332 1.349 1.318 1.374 1.239 1.174 1.369 1.046 1.319],[2.31 2.8  2.7  3.09 3.11 2.7  2.65 2.87 2.43 2.81],[1.  1.  2.  2.  2.  1.  1.  1.5 1.  1. ],"[1.44502828 1.93238656 1.7906025  2.02600616 1.9946059  1.7221395
 1.66289687 1.91647806 1.47796855 1.84699947]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36576803 0.56823739 0.4546882  0.64977874 0.61655353 0.47912681
 0.47737441 0.56371255 0.3893687  0.53617062]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.4,[1.217 1.356 1.387 1.704 1.216 1.149 1.623 1.222 1.417 1.256],[2.43 2.91 2.85 3.6  2.56 2.55 3.29 2.65 2.89 2.57],[1. 2. 2. 2. 1. 1. 1. 2. 2. 1.],"[1.62600542 1.90583883 1.92937194 2.47835624 1.67990404 1.56292516
 2.29654921 1.7019643  1.91834536 1.68167772]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.40039263 0.53073568 0.50732543 0.81214408 0.41243333 0.40723669
 0.69931166 0.44920307 0.54162661 0.43793504]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ]
1.6,0.45,[1.469 1.316 1.386 1.394 1.204 1.291 1.124 1.602 1.293 1.564],[2.74 2.76 2.84 2.74 2.43 2.63 2.2  3.23 2.63 3.01],[2. 1. 1. 1. 1. 1. 1. 1. 2. 2.],"[1.82866218 1.81412103 1.95386704 1.82987305 1.55736172 1.74304204
 1.38081123 2.24640139 1.71240134 2.03499711]",[1.   1.   1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.45185554 0.48792108 0.51607163 0.48707092 0.35325039 0.44670049
 0.28848701 0.65753421 0.40906394 0.52250688]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.203 0.229 0.159 0.254 0.218 0.25  0.314 0.255 0.187 0.191],[2.47 2.36 1.95 2.78 2.61 2.75 2.88 2.52 2.19 2.09],[1. 1. 1. 2. 1. 1. 1. 1. 1. 1.],"[0.65634163 0.67739266 0.42400868 0.8192873  0.81931708 0.79520095
 0.99297887 0.71687608 0.5307836  0.50787789]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44959846 0.4223835  0.25926747 0.55888691 0.59361945 0.54637221
 0.69224156 0.44417832 0.35333976 0.31706002]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.652 0.527 0.436 0.44  0.45  0.423 0.384 0.605 0.493 0.407],[2.56 2.52 2.38 2.62 2.67 2.5  1.92 3.21 2.82 2.39],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.16188545 0.99825843 0.80636354 0.93697231 1.04208855 0.9181692
 0.63272748 1.41332557 1.17897006 0.80931497]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.55394478 0.48512122 0.35257448 0.51608852 0.5951696  0.49629664
 0.2709306  0.83518836 0.70000399 0.41277932]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.454 0.627 0.501 0.457 0.846 0.776 0.575 0.631 0.613 0.635],[2.24 2.64 2.39 1.86 2.9  2.9  2.24 2.52 2.48 2.53],[1. 1. 2. 1. 2. 1. 1. 1. 1. 1.],"[0.90551664 1.24895128 0.91729176 0.69717352 1.4757989  1.51445005
 0.99130493 1.1215189  1.12873651 1.12922281]",[0.  1.  0.  0.  1.  1.  0.  0.  0.  0.5],"[0.39621    0.56004747 0.40521168 0.22049383 0.66028865 0.73016355
 0.37077514 0.49738377 0.50040399 0.4927897 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.71  0.928 0.814 0.854 0.816 0.843 0.701 0.931 0.708 0.762],[2.36 2.68 2.57 2.72 2.48 2.76 2.5  2.9  2.1  2.29],[1. 2. 1. 1. 1. 1. 2. 2. 1. 1.],"[1.15748714 1.45972571 1.38159292 1.4641561  1.281934   1.49090005
 1.23232708 1.54046671 1.00522487 1.19521736]",[0.5 1.  1.  1.  1.  1.  1.  1.  0.5 1. ],"[0.42061092 0.52647376 0.57995047 0.60362692 0.45528788 0.61165445
 0.45084026 0.60821573 0.32404751 0.43028572]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[0.763 1.078 1.053 0.745 0.913 1.026 0.976 1.104 0.881 0.911],[2.17 3.06 2.53 2.13 2.26 2.86 2.44 2.78 2.57 2.41],[1. 1. 1. 1. 1. 1. 1. 1. 2. 1.],"[1.08904758 1.80600085 1.51794821 1.05748037 1.21555219 1.59723701
 1.44978121 1.62425884 1.38179268 1.32812214]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.33070774 0.69626147 0.48432517 0.31882315 0.34809125 0.61462959
 0.46824801 0.58621441 0.46317391 0.42639362]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.102 1.242 1.05  1.109 0.898 1.129 1.358 1.092 1.385 1.004],[2.63 2.84 2.53 2.7  2.34 2.52 3.1  2.8  3.26 2.28],[1. 1. 1. 1. 1. 1. 2. 1. 2. 1.],"[1.6011909  1.77045961 1.53610952 1.6405381  1.31644003 1.53910439
 2.01711175 1.64461683 2.10280841 1.31746582]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5097578  0.5665265  0.46197133 0.53399207 0.35694784 0.43104775
 0.68303094 0.53347548 0.73332782 0.38781738]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.367 1.195 1.085 1.252 1.317 0.946 1.281 1.255 1.085 0.939],[2.85 2.54 2.39 2.86 3.01 2.4  2.65 2.82 2.51 2.16],[1.  1.  1.  1.5 2.  1.  1.5 1.  1.  1. ],"[1.86131639 1.55654235 1.50358587 1.79158303 1.90499754 1.36145309
 1.74341501 1.78817156 1.61040583 1.2761876 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.53232957 0.40576842 0.38718207 0.530001   0.6045886  0.35799362
 0.46762216 0.53159685 0.46687129 0.29362168]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.201 1.161 1.553 1.267 1.532 1.484 0.824 1.415 1.166 1.249],[2.34 2.31 3.15 2.7  3.23 3.   1.92 2.93 2.22 2.59],[1.  1.  2.  1.  2.  1.5 1.  2.  1.  1. ],"[1.52643687 1.4327927  2.12977838 1.74261814 2.16659816 2.05323148
 1.06440102 1.95702937 1.42056535 1.68275792]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.34764781 0.32016575 0.60963434 0.47212498 0.62784328 0.6032449
 0.21381509 0.52230281 0.29642472 0.45100255]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.505 1.322 1.394 1.284 1.344 1.462 1.166 1.235 1.397 1.344],[3.01 2.7  2.67 2.56 2.78 2.85 2.34 2.76 2.81 2.56],[1.5 1.  1.  1.  1.5 2.  1.  1.  1.  1. ],"[2.08473036 1.82295377 1.76341823 1.69451752 1.78283922 1.94058581
 1.56032028 1.79086236 1.82947451 1.71633913]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5556465  0.46801724 0.44936733 0.42300384 0.48375414 0.50304919
 0.3511528  0.52892693 0.48854495 0.42426149]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.224 0.297 0.283 0.166 0.211 0.185 0.261 0.288 0.291 0.244],[2.38 2.49 2.59 2.32 2.21 2.22 2.58 2.29 2.49 2.88],[1.5 1.  1.  1.  1.  1.  1.  1.  1.  1. ],"[0.59954896 0.7729725  0.78315644 0.4918217  0.57989429 0.55571322
 0.75102598 0.71205933 0.72389863 0.8843895 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34087587 0.48581185 0.5258249  0.3424174  0.37696704 0.35780062
 0.4651544  0.42490113 0.42536835 0.61605393]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.494 0.326 0.452 0.355 0.479 0.498 0.46  0.41  0.433 0.466],[2.73 2.06 2.67 2.32 2.44 2.44 2.35 2.31 2.49 2.7 ],[1. 1. 1. 1. 1. 1. 1. 1. 2. 1.],"[1.17157053 0.65039382 1.07368724 0.81587104 1.005967   0.90223069
 0.86222195 0.79055713 0.82969074 1.11052548]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.68100412 0.30558914 0.60835521 0.45519721 0.52958517 0.43338303
 0.43346218 0.39766651 0.41105793 0.63033139]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.715 0.593 0.64  0.591 0.541 0.614 0.676 0.643 0.478 0.527],[2.82 2.3  2.43 2.57 2.05 2.45 2.01 2.59 2.2  2.32],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.34923165 1.05315795 1.09962599 1.18497343 0.80255912 1.10562881
 0.95609216 1.2085547  0.78513697 0.97705453]",[1. 0. 0. 0. 0. 0. 1. 1. 0. 0.],"[0.61927804 0.43427611 0.47702833 0.57873563 0.29154349 0.5012709
 0.27648278 0.52614992 0.32544947 0.42147591]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.79  0.84  0.829 0.792 0.762 0.826 0.948 0.758 0.857 0.859],[2.56 2.46 2.52 2.44 2.5  2.48 3.08 2.5  2.47 2.64],[1.  1.  1.  1.5 1.  1.  1.5 2.  1.  1. ],"[1.300237   1.31922082 1.35976594 1.21950604 1.22549448 1.35807522
 1.70673512 1.23475084 1.36401593 1.4033375 ]",[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.55283404 0.50511925 0.5246219  0.45724286 0.47695932 0.51699246
 0.73567555 0.43932359 0.48654766 0.54870859]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.884 0.761 0.891 0.88  0.791 1.003 0.872 0.933 0.841 0.982],[2.25 2.13 2.43 2.44 2.43 2.55 2.31 2.49 2.14 2.48],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.26702927 1.10909111 1.339148   1.33177483 1.28685886 1.52139734
 1.22890321 1.41556823 1.14716769 1.43734427]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36504197 0.33874566 0.46317754 0.47025384 0.45466159 0.49327478
 0.36707459 0.46206237 0.3205173  0.48320853]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[1.176 1.113 1.014 0.914 1.245 1.167 0.853 1.255 1.087 1.054],[2.74 2.52 2.4  2.22 2.88 2.94 2.08 2.6  2.49 2.49],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.6497485  1.59732099 1.43332636 1.24063642 1.80931666 1.79348907
 1.13947835 1.66239765 1.50461292 1.51994971]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51415036 0.49673994 0.41833125 0.34442548 0.56134546 0.60648223
 0.30699788 0.48961262 0.45541371 0.4546244 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[0.964 1.074 0.96  1.192 0.987 0.777 1.316 1.312 1.195 0.915],[2.28 2.21 2.06 2.44 2.17 1.83 2.77 2.96 2.46 2.02],[1. 1. 1. 1. 1. 1. 2. 1. 1. 1.],"[1.30013823 1.40229531 1.19178378 1.56398614 1.32443076 0.9851973
 1.80254756 1.89942221 1.54202643 1.17826127]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.33786528 0.29787148 0.25088534 0.43652948 0.33026755 0.19939652
 0.49467769 0.58078391 0.39851813 0.23638627]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.046 0.891 1.408 1.088 1.117 1.167 1.062 0.927 1.083 1.121],[2.2  1.8  2.82 2.46 2.24 2.31 2.18 1.8  2.36 2.48],[1.  1.  1.5 1.  1.  1.  1.  1.  1.  1. ],"[1.35345764 1.0286263  1.93120958 1.53741268 1.35424313 1.47618518
 1.38462721 1.06434307 1.45589263 1.50860678]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.30148986 0.18792318 0.51803636 0.42381465 0.30011227 0.35331225
 0.30654738 0.18974773 0.34612944 0.39874777]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.013 0.996 1.106 1.294 1.249 1.369 1.15  1.415 1.188 0.991],[2.14 2.07 2.37 2.41 2.64 2.65 2.37 2.94 2.43 2.15],[1. 1. 1. 2. 1. 1. 1. 2. 1. 1.],"[1.30899213 1.20766368 1.52620096 1.56904161 1.72143618 1.84274089
 1.54028155 1.92281171 1.58925502 1.24432096]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.27258588 0.22785899 0.35572488 0.3286046  0.4462311  0.43834636
 0.36448077 0.51421307 0.38828334 0.27640836]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.255 0.234 0.19  0.181 0.222 0.202 0.165 0.197 0.296 0.201],[2.35 2.64 2.32 2.67 1.76 2.41 2.44 2.35 2.58 2.04],[1.  1.  1.  1.  1.  1.  1.  1.5 1.  1. ],"[0.69199626 0.79019535 0.54659465 0.67745138 0.34921217 0.65557811
 0.58042078 0.55346175 0.77320277 0.46743083]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.43375407 0.56643558 0.37165325 0.50059835 0.14811842 0.45938914
 0.41094568 0.34491927 0.48195766 0.27279216]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.475 0.354 0.492 0.545 0.448 0.434 0.422 0.314 0.342 0.295],[2.3  2.27 2.8  2.32 2.37 2.66 2.15 1.98 2.07 2.  ],[1. 1. 1. 1. 1. 2. 1. 1. 1. 1.],"[0.86751054 0.77797106 1.16812281 1.00981765 0.88874682 0.95409856
 0.83824921 0.56454942 0.6727382  0.61084775]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.41431718 0.43197314 0.67181544 0.50659255 0.44231371 0.51788519
 0.382966   0.28093614 0.31434953 0.29926572]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.477 0.515 0.497 0.535 0.534 0.544 0.402 0.445 0.566 0.563],[2.05 2.15 2.   1.92 2.12 2.41 1.8  1.86 2.29 2.42],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.80058092 0.91088258 0.76728139 0.84395963 0.911734   0.98014766
 0.64078641 0.69929511 0.97476691 1.04880808]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.30751695 0.37804322 0.26336049 0.29384489 0.36994933 0.44270625
 0.22550565 0.24976631 0.39113409 0.48732614]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.85  0.825 0.69  0.738 0.694 0.818 0.677 0.736 0.786 0.698],[2.58 2.73 2.17 2.42 2.11 2.39 2.1  2.1  2.59 2.08],[1.  1.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[1.38613731 1.39352705 1.02576605 1.31178284 1.08082172 1.24547439
 0.98083116 1.04797522 1.31888085 1.01113071]",[1.  0.  0.  0.  0.5 1.  0.5 0.  1.  0.5],"[0.5556832  0.59061995 0.36031195 0.51090943 0.36924945 0.42839187
 0.31665147 0.33348303 0.48852685 0.33741977]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[1.033 1.043 0.936 0.968 0.907 0.912 0.871 0.665 0.747 0.765],[2.5  2.55 2.26 2.48 2.35 2.38 2.43 1.9  2.07 2.06],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.4951142  1.47990488 1.35364177 1.3485571  1.34790553 1.28687105
 1.33577387 0.89078854 1.0780688  1.02297689]",[1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],"[0.48300178 0.47293344 0.42153484 0.44722897 0.43850368 0.39747896
 0.44293939 0.23685055 0.30954219 0.28253011]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[0.686 1.036 1.011 0.816 0.976 0.887 0.783 0.855 1.241 0.901],[1.86 2.21 2.5  2.1  2.46 2.13 1.98 2.05 2.84 2.11],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.90640142 1.34453756 1.52082369 1.10722601 1.42470952 1.18528483
 1.04397999 1.16757909 1.78075465 1.17195689]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.21206548 0.3198818  0.48836763 0.29865179 0.42951909 0.29707072
 0.25172291 0.31172216 0.58928736 0.30844371]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.179 1.034 1.02  0.962 1.109 1.09  0.973 1.038 1.079 1.333],[2.31 2.39 2.32 2.39 2.36 2.35 2.24 2.17 2.32 2.85],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.53997607 1.40311903 1.45413619 1.3961769  1.45266868 1.51986932
 1.26612028 1.31347064 1.41106096 1.83450589]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3684093  0.39240859 0.36792526 0.36662368 0.37323997 0.39272088
 0.31300505 0.31002581 0.34776018 0.53967191]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
