gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.262 0.244 0.269 0.286 0.317 0.307 0.253 0.317 0.327 0.302],[3.03 2.95 3.03 2.93 2.73 3.2  2.72 3.43 3.32 2.82],[2.  1.5 2.  2.  2.  2.  2.  2.  2.  1. ],"[0.8307373  0.84289835 0.90503642 0.84122065 0.81727196 1.04925622
 0.73841032 1.26464682 1.00618133 0.96781841]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57245605 0.60959269 0.65547343 0.55496149 0.50935387 0.74344384
 0.48995329 0.91438743 0.69724762 0.68207866]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.698 0.656 0.49  0.587 0.628 0.755 0.572 0.465 0.649 0.484],[3.55 3.59 2.8  3.09 3.24 4.11 3.11 2.79 3.47 2.96],[2.  2.  1.5 2.  2.  2.  2.  1.  2.  2. ],"[1.65248175 1.66117183 1.05812331 1.34443138 1.41388191 2.02790999
 1.21425327 1.09015174 1.52911073 1.17237147]",[1. 1. 0. 1. 1. 1. 0. 0. 1. 0.],"[0.97273383 0.9926971  0.5949269  0.76029381 0.77656014 1.26415877
 0.68564487 0.60029822 0.90580263 0.69558681]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.988 0.861 0.75  0.826 0.868 0.626 0.553 0.74  0.647 0.898],[3.55 3.12 2.85 3.11 3.41 2.92 2.63 2.72 2.66 3.57],[2. 1. 1. 1. 2. 2. 1. 1. 1. 2.],"[1.90962376 1.68885855 1.39144255 1.65076791 1.74152658 1.33295578
 1.09490644 1.32600943 1.21814719 1.8835063 ]","[1.      1.      1.      1.      1.      0.      0.      1.      0.
 1.09375]","[0.98282933 0.83092154 0.65937041 0.84825082 0.90749337 0.65334396
 0.55237226 0.58183096 0.57565574 0.95491926]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.2,[0.885 0.943 0.941 0.858 0.894 0.962 1.157 0.769 0.983 1.072],[2.88 2.88 2.96 2.98 2.77 2.98 3.3  2.57 3.31 3.44],[2. 1. 2. 2. 2. 2. 2. 1. 2. 2.],"[1.53491271 1.54439537 1.61147397 1.52390876 1.4679259  1.59631807
 1.93781037 1.32398942 1.85975069 1.96964953]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.64238891 0.61855796 0.66988462 0.67411323 0.5664635  0.66751741
 0.82932465 0.50671281 0.8320273  0.88251696]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.25,[1.249 0.861 1.067 1.193 0.943 1.376 0.964 1.164 1.098 1.251],[3.28 2.41 2.94 3.35 2.79 3.62 2.72 2.73 2.76 3.39],[2. 1. 2. 2. 2. 2. 1. 2. 2. 2.],"[2.03635613 1.24609757 1.66641444 2.01032843 1.59735095 2.28142506
 1.51405397 1.67426246 1.64460108 2.14078653]","[1.      1.      1.      1.      1.      1.09375 1.      1.      1.
 1.     ]","[0.78765496 0.40022599 0.62633937 0.78995917 0.57988757 0.93266835
 0.53609498 0.52106421 0.5512887  0.86333475]",[0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.   ]
1.5,0.3,[1.501 1.147 1.381 1.271 1.631 1.442 1.258 1.46  1.255 1.354],[3.43 2.73 3.57 2.92 3.92 3.37 2.92 3.62 2.86 3.2 ],[2. 1. 2. 2. 2. 2. 2. 2. 2. 2.],"[2.21821623 1.7311953  2.32163016 1.8301396  2.63373386 2.116679
 1.83043782 2.33617064 1.77998695 2.01172248]","[1.      1.      1.      1.      1.25    1.21875 1.      1.125   1.125
 1.25   ]","[0.79479765 0.55129784 0.8770867  0.55464094 1.02110019 0.71528435
 0.55737874 0.83986449 0.53818763 0.68804572]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.35000000000000003,[1.451 1.425 1.548 1.3   1.471 1.644 1.249 1.093 1.348 0.944],[3.23 3.11 3.65 2.67 3.24 3.48 2.75 2.48 3.03 2.41],[1. 2. 2. 1. 2. 2. 2. 1. 2. 1.],"[2.17980135 2.00463105 2.40204929 1.76104423 2.14811463 2.35468811
 1.71340038 1.53404025 1.96528736 1.40758306]",[1.   1.25 1.25 1.   1.   1.25 1.   1.   1.   1.  ],"[0.69853304 0.57480439 0.84253757 0.52225516 0.67005066 0.71117126
 0.49016063 0.41466525 0.59043628 0.38187994]",[0.   0.25 0.25 0.   0.   0.25 0.   0.   0.   0.  ]
1.5,0.4,[1.156 1.512 1.395 1.495 1.636 1.144 1.436 1.217 1.502 1.867],[2.29 3.16 2.91 3.17 3.46 2.47 3.01 2.76 3.13 3.79],[1. 2. 2. 1. 2. 1. 2. 2. 2. 2.],"[1.42271581 2.12361833 1.97445756 2.14537161 2.36634656 1.55803941
 1.95733217 1.69644923 2.13375445 2.68339813]",[1.   1.25 1.   1.   1.25 1.   1.   1.   1.   1.25],"[0.29611425 0.61459734 0.53220659 0.63660696 0.71078687 0.37161974
 0.56298768 0.46204493 0.6041231  0.85074065]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.25]
1.5,0.45,[1.714 1.336 1.307 1.479 1.421 1.843 1.535 1.489 1.457 1.356],[3.53 2.92 2.91 2.87 3.05 3.67 3.   3.08 2.99 2.71],[2.  1.  2.  2.  2.  2.  1.  1.  2.  1.5],"[2.51198151 1.97952439 1.89327129 1.88001734 2.10561766 2.60690512
 2.08050363 2.12700375 2.06152221 1.80836775]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.76854828 0.57755112 0.53186748 0.47158473 0.59756224 0.78692892
 0.56612619 0.61413754 0.546958   0.46207381]",[0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.  ]
1.6,0.05,[0.344 0.348 0.262 0.247 0.381 0.307 0.189 0.176 0.243 0.206],[3.68 3.3  3.09 2.73 3.42 2.97 2.49 2.31 2.8  2.9 ],[2. 2. 2. 1. 2. 1. 1. 1. 1. 1.],"[1.44202973 1.1790185  0.90220509 0.76572331 1.25012648 0.97981742
 0.61573607 0.51262173 0.83546592 0.88967172]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[1.09021881 0.8265777  0.63885121 0.51540593 0.89015395 0.66435295
 0.4194934  0.32767056 0.57881553 0.66623239]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
