gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.244 0.243 0.296 0.341 0.336 0.322 0.327 0.393 0.257 0.313],[2.43 3.08 3.17 3.32 2.98 3.01 3.37 3.31 2.83 3.31],[1.  2.  1.  2.  2.  1.5 2.  1.  1.  1.5],"[0.61576996 0.98280108 1.04185409 1.0535486  0.99350176 0.98268534
 1.18357089 1.23570305 0.85603269 1.21822495]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.38181    0.71644365 0.73923812 0.73460695 0.6699666  0.64525126
 0.88009127 0.85038811 0.60288999 0.91115891]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.46  0.566 0.5   0.697 0.564 0.562 0.48  0.571 0.498 0.541],[2.78 2.99 3.12 3.62 3.09 3.02 2.58 3.23 2.74 2.92],[2. 1. 2. 2. 1. 2. 1. 2. 1. 1.],"[1.06695164 1.33703131 1.29313009 1.75855928 1.40573168 1.27295325
 0.95806237 1.38234714 1.10578653 1.24435198]",[0. 1. 0. 1. 0. 1. 0. 1. 0. 0.],"[0.60533543 0.73249518 0.78138937 1.0533597  0.85809862 0.69671058
 0.49488854 0.77271823 0.58719278 0.67849871]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.809 0.895 0.95  0.654 0.803 0.697 0.91  0.696 0.842 0.741],[3.06 3.61 3.55 2.62 2.97 2.6  3.68 2.76 3.48 2.73],[1. 1. 2. 1. 2. 1. 2. 2. 2. 2.],"[1.57913935 1.97443911 1.99139562 1.15117225 1.45736412 1.18824563
 1.96349075 1.32141638 1.73552865 1.27002078]",[1. 1. 1. 0. 1. 0. 1. 1. 0. 1.],"[0.76348933 1.04782412 1.03126074 0.51961951 0.67921959 0.50821633
 1.03971572 0.61150427 0.91254586 0.54842166]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.2,[0.776 1.126 1.234 0.814 1.139 0.95  1.031 0.975 1.092 1.033],[2.76 3.36 3.95 2.59 3.47 2.98 3.12 2.9  3.48 3.19],[1. 1. 2. 2. 2. 1. 2. 1. 2. 2.],"[1.33159899 1.97793599 2.31890198 1.30956038 1.96036681 1.62212875
 1.79205284 1.59202333 2.05049328 1.86611495]","[1.      1.      1.25    1.      1.09375 1.      1.      1.      1.
 1.     ]","[0.56457018 0.90089497 1.08114197 0.47523665 0.87568908 0.69697738
 0.76405174 0.66228151 0.92291028 0.82844832]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ]
1.5,0.25,[1.045 1.091 1.088 1.334 1.053 1.015 1.16  1.161 1.116 0.975],[2.66 2.91 2.91 3.49 2.92 2.69 3.04 2.92 2.99 2.69],[2.  2.  2.  2.  2.  2.  2.  2.  2.  1.5],"[1.52743015 1.71356035 1.72370669 2.21788844 1.64638463 1.46070164
 1.80031209 1.69181378 1.66487252 1.53102844]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51756809 0.63142778 0.59834475 0.88366237 0.60097448 0.48442967
 0.65458638 0.59058514 0.60478768 0.5337091 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.3,[1.314 1.5   1.311 1.248 1.311 1.321 1.353 1.264 0.959 1.285],[3.13 3.66 3.31 2.94 3.17 3.35 3.26 2.86 2.52 3.12],[2.  2.  2.  2.  1.  1.  2.  1.  1.  1.5],"[1.95593466 2.37504868 2.09306017 1.87615509 2.00676619 2.15113682
 2.01227443 1.87425793 1.43904676 1.95169365]",[1.25 1.25 1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.64188193 0.85738083 0.75155627 0.57710724 0.70631941 0.78337132
 0.69853969 0.59707043 0.45881726 0.69075615]",[0.125 0.25  0.    0.    0.    0.    0.25  0.    0.    0.   ]
1.5,0.35000000000000003,[1.493 1.343 1.272 1.124 1.299 1.421 1.682 1.226 1.442 1.063],[3.22 3.03 2.76 2.62 2.88 2.9  3.55 2.84 3.29 2.38],[2. 2. 2. 1. 2. 1. 2. 2. 2. 1.],"[2.13967448 1.96369535 1.72627296 1.62905747 1.89524541 1.9241086
 2.42835808 1.77034761 2.17007464 1.47676235]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.67884684 0.60339017 0.48435889 0.47382065 0.53540655 0.56176118
 0.76858574 0.53727143 0.6813637  0.38456631]",[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.   ]
1.5,0.4,[1.03  1.216 1.395 1.293 1.368 1.697 1.429 1.282 1.484 1.665],[2.37 2.73 2.89 2.7  2.85 3.52 2.93 2.83 2.96 3.4 ],[1. 2. 1. 2. 2. 2. 2. 1. 2. 2.],"[1.41220789 1.67153201 1.93420614 1.73115285 1.89509908 2.40438044
 1.97805442 1.8119676  2.0819391  2.34406478]",[1.    1.    1.    1.    1.    1.25  1.    1.    1.125 1.25 ],"[0.33897974 0.46509646 0.53974569 0.4415392  0.531097   0.76738337
 0.53505881 0.52785322 0.55049623 0.70992537]",[0.    0.    0.    0.    0.    0.125 0.    0.    0.    0.25 ]
1.5,0.45,[1.533 1.313 1.684 1.63  1.451 1.451 1.392 1.415 1.435 1.504],[3.13 2.51 3.47 3.41 2.86 2.81 2.85 2.97 2.72 3.04],[2. 1. 2. 2. 1. 1. 1. 1. 2. 2.],"[2.11359668 1.6866146  2.41653492 2.29214472 1.92906785 1.91781997
 1.91874652 1.95961896 1.80681505 2.11744199]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.59265308 0.40397788 0.70433643 0.68562007 0.50245897 0.493152
 0.50361469 0.54567304 0.42924913 0.59173825]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ]
1.6,0.05,[0.233 0.318 0.296 0.286 0.194 0.251 0.211 0.329 0.177 0.248],[2.46 3.48 2.97 2.83 2.3  2.79 2.49 3.64 2.87 2.17],[1.  2.  1.  1.  1.  1.  1.5 2.  1.  1. ],"[0.60129735 1.25814334 1.0038062  0.83594495 0.52012536 0.81184832
 0.63607537 1.23435201 0.89952296 0.58564722]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.38774267 0.92732669 0.70467961 0.57172376 0.31530725 0.56389056
 0.44811395 0.92846212 0.69162806 0.36669458]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
