gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.538 0.465 0.509 0.566 0.529 0.548 0.51  0.503 0.534 0.424],[2.83 2.69 3.1  3.21 2.98 2.98 2.78 3.21 2.45 2.6 ],[1. 1. 2. 2. 2. 2. 1. 2. 1. 1.],"[1.18950375 1.10875927 1.24443    1.43691711 1.22238067 1.23653233
 1.15258803 1.29574575 0.9970832  0.94517419]",[0.  0.  0.  0.  0.5 0.5 0.  0.  0.  0. ],"[0.65412045 0.63673107 0.75375434 0.86491088 0.69059722 0.6672086
 0.63079116 0.76790334 0.50897773 0.5041488 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.832 0.59  0.563 0.853 0.728 0.69  0.648 0.699 0.639 0.645],[2.98 2.61 2.53 3.03 2.79 2.82 2.56 2.51 2.73 2.66],[1. 1. 1. 2. 1. 1. 2. 1. 2. 1.],"[1.53857426 1.18368833 1.10161348 1.60424011 1.39207764 1.32381427
 1.14959581 1.2045669  1.20814788 1.21327239]",[1.  0.  0.  1.  1.  1.  1.  0.5 0.  0. ],"[0.71028813 0.56509275 0.51902803 0.75879333 0.64496643 0.62764972
 0.48860216 0.52009424 0.56165374 0.57930572]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.835 0.916 0.927 0.899 0.935 0.968 0.831 0.889 0.991 1.061],[2.64 2.86 2.86 2.85 3.08 2.95 2.68 2.66 2.96 3.47],[1.  2.  1.  1.  1.5 2.  2.  1.  2.  2. ],"[1.37709462 1.49793597 1.50279157 1.60025293 1.6355387  1.60003831
 1.37970122 1.41428433 1.61756722 1.99189578]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.54120229 0.5880678  0.63773542 0.66159936 0.71981055 0.67082444
 0.53517241 0.544277   0.63608285 0.91824893]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[1.165 1.076 0.883 1.039 0.95  1.148 1.095 1.023 1.109 1.424],[2.92 2.92 2.31 2.75 2.88 2.99 2.92 2.61 2.65 3.76],[2.  2.  1.  1.  2.  1.  2.  1.5 1.  2. ],"[1.76992113 1.71011348 1.31277435 1.62846062 1.58292634 1.80523063
 1.70592361 1.54243052 1.6150604  2.50516658]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.6325609  0.60965938 0.40484222 0.59100945 0.582128   0.67714591
 0.60667678 0.488827   0.52073667 1.03903072]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[0.89  0.967 1.144 1.284 1.286 1.238 1.393 1.345 1.139 1.249],[2.38 2.39 2.84 3.06 2.99 2.98 3.11 3.05 2.87 3.14],[1.  1.  2.  2.  1.5 2.  2.  2.  1.  1. ],"[1.33820301 1.38020845 1.61306512 1.92944885 1.9418882  1.8549866
 2.0329186  1.91548054 1.69273393 1.95340589]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.38498279 0.37128267 0.53439325 0.63486389 0.63253579 0.62351688
 0.66017934 0.64871052 0.58136369 0.67548597]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.475 1.099 1.473 1.395 1.063 1.108 1.346 1.319 1.007 1.167],[3.12 2.6  3.15 3.12 2.49 2.43 3.12 2.85 2.37 2.44],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[2.07505585 1.6717635  2.1290577  2.05802693 1.50986183 1.53486054
 2.04125632 1.85033739 1.41323661 1.5478371 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.6587204  0.47551472 0.66377328 0.65750203 0.40748634 0.38356171
 0.64683005 0.55845385 0.39809989 0.39111835]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.4,[1.619 1.445 1.357 1.341 1.568 1.322 1.324 1.541 1.267 1.106],[3.27 3.13 2.83 2.9  3.36 2.62 2.82 3.05 2.45 2.41],[2. 2. 1. 1. 2. 1. 2. 2. 1. 1.],"[2.22829341 2.09411723 1.94196541 1.90042529 2.28305702 1.77101391
 1.87777813 2.11137722 1.52429294 1.4990802 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.65734676 0.64029154 0.56459481 0.54787463 0.69268105 0.45671886
 0.51287396 0.57863552 0.37263522 0.36660461]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.615 1.312 1.472 1.563 1.279 1.539 1.362 1.566 1.1   1.723],[3.39 2.64 3.02 3.14 2.55 3.07 2.58 3.09 2.43 3.29],[2.  1.  2.  1.5 2.  2.  1.  2.  1.  2. ],"[2.35585778 1.73564125 2.03610088 2.17209951 1.66280785 2.13180804
 1.74062635 2.11220341 1.52725998 2.32919733]",[1.    1.    1.    1.    1.    1.125 1.    1.    1.    1.25 ],"[0.71038048 0.455001   0.55663799 0.64405691 0.38269066 0.56448626
 0.40710585 0.5675507  0.39251388 0.6394964 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.248 0.237 0.199 0.212 0.278 0.269 0.179 0.2   0.295 0.183],[2.4  2.78 2.5  2.42 2.85 2.97 2.08 2.41 3.18 2.57],[1.5 1.  1.  1.  1.  1.  1.  1.  1.  1. ],"[0.62571596 0.84067125 0.67503671 0.65322189 0.91699961 0.97677543
 0.43162794 0.6175218  1.01071454 0.62500434]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.37372377 0.61269273 0.4764802  0.44256271 0.63765147 0.70286186
 0.25625685 0.40685712 0.71307599 0.42975837]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.476 0.478 0.482 0.507 0.293 0.523 0.486 0.408 0.636 0.368],[2.31 2.73 2.43 2.62 2.34 2.95 2.74 2.24 2.9  2.35],[1. 1. 1. 1. 1. 1. 2. 1. 2. 1.],"[0.82770218 1.09777077 0.96608172 1.05392117 0.7611141  1.23773888
 1.02855545 0.78502419 1.3032765  0.81385046]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.38038773 0.60202614 0.45745867 0.55387722 0.42369223 0.74526879
 0.53176835 0.3862278  0.71658582 0.42080481]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.695 0.642 0.658 0.753 0.606 0.745 0.731 0.639 0.705 0.639],[2.67 2.62 2.58 2.74 2.11 2.82 2.84 2.47 2.69 2.61],[1. 1. 1. 1. 1. 2. 1. 1. 2. 1.],"[1.27944255 1.18192555 1.25713129 1.36989505 0.88672619 1.29430122
 1.45024588 1.15358041 1.26244565 1.23251499]",[0.5 0.  0.  1.  0.  0.5 0.5 0.  1.  1. ],"[0.59069255 0.55293629 0.58736078 0.64147464 0.32727551 0.59812934
 0.73331595 0.48011362 0.55588254 0.56958042]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.905 0.946 0.915 0.836 0.934 0.791 0.947 0.823 0.86  0.848],[2.51 2.78 2.59 2.37 2.92 2.48 2.95 2.55 2.63 2.79],[1. 2. 1. 1. 1. 1. 1. 1. 1. 2.],"[1.35142354 1.52724976 1.36792554 1.25115055 1.63057418 1.3069048
 1.68338988 1.24778974 1.38115124 1.46802901]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.47133077 0.57049439 0.51457349 0.45013004 0.67016647 0.5174297
 0.71325072 0.44531903 0.56089245 0.57364241]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[0.936 0.815 1.144 0.958 1.187 0.987 0.812 1.009 1.066 1.037],[2.45 2.16 3.12 2.69 3.02 2.51 2.19 2.62 2.88 2.95],[1.  1.  2.  1.  2.  1.5 1.  1.  1.  2. ],"[1.35641208 1.18778932 1.86874266 1.49045315 1.87574803 1.44328756
 1.20735881 1.47349424 1.6908884  1.70733533]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41168552 0.33187135 0.70345701 0.56938382 0.70021214 0.46267721
 0.34699626 0.5157086  0.62189365 0.64740857]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.058 0.952 0.968 0.988 1.297 1.215 1.154 1.196 1.202 0.997],[2.74 2.25 2.32 2.3  3.02 2.82 2.72 2.61 2.76 2.56],[1.5 1.  1.  1.  1.  1.  2.  1.  1.  1. ],"[1.57789706 1.30187418 1.32646024 1.31437284 1.92114343 1.74747711
 1.63172627 1.70930301 1.76441099 1.5057069 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.52784518 0.36201089 0.38278837 0.36676542 0.65304285 0.55546783
 0.48753864 0.5059296  0.59696958 0.46936535]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.111 1.516 1.184 1.138 0.805 1.022 1.265 1.246 1.078 1.224],[2.5  3.2  2.59 2.67 2.1  2.32 2.58 2.76 2.33 2.67],[1.5 1.  2.  1.5 1.  1.  1.  1.  1.5 1. ],"[1.51094808 2.17292069 1.59621977 1.61388469 1.1286772  1.42333114
 1.70703882 1.7695351  1.39033418 1.74930822]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.39624349 0.72056534 0.42654448 0.4612675  0.29790816 0.35306746
 0.46102808 0.51797809 0.33908723 0.50087804]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.52  1.189 1.082 1.285 1.13  1.129 1.12  1.125 1.342 1.101],[3.09 2.46 2.34 2.6  2.49 2.21 2.22 2.32 2.89 2.34],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[2.07551311 1.60553177 1.38983839 1.70764213 1.54766393 1.42865881
 1.48983756 1.46039208 1.8514359  1.50813847]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58194499 0.42092239 0.33816847 0.46542289 0.41438329 0.32857092
 0.31998038 0.323312   0.54464635 0.38211369]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.295 1.179 1.435 1.306 1.52  1.644 1.254 1.42  1.136 1.168],[2.48 2.43 2.7  2.56 2.84 3.36 2.34 2.82 2.21 2.4 ],[1. 1. 2. 2. 1. 2. 1. 1. 1. 1.],"[1.62996253 1.58649494 1.82140062 1.68661725 1.97387748 2.31363973
 1.55534715 1.93203551 1.40648127 1.49999238]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.39232276 0.37100666 0.43650316 0.38997662 0.51733695 0.69609212
 0.32941941 0.50589782 0.2896258  0.35741425]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.198 0.327 0.186 0.236 0.194 0.289 0.274 0.288 0.174 0.242],[2.14 2.86 1.88 2.13 2.54 2.73 2.72 2.7  2.37 2.4 ],[1.  1.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[0.50249587 0.92838195 0.36346632 0.5117067  0.68542031 0.79264495
 0.89593081 0.88845953 0.47434876 0.65041039]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.31112868 0.60324157 0.18331007 0.27838639 0.47336037 0.5121469
 0.60507571 0.60026617 0.29395814 0.40966515]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.499 0.375 0.46  0.343 0.51  0.394 0.39  0.442 0.488 0.481],[2.95 2.51 2.54 2.47 2.49 2.22 2.12 2.44 2.7  2.53],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.1707252  0.94257995 1.00428753 0.7995585  1.02382361 0.7287633
 0.76082914 0.93715413 1.05336776 0.97655901]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.68586742 0.55478942 0.55244915 0.44284951 0.52897314 0.33122424
 0.37909025 0.4938387  0.57364852 0.49798418]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.616 0.579 0.692 0.654 0.492 0.639 0.724 0.556 0.762 0.688],[2.47 2.18 2.77 2.57 1.94 2.04 2.48 2.13 2.72 2.66],[1. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[1.12283025 0.96164855 1.27639998 1.23360738 0.72122834 0.92957874
 1.17687807 0.92576768 1.37393161 1.26352871]",[0.  1.  1.  0.  0.  0.5 1.  0.  1.  0. ],"[0.51915105 0.37179504 0.57461287 0.55344197 0.22861115 0.33481555
 0.49386781 0.36338914 0.62943454 0.58248135]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.744 0.785 0.721 0.847 0.866 0.812 0.803 0.689 0.692 0.683],[2.41 2.53 2.07 2.47 2.77 2.24 2.46 2.19 2.19 2.04],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.15161781 1.2754105  1.0333861  1.31009979 1.39939404 1.16166682
 1.28620387 1.08219897 1.04524664 0.98098429]",[1.  1.  0.5 1.  0.  1.  1.  0.  0.  1. ],"[0.40430824 0.50376499 0.34600573 0.47314178 0.5985249  0.38445246
 0.48586939 0.40075244 0.36858893 0.28824992]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.851 0.749 0.829 0.847 0.794 0.922 0.819 0.894 0.815 0.847],[2.01 2.21 2.49 2.46 2.33 2.42 2.38 2.36 2.04 2.24],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.07058696 1.07641548 1.3082726  1.30576513 1.21595372 1.30024026
 1.25357659 1.25637326 1.09606656 1.21798831]",[1.  0.5 1.  1.  0.  1.  1.  1.  1.  1. ],"[0.2807957  0.32269477 0.45569448 0.47712255 0.39271154 0.42026955
 0.42658928 0.39862973 0.32681363 0.3698096 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[1.166 1.207 1.083 0.867 1.197 1.045 1.211 1.109 0.946 1.046],[2.86 2.89 2.24 2.26 2.68 2.64 2.65 2.83 2.26 2.53],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.74165908 1.71869125 1.36492232 1.2011581  1.62501104 1.57054228
 1.67433975 1.69728421 1.3465876  1.47253616]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.60890761 0.56504135 0.34575728 0.33573329 0.51127813 0.52733611
 0.47246841 0.55191311 0.34173164 0.43779983]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.097 1.064 0.926 0.932 1.218 1.288 0.943 1.106 1.194 0.926],[2.31 2.51 2.04 2.29 2.87 2.83 2.24 2.48 2.72 2.12],[1.  1.5 1.  1.  1.  1.  1.  1.  1.5 1. ],"[1.44992588 1.48846887 1.16129944 1.33153388 1.7271328  1.79335955
 1.30447118 1.56029613 1.70082026 1.29646803]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.33359776 0.4006051  0.23338928 0.35910956 0.52970604 0.53215349
 0.32144872 0.44461132 0.47996332 0.29831373]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.377 1.127 1.2   1.073 1.282 1.376 1.144 1.324 1.08  0.91 ],[2.69 2.43 2.44 2.34 2.55 2.82 2.34 2.75 2.32 2.03],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.795821   1.51151052 1.52238915 1.42265623 1.68937476 1.916828
 1.54617589 1.8752916  1.46790573 1.12273756]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46603828 0.40489248 0.38916161 0.34061277 0.46299292 0.53104431
 0.37717443 0.51464585 0.34780808 0.22476881]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.182 1.102 1.416 1.315 1.322 1.142 1.333 1.385 1.006 1.135],[2.31 2.26 2.76 2.51 2.53 2.36 2.75 2.8  2.27 2.34],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.43932591 1.41377275 1.88383639 1.72053841 1.69700884 1.57594561
 1.86048263 1.95806277 1.33352526 1.5010826 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.31156224 0.32944902 0.47687106 0.43722176 0.39808428 0.39519305
 0.48493575 0.52479189 0.31244738 0.3471202 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.248 0.21  0.206 0.199 0.155 0.209 0.151 0.193 0.224 0.212],[2.36 2.07 2.41 2.22 2.1  2.16 1.82 2.43 1.77 2.37],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[0.68818343 0.50030484 0.52959109 0.59966034 0.43046823 0.43863606
 0.31056078 0.63417425 0.46386403 0.52405654]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45242171 0.30120084 0.33970583 0.40022919 0.26273386 0.25334309
 0.15533373 0.43177435 0.22446462 0.30894912]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.321 0.496 0.44  0.33  0.549 0.485 0.399 0.424 0.459 0.502],[2.09 2.46 2.2  1.88 2.69 2.49 2.24 2.34 2.21 2.52],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[0.72017078 1.00168903 0.84512542 0.54583911 1.14111618 0.94178978
 0.72878114 0.82009127 0.75931284 0.92592846]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.36251453 0.50418842 0.42277923 0.21306567 0.581707   0.47447533
 0.31878114 0.40934909 0.33677378 0.44724438]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.58  0.787 0.451 0.53  0.619 0.542 0.55  0.598 0.535 0.609],[2.4  2.36 1.7  2.05 2.49 2.26 2.17 2.44 2.26 2.63],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.0015366  1.20466841 0.65872743 0.85702404 1.14611732 1.0067708
 0.94072409 1.12741708 1.00149741 1.16672579]",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.40682469 0.48203414 0.17337586 0.29910412 0.5328318  0.4405562
 0.37307761 0.49204538 0.43242271 0.54470919]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.757 0.871 0.728 0.838 0.663 0.664 0.811 0.757 0.608 0.715],[2.32 2.71 2.2  2.39 2.08 2.27 2.75 2.35 1.96 2.28],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.19614411 1.43125596 1.12339942 1.27371636 0.99825165 1.12244377
 1.43483725 1.13158164 0.83100906 1.08190429]",[1.  1.  1.  1.  0.  0.  1.  1.  0.  0.5],"[0.43615693 0.57369431 0.37628272 0.4567437  0.33399994 0.45909416
 0.62273703 0.38177329 0.21983719 0.38305663]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.818 0.943 0.826 0.742 0.757 0.729 0.963 0.864 0.838 0.968],[2.2  2.62 2.37 1.91 2.08 1.96 2.41 2.32 2.39 2.54],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.20595126 1.44583372 1.29259297 0.99984961 1.07198541 1.01524959
 1.44140037 1.31399637 1.27369845 1.43393859]",[1.  0.5 1.  1.  1.  0.  1.  1.  1.  1. ],"[0.3740372  0.53854368 0.45434102 0.23191993 0.3164776  0.29489802
 0.47349998 0.44940835 0.42350253 0.50400939]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.011 0.973 0.725 1.035 1.019 0.887 1.025 0.979 0.765 1.018],[2.48 2.14 1.88 2.46 2.42 1.99 2.54 2.31 1.92 2.33],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.43318155 1.28531    1.0006398  1.43483055 1.45109874 1.10649039
 1.50249346 1.39474183 0.99997107 1.38124202]",[1.  1.  1.  1.  1.  1.  0.5 1.  1.  1. ],"[0.45553934 0.32857172 0.23143814 0.41650047 0.43950206 0.25488883
 0.50603594 0.37459229 0.25283178 0.37788631]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.087 1.254 1.202 1.003 0.717 1.126 1.049 0.957 1.137 0.805],[2.22 2.62 2.47 2.29 1.75 2.35 2.27 2.14 2.62 1.73],[1.  1.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[1.43311201 1.71654886 1.61102209 1.40409112 0.92006882 1.47654559
 1.35328607 1.24353744 1.64120407 0.97062503]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.32421613 0.48314066 0.40249182 0.34619073 0.17807664 0.3783327
 0.34498529 0.29767807 0.44885666 0.16000003]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
