gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.358 0.36  0.349 0.278 0.275 0.302 0.354 0.33  0.266 0.376],[3.86 3.47 3.36 3.28 2.78 3.22 3.31 3.23 3.38 3.43],[2. 2. 2. 2. 1. 2. 2. 2. 2. 2.],"[1.46408253 1.25049393 1.08208862 1.02103546 0.87194644 1.09694467
 1.14146289 1.08966986 1.08179659 1.33798716]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[1.09854543 0.9004921  0.74398254 0.75541656 0.59823307 0.79293405
 0.79033618 0.76555243 0.8184836  0.94296275]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.63  0.546 0.463 0.566 0.56  0.464 0.627 0.561 0.628 0.588],[3.31 3.23 2.37 2.77 3.13 2.68 3.49 2.89 3.57 3.1 ],[2.  2.  1.5 1.5 2.  2.  2.  2.  2.  2. ],"[1.50405321 1.34594067 0.82815532 1.18182053 1.35764058 0.99576351
 1.63162249 1.17023749 1.68907568 1.3609514 ]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.84918748 0.82430371 0.36971782 0.64183151 0.7976302  0.53510921
 0.99547442 0.60671699 1.05036475 0.79324022]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.728 0.695 0.785 0.728 0.985 0.641 0.713 0.641 0.634 0.721],[2.36 2.89 3.06 3.32 3.34 2.75 3.13 2.7  2.81 3.08],[1. 1. 2. 2. 2. 2. 1. 1. 2. 2.],"[1.16065717 1.43488987 1.48152115 1.57182892 1.79302951 1.18131887
 1.52335846 1.28581156 1.29241062 1.48447951]",[1.  0.  1.  0.  1.  0.  0.  1.  0.5 1. ],"[0.43544965 0.69881504 0.68922806 0.83999725 0.86733127 0.54869436
 0.79993012 0.57844828 0.62912205 0.73114211]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.2,[1.049 1.043 0.967 0.985 1.09  0.821 1.159 0.97  0.774 0.999],[3.13 3.04 2.87 3.12 3.44 2.85 3.33 2.88 2.73 3.02],[1.5 1.  2.  2.  2.  2.  2.  1.  2.  2. ],"[1.78912487 1.74215352 1.5956388  1.70814906 1.96250527 1.41312002
 1.96748    1.55173821 1.40204835 1.65311884]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.75450329 0.72910909 0.67297522 0.73147242 0.89443399 0.56492178
 0.83319838 0.62688286 0.56843446 0.62464716]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.25,[1.12  1.166 1.146 1.345 1.098 1.2   1.107 1.103 1.066 1.014],[2.84 3.29 3.02 3.29 2.98 3.3  2.85 2.95 2.98 2.86],[2.  2.  2.  1.5 2.  2.  1.  2.  2.  1. ],"[1.72708168 1.9633629  1.80926656 2.11631556 1.71578808 1.94132034
 1.70462993 1.80334156 1.72254714 1.62475407]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.   1.  ],"[0.58876869 0.75652635 0.66845052 0.8257461  0.59208935 0.72782669
 0.60068217 0.65995655 0.62749282 0.59552983]",[0.   0.   0.   0.   0.   0.25 0.   0.   0.   0.  ]
1.5,0.3,[1.186 1.109 1.046 1.434 1.246 1.459 1.299 1.546 1.013 1.276],[2.81 2.78 2.65 3.15 2.86 2.95 3.03 3.83 2.53 3.04],[1.  2.  1.  1.  1.  1.  1.  2.  1.5 2. ],"[1.72861922 1.61981078 1.56543453 2.09405275 1.80482282 1.99470338
 1.93968975 2.43914827 1.49606044 1.88016692]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.57447127 0.48235961 0.48842525 0.70606019 0.59553816 0.64053895
 0.65754376 0.9027347  0.43758388 0.62971771]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ]
1.5,0.35000000000000003,[1.201 1.258 1.341 1.228 1.527 1.315 1.254 1.469 1.542 0.997],[2.76 2.9  2.99 2.84 3.38 2.92 2.81 3.03 3.21 2.35],[2.  1.  2.  1.  2.  2.  1.  2.  1.5 1. ],"[1.6676019  1.89155067 1.92549742 1.8133442  2.31386002 1.85368909
 1.81364798 2.07909888 2.17823148 1.38463436]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.46817136 0.58316749 0.57285582 0.55822457 0.74393754 0.53827711
 0.53927847 0.5935166  0.68218655 0.3641949 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.4,[1.409 1.534 1.403 1.52  1.576 1.657 1.273 1.494 1.569 1.547],[2.99 3.14 2.88 3.25 3.1  3.52 2.72 2.93 3.15 3.39],[2.  2.  1.5 1.5 2.  2.  1.  2.  2.  2. ],"[1.97817374 2.18429942 1.90697385 2.21954867 2.17293636 2.38182746
 1.76177282 1.96384004 2.15807792 2.30653499]",[1.    1.    1.    1.    1.    1.    1.    1.125 1.25  1.   ],"[0.57690543 0.62091319 0.53609982 0.67335482 0.60423031 0.76204291
 0.48063756 0.54863496 0.58754081 0.71132747]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.45,[1.436 1.485 1.589 1.51  1.438 1.752 1.537 1.252 1.485 1.454],[3.05 3.04 2.92 3.08 2.95 3.48 3.14 2.54 3.12 2.81],[2.  2.  1.5 1.  1.  2.  2.  1.  2.  1. ],"[2.06843038 2.0324005  2.0933274  2.11718713 2.03434053 2.48163822
 2.18018862 1.66482225 2.13175076 1.9746056 ]",[1.    1.    1.    1.    1.    1.125 1.    1.    1.    1.   ],"[0.56264913 0.55388488 0.52792701 0.60196923 0.57266816 0.71043644
 0.58826479 0.41571458 0.61234647 0.52664722]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.05,[0.26  0.265 0.252 0.342 0.273 0.293 0.215 0.257 0.241 0.223],[2.69 3.43 2.72 2.96 3.2  3.06 2.6  3.05 2.64 2.25],[1.  2.  2.  2.  1.  1.5 1.  1.5 2.  1. ],"[0.79487208 1.12201116 0.69459601 0.87604603 1.08901415 1.06753556
 0.6904501  1.01973719 0.59206246 0.58203283]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.50853174 0.86222967 0.45692511 0.55907337 0.81005236 0.76185502
 0.49131436 0.73566493 0.35120309 0.35705236]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
