gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.321 0.183 0.357 0.333 0.272 0.315 0.344 0.212 0.288 0.274],[2.87 3.02 3.14 3.65 3.1  3.02 3.26 2.71 2.92 3.01],[2.  1.  2.  2.  1.  1.  2.  1.  1.5 2. ],"[0.83080572 0.87938512 1.07586095 1.38151065 1.04087499 1.01925583
 1.0836807  0.72758199 0.9088446  0.87671318]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.53881353 0.66823583 0.72081457 1.0448334  0.75707189 0.720858
 0.75658598 0.49779928 0.61507506 0.58277275]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.618 0.429 0.511 0.505 0.481 0.6   0.482 0.556 0.636 0.586],[3.03 2.54 2.8  3.11 3.11 3.05 2.98 2.85 3.33 3.44],[2.  1.  2.  2.  2.  2.  1.5 2.  2.  1. ],"[1.30924163 0.88053563 1.12064509 1.24838019 1.25368235 1.3258056
 1.20859096 1.15681948 1.49699649 1.59124706]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"[0.7157138  0.4739243  0.56765437 0.71413947 0.76038584 0.74567621
 0.6847018  0.62533267 0.88676883 0.9979414 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.792 0.763 0.604 0.625 0.948 0.733 0.827 0.753 0.808 0.743],[3.32 3.06 2.45 2.79 3.67 2.93 3.26 3.01 3.05 2.76],[2.  1.  1.  2.  2.  1.5 2.  2.  2.  1.5],"[1.62162691 1.54532372 1.07161067 1.22310122 1.97031961 1.47469247
 1.66219859 1.43535868 1.58828254 1.35288058]",[1. 1. 0. 0. 1. 1. 1. 0. 1. 1.],"[0.82199984 0.77333885 0.45245051 0.56898256 1.04897134 0.69634103
 0.81739878 0.72194193 0.77427253 0.60515231]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.2,[0.719 1.058 1.105 0.974 1.284 1.06  0.959 0.906 0.831 0.929],[2.33 3.39 3.15 2.76 3.53 3.46 2.81 2.81 2.56 3.  ],[1. 1. 1. 1. 2. 2. 2. 2. 1. 2.],"[1.12438483 2.00236952 1.91077788 1.519076   2.19570492 1.93469945
 1.53862971 1.54174117 1.33805578 1.61929539]",[0.5  1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.38620368 0.91388625 0.81494231 0.57104866 0.92059628 0.87194554
 0.58414729 0.59684493 0.48126867 0.67818455]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.   ]
1.5,0.25,[1.131 1.046 1.129 1.007 0.934 0.98  1.211 1.234 1.249 1.178],[2.74 3.02 3.08 2.69 2.67 2.72 3.03 3.07 3.2  2.97],[1. 2. 2. 2. 1. 2. 2. 2. 2. 2.],"[1.66210652 1.64833936 1.7936869  1.52321929 1.55453144 1.48128821
 1.8294183  1.87268187 1.94309325 1.74406973]",[1.    1.    1.    1.    1.    1.    1.    1.    1.    1.125],"[0.56591511 0.63786573 0.67216103 0.51951201 0.54028218 0.52954505
 0.62637265 0.71805175 0.73619628 0.5903832 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.3,[1.012 1.629 1.275 1.036 1.197 1.23  1.416 1.49  1.192 1.101],[2.41 3.63 3.21 2.47 3.03 2.85 3.5  3.37 2.83 2.78],[1.  2.  2.  1.  2.  1.  2.  2.  1.5 1. ],"[1.43428733 2.47030106 2.02743315 1.44710666 1.94295272 1.79933233
 2.24754552 2.20587104 1.76139405 1.66161297]",[1.   1.25 1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.40638694 0.84681229 0.69569487 0.43118136 0.64587753 0.5803742
 0.82651525 0.72465034 0.53746949 0.56489911]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ]
1.5,0.35000000000000003,[1.556 1.6   1.478 1.353 1.476 1.561 1.679 1.204 1.633 1.478],[3.08 3.26 3.21 3.01 3.3  3.22 3.58 2.69 3.45 3.4 ],[2. 2. 2. 1. 2. 1. 2. 1. 2. 2.],"[2.13072984 2.21755064 2.07549605 1.98113765 2.19829789 2.22349014
 2.44373562 1.68350674 2.37698886 2.20910094]",[1.25 1.25 1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.60550828 0.68731139 0.64622726 0.65442622 0.73246231 0.67342117
 0.79686062 0.47949917 0.76583468 0.73381042]",[0.125 0.25  0.    0.    0.    0.    0.    0.    0.25  0.   ]
1.5,0.4,[1.457 1.603 1.61  1.236 1.449 1.431 1.255 1.466 1.728 1.424],[3.03 3.27 3.29 2.64 2.95 2.93 2.71 3.03 3.65 2.82],[1. 2. 2. 1. 1. 2. 1. 2. 2. 2.],"[2.13205026 2.2111061  2.2381292  1.74108606 2.01931675 1.94808897
 1.72313719 2.10162525 2.51986948 1.91161768]",[1.   1.25 1.   1.   1.   1.25 1.   1.   1.25 1.  ],"[0.60842538 0.65402052 0.67245781 0.46843286 0.54567417 0.54131529
 0.44664305 0.59959888 0.78607065 0.49186426]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.25 0.  ]
1.5,0.45,[1.295 1.583 1.507 1.423 1.384 1.515 1.692 1.561 1.564 1.55 ],[2.72 3.09 3.26 3.01 2.77 2.91 3.3  3.24 3.39 3.18],[2.  1.  1.5 1.5 2.  1.  2.  1.  1.5 1. ],"[1.71535938 2.13731037 2.25212752 1.99682112 1.88380065 2.0218974
 2.36962559 2.25662972 2.3573413  2.19843182]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.4497002  0.61492878 0.69188765 0.55684004 0.47366821 0.53867475
 0.65635349 0.64982552 0.70824706 0.64614544]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.05,[0.23  0.367 0.183 0.348 0.283 0.221 0.278 0.384 0.27  0.254],[2.31 2.93 2.1  3.09 2.95 2.61 2.68 3.08 2.76 3.04],[1. 2. 1. 2. 1. 1. 1. 1. 1. 1.],"[0.54948549 1.01668041 0.40130917 1.11221657 1.02820834 0.81127503
 0.8298259  1.09603578 0.88783634 0.97598279]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.33389467 0.66136791 0.23271542 0.78463356 0.74052523 0.57276917
 0.53459885 0.73492494 0.61371281 0.71796277]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
