gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.52  0.572 0.429 0.545 0.545 0.721 0.507 0.467 0.5   0.53 ],[2.85 3.23 2.56 2.65 3.12 3.61 3.24 2.97 2.94 2.75],[2. 2. 1. 1. 2. 2. 2. 1. 2. 1.],"[1.12046798 1.42014582 0.91261003 1.12339657 1.3054508  1.78948638
 1.38168892 1.2141948  1.16460764 1.18136747]",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.62029525 0.83429072 0.49691912 0.58626278 0.77060705 1.05224517
 0.83012092 0.72023118 0.66549387 0.65082303]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.755 0.635 0.614 0.613 0.748 0.616 0.654 0.794 0.797 0.666],[3.1  2.57 2.48 2.55 2.79 2.35 2.65 2.94 2.65 2.67],[2. 1. 1. 1. 1. 1. 1. 2. 2. 2.],"[1.51095832 1.0890271  1.14398003 1.16282546 1.28274641 1.08123338
 1.25195299 1.46561555 1.33749217 1.23273966]",[1. 0. 0. 0. 0. 0. 0. 1. 1. 1.],"[0.7519477  0.48537598 0.52766411 0.52808425 0.56872053 0.46178513
 0.58690416 0.69864045 0.54296825 0.55591593]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.805 0.756 0.85  0.958 0.726 0.846 0.865 0.948 0.867 1.066],[2.81 2.41 2.67 2.87 2.59 2.77 2.66 3.02 2.74 3.03],[1.  1.  2.  1.  1.  1.  1.5 2.  1.  2. ],"[1.45132307 1.20414804 1.34804165 1.5713282  1.31708442 1.43670948
 1.40206594 1.66505262 1.42568855 1.73462696]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.6231938  0.44965097 0.50621548 0.62860909 0.53290961 0.57790455
 0.51835501 0.73936354 0.5794947  0.67715809]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[1.124 0.95  1.062 0.917 1.063 1.007 1.211 1.192 1.135 1.049],[3.15 2.74 2.76 2.39 3.08 2.79 3.04 3.04 2.9  2.83],[2.  1.  1.  1.  2.  1.  2.  1.5 2.  1. ],"[1.82577683 1.56453749 1.6176746  1.28748081 1.74707103 1.57464339
 1.85876774 1.8268076  1.71986779 1.70047686]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.67191697 0.59702284 0.58403446 0.42313144 0.66376841 0.56816389
 0.68314274 0.69749547 0.60845422 0.60747699]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[0.991 1.061 1.073 0.957 0.912 1.166 1.334 1.13  0.968 1.175],[2.57 2.55 2.58 2.39 2.41 2.94 3.19 2.88 2.48 2.74],[1. 2. 1. 1. 1. 2. 2. 1. 1. 1.],"[1.46065319 1.51372934 1.56165305 1.35240105 1.34986911 1.79712994
 2.00559729 1.74571891 1.4400517  1.72034597]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.4593153  0.42513315 0.44035178 0.38367058 0.40973727 0.60959332
 0.70412574 0.57444206 0.42872602 0.5575707 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.65  1.407 1.309 1.314 1.222 1.149 1.27  1.406 1.189 1.346],[3.79 3.02 2.68 2.88 2.77 2.54 2.93 3.16 2.73 3.15],[3.  2.  1.  1.  1.  2.  1.  2.  1.  1.5],"[2.4815145  2.0651684  1.75802422 1.88738811 1.7454876  1.53662488
 1.83896406 2.11037376 1.6828727  1.9854128 ]",[1.25 1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.83930625 0.6097204  0.49374688 0.57912151 0.53809258 0.40811352
 0.58527448 0.63758018 0.50330483 0.63945577]",[0.25 0.   0.   0.   0.   0.   0.   0.25 0.   0.  ]
1.6,0.4,[1.653 1.31  1.446 1.412 1.247 1.175 1.372 1.482 1.192 1.657],[3.52 2.76 2.93 2.78 2.55 2.33 2.84 3.06 2.48 3.38],[2. 2. 2. 1. 1. 1. 2. 2. 1. 2.],"[2.42993876 1.79096676 1.98327629 1.89057958 1.62357161 1.4692299
 1.89118754 2.05738432 1.58844197 2.31729986]",[1.125 1.125 1.125 1.    1.    1.    1.    1.    1.    1.   ],"[0.75365886 0.45719967 0.54683342 0.50695653 0.42264571 0.33624161
 0.50164408 0.57779936 0.3995699  0.68357   ]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.   ]
1.6,0.45,[1.852 1.607 1.586 1.314 1.14  1.405 1.638 1.516 1.349 1.348],[3.67 2.98 3.06 2.68 2.39 2.57 3.18 2.88 2.83 2.93],[2.  1.  1.  1.  1.  1.5 1.  1.  1.  2. ],"[2.60390522 2.08201475 2.15260356 1.75751021 1.55797976 1.73637322
 2.23948548 2.03439119 1.87377043 1.92321455]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.77830403 0.57276243 0.58446208 0.43852583 0.36343143 0.39702752
 0.63321961 0.53143709 0.51540435 0.53528974]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.241 0.294 0.252 0.119 0.203 0.236 0.283 0.151 0.173 0.229],[2.81 2.93 2.33 2.14 2.6  2.74 2.7  2.21 1.98 2.66],[1. 2. 1. 1. 1. 2. 1. 1. 1. 2.],"[0.81007644 0.93348679 0.656906   0.40499197 0.66736055 0.78765415
 0.86077382 0.46910006 0.4690095  0.69390109]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.56761977 0.6462169  0.38714343 0.28030081 0.470972   0.53897495
 0.57380116 0.29230319 0.28448558 0.44621493]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.397 0.41  0.609 0.349 0.328 0.418 0.35  0.46  0.471 0.431],[2.66 1.9  3.27 2.16 2.19 2.57 2.34 2.74 2.74 2.36],[2. 1. 2. 1. 1. 1. 1. 1. 2. 1.],"[0.89534631 0.66402147 1.47502456 0.70050713 0.71710764 0.96095245
 0.76489232 1.0408613  1.02836809 0.81603986]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.4816256  0.23985155 0.8676155  0.32821953 0.36141428 0.50750458
 0.36816625 0.56849802 0.5600844  0.40478254]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.68  0.624 0.632 0.639 0.691 0.751 0.719 0.695 0.757 0.518],[2.73 2.2  2.56 2.69 2.69 2.82 2.93 2.39 2.86 1.96],[2. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.24503789 1.0167699  1.19510706 1.28083184 1.26793338 1.39456917
 1.42945412 1.15470674 1.47094867 0.73643292]",[0.  0.  0.  0.  0.5 1.  0.  1.  1.  0. ],"[0.55729375 0.40367908 0.53093713 0.60775078 0.57200565 0.63981087
 0.72035134 0.4803122  0.68832172 0.25049542]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.876 0.855 0.916 0.82  0.625 0.938 0.889 0.807 0.724 0.969],[2.78 2.72 2.78 2.67 2.09 2.76 2.66 2.48 2.4  3.44],[1.  1.  2.  1.  1.  2.  1.5 1.  1.  2. ],"[1.50728256 1.43706898 1.49142013 1.41091201 0.97837402 1.45937066
 1.4406973  1.32338103 1.21270297 1.86152641]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.63329574 0.57099477 0.56349533 0.57781386 0.31856689 0.5662359
 0.54085355 0.47116424 0.46139438 0.86433158]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[1.007 1.046 1.102 1.098 0.988 1.023 1.215 0.9   0.855 0.811],[2.49 2.84 3.   2.88 2.7  2.81 2.87 2.31 2.37 2.31],[1.  1.  2.  1.  1.5 1.  1.  1.  2.  1. ],"[1.42202288 1.68793908 1.78355295 1.73824739 1.53067169 1.68257631
 1.7490001  1.3118182  1.26771071 1.24409402]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46856584 0.63796593 0.65797067 0.6580301  0.53308868 0.62925172
 0.59859056 0.42249569 0.38907485 0.42953835]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.054 1.254 0.864 1.015 1.061 1.037 1.108 1.294 1.001 1.311],[2.7  3.01 2.16 2.46 2.59 2.39 2.62 2.98 2.4  2.89],[2.  2.  1.  1.  1.  1.  1.  1.5 1.  1. ],"[1.5870935  1.84356532 1.14685489 1.42655093 1.52953767 1.36755405
 1.59366699 1.87200165 1.41008577 1.86106086]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.50778442 0.62076502 0.30328555 0.42441714 0.49042634 0.36208286
 0.48376709 0.62878143 0.40966585 0.58801887]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.166 1.085 1.237 1.112 0.914 1.122 1.086 1.29  1.082 1.194],[2.31 2.48 2.42 2.29 2.21 2.55 2.18 2.65 2.63 2.61],[1. 1. 1. 1. 1. 2. 1. 2. 1. 2.],"[1.4526551  1.51543014 1.55063254 1.49795209 1.19542553 1.56115697
 1.33419942 1.6753369  1.57687644 1.65462259]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.30889533 0.44241256 0.39591574 0.34456586 0.32817944 0.4180515
 0.31155294 0.44233397 0.47079002 0.42502542]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.124 1.332 1.015 1.396 1.416 1.329 1.197 1.185 1.268 1.14 ],[2.5  2.78 2.3  2.78 2.93 2.61 2.4  2.65 2.75 2.53],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[1.55050446 1.83022856 1.35839858 1.86594487 1.95063959 1.76607161
 1.55354077 1.73624031 1.76839235 1.55424203]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41539216 0.51026335 0.31928969 0.50650883 0.5534704  0.4302983
 0.37690991 0.45667976 0.51445253 0.39723214]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.136 1.154 1.152 1.269 1.434 1.151 1.128 1.317 1.307 1.416],[2.22 2.43 2.44 2.61 2.94 2.25 2.22 2.66 2.64 2.87],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.38290763 1.51864603 1.58512404 1.71281159 1.96755201 1.49494842
 1.42514042 1.80152857 1.74720064 2.00529419]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.25374748 0.38731791 0.39315322 0.46066682 0.54612135 0.32937469
 0.30224674 0.4535525  0.46657564 0.54368774]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.243 0.181 0.262 0.196 0.302 0.185 0.233 0.184 0.289 0.222],[2.61 1.88 2.72 2.27 3.45 2.54 2.4  2.43 2.22 2.54],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.77607347 0.28388801 0.85244545 0.54897157 1.29970346 0.62501741
 0.72609878 0.56656901 0.54274444 0.67354151]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.5282219  0.10966926 0.60096351 0.35581971 0.97810129 0.40400422
 0.48763443 0.39284037 0.2702835  0.46480128]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.323 0.389 0.482 0.404 0.411 0.491 0.322 0.413 0.454 0.454],[2.29 2.18 2.38 2.5  2.15 2.62 2.35 2.35 2.62 2.44],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71219188 0.6766324  0.87737242 0.88032097 0.75118019 1.02103289
 0.77464344 0.84415891 1.06201482 0.91014538]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.36051219 0.31451326 0.42857359 0.45487663 0.36028176 0.52531207
 0.42922352 0.43522336 0.60853826 0.42375378]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.81  0.588 0.607 0.46  0.58  0.642 0.559 0.597 0.709 0.458],[2.77 2.34 2.53 2.04 2.22 2.4  2.64 2.44 2.58 2.05],[1. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[1.43379067 1.01039786 1.11273489 0.76468375 0.95866306 1.14929404
 1.15845875 1.0674692  1.14869537 0.79849546]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.6242643  0.41965323 0.48562064 0.27234    0.35661961 0.48553184
 0.57294361 0.47018649 0.49937896 0.33126401]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.685 0.655 0.77  0.806 0.764 0.993 0.813 0.701 0.809 0.769],[2.02 2.2  2.44 2.78 2.43 3.37 2.52 2.37 2.39 2.19],[1.  1.  1.  1.  1.  2.  1.  1.  1.5 1. ],"[0.94563864 1.04597396 1.20788447 1.48475668 1.24187133 1.82930332
 1.33507347 1.13428845 1.21671286 1.07296956]",[1.  0.  1.  0.  0.  1.  1.  0.5 1.  1. ],"[0.27859763 0.38768295 0.42129267 0.67872152 0.48527221 0.82780857
 0.5203469  0.42537488 0.42155295 0.33171956]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.826 0.905 0.894 0.914 1.11  0.758 0.821 0.894 0.771 0.786],[2.28 2.46 2.4  2.86 2.69 1.95 2.43 2.29 2.   2.12],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.2119579  1.44147402 1.30823574 1.54862127 1.66064742 1.03703127
 1.34300656 1.22651408 1.02222661 1.07464118]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.35738758 0.5143738  0.41165371 0.59019598 0.56606246 0.28363284
 0.45328427 0.37522502 0.28769536 0.31885748]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.937 0.912 1.166 1.098 1.017 1.032 1.28  0.901 0.94  0.986],[2.39 2.13 2.56 2.65 2.42 2.33 2.91 2.23 2.21 2.21],[1.  1.  1.  1.  1.  1.  1.5 1.  1.  1. ],"[1.38589189 1.20945037 1.63277937 1.61821213 1.41880635 1.4390743
 1.84968045 1.28285053 1.27227564 1.30446946]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41007158 0.31063201 0.48171003 0.49968308 0.40324666 0.39637166
 0.61214932 0.35253558 0.34340113 0.30661789]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[0.906 1.219 1.252 1.115 1.115 0.944 1.087 1.12  1.18  1.265],[2.25 2.37 2.64 2.38 2.45 2.36 2.45 2.59 2.68 2.77],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.31741565 1.55697973 1.69117951 1.52538775 1.57598347 1.32950325
 1.54960968 1.67401604 1.72188599 1.82003963]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.33805042 0.36582494 0.46365021 0.40048724 0.4295467  0.36286995
 0.44086395 0.48117607 0.49906678 0.52782527]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.198 1.192 1.29  1.072 1.285 0.984 1.088 1.212 1.152 1.254],[2.49 2.56 2.73 2.29 2.57 2.09 2.33 2.55 2.49 2.7 ],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.62508947 1.5900595  1.72675909 1.45838039 1.62950385 1.26195677
 1.4503831  1.70264084 1.56357637 1.76934042]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.42393835 0.42269866 0.48296881 0.35084376 0.40785407 0.28377806
 0.36957011 0.45811386 0.40849581 0.48530722]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.228 1.345 1.469 1.024 1.192 1.249 1.497 0.899 1.325 1.144],[2.61 2.74 2.83 2.16 2.41 2.49 2.81 1.91 2.47 2.28],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.6988833  1.82061106 1.94884765 1.33051825 1.60185029 1.61616012
 2.01267988 1.1270651  1.69645347 1.47383065]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.44590479 0.49047678 0.51384521 0.29692938 0.37285126 0.37613083
 0.52881514 0.2130026  0.38586265 0.30781503]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.125 0.121 0.225 0.239 0.18  0.211 0.216 0.14  0.165 0.249],[1.82 1.85 2.26 1.96 2.04 2.1  2.15 1.91 2.05 2.43],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.33696611 0.32760923 0.62381244 0.37666952 0.44467812 0.51887867
 0.54983656 0.33296757 0.46137953 0.69975783]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20391924 0.19358579 0.40144915 0.15541952 0.26338906 0.30154224
 0.32890639 0.19323368 0.29173109 0.4401924 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.358 0.38  0.444 0.323 0.337 0.317 0.322 0.366 0.514 0.39 ],[1.93 2.16 2.7  1.96 1.93 1.82 2.18 2.28 2.53 2.3 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.63776167 0.79209048 1.11097967 0.56038538 0.65517157 0.47455302
 0.61324547 0.69353768 1.05209233 0.82196351]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.28299604 0.3901398  0.65087774 0.23042444 0.30878974 0.17174052
 0.28586266 0.33461129 0.54310796 0.44911683]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.568 0.47  0.5   0.711 0.44  0.581 0.61  0.67  0.575 0.547],[2.13 2.03 2.12 2.67 1.92 2.16 2.19 2.31 1.89 2.37],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.93619531 0.82528916 0.78103147 1.28754923 0.67815555 0.93926815
 0.89671363 1.12420038 0.80588762 1.00170753]",[0.  0.  0.  0.5 0.  0.  0.  0.  0.5 0. ],"[0.35629297 0.30282883 0.25532834 0.57924113 0.24378055 0.36594784
 0.32101051 0.48681146 0.2236049  0.43602394]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.905 0.817 0.552 0.83  0.886 0.648 0.858 0.731 0.637 0.795],[2.57 2.57 1.88 2.65 2.76 2.02 2.42 2.31 1.88 2.34],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.44070899 1.36891455 0.80478246 1.44743781 1.50920667 0.95240245
 1.27765756 1.17812712 0.87503554 1.27435884]",[1. 1. 0. 1. 1. 0. 1. 0. 0. 1.],"[0.55505531 0.52010901 0.23746557 0.56180427 0.62269544 0.30456066
 0.47360116 0.42571745 0.26028701 0.46178316]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.825 0.941 0.976 0.87  0.892 0.763 0.905 0.754 0.877 0.701],[2.2  2.54 2.46 2.49 2.61 2.08 2.23 2.08 2.27 1.87],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.15277403 1.44131643 1.47749903 1.35861289 1.49163549 1.09049826
 1.21570933 1.0140927  1.27994112 0.95604569]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.32308653 0.48647695 0.4741836  0.44636558 0.52639379 0.30975607
 0.35502574 0.26675872 0.41610689 0.25682023]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[0.95  0.913 0.782 0.936 0.943 0.807 1.012 0.917 1.18  0.839],[2.17 2.25 1.94 2.17 2.29 2.17 2.17 2.19 2.82 2.13],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.22167985 1.25714196 1.00026856 1.25027301 1.33306687 1.12429793
 1.38403868 1.2251241  1.80894364 1.20992426]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.30732255 0.35906762 0.21995606 0.33579548 0.3904448  0.31146834
 0.35506773 0.33441609 0.60604813 0.34411372]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[0.83  1.025 0.873 1.09  1.032 1.127 1.099 1.309 0.87  1.231],[1.75 2.46 2.08 2.34 2.31 2.3  2.54 2.69 1.95 2.67],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.03827125 1.47792362 1.11661405 1.48523816 1.38658832 1.42850194
 1.55604211 1.77393148 1.08541154 1.74651486]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.16639625 0.41561405 0.27462186 0.37458387 0.33321918 0.3454746
 0.42739465 0.50498617 0.23591935 0.51710995]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
