gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.4,[1.313 0.829 1.35  1.727 1.579 1.363 1.584 1.072 1.222 1.335],[2.83 1.88 3.12 3.46 3.15 2.83 3.34 2.39 2.6  2.95],[2. 1. 2. 2. 2. 1. 1. 1. 1. 1.],"[1.81215863 1.09268983 2.04385358 2.44372729 2.09042467 1.79553546
 2.2809479  1.43318907 1.69050741 2.02830458]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.4913725  0.19916444 0.61396833 0.71487109 0.58727648 0.5274776
 0.71999331 0.37189757 0.43878134 0.59087843]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ]
1.6,0.45,[1.559 1.418 1.324 2.026 1.595 1.226 1.358 1.525 1.311 1.445],[3.24 3.07 2.49 3.83 3.09 2.47 2.69 3.15 2.76 3.12],[2.  2.  1.  2.  2.  1.  1.  2.  1.  1.5],"[2.23616938 2.02458783 1.64614856 2.83962875 2.18031003 1.61655818
 1.80737483 2.14098223 1.78289329 2.04787283]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.62219721 0.55088421 0.36940052 0.86323348 0.60842953 0.38755428
 0.44785091 0.60309344 0.48289329 0.60749686]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.241 0.284 0.226 0.264 0.309 0.18  0.233 0.265 0.236 0.187],[2.66 2.71 2.49 2.91 3.   2.24 2.75 2.77 2.73 2.31],[1. 2. 1. 2. 2. 1. 1. 2. 2. 1.],"[0.76895694 0.76504722 0.64295414 0.82326103 0.98107169 0.43312466
 0.73464965 0.88615258 0.68538207 0.62930292]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.50388065 0.49376304 0.40556644 0.57906303 0.67784903 0.26536099
 0.50067748 0.5952401  0.45676635 0.42702386]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.451 0.554 0.42  0.494 0.458 0.432 0.469 0.491 0.537 0.443],[2.63 2.85 2.59 2.39 2.52 2.49 2.43 2.36 2.6  2.33],[1.5 2.  1.  1.  1.  1.  1.5 1.  1.  1. ],"[0.98150388 1.12528982 0.96031699 0.92059926 0.97388334 0.93421673
 0.90730973 0.85042824 1.0433722  0.82895949]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.54238706 0.60519217 0.53428001 0.44062856 0.50197172 0.48434613
 0.43401871 0.39647683 0.53190248 0.40447707]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.715 0.609 0.691 0.75  0.548 0.705 0.632 0.681 0.608 0.497],[2.72 2.83 2.52 3.04 2.34 2.8  2.81 2.65 2.43 2.24],[1. 2. 1. 1. 1. 2. 2. 1. 1. 1.],"[1.28596666 1.27445426 1.21064926 1.50300628 1.0565968  1.33104363
 1.22595241 1.22778297 1.11520605 0.90287865]",[0.5 0.  0.  1.  0.  1.  0.  0.  0.  0. ],"[0.59261583 0.6294384  0.550764   0.74473052 0.47148999 0.61260369
 0.59122829 0.57404091 0.48655371 0.39238792]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.699 0.921 0.764 0.739 0.853 0.793 0.846 0.976 0.924 0.716],[2.05 2.87 2.28 2.2  2.64 2.57 2.71 3.17 2.67 2.16],[1.  2.  1.  1.  1.  1.  1.  1.5 1.  1. ],"[0.97232462 1.57572848 1.08741294 1.1106829  1.38354751 1.31766698
 1.42633505 1.8069288  1.50376764 1.0475877 ]",[0. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.29335245 0.6396567  0.34697715 0.38921318 0.53627883 0.51416905
 0.57160116 0.79801706 0.56472711 0.34876628]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[1.111 0.903 1.051 1.089 1.255 0.88  0.912 1.177 0.951 0.883],[3.05 2.62 2.79 2.93 3.3  2.38 2.22 2.8  2.58 2.53],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[1.84862552 1.40906001 1.61314971 1.7312368  2.03104217 1.27063117
 1.18049021 1.65555139 1.49328733 1.35952888]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71763431 0.51178767 0.61134002 0.64295921 0.78373871 0.40558478
 0.32166453 0.56866724 0.53490354 0.44931648]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.14  0.963 1.239 1.257 1.178 1.088 0.975 1.068 1.278 1.114],[2.81 2.07 3.05 2.84 2.72 2.6  2.37 2.49 2.83 2.61],[2. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[1.71014911 1.24029078 1.89043465 1.88432904 1.68189979 1.58134195
 1.36427903 1.48723159 1.80554601 1.60577881]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.5467226  0.28994899 0.65223214 0.59926862 0.55527381 0.48699808
 0.40010056 0.42562759 0.58758275 0.48599121]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.191 1.206 1.608 1.519 0.99  1.178 0.952 1.068 1.01  1.052],[2.58 2.63 3.33 3.1  2.07 2.49 2.28 2.48 2.47 2.43],[1.  1.5 2.  2.  1.  1.  1.  1.  1.  1. ],"[1.59706163 1.62116043 2.26768205 2.13312959 1.24434765 1.55388652
 1.3348291  1.47371872 1.43597923 1.43190179]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.44921251 0.42942947 0.73250871 0.62576204 0.2654829  0.43682841
 0.33831543 0.40231735 0.40333946 0.39769769]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.43  1.335 1.219 1.401 1.14  1.487 1.278 1.195 1.352 0.858],[2.8  2.67 2.47 2.87 2.45 2.98 2.53 2.3  2.71 1.97],[1.  2.  1.  2.  2.  2.  1.  1.  1.5 1. ],"[1.91907348 1.73013442 1.60506036 1.87390421 1.51730268 1.98468787
 1.66182483 1.51919951 1.80498779 1.11283545]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51018249 0.45982192 0.40276788 0.49255411 0.35824018 0.54779823
 0.40825062 0.36375578 0.46994629 0.23685889]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.513 1.182 1.536 1.479 1.259 1.165 1.23  1.176 1.145 1.359],[3.05 2.47 3.13 2.82 2.52 2.4  2.68 2.39 2.23 2.75],[1. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[2.12627417 1.5654759  2.14073981 1.9495652  1.64778244 1.55362548
 1.75087849 1.57529796 1.46043902 1.89051291]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.56552954 0.39689436 0.58606085 0.50891945 0.41908737 0.35431762
 0.48157429 0.38647472 0.30622027 0.49668479]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.237 0.291 0.301 0.291 0.176 0.218 0.213 0.255 0.264 0.225],[2.79 2.5  2.11 2.52 1.92 2.15 2.3  2.33 2.52 2.4 ],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.82168951 0.67444889 0.59381785 0.77354686 0.30688489 0.4937967
 0.61094566 0.69873519 0.68039653 0.66598784]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.56758551 0.37500309 0.30675913 0.48311717 0.12469739 0.27102326
 0.40699791 0.4136766  0.40577983 0.43466216]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.52  0.479 0.462 0.554 0.434 0.412 0.52  0.385 0.57  0.523],[2.7  2.75 2.5  2.41 2.53 2.63 2.37 1.98 2.78 2.44],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.20201946 1.09744957 1.00478691 1.01219667 0.94065427 0.98015937
 0.94857462 0.63686726 1.22181025 0.98615714]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.67779278 0.59732262 0.52044792 0.47179811 0.51538389 0.54224189
 0.44649454 0.28584187 0.65342158 0.48138175]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.486 0.553 0.671 0.728 0.474 0.601 0.634 0.526 0.531 0.686],[2.05 2.15 2.37 2.88 2.   2.2  2.66 1.85 2.31 2.51],[1. 1. 1. 2. 1. 1. 1. 1. 1. 1.],"[0.7862039  0.84019624 1.15904677 1.36175503 0.71581321 0.96093044
 1.20152819 0.75939866 0.90951329 1.20021525]",[0.  0.  0.5 1.  0.  0.  0.  0.  0.  0. ],"[0.30935515 0.28984467 0.48927138 0.63359341 0.22776634 0.39124294
 0.56737841 0.2228264  0.38747227 0.55148905]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.79  0.802 0.742 0.695 0.873 0.877 0.855 0.831 0.901 0.673],[2.51 2.65 2.26 2.3  2.73 2.68 2.92 2.51 2.81 2.06],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.25823605 1.33018567 1.14309028 1.04827934 1.46319283 1.45111771
 1.5621998  1.32640874 1.55699428 0.9739435 ]",[1. 1. 1. 0. 1. 1. 1. 1. 1. 1.],"[0.48226681 0.5147218  0.41241645 0.3839605  0.58751656 0.55249955
 0.67357675 0.50871343 0.65033351 0.27832827]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.718 0.878 0.978 1.023 0.821 0.87  0.925 0.798 0.982 1.011],[2.07 2.34 2.75 2.7  2.2  2.41 2.47 1.98 2.49 2.28],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.98231821 1.30166927 1.58502613 1.51084453 1.16217861 1.35249893
 1.36322917 1.07984603 1.43805765 1.35450816]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.28224008 0.39250667 0.58439869 0.53978191 0.35903408 0.44357803
 0.47538981 0.2770848  0.47704691 0.35638316]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.921 1.048 1.005 0.842 0.881 1.254 0.931 1.217 0.933 0.927],[2.19 2.28 2.45 2.14 2.1  2.78 2.22 2.75 2.13 2.42],[1. 1. 1. 1. 1. 1. 1. 2. 1. 1.],"[1.27331823 1.36944574 1.41173778 1.12721817 1.21665905 1.71907189
 1.23801983 1.71456537 1.19833205 1.32607397]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.32218542 0.34986078 0.39670361 0.28149551 0.3087318  0.55390099
 0.35046063 0.49713861 0.30588332 0.39424109]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.122 1.089 1.02  1.134 1.125 1.172 0.863 1.051 1.186 1.388],[2.43 2.32 2.2  2.44 2.25 2.4  2.1  2.57 2.67 3.06],[1.  1.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[1.5354397  1.40743989 1.30872257 1.46335817 1.41549611 1.58706599
 1.15528041 1.54147173 1.57797145 2.07833443]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.40031763 0.36354279 0.29046085 0.4089905  0.35273549 0.43089228
 0.27328822 0.44514849 0.44179958 0.65499458]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.249 1.06  0.866 1.226 1.303 1.052 1.014 0.96  1.048 1.021],[2.48 2.27 1.97 2.61 2.67 2.12 2.19 2.06 2.28 2.19],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.69419359 1.35297108 1.1289065  1.65108458 1.75083558 1.338362
 1.33772438 1.26906237 1.39543321 1.40668769]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.41597826 0.3300951  0.25965296 0.46624815 0.49292054 0.29228046
 0.33440895 0.25535143 0.32079698 0.34335028]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.401 1.358 1.178 1.159 1.032 1.217 1.416 1.537 1.19  1.1  ],[2.58 2.8  2.62 2.11 2.17 2.47 2.79 2.94 2.42 2.42],[1.  1.  1.  1.  1.  1.  1.  1.  1.  1.5],"[1.77755769 1.84234708 1.67876614 1.39211162 1.35851559 1.59661113
 1.87051326 2.06529105 1.54516019 1.4328108 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.42210359 0.52657987 0.45205715 0.25336162 0.30740231 0.38745342
 0.5103033  0.54408866 0.35765775 0.3547151 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.189 0.287 0.261 0.237 0.282 0.203 0.171 0.26  0.193 0.188],[2.24 2.62 1.91 2.43 2.22 2.45 2.23 2.52 2.08 2.17],[1. 2. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.60436104 0.77485228 0.51782939 0.70324567 0.63846217 0.71293089
 0.47802737 0.8097225  0.52638737 0.49695999]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.3998127  0.47553099 0.26305156 0.47199873 0.37802272 0.50819395
 0.29279299 0.55204733 0.32502262 0.31293899]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.333 0.409 0.385 0.302 0.45  0.401 0.47  0.363 0.339 0.354],[1.92 2.2  2.13 2.24 2.17 2.12 2.38 2.3  1.86 2.13],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57748369 0.82933797 0.73890105 0.70579297 0.7941909  0.69362451
 0.98406594 0.78024774 0.52287676 0.65263616]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.27277666 0.3943746  0.34878386 0.36110303 0.35421043 0.30450036
 0.52132669 0.39713983 0.18057207 0.2882221 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.52  0.606 0.756 0.463 0.666 0.562 0.654 0.688 0.616 0.617],[1.91 2.19 2.87 1.94 2.75 2.28 2.56 2.43 2.19 2.34],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.78089312 0.98637273 1.42934293 0.75604099 1.32891397 0.94469462
 1.21922565 1.13733113 1.01939589 1.0299066 ]",[0.  0.5 1.  0.  0.  0.  0.  0.  0.  0. ],"[0.2524068  0.35550115 0.6796951  0.28369724 0.63493448 0.36540751
 0.56239887 0.4594405  0.399308   0.43622129]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.634 0.609 0.723 0.957 0.672 0.793 0.752 0.85  0.813 0.654],[1.9  1.99 2.12 2.55 1.99 2.29 2.15 2.65 2.42 1.91],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.91571853 0.87915979 1.04699622 1.51197979 0.96104609 1.1870422
 1.08468113 1.42440214 1.30671786 0.89956564]",[0.  0.  1.  1.  1.  1.  1.  1.  1.  0.5],"[0.27792678 0.2621676  0.34298498 0.58060039 0.28295039 0.42173946
 0.36086216 0.56792265 0.48720126 0.24449728]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.847 0.842 1.049 0.771 0.573 0.666 1.008 0.698 0.859 0.706],[2.12 2.21 2.54 2.   1.62 1.82 2.46 2.15 2.39 2.  ],[1. 1. 2. 1. 1. 1. 1. 1. 1. 1.],"[1.15815133 1.17766709 1.40275795 1.03801601 0.72083898 0.86794664
 1.43344379 1.0585555  1.23896075 1.00343595]",[1. 1. 1. 1. 0. 0. 1. 0. 1. 1.],"[0.31630563 0.36049912 0.43971412 0.27707851 0.14212804 0.23738268
 0.43261493 0.34553304 0.3981502  0.24812345]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[0.968 1.049 1.013 0.812 1.093 0.878 0.921 0.881 1.114 1.115],[2.28 2.42 2.16 2.02 2.63 2.14 2.27 2.21 2.65 2.79],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.31655891 1.48635695 1.32249716 1.08758963 1.63119627 1.22615818
 1.31033478 1.14958605 1.62625651 1.68427485]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.38127083 0.44839553 0.33381552 0.27540213 0.49481443 0.33260349
 0.38222931 0.29742785 0.48524088 0.57245173]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[0.992 1.299 1.039 0.855 1.225 1.153 1.158 0.899 1.28  1.224],[2.29 2.63 2.45 1.92 2.67 2.39 2.5  2.04 2.8  2.51],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.3499513  1.71323827 1.48842426 1.08772448 1.70909596 1.52247008
 1.6476463  1.1623643  1.83324294 1.64737129]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.35716504 0.4807578  0.43485981 0.24556261 0.4782024  0.36724547
 0.44319318 0.26342876 0.5296376  0.4488514 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
