gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.47  0.56  0.567 0.448 0.434 0.422 0.503 0.515 0.489 0.5  ],[2.94 3.25 2.79 2.74 2.64 2.53 2.97 2.67 2.57 2.8 ],[1. 1. 1. 1. 1. 1. 2. 1. 1. 1.],"[1.1898472  1.47737626 1.16831117 1.08717408 1.01967349 0.93799632
 1.19624766 1.07166291 1.00529736 1.10012163]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.72265664 0.92591569 0.64173646 0.63170594 0.57673159 0.49561839
 0.70296397 0.56589387 0.53177929 0.59643999]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.819 0.588 0.941 0.541 0.58  0.625 0.845 0.696 0.731 0.642],[3.07 2.51 3.32 2.35 2.29 2.79 2.81 2.71 2.78 2.71],[2. 1. 2. 1. 1. 2. 2. 1. 2. 1.],"[1.52045605 1.10346902 1.85187603 0.8981308  1.00343214 1.21437008
 1.40549478 1.32290122 1.34592953 1.2445061 ]",[1.  0.  1.  0.  0.  0.  1.  0.5 1.  0. ],"[0.73436719 0.52222879 0.93855876 0.40148468 0.41023756 0.5737225
 0.6031022  0.60586021 0.6083392  0.57569263]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.955 1.083 1.032 0.999 0.97  0.886 0.78  0.874 0.839 0.79 ],[3.03 3.38 2.98 2.79 3.07 2.86 2.55 2.53 2.71 2.32],[2.  2.  2.  1.  1.5 1.  2.  1.  1.  1. ],"[1.69178763 1.94168042 1.66742849 1.55854685 1.65075538 1.53096329
 1.19522966 1.31176598 1.35476955 1.1997207 ]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.71076529 0.85131177 0.66173574 0.63320139 0.7179917  0.63554459
 0.41128435 0.48525842 0.53247463 0.43647851]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ]
1.6,0.25,[1.173 1.078 1.07  0.981 0.827 1.231 1.056 0.733 1.046 0.988],[3.05 2.96 2.99 2.49 2.27 3.2  2.94 2.14 2.87 2.5 ],[2.  2.  2.  1.  1.  1.5 1.  1.  1.  1. ],"[1.88591094 1.70134533 1.79027086 1.42670723 1.18755035 2.02839915
 1.6922602  1.07873335 1.64233518 1.47569493]","[1.      1.09375 1.      1.      1.      1.      1.      1.      1.
 1.     ]","[0.680372   0.63162426 0.63563219 0.44655831 0.36430816 0.75698497
 0.64402717 0.32784712 0.60887815 0.48981907]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[1.015 1.3   0.991 1.23  1.072 0.987 1.01  1.041 1.224 1.498],[2.62 3.03 2.65 2.85 2.76 2.39 2.47 2.58 2.77 3.52],[1.  2.  2.  2.  1.  1.  1.5 1.  1.  2. ],"[1.52022811 1.91350533 1.54311517 1.75769315 1.60737572 1.32226345
 1.39016289 1.55197622 1.77154111 2.31359749]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.48757918 0.63453133 0.47225335 0.55433377 0.51473656 0.35346463
 0.39978203 0.46181509 0.55327817 0.82490487]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.195 1.55  1.352 1.426 1.01  1.39  1.28  1.079 1.403 1.376],[2.37 3.35 3.06 3.16 2.17 3.03 2.81 2.37 2.9  3.11],[1. 2. 2. 2. 1. 2. 1. 1. 2. 2.],"[1.53495088 2.26392313 2.00222613 2.11104365 1.32710474 1.97071772
 1.79383182 1.55039436 1.88029194 2.0273917 ]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.25 1.  ],"[0.36472627 0.72722575 0.62466754 0.66396845 0.27585474 0.5781103
 0.54684207 0.42617744 0.53469623 0.64863438]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ]
1.6,0.4,[1.396 1.208 1.365 1.351 1.533 1.316 1.353 1.303 1.411 1.181],[2.99 2.67 3.01 2.94 3.05 2.72 2.98 2.95 2.74 2.61],[1. 1. 2. 2. 2. 2. 1. 2. 1. 1.],"[1.97757778 1.72223626 1.93101703 1.89700363 2.13950481 1.82366976
 1.97623093 1.89145016 1.85951327 1.59897472]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57953091 0.48812005 0.57396381 0.53559005 0.58936016 0.47042025
 0.57467698 0.53897457 0.50779452 0.41406871]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.165 1.194 1.135 1.46  1.379 1.414 1.532 1.8   1.275 1.436],[2.35 2.49 2.53 2.84 2.81 2.91 3.05 3.4  2.44 2.8 ],[1. 1. 1. 2. 1. 1. 2. 2. 1. 2.],"[1.48357357 1.61126354 1.56955055 1.94325645 1.8772994  1.93364045
 2.01458835 2.46101246 1.64271801 1.89292839]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36534847 0.38802868 0.41176674 0.49996543 0.52629598 0.53021516
 0.55343844 0.69515614 0.34608227 0.4785363 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.26  0.155 0.28  0.199 0.237 0.243 0.216 0.215 0.254 0.215],[2.33 2.32 2.39 2.77 2.55 2.64 2.37 2.67 2.4  2.66],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[0.65417947 0.57662501 0.68996634 0.79568335 0.71627905 0.83003384
 0.53423003 0.82277219 0.71521729 0.67529638]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.40115274 0.3835232  0.42720755 0.58151037 0.45066382 0.5755978
 0.32160796 0.59371091 0.45762452 0.46212988]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.527 0.448 0.47  0.385 0.502 0.296 0.335 0.416 0.446 0.48 ],[2.8  2.7  2.86 2.63 2.91 2.48 2.   2.62 2.25 2.68],[1. 2. 1. 1. 2. 2. 1. 1. 1. 2.],"[1.19125801 0.96022321 1.2154932  0.99866515 1.11992211 0.72256385
 0.64615489 0.98449975 0.83784254 1.00168651]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.68977607 0.52687299 0.73636235 0.60045715 0.60806603 0.39034461
 0.3018806  0.56372094 0.39054273 0.51499217]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.676 0.558 0.751 0.667 0.717 0.73  0.743 0.46  0.736 0.613],[2.72 2.44 2.73 2.48 2.74 2.91 2.79 1.96 2.81 2.18],[1. 1. 2. 1. 2. 1. 1. 1. 2. 1.],"[1.31930465 0.99064693 1.29653936 1.18329595 1.304642   1.42734757
 1.3214359  0.70098114 1.37471021 0.95959356]",[0.  0.  0.5 0.5 0.5 0.  0.  0.  0.  0. ],"[0.61410934 0.42945064 0.5872724  0.51940373 0.56139554 0.71514786
 0.61936071 0.24496551 0.64966504 0.37288702]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.796 0.839 0.546 0.842 0.824 0.982 0.907 0.828 0.722 0.735],[2.29 2.54 2.08 2.4  2.49 3.1  2.99 2.52 2.44 2.43],[1. 1. 1. 1. 1. 2. 1. 1. 1. 1.],"[1.1541901  1.37959844 0.90248923 1.27107972 1.29613778 1.70466675
 1.65757471 1.30126498 1.18402224 1.13765694]",[1. 1. 0. 1. 1. 1. 1. 1. 1. 1.],"[0.36464664 0.5328095  0.30142478 0.47406129 0.47096872 0.72719787
 0.71096339 0.50741    0.44643923 0.41157295]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[1.085 0.901 0.965 0.984 0.982 1.128 0.863 1.01  1.088 1.113],[2.55 2.53 2.53 2.8  2.54 2.92 2.5  2.85 2.92 2.73],[1. 1. 1. 1. 1. 2. 1. 2. 1. 2.],"[1.59907344 1.41187387 1.45487382 1.58126318 1.45654049 1.72732303
 1.38191118 1.64911715 1.74214936 1.65384759]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51908076 0.49795969 0.46371476 0.593776   0.48914547 0.63479373
 0.50173723 0.58705172 0.6557309  0.55781793]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[1.    1.175 1.186 1.414 1.27  1.071 1.287 1.38  0.982 1.086],[2.35 2.9  2.79 3.1  3.   2.85 2.96 3.24 2.19 2.45],[1. 1. 1. 2. 2. 2. 1. 2. 1. 1.],"[1.37465688 1.73545926 1.75992957 2.0367867  1.87563424 1.69009264
 1.92477986 2.10296641 1.30573088 1.53327384]",[1.    1.    1.    1.    1.    1.    1.    1.125 1.    1.   ],"[0.40735464 0.59197293 0.57776709 0.65695576 0.61009469 0.56885973
 0.6553188  0.70143565 0.33420744 0.45474356]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.21  1.021 1.078 1.089 1.21  1.324 1.144 1.083 1.021 1.141],[2.5  2.32 2.33 2.54 2.4  2.91 2.51 2.57 2.24 2.53],[1.  1.  1.  1.  1.  2.  1.  1.  1.  1.5],"[1.67004894 1.41925041 1.45353434 1.52945812 1.54568286 1.87274519
 1.56452861 1.59861643 1.34899895 1.55370206]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.44427379 0.37568596 0.37079447 0.43394542 0.39194751 0.55915877
 0.44881328 0.43635141 0.31856926 0.41930753]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.138 1.192 1.263 1.134 1.185 1.265 1.155 1.131 1.399 1.24 ],[2.45 2.52 2.46 2.33 2.52 2.71 2.43 2.48 3.03 2.46],[1.  1.  1.  1.  1.  1.  1.  1.5 2.  1. ],"[1.50934133 1.59109707 1.61301442 1.48854505 1.61372838 1.81956754
 1.52889847 1.56720724 2.04001128 1.64299463]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.38782766 0.41044522 0.41072744 0.33616223 0.41704381 0.51859342
 0.36347855 0.39032492 0.58574615 0.37117578]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.483 1.094 1.328 1.282 1.386 1.143 1.223 1.472 1.224 1.654],[2.99 2.27 2.74 2.43 2.68 2.46 2.56 2.95 2.26 3.25],[2. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[2.03084537 1.45267904 1.84193375 1.7054862  1.8402325  1.59847506
 1.67046132 2.03977457 1.48369636 2.29306935]",[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.25],"[0.56186588 0.33204428 0.49452652 0.39949987 0.47387142 0.39243746
 0.41390614 0.58775309 0.32565803 0.61329396]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.192 0.259 0.154 0.231 0.211 0.236 0.29  0.253 0.249 0.232],[2.29 2.42 1.86 2.88 2.48 2.57 2.52 2.4  2.31 2.3 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[0.46362082 0.63892385 0.37026664 0.82620486 0.63346359 0.76734169
 0.7392775  0.65992102 0.60364377 0.50461382]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.28703879 0.3842095  0.21167289 0.58463992 0.39638107 0.54195534
 0.48018326 0.42491187 0.35727659 0.29437944]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.398 0.394 0.443 0.385 0.394 0.53  0.505 0.463 0.402 0.374],[2.45 2.22 2.22 2.19 2.49 2.53 2.65 2.66 2.34 2.24],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.80253663 0.83780036 0.8575303  0.70019795 0.89321762 1.05955078
 1.06478122 1.02664033 0.90222888 0.73574037]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.43710816 0.43730536 0.4145878  0.33894795 0.49568099 0.54150573
 0.58000094 0.57188386 0.4748656  0.35895326]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.482 0.723 0.612 0.454 0.589 0.571 0.632 0.606 0.664 0.461],[1.79 2.61 2.64 2.28 2.65 2.12 2.7  2.19 2.48 2.14],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.66921072 1.33253529 1.25095428 0.87651456 1.20690985 0.94202921
 1.25742086 0.94492915 1.23070478 0.80587816]",[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.19046072 0.60375111 0.55056854 0.40413175 0.59574347 0.36851847
 0.58936239 0.37331294 0.57203107 0.34295824]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.622 0.866 0.851 0.849 0.786 0.759 0.757 0.946 0.807 0.82 ],[2.04 2.67 2.62 2.44 2.55 2.35 2.32 2.71 2.41 2.73],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[0.9206943  1.45673711 1.39125693 1.30796744 1.31959219 1.14059188
 1.1921583  1.56582342 1.22353877 1.31807274]",[0. 1. 1. 1. 0. 1. 1. 1. 1. 1.],"[0.32979098 0.59350469 0.55480857 0.46920524 0.56195791 0.41448653
 0.42607981 0.61205572 0.46684444 0.52102196]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.836 0.773 0.982 0.888 0.73  1.049 0.872 0.742 0.973 0.942],[2.5  2.05 2.96 2.36 2.16 2.81 2.18 2.1  2.79 2.7 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.36414196 1.03160613 1.6946065  1.27838727 1.09556798 1.73549392
 1.18785606 1.11416783 1.57376548 1.56557334]",[1. 1. 1. 1. 0. 1. 1. 1. 0. 1.],"[0.44830944 0.25750456 0.66935015 0.37291852 0.36241612 0.65146072
 0.32004356 0.32993931 0.63342124 0.58926108]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.986 1.246 0.737 1.122 1.081 0.967 0.907 0.957 1.139 0.881],[2.41 3.01 2.28 2.52 2.51 2.25 2.39 2.27 2.62 2.18],[1.  2.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[1.38987797 1.89872936 1.18685285 1.54369294 1.47071731 1.36506213
 1.3528397  1.32887219 1.6168985  1.26529606]",[1.  1.  1.  1.  1.  1.  0.5 1.  1.  1. ],"[0.40334538 0.62324352 0.36352399 0.47744538 0.42946731 0.34933948
 0.44639439 0.34592298 0.45534576 0.35364018]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[0.946 1.117 1.006 0.957 1.13  1.129 1.252 0.97  0.968 0.918],[2.03 2.43 2.36 2.17 2.68 2.31 2.58 1.86 2.12 2.1 ],[1. 1. 1. 1. 1. 1. 2. 1. 1. 1.],"[1.21206432 1.46098598 1.4277238  1.27254    1.66366565 1.45639333
 1.68023134 1.15680244 1.26117105 1.2307914 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.26832408 0.39747035 0.3903654  0.29256198 0.50482776 0.32528982
 0.44096803 0.22640999 0.2751066  0.3058622 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[1.309 1.119 0.94  1.313 1.34  0.999 0.998 1.104 1.414 1.152],[2.83 2.42 2.21 2.73 2.72 2.28 2.44 2.36 2.84 2.34],[1.  1.5 1.  1.  1.  1.  1.  1.  1.  1. ],"[1.89310619 1.44925073 1.29323647 1.8838203  1.86627858 1.38102296
 1.37760477 1.4692936  1.97362156 1.52120774]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.54080638 0.33955347 0.33750405 0.52450634 0.50810353 0.3418628
 0.37734598 0.36568032 0.53310887 0.36861985]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.306 1.281 0.994 1.068 1.127 1.379 1.11  0.925 1.072 1.208],[2.82 2.53 2.14 2.01 2.21 2.59 2.32 2.06 2.28 2.5 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.8358277  1.69044875 1.30686721 1.31553605 1.40730726 1.75781284
 1.53603652 1.20592953 1.42727366 1.57337775]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.52027228 0.44338821 0.29326857 0.26734513 0.29444105 0.41802769
 0.37277541 0.26268979 0.32145335 0.38333624]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.262 0.139 0.248 0.196 0.242 0.248 0.252 0.197 0.234 0.237],[2.02 2.02 2.66 1.85 2.34 2.24 2.1  2.24 2.23 2.58],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46109356 0.37837052 0.83282944 0.3921722  0.54611959 0.50077889
 0.51543883 0.58903765 0.59937347 0.71857145]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.23990215 0.21868302 0.58319809 0.19107845 0.31547506 0.24058358
 0.28636046 0.37805865 0.39817474 0.50313199]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.472 0.34  0.455 0.496 0.411 0.375 0.424 0.45  0.348 0.296],[2.58 1.89 2.48 2.51 1.93 2.18 2.35 2.24 2.07 1.99],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.00017944 0.63826802 1.0283037  1.0135849  0.68057711 0.6412663
 0.84156268 0.84783235 0.62715773 0.61155947]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.55128784 0.26803365 0.55478929 0.54125336 0.27554171 0.30363935
 0.4180678  0.39947724 0.27790969 0.30392031]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.5   0.567 0.568 0.477 0.518 0.622 0.552 0.529 0.602 0.524],[1.78 2.43 2.15 2.02 1.99 2.57 2.13 2.22 2.02 1.96],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.64660818 1.18525425 0.92674071 0.7536347  0.86066993 1.18691569
 0.89863612 0.8946987  0.88987713 0.83450978]",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.17568044 0.58074131 0.38709228 0.29714788 0.32088966 0.50862468
 0.35276698 0.38945822 0.30664471 0.3100829 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.653 0.74  0.653 0.77  0.744 0.639 0.744 0.823 0.634 0.784],[2.23 2.16 2.   2.49 2.43 2.   2.31 2.61 2.09 2.22],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.02849671 1.10683729 0.98794086 1.28347315 1.22927812 0.94054112
 1.20782409 1.37694477 1.02523113 1.16676364]",[0. 1. 1. 1. 0. 0. 0. 0. 0. 1.],"[0.36357666 0.37334546 0.32051898 0.48976222 0.49762468 0.30452428
 0.47504333 0.56955219 0.36588909 0.36847263]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.942 0.733 0.707 0.829 0.995 0.796 0.977 1.093 0.831 0.886],[2.32 1.98 2.09 2.41 2.37 2.31 2.59 2.74 2.31 2.34],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.29946112 1.04117905 0.995756   1.24291376 1.37247285 1.18051042
 1.53134375 1.68339469 1.18347925 1.29483991]",[1. 1. 0. 0. 1. 0. 1. 1. 1. 1.],"[0.40434393 0.26860092 0.28290444 0.44481561 0.41710664 0.39950212
 0.56397619 0.58450553 0.39111841 0.40590192]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.033 0.827 0.832 1.093 0.895 0.958 0.986 0.861 0.798 1.08 ],[2.29 1.93 1.98 2.47 2.36 2.2  2.2  2.22 1.98 2.39],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.39885649 1.10554823 1.14353972 1.51844926 1.28952082 1.28190892
 1.27385179 1.24029087 1.04429853 1.5546011 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.37235685 0.23266737 0.27445525 0.39479203 0.38251459 0.35060277
 0.32259203 0.34978306 0.24975507 0.45734219]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[0.867 1.222 0.985 0.972 1.008 0.798 0.827 1.177 0.866 1.04 ],[1.95 2.67 2.18 2.23 2.29 1.75 1.9  2.4  2.19 2.15],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.08362819 1.73645662 1.32100799 1.38515787 1.39653366 0.97802157
 1.05801144 1.56493403 1.21568411 1.33142533]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.22456569 0.50641695 0.3204074  0.36832865 0.39352585 0.18005282
 0.22808469 0.38503413 0.32980764 0.31750687]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
