gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.6,0.1,[0.47  0.531 0.392 0.412 0.621 0.507 0.617 0.447 0.574 0.494],[2.68 3.18 2.59 2.5  3.14 2.79 3.3  2.81 2.84 2.81],[1.  1.  1.  1.  2.  1.  1.5 2.  1.  1. ],"[1.02439097 1.35613268 0.91452066 0.94663899 1.43746028 1.12547768
 1.50960975 0.9947634  1.17532732 1.09456144]",[0.  0.  0.  0.  1.  0.  0.5 0.  0.  0. ],"[0.56943003 0.84475389 0.52069009 0.5044344  0.78640865 0.62527016
 0.87166603 0.55645286 0.64788835 0.62011137]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.671 0.788 0.939 0.613 0.651 0.754 0.839 0.578 0.618 0.694],[2.45 3.14 3.06 2.34 2.71 2.76 2.59 2.36 2.55 2.74],[1.5 2.  1.  1.  2.  2.  2.  1.  1.  2. ],"[1.10609402 1.62506505 1.66929658 1.04741658 1.15582498 1.28298657
 1.28620003 1.02181005 1.13161147 1.28438152]",[0.5 1.  1.  0.  0.  1.  1.  0.  0.  0.5],"[0.44463895 0.79114842 0.81564912 0.40175496 0.54610085 0.55877514
 0.53972115 0.4353861  0.49905715 0.57093669]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.818 0.846 0.915 1.029 0.725 0.656 0.833 0.801 0.845 1.185],[2.84 2.91 2.94 3.08 2.64 2.44 2.64 2.49 2.69 3.16],[1. 1. 2. 2. 1. 1. 2. 1. 1. 2.],"[1.46547977 1.54331508 1.62323246 1.76003749 1.29855509 1.20784248
 1.30175213 1.25054865 1.46411372 1.85746979]",[1.  1.  1.  1.  0.  0.5 1.  1.  1.  1. ],"[0.62711246 0.66137172 0.66494755 0.71870204 0.56486185 0.45046943
 0.50198651 0.447763   0.57993892 0.73963898]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[1.426 0.912 0.931 1.12  0.913 0.936 0.937 1.069 1.16  1.044],[3.48 2.72 2.32 3.1  2.36 2.54 2.51 2.84 3.05 2.65],[2. 1. 1. 2. 1. 1. 1. 1. 2. 1.],"[2.22394706 1.48221855 1.30659561 1.84793374 1.3205519  1.45623676
 1.41714292 1.71849773 1.80537198 1.50116009]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.85287406 0.5532537  0.374496   0.71919839 0.40555007 0.49513324
 0.46661435 0.62447369 0.64112455 0.49857586]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ]
1.6,0.3,[1.2   1.274 1.085 1.081 1.016 1.255 1.23  1.067 1.264 1.46 ],[2.86 3.06 2.62 2.45 2.57 2.96 2.83 2.65 2.9  3.5 ],[1.  2.  1.  1.  1.  1.5 1.  1.  2.  2. ],"[1.85958308 1.87511279 1.57544228 1.49621814 1.50868596 1.92961128
 1.79158192 1.56444938 1.81776139 2.26006645]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.59766414 0.62447253 0.48631447 0.40083728 0.47856878 0.60878608
 0.5995464  0.49806693 0.56189713 0.81570366]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.35000000000000003,[1.352 1.591 1.053 1.325 1.421 1.159 1.194 1.222 1.224 1.314],[2.82 3.52 2.3  3.01 3.19 2.55 2.36 2.59 2.68 3.1 ],[2.  1.  1.  1.  1.5 1.  1.  1.  2.  1. ],"[1.85423246 2.39013942 1.44722434 1.97301956 2.1669967  1.58974227
 1.50064399 1.61581153 1.70009563 2.05845467]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51741361 0.79442897 0.32123069 0.62682449 0.69727746 0.42589949
 0.4134748  0.43716896 0.46035442 0.67952157]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.4,[1.061 1.361 1.499 1.38  1.035 1.372 1.136 1.426 1.296 1.227],[2.32 2.95 3.09 2.88 2.27 2.99 2.41 2.87 2.65 2.61],[1.  2.  1.  1.  1.  2.  1.  1.5 2.  1.5],"[1.49394667 1.86322933 2.1647605  1.94835968 1.3985092  1.89837741
 1.52298985 1.9454278  1.69007082 1.67099744]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.34300185 0.5215179  0.62549537 0.55974396 0.32236296 0.54429293
 0.37581822 0.54351984 0.43285402 0.43866834]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.476 1.369 1.081 1.497 1.365 1.5   1.129 1.451 1.39  1.487],[2.95 2.77 2.18 3.13 2.63 3.03 2.5  2.95 2.74 2.88],[2. 2. 1. 2. 1. 1. 2. 2. 1. 1.],"[2.01579753 1.84692223 1.38720475 2.13120011 1.76031063 2.11993707
 1.60390379 2.01899375 1.86069528 2.01285602]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.51918803 0.47389    0.29926041 0.61379837 0.42640377 0.59184136
 0.37696531 0.54775107 0.4666517  0.54226764]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.05,[0.258 0.245 0.236 0.379 0.233 0.236 0.261 0.308 0.302 0.279],[2.6  2.61 2.79 2.86 2.45 2.72 2.53 2.89 2.66 3.05],[1. 1. 2. 1. 2. 2. 1. 2. 2. 1.],"[0.88631543 0.80661389 0.69763013 0.96966583 0.57787951 0.83742829
 0.64943871 0.90154122 0.77642601 0.99141908]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.61368543 0.58113903 0.46458997 0.61988311 0.3653966  0.56787506
 0.3996267  0.58055001 0.47985374 0.7195929 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.1,[0.646 0.419 0.469 0.401 0.523 0.488 0.551 0.556 0.379 0.559],[2.82 2.39 2.53 2.28 2.56 2.95 3.01 2.88 2.32 2.6 ],[1. 1. 1. 1. 1. 2. 1. 1. 1. 1.],"[1.29430771 0.92084326 0.93373434 0.81912702 1.01318732 1.13777884
 1.29350652 1.19382842 0.89169099 1.11807977]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66949814 0.51060156 0.4608193  0.40840314 0.51766974 0.63996146
 0.75603154 0.6342636  0.47292512 0.60131341]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.15000000000000002,[0.743 0.529 0.678 0.475 0.747 0.828 0.749 0.615 0.693 0.573],[2.89 2.22 2.45 2.27 2.87 2.88 2.72 2.4  2.84 2.42],[1.  1.  1.  1.  1.5 2.  2.  1.  1.5 1. ],"[1.44733854 0.93338012 1.21728581 0.87790769 1.41760534 1.51782415
 1.36383293 1.06047588 1.33626    0.98918114]",[0.5 0.  0.  0.  1.  1.  1.  0.  0.  0. ],"[0.70165434 0.38394164 0.54663335 0.38868894 0.66182897 0.68468206
 0.60476799 0.48312725 0.66195336 0.4540908 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.2,[0.864 0.82  0.788 0.766 0.735 0.857 0.975 0.899 0.642 0.598],[2.84 2.52 2.52 2.34 2.37 2.62 2.88 2.55 2.17 2.08],[1.5 1.  1.  1.  1.  1.  1.  1.  1.  1. ],"[1.55293676 1.34790146 1.33675075 1.22597687 1.1829519  1.41598493
 1.6268001  1.38646648 0.97923829 0.9621887 ]",[1.  0.  0.  1.  0.5 1.  1.  1.  1.  0. ],"[0.63849279 0.54593186 0.5607571  0.41662385 0.42649682 0.54434918
 0.67507769 0.5118742  0.31878419 0.33938353]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.25,[0.934 0.881 0.93  0.914 1.05  1.187 1.11  1.078 0.941 0.81 ],[2.3  2.39 2.58 2.48 2.74 3.01 2.74 2.84 2.78 2.17],[1.  2.  2.  2.  1.  2.  1.  1.  1.5 1. ],"[1.22834983 1.27745372 1.4227467  1.33870734 1.54926984 1.86557125
 1.62661319 1.7343765  1.56727692 1.16667092]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36340171 0.39976817 0.48146801 0.42646857 0.52840314 0.67724727
 0.55913333 0.64108731 0.58139008 0.34907327]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.3,[0.942 1.086 1.054 0.948 1.033 0.916 1.207 1.204 0.997 1.043],[2.24 2.62 2.54 2.25 2.3  2.13 2.63 2.71 2.41 2.61],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[1.25015435 1.63559458 1.50970013 1.31544777 1.39237465 1.15665114
 1.64186042 1.68875756 1.41169825 1.47818869]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3403692  0.49930429 0.44603802 0.37422706 0.37367592 0.26375075
 0.45374519 0.53393334 0.4116836  0.45143576]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.35000000000000003,[1.19  1.175 1.381 1.026 1.103 1.107 1.211 1.197 1.243 0.97 ],[2.61 2.27 2.84 2.5  2.54 2.5  2.9  2.73 2.71 2.23],[1.  1.  1.  1.  1.  1.  1.5 1.  1.  1. ],"[1.61754304 1.5104302  1.87181127 1.5181546  1.59913175 1.52140236
 1.83087075 1.73385334 1.76110783 1.32863334]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.44050202 0.37964163 0.54675268 0.44854034 0.44880582 0.43748634
 0.56907387 0.506097   0.50909855 0.34584281]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.4,[1.261 1.414 1.387 1.3   1.581 1.482 1.404 1.294 1.235 1.173],[2.4  2.65 2.87 2.71 3.16 3.04 2.81 2.74 2.56 2.3 ],[1.  1.  2.  1.  1.  2.  1.  1.  1.5 1. ],"[1.60220994 1.85961387 1.8614634  1.84643576 2.27802061 2.03974783
 1.92625542 1.78520845 1.5919781  1.47469455]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.38361619 0.46485679 0.5155552  0.5036373  0.64542539 0.58666311
 0.50243218 0.51567781 0.40654841 0.33496066]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.7000000000000002,0.45,[1.363 1.373 1.234 1.35  1.222 1.251 1.304 1.369 1.434 1.303],[2.94 2.64 2.45 2.72 2.53 2.62 2.68 2.76 2.71 2.62],[1.5 1.  1.  1.  1.  1.  1.  1.  1.5 2. ],"[1.93645794 1.82967693 1.60116063 1.82825565 1.68956947 1.75799083
 1.74421473 1.85237074 1.86306466 1.79568125]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.54785076 0.471945   0.35752537 0.46719547 0.40149207 0.4586964
 0.4748025  0.50008925 0.46752023 0.41194102]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.05,[0.245 0.248 0.216 0.166 0.269 0.241 0.236 0.221 0.246 0.251],[2.69 2.8  2.68 2.38 2.32 2.61 2.28 2.27 2.58 2.47],[1.  1.  1.  1.  1.  1.  1.  1.  1.5 1. ],"[0.8376325  0.89335082 0.74818779 0.54875576 0.70639045 0.77144872
 0.58044696 0.5493825  0.72200783 0.61162518]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.58622869 0.62355528 0.53436454 0.37874599 0.453451   0.5397257
 0.32946063 0.33694109 0.46022316 0.38939495]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.1,[0.368 0.351 0.393 0.55  0.304 0.336 0.34  0.453 0.392 0.394],[2.51 1.94 2.09 2.69 2.02 2.17 2.01 2.42 2.28 2.34],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.91286785 0.61969032 0.67773802 1.18872579 0.59314789 0.71733563
 0.61596661 0.91489082 0.80060096 0.85732283]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.53573467 0.23871864 0.27759398 0.64559225 0.27074555 0.38157879
 0.28041241 0.43471504 0.39328285 0.4482231 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.15000000000000002,[0.559 0.62  0.508 0.532 0.639 0.856 0.491 0.707 0.48  0.598],[2.11 2.16 2.34 2.4  2.27 3.08 2.02 2.77 2.13 2.37],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.88732125 0.98779046 0.97618871 1.05104802 1.06356767 1.64604921
 0.79717305 1.42358275 0.85261485 1.02605873]",[0.  0.5 0.  0.  0.  1.  0.  0.  0.  0. ],"[0.33351266 0.34921624 0.44003637 0.47588994 0.40844804 0.82451356
 0.29208516 0.68851683 0.36934093 0.40453285]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.2,[0.681 0.94  0.807 0.987 0.806 0.866 0.933 0.908 0.807 0.561],[2.13 2.51 2.38 2.9  2.48 2.7  2.94 2.82 2.42 2.16],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.02352505 1.41129477 1.28454611 1.64250995 1.26720034 1.37575602
 1.62487166 1.50744931 1.29705992 0.95784234]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 0.],"[0.3376852  0.52351339 0.46146018 0.65959857 0.47953188 0.54081949
 0.71064925 0.6431622  0.4936273  0.36544977]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.25,[0.754 0.933 0.746 1.085 0.939 0.821 0.843 0.816 0.912 0.881],[1.88 2.49 2.14 2.76 2.41 2.21 2.01 2.45 2.47 2.36],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.9813036  1.40431228 1.09703372 1.76357107 1.35794001 1.17295563
 1.09289773 1.35060831 1.37479375 1.30407257]",[1. 1. 1. 1. 1. 1. 1. 0. 1. 1.],"[0.2601659  0.45606216 0.30256106 0.63082388 0.4333636  0.35049103
 0.26437234 0.49989786 0.46381475 0.43068329]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.3,[0.935 1.192 0.991 1.001 1.014 0.957 0.963 0.81  1.007 0.989],[2.31 2.62 2.61 2.38 2.3  2.36 2.28 1.89 2.46 2.44],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.2829309  1.62889882 1.49461224 1.36011149 1.32690421 1.39763341
 1.38710431 1.03795258 1.46320505 1.47820414]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.36137817 0.50788563 0.4948753  0.39444987 0.38455802 0.43410314
 0.40775189 0.22943695 0.42693796 0.47108927]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.35000000000000003,[1.072 1.142 1.033 1.106 1.048 1.203 1.123 1.169 1.115 1.191],[2.53 2.48 2.61 2.39 2.38 2.88 2.49 2.6  2.49 2.72],[1. 1. 1. 1. 1. 2. 1. 2. 1. 1.],"[1.55653087 1.59924344 1.50838024 1.46942622 1.38822066 1.79317839
 1.57295274 1.61119922 1.54309332 1.73115266]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.43661388 0.44121121 0.46269177 0.38300044 0.3819731  0.57135955
 0.43247911 0.41401904 0.41518499 0.53450227]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.4,[0.973 1.149 1.178 0.981 1.075 1.099 1.29  1.132 1.081 1.266],[2.03 2.44 2.35 2.19 2.3  2.27 2.6  2.36 2.12 2.76],[1. 1. 1. 1. 1. 1. 1. 1. 1. 2.],"[1.26849004 1.59536628 1.50109406 1.27387226 1.40479485 1.45566884
 1.75117693 1.49520901 1.40421279 1.77133261]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.2557166  0.40170417 0.35405548 0.30809101 0.32843743 0.33347158
 0.4527614  0.33819729 0.27807753 0.47218222]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.8000000000000003,0.45,[1.082 1.13  1.117 0.988 1.217 1.29  1.294 0.923 1.2   1.146],[2.35 2.29 2.27 2.03 2.59 2.62 2.76 1.88 2.31 2.35],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.43879435 1.49082414 1.44039366 1.19523565 1.62298604 1.74163995
 1.87053858 1.07223444 1.51517372 1.4703152 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.32794474 0.33603654 0.32268614 0.24150518 0.41705586 0.43389092
 0.53913721 0.19157038 0.34742958 0.34932887]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.05,[0.201 0.168 0.194 0.171 0.283 0.199 0.158 0.192 0.158 0.215],[2.16 2.22 2.14 1.72 2.53 2.12 2.29 2.26 2.35 2.18],[1. 1. 1. 1. 2. 1. 1. 1. 1. 1.],"[0.52597648 0.50371295 0.53797557 0.27500893 0.67639084 0.49431835
 0.51592645 0.55311905 0.52450768 0.48825675]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.31738762 0.31545306 0.33800059 0.11297768 0.40434006 0.29738293
 0.35670038 0.36785355 0.35731042 0.29201713]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.1,[0.44  0.492 0.422 0.295 0.358 0.5   0.403 0.466 0.455 0.429],[2.26 2.63 2.17 2.02 2.25 2.73 2.11 2.62 2.56 2.14],[1.  1.  1.  1.  1.  1.  1.  1.5 1.  1. ],"[0.86684806 1.0293393  0.7783034  0.59739493 0.79692835 1.10019813
 0.74099661 0.97100522 1.03248936 0.86651916]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.41299064 0.5552182  0.347466   0.28571524 0.42340296 0.58504676
 0.353814   0.5241351  0.58608738 0.44082153]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.15000000000000002,[0.528 0.684 0.608 0.77  0.606 0.486 0.487 0.485 0.585 0.433],[2.37 2.66 2.1  2.93 2.36 1.94 1.8  2.12 2.22 1.7 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.90675539 1.27058466 0.9235423  1.58419081 1.09473717 0.88513577
 0.70161528 0.85662241 0.92439454 0.60005402]",[0.  1.  0.  1.  0.5 0.  0.  0.  0.5 0. ],"[0.40607729 0.55695673 0.34895246 0.77569716 0.46008751 0.36298733
 0.2179727  0.34679087 0.33595948 0.17311066]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.2,[0.654 0.624 0.783 0.799 0.848 0.603 0.526 0.733 0.783 0.598],[2.37 1.87 2.27 2.34 2.27 2.04 1.98 2.19 2.3  1.98],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.12909912 0.84662841 1.16417736 1.23711846 1.2193658  0.87022016
 0.8205835  1.05570744 1.14924395 0.90023547]",[0.  0.5 1.  1.  1.  0.  0.  0.5 1.  0. ],"[0.45492493 0.24860595 0.38867931 0.45431633 0.3971722  0.2851811
 0.28103272 0.35694035 0.34897113 0.26999621]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.25,[0.908 0.741 1.018 1.096 0.728 0.703 0.809 0.655 0.874 0.787],[2.29 2.08 2.58 2.54 2.18 1.84 2.21 1.8  2.11 2.08],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.29418204 1.06173151 1.52922419 1.51401741 1.0842493  0.95963321
 1.18164599 0.85979266 1.22309755 1.05854666]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.40313712 0.32112055 0.48941218 0.48222603 0.33434208 0.25790226
 0.34500536 0.18901141 0.35800233 0.28969839]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.3,[1.052 0.93  0.711 0.885 1.137 0.771 1.043 0.9   0.979 0.714],[2.44 2.17 1.66 2.04 2.42 2.02 2.28 2.14 2.15 1.93],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.49430496 1.29668323 0.83026879 1.07800468 1.55694845 1.15716553
 1.37806991 1.23736467 1.31444525 0.94178979]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.46212906 0.3290929  0.11573754 0.25517509 0.45628255 0.29103272
 0.38067977 0.30504045 0.31526556 0.20679955]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.9000000000000004,0.35000000000000003,[1.033 1.051 0.844 0.954 0.999 1.023 1.02  1.266 0.822 0.916],[2.41 2.39 2.01 2.28 2.35 2.39 2.21 2.38 2.07 2.06],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[1.43241186 1.46565123 1.15783971 1.31191738 1.3775415  1.46224071
 1.35785067 1.597761   1.13664502 1.22718676]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.3957102  0.39301451 0.25563512 0.35206387 0.38051269 0.38903759
 0.32747958 0.38649879 0.29397657 0.29041918]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
