gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.312 0.262 0.251 0.287 0.316 0.225 0.279 0.345 0.344 0.32 ],[3.53 2.77 3.46 3.24 3.34 3.   2.95 3.14 2.87 2.99],[2. 2. 2. 2. 2. 1. 1. 2. 2. 2.],"[1.14693019 0.68337811 1.13446615 0.96631642 1.06589681 0.87588761
 0.97035662 1.06603864 0.97510904 0.92960223]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.85222804 0.44836346 0.84352132 0.66249317 0.77315511 0.61646378
 0.65592974 0.75509625 0.6238273  0.62077166]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.423 0.487 0.498 0.511 0.673 0.383 0.545 0.387 0.603 0.64 ],[2.55 2.89 2.68 2.93 3.51 2.35 3.11 2.54 3.36 3.67],[1. 1. 1. 2. 2. 2. 2. 1. 2. 2.],"[0.89827638 1.11685385 1.05222785 1.22741148 1.56483309 0.72791349
 1.41728312 0.89808423 1.53743203 1.64758086]",[0. 0. 0. 0. 1. 0. 1. 0. 1. 1.],"[0.501167   0.64511557 0.56543586 0.66454466 0.92411043 0.32166349
 0.80737834 0.49860425 0.91316994 1.00410918]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.781 0.724 0.748 0.799 0.744 0.866 0.643 0.704 0.565 0.877],[2.6  2.81 2.76 2.99 3.1  3.03 2.62 3.01 2.38 3.26],[1. 1. 1. 2. 2. 1. 1. 2. 1. 2.],"[1.31558937 1.27475101 1.38991828 1.51814789 1.47478451 1.57554097
 1.1913971  1.43392464 1.0229623  1.67027579]",[1.  0.  1.  1.  0.5 1.  1.  0.  0.  1. ],"[0.58576149 0.60794315 0.61154182 0.71532136 0.7530621  0.76431661
 0.516297   0.72436104 0.41691737 0.81341116]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.2,[0.99  0.94  1.085 1.122 1.136 1.095 0.753 0.896 1.026 0.95 ],[3.   2.98 3.32 3.38 3.66 3.06 2.69 2.95 2.92 2.94],[2. 1. 2. 2. 2. 2. 1. 1. 1. 2.],"[1.65679946 1.6903338  1.85981974 1.90341611 2.1765572  1.7470733
 1.30887549 1.60761078 1.65816838 1.60214542]",[1. 1. 1. 1. 1. 1. 0. 1. 1. 1.],"[0.67257827 0.70384027 0.79232767 0.85389828 1.00742573 0.68096246
 0.56586768 0.68828217 0.67270085 0.65559329]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.25,[1.037 0.964 1.173 0.983 1.086 0.992 1.261 1.152 0.994 1.166],[2.75 2.7  3.21 2.72 3.19 2.41 3.15 2.78 2.94 3.2 ],[2.  1.5 2.  2.  1.5 1.  2.  2.  2.  2. ],"[1.58669536 1.50564823 1.92628548 1.56648066 1.82020507 1.40539416
 1.97429513 1.6802746  1.5896241  1.91134993]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.55307903 0.5288953  0.73292122 0.53586055 0.74768737 0.43669727
 0.71498788 0.56141718 0.60582039 0.73402083]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.3,[1.464 1.261 1.218 1.31  1.521 1.172 1.154 1.18  0.97  1.42 ],[3.48 2.84 3.14 3.08 3.62 2.64 2.76 2.97 2.25 3.35],[2.  2.  1.  1.5 2.  2.  1.5 1.  1.  2. ],"[2.19739635 1.76936778 1.8701585  1.93408393 2.35707265 1.60639776
 1.69774859 1.82583584 1.3345003  2.1598623 ]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.25],"[0.76755992 0.54160899 0.68078045 0.65364203 0.85035024 0.45008917
 0.55432818 0.64198453 0.37312579 0.7445443 ]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ]
1.5,0.35000000000000003,[1.484 1.091 1.232 1.566 1.431 1.525 1.344 1.428 1.165 1.182],[3.21 2.45 2.66 3.41 3.13 3.43 3.12 2.97 2.69 2.58],[2. 1. 2. 2. 2. 2. 2. 2. 1. 2.],"[2.21016889 1.50396578 1.70597138 2.28540179 2.0451699  2.28945158
 2.02063073 1.98496097 1.64496688 1.65708154]",[1.    1.    1.    1.    1.    1.25  1.125 1.    1.    1.   ],"[0.66924603 0.39481539 0.44386445 0.71759662 0.65771506 0.75466887
 0.60845422 0.58711551 0.50022506 0.45017602]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.4,[1.475 1.493 1.497 1.454 1.755 1.522 1.297 1.365 1.535 1.473],[3.12 3.03 2.95 2.97 3.52 3.   2.7  2.85 3.17 3.05],[1.  2.  2.  2.  2.  2.  1.5 2.  2.  1. ],"[2.09814844 2.112559   1.99091624 1.98607901 2.4877086  2.10241183
 1.65887492 1.86520941 2.1450362  2.10162222]",[1.    1.    1.    1.    1.    1.    1.    1.    1.125 1.   ],"[0.60306909 0.58121684 0.54715831 0.53710928 0.75996202 0.59038791
 0.42819865 0.50074407 0.60141621 0.58871939]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.45,[1.456 1.559 1.544 1.67  1.744 1.548 1.476 1.615 1.421 1.471],[2.87 3.05 3.03 3.58 3.28 3.15 3.03 3.36 2.89 3.  ],[2.  2.  2.  2.  2.  1.  1.5 2.  1.  1.5],"[1.91689041 2.12056404 2.05879306 2.44372114 2.36071979 2.13636944
 2.05893659 2.30046535 2.01387467 2.07840702]",[1.   1.   1.   1.25 1.25 1.   1.   1.   1.   1.  ],"[0.50143875 0.56651924 0.53539035 0.72956038 0.66924274 0.61982403
 0.58711347 0.68220119 0.54861772 0.55745975]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ]
1.6,0.05,[0.251 0.376 0.274 0.261 0.211 0.307 0.303 0.297 0.294 0.263],[3.03 2.97 2.54 3.09 2.95 3.38 2.66 2.96 2.58 2.84],[2. 1. 2. 2. 1. 2. 2. 1. 1. 1.],"[0.93327197 1.06531559 0.69444956 0.95700232 0.92602592 1.20212465
 0.74539093 0.99902045 0.72434854 0.86054252]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.67538012 0.69636296 0.41718882 0.69593482 0.68441459 0.88035646
 0.45073334 0.68942328 0.46653177 0.59617118]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.1,[0.421 0.5   0.487 0.601 0.463 0.431 0.466 0.614 0.61  0.484],[2.68 2.72 2.73 2.96 2.42 2.76 2.74 3.18 3.05 2.59],[1.  1.5 1.  1.  2.  1.5 2.  2.  2.  2. ],"[0.9903587  1.11425898 1.09592682 1.35981781 0.84686063 1.05034701
 1.022209   1.44677478 1.3532276  0.93405765]",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.],"[0.55566509 0.61105829 0.62624909 0.77704377 0.40151395 0.58526584
 0.54984328 0.85806568 0.74972601 0.45763187]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.15000000000000002,[0.846 0.649 0.601 0.735 0.704 0.588 0.584 0.579 0.752 0.605],[2.89 2.59 2.63 2.77 2.88 2.62 2.55 2.53 2.96 2.35],[1.  1.5 1.5 1.  2.  1.  1.  1.  2.  1. ],"[1.53108783 1.16920859 1.11861939 1.41133074 1.41851667 1.19458167
 1.0333592  1.07149006 1.46933474 1.06872962]",[1.  0.  0.  1.  0.5 0.  0.  0.  1.  0. ],"[0.71850848 0.52180625 0.50360474 0.68231707 0.68270612 0.5905094
 0.47186994 0.49543049 0.67564822 0.47675208]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.2,[0.809 0.799 0.887 0.785 0.981 0.886 0.955 1.039 0.895 0.799],[2.45 2.63 2.72 2.65 3.09 2.47 2.92 3.11 2.96 2.52],[1. 2. 1. 1. 2. 2. 2. 2. 2. 1.],"[1.30324219 1.29323918 1.47837951 1.37405391 1.75033169 1.35855748
 1.56091481 1.81253132 1.58491714 1.32738432]",[1.  0.5 1.  0.  1.  1.  1.  1.  1.  1. ],"[0.47459168 0.52012883 0.60675903 0.57320369 0.74797085 0.47183873
 0.60792653 0.7580904  0.6286476  0.51211821]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.25,[0.828 1.094 1.167 1.062 1.087 0.997 0.936 1.045 1.216 1.052],[2.36 2.85 2.75 2.82 3.17 2.65 2.72 2.59 3.19 3.09],[1. 2. 2. 1. 2. 1. 1. 1. 1. 2.],"[1.27221989 1.69959836 1.65580886 1.69590346 1.88545385 1.5577091
 1.51472704 1.52771994 1.98821986 1.8268257 ]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.39481755 0.58651242 0.55308303 0.60072524 0.73392187 0.53814367
 0.5584392  0.53901389 0.75941309 0.67859084]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.3,[1.105 1.127 1.459 1.357 1.016 1.374 1.349 1.443 0.959 1.449],[2.62 2.68 3.38 3.31 2.59 3.14 3.02 3.41 2.27 3.38],[1.  2.  2.  2.  1.  1.5 2.  2.  2.  2. ],"[1.56089764 1.61041343 2.22664313 2.08352519 1.44605248 2.04322546
 1.97425197 2.25323614 1.24191765 2.16243246]",[1.   1.   1.25 1.25 1.   1.   1.   1.   1.   1.  ],"[0.49660321 0.47060874 0.77427497 0.71341594 0.45156517 0.67497106
 0.64827419 0.79159246 0.30108758 0.7328951 ]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ]
1.6,0.35000000000000003,[1.306 1.234 1.426 1.262 1.404 1.192 1.23  1.144 1.295 1.393],[2.87 2.62 2.9  3.22 3.08 2.8  2.68 2.53 2.79 2.88],[2. 2. 1. 2. 2. 1. 2. 1. 2. 2.],"[1.85378292 1.61752502 1.91372267 2.02533015 2.03397942 1.75977837
 1.66725023 1.58843015 1.82911366 1.85836211]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.53105343 0.42431213 0.58266249 0.70589961 0.61824761 0.51806206
 0.45428148 0.41749021 0.5005315  0.54086089]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.4,[1.451 1.401 1.483 1.611 1.316 1.339 1.171 1.458 1.283 1.495],[2.99 2.93 3.02 3.3  2.77 2.81 2.53 2.81 2.73 3.17],[2.  1.  2.  2.  1.5 1.  1.  1.5 2.  2. ],"[1.96672695 2.03174924 2.02071773 2.29551739 1.83118235 1.84174707
 1.61471982 1.95478821 1.73450726 2.10329668]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.25],"[0.5353085  0.57084837 0.5700024  0.66895245 0.51255381 0.50201563
 0.40908505 0.50138001 0.46520795 0.5888643 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.6,0.45,[1.389 1.625 1.386 1.59  1.517 1.294 1.421 1.422 1.164 1.145],[2.84 3.24 2.82 3.25 3.2  2.53 2.93 2.73 2.34 2.32],[1.5 2.  1.5 2.  2.  2.  1.  1.  1.  1. ],"[1.87265313 2.23259796 1.85690217 2.24270735 2.18001834 1.68144342
 2.01484949 1.8982592  1.50750849 1.49987769]",[1.    1.125 1.    1.    1.    1.    1.    1.    1.    1.   ],"[0.50718682 0.62698028 0.48445832 0.64430526 0.61545291 0.39728997
 0.55266199 0.4775927  0.34591486 0.35265235]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
