gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc
1.5,0.05,[0.347 0.297 0.231 0.326 0.248 0.265 0.331 0.371 0.198 0.366],[2.9  3.48 2.57 3.33 2.99 2.89 3.09 3.92 2.66 3.21],[1.  1.  1.  2.  1.  1.  2.  2.  1.5 2. ],"[1.02920424 1.22370211 0.69153378 1.15578205 0.89740146 0.91140729
 1.05189513 1.49538111 0.6389516  1.10581112]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.69432326 0.92421724 0.45982479 0.82335285 0.66273349 0.64276349
 0.71908446 1.15210108 0.45591449 0.75172481]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.1,[0.58  0.486 0.494 0.492 0.6   0.503 0.496 0.517 0.467 0.535],[3.16 2.84 2.89 2.61 3.28 2.95 3.07 2.77 2.91 2.85],[1.  2.  2.  1.  1.5 2.  2.  2.  1.  2. ],"[1.43836064 1.12514887 1.10776301 1.01310958 1.5080365  1.12707607
 1.19753695 1.09232663 1.14495716 1.14729971]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.84253117 0.5998852  0.59232844 0.52888228 0.90111999 0.62024501
 0.69105746 0.55571042 0.68134388 0.62875906]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.15000000000000002,[0.88  0.833 0.752 0.684 0.788 0.796 0.84  0.94  0.796 0.783],[3.39 2.81 2.99 3.14 3.07 3.28 3.39 3.35 2.96 3.23],[2. 2. 1. 2. 2. 2. 2. 2. 2. 1.],"[1.76260605 1.45416103 1.46150796 1.48934169 1.5103577  1.64073
 1.7292765  1.77347414 1.4691482  1.70377933]",[1.   1.   1.   0.   1.   0.5  1.   1.25 1.   0.5 ],"[0.88244797 0.63494655 0.70812906 0.7852975  0.71378421 0.85386721
 0.87066322 0.82330324 0.70332544 0.89046146]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ]
1.5,0.2,[0.82  0.948 0.918 1.045 1.105 0.973 1.047 0.936 0.965 0.89 ],[2.47 2.9  3.04 2.78 3.81 3.37 3.19 2.85 2.99 2.71],[1. 2. 1. 2. 2. 2. 1. 1. 2. 2.],"[1.329108   1.58086524 1.65677504 1.60002485 2.1642403  1.88430355
 1.78309112 1.5699648  1.6422753  1.43149781]","[1.      1.      1.      1.      1.09375 1.      1.      1.      1.
 1.     ]","[0.50664523 0.6441886  0.71428725 0.56238081 1.01703815 0.85718197
 0.79044219 0.64131978 0.68298636 0.55669068]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.   ]
1.5,0.25,[1.053 1.097 1.108 1.013 1.128 1.178 1.211 1.184 1.186 1.261],[2.69 3.23 2.96 2.86 2.88 3.35 3.2  3.02 3.18 3.34],[1.  2.  1.5 2.  1.  2.  2.  1.  2.  2. ],"[1.5425801  1.90734642 1.74894647 1.6246372  1.77326648 2.02886341
 1.91504411 1.89201795 1.86196779 2.08984752]",[1.    1.    1.    1.    1.    1.125 1.    1.    1.    1.   ],"[0.56568801 0.76527183 0.64679498 0.59252539 0.63946216 0.79916248
 0.74001725 0.71013502 0.71900148 0.81693187]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.3,[1.289 1.074 1.164 1.117 1.087 1.025 1.352 1.121 1.266 1.135],[3.03 2.63 2.91 2.98 2.95 2.58 3.02 2.77 3.27 2.74],[1.5 1.  1.  2.  1.  1.  2.  1.5 2.  1. ],"[1.91625156 1.52526859 1.78151667 1.77158608 1.7706745  1.47536531
 1.98569126 1.67055733 2.01129472 1.70618536]",[1.    1.    1.    1.    1.    1.    1.125 1.    1.125 1.   ],"[0.65449375 0.45956546 0.60188898 0.61431069 0.64498358 0.44345857
 0.62435581 0.54414619 0.70541765 0.51657355]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
1.5,0.35000000000000003,[1.247 1.362 1.327 1.207 1.747 1.295 1.366 1.203 1.236 1.455],[2.88 3.11 3.05 2.56 3.83 2.81 2.97 2.81 2.71 3.41],[2. 2. 2. 1. 2. 1. 2. 1. 2. 2.],"[1.75267139 2.01066413 1.94971443 1.59898175 2.59792622 1.85258567
 1.96640588 1.78313091 1.68556864 2.23317493]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.25 1.25],"[0.52122486 0.60407966 0.57922798 0.4246629  0.87926594 0.5221041
 0.56522912 0.54444012 0.44029765 0.73105762]",[0.    0.    0.    0.    0.25  0.    0.    0.    0.    0.125]
1.5,0.4,[1.469 1.469 1.555 1.231 1.544 1.252 1.214 1.661 1.274 1.429],[3.07 3.19 3.22 2.72 3.07 2.73 2.59 3.37 2.67 2.85],[1. 2. 2. 1. 2. 2. 1. 2. 1. 2.],"[2.12706307 2.13511622 2.1660141  1.73362398 2.1287509  1.69290339
 1.68063081 2.3447211  1.73578754 1.90772196]",[1.   1.25 1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.62146493 0.64665797 0.66337738 0.50701754 0.61136076 0.44882502
 0.4338437  0.68680179 0.46436908 0.50514384]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ]
1.5,0.45,[1.27  1.504 1.501 1.302 1.626 1.313 1.53  1.555 2.022 1.461],[2.67 2.87 2.98 2.77 3.07 2.63 2.85 3.12 4.11 2.81],[1.  1.5 2.  2.  2.  1.  1.  2.  3.  1. ],"[1.72827568 1.95874737 2.01649145 1.79055695 2.13742549 1.74915446
 2.00498067 2.14211212 2.92600146 1.93151078]",[1.    1.    1.125 1.    1.125 1.    1.    1.    1.875 1.   ],"[0.4568206  0.50497784 0.50528051 0.49240326 0.57325068 0.44778972
 0.51832357 0.58839386 0.91798693 0.51928849]",[0.     0.     0.     0.     0.     0.     0.     0.     0.3125 0.    ]
1.6,0.05,[0.216 0.254 0.206 0.19  0.282 0.24  0.264 0.284 0.309 0.34 ],[2.92 2.65 2.52 2.31 2.53 2.98 2.94 2.78 3.36 2.74],[1.  1.  1.  1.  2.  1.  2.  1.5 2.  1. ],"[0.83967844 0.66979491 0.61000826 0.55096081 0.71587336 0.89310171
 0.92557289 0.85394943 1.16234509 0.94244964]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.61400217 0.43744872 0.41622652 0.35647594 0.42821711 0.64764029
 0.62772682 0.57523239 0.87995007 0.59774016]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
