gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.302 0.297 0.296 0.3   0.331 0.253 0.259 0.222 0.256 0.273],[3.25 3.17 2.96 2.77 3.08 3.07 3.08 2.85 3.2  2.48],[2. 2. 2. 1. 1. 2. 2. 1. 2. 1.],"[1.0505907  0.96335835 0.89711038 0.85884588 1.07173786 0.82822002
 0.90859266 0.87803367 0.99633757 0.68158516]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.74994739 0.66121663 0.61334818 0.54610906 0.75738239 0.58132061
 0.6549275  0.63308921 0.73598235 0.40199531]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04954955 0.04947756 0.04994842 0.04929893 0.04965095 0.04926348
 0.05089431 0.04764772 0.04960619 0.05205784]"
1.5,0.1,[0.648 0.378 0.461 0.433 0.493 0.573 0.459 0.552 0.467 0.626],[3.32 2.7  2.61 2.47 2.63 3.32 2.83 2.93 2.96 3.28],[1.  1.  2.  1.  1.5 1.5 2.  2.  2.  2. ],"[1.54540426 1.02474123 0.89950473 0.87777628 1.09892428 1.49109089
 1.09760823 1.31566087 1.23527466 1.48800534]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.],"[0.95435446 0.62262697 0.46481357 0.43985636 0.59460788 0.9213747
 0.61878987 0.73735033 0.75071595 0.86860837]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09812002 0.10025729 0.09925977 0.09621477 0.09950517 0.10025805
 0.09954475 0.10053998 0.10041985 0.0981747 ]"
1.5,0.15000000000000002,[0.608 0.829 0.842 0.882 0.769 0.799 0.793 0.726 0.723 0.876],[2.72 3.08 3.06 3.56 2.97 3.34 3.22 2.75 2.8  3.1 ],[1.5 2.  2.  2.  1.  2.  1.  2.  2.  2. ],"[1.19127698 1.56715269 1.50925258 1.88706854 1.47710584 1.70680368
 1.68870391 1.38137425 1.35541572 1.67071328]",[0. 1. 1. 1. 0. 0. 0. 1. 1. 1.],"[0.5822511  0.78101011 0.68512416 1.00544989 0.7464784  0.88944284
 0.85866485 0.60242894 0.59227119 0.76870157]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14852443 0.14830883 0.14946134 0.15006463 0.14670945 0.15020918
 0.15313608 0.15033805 0.15124713 0.14881868]"
1.5,0.2,[1.134 0.914 0.91  0.82  0.687 0.899 0.791 0.892 1.043 1.206],[3.64 2.81 2.84 2.46 2.73 2.93 2.28 2.59 3.07 3.59],[2. 1. 1. 2. 2. 2. 1. 1. 1. 2.],"[2.13096685 1.53643895 1.52854726 1.19593794 1.23426664 1.59012606
 1.14620734 1.38079788 1.77432715 2.13981318]",[1.   1.   1.   1.   0.   1.   1.   1.   1.   1.25],"[0.9773023  0.61427098 0.61318959 0.37703169 0.52611235 0.66791781
 0.38966437 0.51185867 0.74032569 0.9732165 ]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.19871885 0.20261251 0.19956509 0.19294225 0.19334035 0.20179063
 0.20596307 0.20005582 0.20196783 0.19922223]"
1.5,0.25,[1.014 1.446 0.906 0.842 1.299 1.018 1.173 0.812 1.175 1.281],[2.86 3.63 2.55 2.43 3.58 2.88 3.14 2.44 3.08 3.44],[2. 3. 2. 1. 2. 1. 1. 1. 2. 2.],"[1.57104707 2.31005864 1.34732801 1.28697881 2.20377539 1.67753241
 1.85104661 1.3226726  1.79481317 2.20679055]",[1.    1.25  1.    1.    1.    1.    1.    1.    1.25  1.125],"[0.56503145 0.87206853 0.4165077  0.43234014 0.86082862 0.64957831
 0.72671739 0.46281908 0.65949151 0.86834329]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.25 0.  ],"[0.25490842 0.25087217 0.24764287 0.25335484 0.25460537 0.24724955
 0.25003147 0.24567719 0.24656471 0.24953438]"
1.5,0.3,[1.293 1.4   1.222 1.152 1.076 1.134 1.021 1.342 1.33  1.129],[2.99 3.12 3.24 2.98 2.79 2.82 2.46 3.12 3.2  2.72],[2. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.88207793 2.01746312 2.00281291 1.80030634 1.6289498  1.66908858
 1.44848068 1.96208708 2.05721855 1.61722839]","[1.      1.09375 1.      1.      1.      1.      1.      1.      1.
 1.     ]","[0.60915069 0.63072118 0.73300883 0.5942431  0.53475058 0.54210616
 0.41721115 0.66603544 0.69910576 0.49014587]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.30159487 0.30034532 0.30125437 0.30079007 0.29995024 0.29610531
 0.29855231 0.2991966  0.29913425 0.29890014]"
1.5,0.35000000000000003,[1.537 1.321 1.215 1.391 1.384 1.357 1.526 1.382 1.049 1.465],[3.36 2.95 2.65 3.4  3.14 2.97 3.27 3.16 2.18 3.23],[2.  1.5 1.  2.  2.  1.  2.  2.  2.  2. ],"[2.19880156 1.93621765 1.69835057 2.19084606 2.0708773  1.94777356
 2.22866132 2.05144109 1.308524   2.14466708]",[1.125 1.    1.    1.    1.    1.    1.    1.    1.    1.25 ],"[0.68850615 0.57703064 0.48807409 0.76563182 0.64766441 0.58853284
 0.68120771 0.64193182 0.2663365  0.67667147]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.34728596 0.34791352 0.35068114 0.34784025 0.35089879 0.35177625
 0.35214436 0.35171173 0.32982172 0.35124615]"
1.5,0.4,[1.771 1.489 1.375 1.329 1.229 1.465 1.593 1.434 1.423 1.353],[3.5  2.89 2.94 2.89 2.67 3.03 3.36 3.   3.03 2.8 ],[2.  2.  1.  2.  1.  1.5 2.  2.  2.  1. ],"[2.44560845 2.04044331 1.9503043  1.84515823 1.76621256 2.05031799
 2.27672646 2.00067514 1.96149289 1.89234194]",[1.    1.    1.    1.125 1.    1.    1.25  1.    1.125 1.   ],"[0.73566704 0.54269428 0.56969151 0.5161885  0.46841043 0.59378662
 0.67828408 0.5832197  0.54685177 0.52470278]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ],"[0.3987157  0.40074783 0.39661717 0.39970082 0.39923738 0.40125867
 0.40134116 0.39954217 0.40113166 0.39876966]"
1.5,0.45,[1.617 1.417 1.567 1.699 1.586 1.416 1.401 1.592 1.637 1.542],[3.48 2.76 3.13 3.52 3.07 2.88 2.66 3.29 3.22 3.15],[2. 1. 2. 2. 1. 2. 2. 2. 2. 2.],"[2.3662199  1.8527916  2.16559559 2.50974542 2.08935073 1.87323162
 1.7755296  2.24035211 2.19239074 2.1767426 ]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.69586529 0.48509873 0.58982594 0.7513067  0.5674562  0.49382976
 0.43424054 0.61790948 0.59124328 0.61115361]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.45007327 0.44998685 0.45129837 0.44875341 0.45044223 0.44345356
 0.45232198 0.44909197 0.45268603 0.4497038 ]"
1.6,0.05,[0.299 0.262 0.265 0.244 0.241 0.228 0.29  0.272 0.263 0.304],[3.02 2.71 3.24 2.41 2.22 2.7  3.01 2.74 2.32 3.23],[2. 2. 2. 1. 1. 1. 2. 1. 1. 2.],"[0.94297429 0.7334527  1.04209749 0.62952759 0.60815157 0.77596319
 0.9437394  0.90176533 0.61726005 1.08964893]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.63819646 0.47542231 0.78016878 0.38983032 0.36313692 0.53300664
 0.65143655 0.63146992 0.37479179 0.77775807]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04957991 0.0522846  0.0500953  0.04864785 0.04907353 0.05039885
 0.04966862 0.05180802 0.05112327 0.05012794]"
1.6,0.1,[0.391 0.502 0.542 0.681 0.58  0.559 0.444 0.495 0.523 0.584],[2.54 2.99 2.88 3.33 2.96 2.79 3.03 3.07 2.64 2.91],[1.  2.  1.5 2.  2.  1.  1.  2.  1.  2. ],"[0.90866846 1.21002329 1.23527511 1.53341111 1.21332868 1.19117086
 1.21162652 1.24078318 1.12765976 1.27385011]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.50640039 0.69212961 0.7060881  0.90373703 0.6574693  0.65188985
 0.74867608 0.73529246 0.56660324 0.69450624]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09733741 0.09864053 0.10073446 0.10152133 0.09641195 0.0990454
 0.09944144 0.09983552 0.10045782 0.10050456]"
