gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.252 0.266 0.306 0.301 0.245 0.254 0.281 0.286 0.344 0.277],[2.88 3.21 3.05 3.26 2.95 2.77 3.29 3.   3.2  3.06],[1. 2. 2. 2. 2. 1. 2. 2. 2. 1.],"[0.82992605 0.95224887 1.03474551 1.13994783 0.79693428 0.79103449
 1.11674624 0.9437966  0.99202745 1.0432195 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57749685 0.69562778 0.69108096 0.83836213 0.54181953 0.54597346
 0.82914981 0.67275046 0.64763047 0.77055165]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04928106 0.04894333 0.05066079 0.04924504 0.04956177 0.05084517
 0.05005273 0.04978093 0.05166691 0.05022914]"
1.5,0.1,[0.587 0.523 0.561 0.477 0.642 0.511 0.568 0.504 0.586 0.625],[3.33 3.07 2.95 2.85 3.48 2.51 2.91 2.73 3.27 3.55],[2. 1. 1. 2. 2. 1. 1. 2. 2. 2.],"[1.42080409 1.34285888 1.35072847 1.07954531 1.59467556 1.0121696
 1.40434619 1.09895047 1.40381435 1.60256038]",[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.80313807 0.78577942 0.77251069 0.59362673 0.970574   0.5076652
 0.81305286 0.58498563 0.82984463 0.97708065]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10024281 0.09900342 0.09766504 0.10036231 0.09884661 0.10401835
 0.10048361 0.10114583 0.09942472 0.09904253]"
1.5,0.15000000000000002,[0.952 0.911 0.691 0.776 0.694 0.649 0.949 0.813 0.869 0.849],[3.38 3.31 2.87 3.05 2.77 2.58 3.41 3.11 3.53 3.32],[2.  2.  1.  2.  2.  1.5 2.  2.  2.  2. ],"[1.77971504 1.76957001 1.37405363 1.45958531 1.2393351  1.12491044
 1.83063276 1.58602209 1.86107622 1.72390608]",[1. 1. 0. 1. 1. 1. 1. 1. 1. 1.],"[0.8426374  0.88166291 0.69541593 0.70489048 0.55884682 0.44725907
 0.90866316 0.76895971 0.96277544 0.84464583]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15184073 0.15049656 0.14765412 0.14850089 0.14531516 0.14551084
 0.15089568 0.1512273  0.15247242 0.15029718]"
1.5,0.2,[1.    0.947 1.053 0.924 0.984 0.987 0.842 1.028 0.924 0.958],[3.04 2.88 3.26 3.19 3.21 3.21 2.77 3.23 2.88 2.81],[2. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.70329253 1.59558369 1.84219704 1.72476756 1.77354831 1.7542646
 1.44867658 1.80593012 1.49187571 1.51200804]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.71745024 0.64428242 0.82492409 0.78411754 0.75907749 0.76359993
 0.61924055 0.79210993 0.58394114 0.56086058]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.19979355 0.1964711  0.20130933 0.20023209 0.20070877 0.19662124
 0.19869311 0.20221384 0.20400794 0.20083194]"
1.5,0.25,[1.299 1.142 1.224 1.161 1.247 1.13  1.186 1.257 1.436 1.008],[3.33 2.97 2.92 3.05 3.6  2.93 3.1  3.54 3.32 2.8 ],[2. 1. 2. 2. 2. 1. 2. 2. 2. 2.],"[2.0774311  1.82720273 1.80914472 1.79655881 2.20139037 1.76954845
 1.90575524 2.18646568 2.09824904 1.55195583]",[1.   1.   1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.79183295 0.67856381 0.63638349 0.64478268 0.90728576 0.66167797
 0.70966881 0.89868492 0.75089308 0.53392849]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ],"[0.25034752 0.24903367 0.24988229 0.24823357 0.24988828 0.25208487
 0.25237068 0.24954507 0.25203229 0.24610794]"
1.5,0.3,[1.261 1.391 1.287 1.259 1.325 1.286 1.406 1.305 1.426 1.082],[3.1  3.26 3.18 2.98 2.79 3.06 3.34 3.2  3.2  2.74],[2.  1.5 2.  2.  2.  1.  2.  2.  2.  2. ],"[1.93027215 2.15816578 1.95687421 1.84859235 1.82919649 1.97231365
 2.15863422 1.98937452 2.07826372 1.63091124]",[1.    1.    1.25  1.    1.    1.    1.    1.125 1.    1.   ],"[0.62102898 0.74434253 0.63869061 0.60152448 0.53202486 0.70638348
 0.73572651 0.65835645 0.69339434 0.53431212]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29747564 0.30170103 0.29602052 0.30039337 0.30125677 0.29702731
 0.30433378 0.29889148 0.30024474 0.29865108]"
1.5,0.35000000000000003,[1.286 1.675 1.304 1.278 1.214 1.381 1.214 1.413 1.424 1.187],[2.9  3.71 2.81 2.98 2.91 3.13 2.58 3.18 3.1  2.99],[2.  2.  1.5 1.  1.  2.  1.  1.  1.  1. ],"[1.82808578 2.59338949 1.84972286 1.9787427  1.83268175 2.00715998
 1.66971688 2.14200271 2.06732684 1.83981645]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.5437767  0.86809286 0.51430538 0.60315554 0.59429064 0.61859431
 0.44353036 0.68733474 0.65297503 0.59830705]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.34682626 0.35016831 0.3486363  0.3481102  0.34955164 0.35206795
 0.35085    0.35497859 0.35159346 0.34915351]"
1.5,0.4,[1.619 1.189 1.324 1.703 1.561 1.383 1.516 1.366 1.671 1.164],[3.5  2.68 2.82 3.43 3.23 2.73 3.04 2.8  3.51 2.57],[2.  1.  1.  2.  2.  1.5 1.  1.5 2.  1.5],"[2.36715109 1.70538358 1.85894167 2.38184918 2.22261238 1.8323356
 2.11301619 1.84158347 2.44090632 1.57090795]",[1.25 1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.71590536 0.45874906 0.50574831 0.72420574 0.65418953 0.47185464
 0.60556013 0.48432517 0.77616267 0.4088474 ]",[0.25  0.    0.    0.    0.125 0.    0.    0.    0.    0.   ],"[0.40427413 0.39835979 0.4        0.39898595 0.39995432 0.40601799
 0.39768415 0.40119797 0.40002652 0.40692724]"
1.5,0.45,[1.449 1.117 1.662 1.551 1.628 1.442 1.362 1.514 1.283 1.541],[3.08 2.23 3.26 3.11 3.33 2.91 2.68 2.86 2.66 3.25],[2.  1.  2.  2.  2.  1.5 2.  2.  1.5 2. ],"[2.10413091 1.39673698 2.28810433 2.11589896 2.27990814 1.95085771
 1.77398977 1.96916945 1.76641976 2.22444562]",[1.    1.    1.    1.125 1.    1.    1.    1.    1.    1.   ],"[0.60146734 0.29722526 0.63813057 0.57403861 0.67293243 0.53351396
 0.44023732 0.50912856 0.44721993 0.65005536]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.45020512 0.45578482 0.44985521 0.44830115 0.45266802 0.44841445
 0.45360312 0.44685247 0.4508227  0.44973509]"
1.6,0.05,[0.26  0.337 0.252 0.278 0.238 0.284 0.3   0.3   0.232 0.273],[3.06 3.2  2.84 2.84 3.26 3.04 3.16 2.98 2.28 2.85],[1. 2. 1. 2. 2. 2. 2. 1. 1. 1.],"[0.93358835 1.07112046 0.85418635 0.79394808 1.01449318 0.92457515
 1.02678404 1.03910192 0.64962899 0.92359552]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.67105905 0.75556199 0.5884344  0.53290438 0.75500344 0.64742671
 0.72663817 0.73646337 0.41699594 0.62872491]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04994022 0.05089409 0.04900189 0.04966964 0.0495998  0.0493355
 0.04983444 0.04932509 0.04953234 0.04953649]"
