gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.277 0.315 0.282 0.278 0.309 0.385 0.309 0.274 0.379 0.36 ],[3.11 3.12 2.98 2.81 3.3  3.43 3.31 2.88 3.55 3.01],[2. 2. 2. 1. 2. 2. 2. 2. 2. 2.],"[0.94458349 0.94823194 0.963203   0.91383716 1.08680232 1.23011557
 1.11960155 0.8086782  1.31116939 0.95383259]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.64770056 0.63868604 0.67472094 0.60952563 0.75895198 0.87796164
 0.80387218 0.52427146 0.936748   0.62895588]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05161448 0.05022034 0.0500594  0.05064935 0.05004346 0.05063346
 0.04996041 0.04915268 0.05088898 0.05038538]"
1.5,0.1,[0.672 0.546 0.42  0.563 0.501 0.389 0.522 0.486 0.469 0.558],[3.41 2.97 2.81 3.09 2.8  2.73 3.03 3.03 2.9  2.83],[2. 1. 1. 1. 1. 2. 2. 2. 2. 1.],"[1.5447684  1.3169699  1.12482756 1.32465076 1.15090744 0.86921833
 1.25714929 1.19383847 1.14576651 1.22989554]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.91521456 0.71900603 0.6560855  0.77018359 0.62435226 0.47997028
 0.71804773 0.70084043 0.65585684 0.65858878]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10029393 0.10051941 0.10023886 0.10029763 0.10160635 0.09455546
 0.10089205 0.0967613  0.10047822 0.10024879]"
1.5,0.15000000000000002,[0.752 0.671 0.817 0.819 0.828 0.828 0.734 0.647 0.929 0.657],[2.92 2.67 3.62 3.3  2.97 3.25 2.89 2.69 3.44 2.44],[2.  1.  2.  1.5 2.  1.  1.  1.  2.  1. ],"[1.41323979 1.23269432 1.81169733 1.67903472 1.55448045 1.68767606
 1.3905852  1.23971832 1.80253388 1.13349485]",[1.    0.5   0.    1.    1.    1.    1.    0.    1.125 0.   ],"[0.65207707 0.55234276 0.97908929 0.85429962 0.72738572 0.8669119
 0.65647387 0.60696929 0.86122528 0.47348875]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15051551 0.14537688 0.1508562  0.15153347 0.14880225 0.14988784
 0.14751969 0.15020093 0.14983838 0.14864197]"
1.5,0.2,[0.881 0.982 0.964 0.892 0.895 0.845 0.845 0.955 0.986 1.173],[2.7  3.13 2.92 2.6  2.81 2.66 2.42 2.91 3.11 3.23],[1.  2.  1.5 1.  2.  2.  1.  2.  2.  2. ],"[1.47348827 1.73991799 1.62375343 1.37714096 1.4989247  1.3459932
 1.30794628 1.53353109 1.76066561 1.86902551]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.57822033 0.72397072 0.65924904 0.51098861 0.60179701 0.50074906
 0.43736034 0.60279867 0.74988192 0.75384973]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20291306 0.20246859 0.20112556 0.20272047 0.20218418 0.20051145
 0.20072993 0.19995239 0.19989375 0.20076387]"
1.5,0.25,[1.261 1.062 1.159 0.95  1.039 0.874 1.119 1.237 1.129 1.325],[3.36 2.78 3.05 2.38 2.9  2.61 2.83 3.24 2.9  3.49],[1.  2.  2.  2.  1.5 2.  2.  2.  2.  2. ],"[2.14255102 1.58036193 1.80884145 1.30930587 1.68094442 1.36116419
 1.62928474 2.0204376  1.70675565 2.16341106]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.87490698 0.54275817 0.63938222 0.35347579 0.61253194 0.47369349
 0.51521248 0.76824278 0.60617093 0.84821697]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25054675 0.24777148 0.25090996 0.25242967 0.2475143  0.24375657
 0.24803828 0.24756606 0.24999075 0.25016978]"
1.5,0.3,[1.407 1.396 1.334 1.178 1.091 1.202 1.132 1.556 1.455 1.439],[3.29 3.02 3.12 2.92 2.73 2.96 2.74 3.58 3.44 3.41],[2. 2. 1. 1. 1. 1. 2. 2. 2. 2.],"[2.06550542 1.90505499 2.06822344 1.74847131 1.69220987 1.86802987
 1.62390945 2.41690032 2.23088844 2.16822924]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.25 1.  ],"[0.72438604 0.63017889 0.70679094 0.61274377 0.52289957 0.63723397
 0.5147432  0.85602081 0.75993996 0.78659533]",[0.    0.    0.    0.    0.    0.    0.    0.125 0.25  0.   ],"[0.29813456 0.3000742  0.30113604 0.30161159 0.30313848 0.30274515
 0.30067172 0.29738087 0.30274696 0.30092178]"
1.5,0.35000000000000003,[1.442 1.328 1.532 1.37  1.36  1.228 1.204 1.104 1.643 1.3  ],[3.3  3.02 3.32 2.8  2.91 2.6  2.65 2.46 3.45 2.84],[2. 1. 2. 2. 2. 2. 1. 1. 2. 1.],"[2.16840842 1.90177531 2.21150048 1.81648918 1.85524466 1.63603794
 1.67362141 1.51995695 2.44229781 1.87903509]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.70537131 0.60830973 0.69912987 0.50835441 0.52966849 0.45319614
 0.47710285 0.39473966 0.76007919 0.55282843]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.34941362 0.34956908 0.34977673 0.35197405 0.34543678 0.34826428
 0.34772081 0.35030895 0.34871099 0.35093637]"
1.5,0.4,[1.373 1.631 1.378 1.346 1.189 1.45  1.688 1.151 1.359 1.333],[2.8  3.34 2.83 2.77 2.51 3.27 3.46 2.34 2.93 2.6 ],[1.  2.  2.  1.5 1.  2.  2.  1.  1.  2. ],"[1.8820503  2.29027672 1.86813429 1.78752781 1.60788975 2.12743709
 2.46253592 1.53925087 1.95258164 1.73126375]",[1.    1.25  1.    1.    1.    1.125 1.25  1.    1.    1.   ],"[0.51635694 0.67057274 0.47786513 0.46155491 0.41643223 0.64363704
 0.76113638 0.33884559 0.56712266 0.43936678]",[0.    0.125 0.    0.    0.    0.    0.125 0.    0.    0.   ],"[0.40435957 0.40073139 0.40084852 0.40514019 0.4034539  0.39811562
 0.40147549 0.39645463 0.40125241 0.3991791 ]"
1.5,0.45,[1.357 1.354 1.451 1.559 1.89  1.65  1.992 1.395 1.879 1.723],[2.66 2.84 2.88 3.23 3.74 3.41 3.9  2.97 3.72 3.52],[1. 1. 1. 2. 2. 2. 2. 2. 2. 2.],"[1.75848374 1.87164214 1.95003563 2.16530699 2.68766193 2.34165318
 2.79841107 1.93633904 2.62614576 2.42523734]",[1.    1.    1.    1.    1.125 1.25  1.25  1.125 1.25  1.25 ],"[0.42845445 0.53839751 0.52160057 0.60796324 0.8291463  0.66523716
 0.86382794 0.51491692 0.80036451 0.70008841]",[0.    0.    0.    0.    0.    0.25  0.25  0.    0.25  0.125],"[0.4509161  0.45064362 0.45030329 0.44801308 0.44892986 0.45045076
 0.44759797 0.4530243  0.45185175 0.44934165]"
1.6,0.05,[0.271 0.23  0.315 0.262 0.211 0.226 0.238 0.249 0.198 0.238],[2.65 2.59 3.06 2.45 2.34 2.6  2.54 2.32 2.28 2.6 ],[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.76724754 0.71452125 1.05358869 0.6164017  0.54271467 0.70920039
 0.68368023 0.63447355 0.48069029 0.69828208]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.51139549 0.47342262 0.74165509 0.36175326 0.3294969  0.49252253
 0.46686383 0.39232816 0.28252623 0.47449363]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05072596 0.04926233 0.0514513  0.0553907  0.05123255 0.04902748
 0.04713206 0.05015361 0.04903296 0.05059203]"
