gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.179 0.291 0.355 0.282 0.272 0.232 0.283 0.336 0.35  0.355],[2.28 3.15 3.11 2.92 2.78 3.16 2.53 2.99 3.72 3.11],[1. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[0.50404397 0.95185218 1.12306592 0.9212576  0.66356261 0.96821119
 0.76506036 1.04734668 1.24512766 1.08053845]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.33592629 0.67872229 0.77200818 0.63271756 0.41823546 0.72069105
 0.49070733 0.69373217 0.91971812 0.72738598]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04856003 0.05111684 0.05007814 0.04906301 0.04910627 0.04966327
 0.04874496 0.05022392 0.04848853 0.04973291]"
1.5,0.1,[0.582 0.489 0.385 0.571 0.398 0.542 0.653 0.484 0.582 0.453],[3.15 3.07 2.48 2.77 2.12 3.41 3.53 3.14 3.37 2.68],[2. 2. 1. 2. 1. 2. 2. 2. 1. 1.],"[1.36466671 1.23751739 0.89864847 1.20035801 0.67438495 1.45847497
 1.62778592 1.24389052 1.61708421 0.98933075]",[0.  0.5 0.  0.  0.  0.  0.  0.  0.  0. ],"[0.80403805 0.66555206 0.50777079 0.63325352 0.27153339 0.91711694
 1.00121976 0.75051894 1.02120774 0.55082733]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10012951 0.10233071 0.09951597 0.1004445  0.11116323 0.09816286
 0.09998751 0.10073878 0.10065714 0.09804658]"
1.5,0.15000000000000002,[0.665 0.641 0.595 0.78  0.976 0.732 0.655 0.862 0.872 0.698],[2.53 2.59 2.49 3.07 3.52 2.98 2.84 3.5  3.25 2.82],[1. 1. 1. 1. 2. 2. 2. 2. 1. 1.],"[1.13602389 1.12757376 1.13994315 1.54027898 1.98832344 1.40895838
 1.27908181 1.82512557 1.77750123 1.36013248]",[0.  0.  0.  1.  1.  1.  0.  1.  1.  0.5],"[0.4973154  0.52246634 0.51504325 0.75946843 1.02318428 0.65643884
 0.63474527 0.95858993 0.88333375 0.64967228]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15192488 0.1495755  0.14184858 0.14952521 0.15109467 0.1491375
 0.14990599 0.15101818 0.15041369 0.1494686 ]"
1.5,0.2,[1.19  0.889 1.106 0.91  1.057 0.992 1.156 0.777 0.855 1.078],[3.77 2.84 3.15 2.89 2.94 3.43 3.42 2.84 2.69 3.16],[2. 1. 2. 2. 1. 2. 2. 2. 1. 2.],"[2.23040584 1.51672784 1.81532611 1.5726608  1.74294652 1.85855908
 2.01307113 1.39725711 1.42765074 1.8263786 ]",[1.25 1.   1.   1.   1.   1.   1.   0.5  1.   1.  ],"[1.01565426 0.63971612 0.77556781 0.63355923 0.68848241 0.87630505
 0.89035446 0.59469119 0.56216673 0.73871991]",[0.25 0.   0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.19948761 0.19403305 0.20227436 0.20330245 0.2004565  0.20031725
 0.2000692  0.19846307 0.1983959  0.19936083]"
1.5,0.25,[1.051 1.224 0.989 0.992 1.241 1.074 1.168 1.079 1.233 1.262],[2.55 2.98 2.83 2.77 3.15 2.99 3.18 2.92 3.32 3.23],[2.  1.5 1.  1.  2.  1.5 2.  1.  1.  2. ],"[1.46611476 1.80446244 1.626274   1.55541704 1.96243582 1.80536201
 1.87966481 1.71629461 2.05909588 1.98456045]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.4196133  0.64750199 0.60173177 0.57177691 0.75296805 0.68096992
 0.71580739 0.64244513 0.87017498 0.74275381]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24843554 0.25176783 0.24923024 0.25022536 0.24885297 0.24826856
 0.25155215 0.2516762  0.24924036 0.25039691]"
1.5,0.3,[1.354 1.315 0.967 1.264 1.525 1.581 1.524 1.193 1.165 1.256],[3.11 3.31 2.42 3.01 3.61 3.69 3.53 2.85 2.83 2.78],[2.  1.5 1.  2.  2.  2.  2.  1.  1.  2. ],"[2.03406332 2.16693757 1.41202596 1.82205584 2.34392083 2.42169505
 2.3204118  1.84746512 1.74998686 1.72354008]",[1.   1.   1.   1.   1.   1.25 1.25 1.   1.   1.  ],"[0.67786215 0.75876253 0.4033785  0.59796405 0.83224359 0.86067942
 0.82039471 0.60240286 0.54781645 0.51011234]",[0.   0.   0.   0.   0.   0.25 0.25 0.   0.   0.  ],"[0.30031201 0.29789494 0.30734449 0.3006236  0.29451698 0.3023266
 0.30022645 0.29929533 0.30191756 0.30095329]"
1.5,0.35000000000000003,[1.194 1.647 1.486 1.46  1.178 1.171 1.184 1.242 1.519 1.456],[2.61 3.43 3.24 3.02 2.74 2.49 2.77 2.79 3.4  3.22],[2. 2. 2. 1. 2. 2. 2. 2. 2. 1.],"[1.63838776 2.33580153 2.14352594 2.02916445 1.64650845 1.57853942
 1.75359338 1.81953152 2.29908678 2.1627127 ]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.43659088 0.71158034 0.68484613 0.59532656 0.46682095 0.41335632
 0.51954126 0.51041531 0.74416613 0.71125762]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.35204612 0.3524738  0.34631396 0.34426031 0.344168   0.34703755
 0.35006702 0.35245026 0.3494553  0.34767748]"
1.5,0.4,[1.351 1.516 1.18  1.353 1.766 1.343 1.266 1.369 1.315 1.669],[2.89 3.31 2.58 2.97 3.56 2.81 2.69 2.99 2.73 3.33],[2.  2.  1.  2.  2.  1.  1.  2.  1.  1.5],"[1.82437362 2.2143911  1.64358675 1.95577628 2.49960289 1.83657835
 1.70392403 1.91719784 1.83233773 2.35204626]",[1.   1.25 1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.49923446 0.68662499 0.44290742 0.56809074 0.76585167 0.51384886
 0.45784065 0.55653805 0.50468453 0.7136112 ]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.39723895 0.39776109 0.40255756 0.39988851 0.39674064 0.40560433
 0.40064135 0.40036311 0.39796946 0.39902355]"
1.5,0.45,[1.249 1.553 1.455 1.649 1.556 1.44  1.641 1.429 1.765 1.3  ],[2.46 3.26 2.96 3.53 3.14 2.79 3.23 2.88 3.68 2.81],[1.  2.  2.  2.  1.  2.  2.  1.  2.  1.5],"[1.62121549 2.20953664 1.96235586 2.45300845 2.19289814 1.8738686
 2.21447683 1.98569524 2.5820193  1.84980008]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.25 1.  ],"[0.40246549 0.64742909 0.49915884 0.73653506 0.6274593  0.47282856
 0.63523122 0.52495122 0.76713466 0.48561062]",[0.    0.    0.    0.25  0.    0.    0.    0.    0.125 0.   ],"[0.45010057 0.45032836 0.44749247 0.45024333 0.45165294 0.44661752
 0.45042711 0.45244629 0.4495917  0.4444302 ]"
1.6,0.05,[0.171 0.271 0.272 0.217 0.242 0.16  0.239 0.286 0.347 0.234],[2.92 2.83 3.01 2.45 2.46 2.14 2.34 2.6  2.89 3.11],[1.5 1.  1.  1.  1.  1.  1.  1.  1.  2. ],"[0.77524897 0.81424807 1.03595398 0.62375361 0.67276405 0.49714169
 0.62506334 0.7957159  0.94832925 0.92046497]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.59261469 0.56719729 0.74813842 0.40965204 0.4240116  0.33381101
 0.39724352 0.50154354 0.64363687 0.67144825]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04894744 0.05111003 0.04999775 0.04676826 0.04878981 0.0497451
 0.05082865 0.04898589 0.04947904 0.05062571]"
