gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.223 0.249 0.327 0.319 0.341 0.279 0.366 0.276 0.302 0.223],[2.96 2.81 3.36 2.83 3.29 2.97 3.56 2.77 3.08 3.08],[1. 1. 2. 1. 2. 2. 2. 1. 2. 1.],"[0.91665524 0.82740627 1.12481404 1.00872321 1.20581013 0.99527989
 1.35811302 0.87225743 0.99033495 0.96445826]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.66761472 0.58176235 0.82650105 0.7159931  0.8498238  0.70624059
 0.9800106  0.59861974 0.67083788 0.75375757]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04852597 0.04684412 0.04967078 0.04996572 0.04906446 0.04947816
 0.04920264 0.05003225 0.05036879 0.04997645]"
1.5,0.1,[0.565 0.501 0.523 0.511 0.529 0.582 0.478 0.458 0.592 0.588],[3.04 2.67 2.76 2.99 3.17 2.87 2.56 2.92 3.06 3.16],[1.  2.  2.  2.  1.  2.  2.  2.  2.  1.5],"[1.30626767 1.0574563  1.01672374 1.24112806 1.41635686 1.22895175
 0.95364355 1.13480203 1.33985052 1.35953694]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.74848324 0.5192727  0.51740978 0.7251106  0.87878728 0.69061496
 0.44800451 0.63143656 0.75060491 0.81095784]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09802095 0.09944079 0.10238353 0.09991047 0.09911987 0.09972929
 0.09934098 0.09796795 0.10261218 0.10169492]"
1.5,0.15000000000000002,[0.781 0.873 0.662 0.714 0.668 0.644 0.847 0.568 0.95  0.719],[2.81 3.47 2.77 2.99 2.66 2.59 3.38 2.34 3.2  3.03],[2.  2.  2.  1.  1.  1.5 2.  1.  1.  1. ],"[1.4347887  1.87323193 1.30270523 1.48538355 1.29188427 1.12169695
 1.74939839 1.03616035 1.7768657  1.49716587]",[1.  1.  0.5 0.  0.  0.5 1.  0.  1.  0. ],"[0.63351733 0.94658276 0.59911392 0.7486886  0.61193066 0.48724382
 0.88011128 0.44494148 0.87015183 0.77158726]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14786418 0.15081065 0.14863    0.14965074 0.14885477 0.14998122
 0.14974895 0.15022777 0.15143919 0.15149827]"
1.5,0.2,[0.964 0.852 1.112 1.131 0.96  0.961 0.882 0.907 0.945 1.1  ],[3.01 2.74 3.58 3.65 3.21 3.17 2.66 2.89 3.25 3.26],[2. 1. 2. 2. 2. 1. 2. 2. 2. 2.],"[1.63569577 1.45329821 2.00612979 2.13010222 1.72338222 1.80111176
 1.36578212 1.56701633 1.72625216 1.93664081]",[1.   1.   1.25 1.   1.   1.   1.   1.   1.   1.  ],"[0.65262448 0.60436999 0.8790961  0.96827849 0.7543948  0.78350617
 0.52159511 0.62755344 0.79395723 0.78913348]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.   ],"[0.19844572 0.198598   0.19756807 0.19871762 0.19914598 0.20112591
 0.20068833 0.20197965 0.19625764 0.20046671]"
1.5,0.25,[1.234 1.169 1.246 1.126 1.008 1.115 1.235 1.068 1.051 1.026],[3.21 3.14 3.38 2.93 2.69 2.99 3.28 2.89 2.61 2.76],[2. 2. 2. 1. 1. 2. 2. 1. 1. 2.],"[1.9634543  1.84082493 2.12685978 1.78626942 1.56922043 1.71376195
 1.97863194 1.71973292 1.54765385 1.57285908]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.75371065 0.6937418  0.84134404 0.61781117 0.54166428 0.60704564
 0.74589085 0.63212428 0.49500249 0.56098164]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.25258288 0.24965026 0.24943139 0.25209435 0.2510752  0.24654828
 0.25240063 0.25067524 0.25212637 0.25064267]"
1.5,0.3,[1.622 1.41  1.108 1.069 1.048 1.299 1.119 1.489 1.236 1.406],[3.7  3.36 2.97 2.64 2.55 3.09 2.6  3.59 3.21 3.33],[2. 2. 1. 2. 1. 2. 1. 2. 2. 2.],"[2.44216883 2.20452389 1.7918775  1.55350357 1.51723667 1.96428192
 1.52382527 2.33700785 1.9830784  2.12853422]",[1.25  1.25  1.    1.    1.    1.125 1.    1.25  1.    1.25 ],"[0.86734217 0.76811276 0.646294   0.46352554 0.44812351 0.65670868
 0.4681612  0.82626872 0.71487649 0.72879545]",[0.25  0.25  0.    0.    0.    0.    0.    0.125 0.    0.125],"[0.30143211 0.30204233 0.29582657 0.30550224 0.30177526 0.30081661
 0.29529304 0.29865455 0.29967042 0.29774855]"
1.5,0.35000000000000003,[1.553 1.467 1.296 1.454 1.686 1.152 1.278 1.207 1.102 1.371],[3.3  3.3  2.79 3.22 3.42 2.46 2.91 2.73 2.56 3.09],[2. 2. 2. 2. 2. 2. 2. 1. 1. 2.],"[2.25829956 2.19568995 1.77122987 2.13633102 2.38072515 1.46846667
 1.86943235 1.8162965  1.54388041 1.97383488]",[1.   1.   1.   1.   1.25 1.   1.   1.   1.   1.  ],"[0.71441467 0.68896937 0.50212403 0.67770309 0.70704595 0.35186511
 0.57157103 0.50143627 0.44328471 0.60904728]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ],"[0.3500731  0.34812974 0.351645   0.34948837 0.35222029 0.36481191
 0.34401924 0.34829678 0.34688979 0.34828097]"
1.5,0.4,[1.451 1.482 1.416 1.657 1.416 1.795 1.362 1.312 1.506 1.506],[2.94 3.31 2.8  3.25 3.25 3.61 2.75 2.99 3.04 3.06],[1. 2. 1. 2. 2. 2. 1. 2. 2. 2.],"[2.0252727  2.24674294 1.91169849 2.24271858 2.10157123 2.57445759
 1.84082801 1.9121662  2.03206394 2.06704222]",[1.    1.    1.    1.    1.25  1.25  1.    1.    1.    1.125],"[0.57798267 0.67763711 0.51927235 0.63988166 0.6373244  0.79285602
 0.49704383 0.57809942 0.57778355 0.58200804]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ],"[0.3930468  0.3999516  0.40061309 0.39783296 0.39917122 0.4001293
 0.40098485 0.40029766 0.4033267  0.40068258]"
1.5,0.45,[1.943 1.597 1.343 1.682 1.412 1.688 1.333 1.345 1.566 1.611],[3.81 3.23 2.83 3.59 2.85 3.38 2.61 2.52 3.05 3.31],[2.  1.  2.  2.  2.  2.  1.  1.  1.5 2. ],"[2.73417912 2.22094655 1.86449163 2.46946865 1.92571366 2.36100876
 1.76839743 1.75123578 2.11102256 2.257452  ]",[1.    1.    1.    1.    1.    1.125 1.    1.    1.    1.25 ],"[0.82129459 0.6525121  0.48995184 0.75983181 0.50618241 0.67873581
 0.43230002 0.40807904 0.58518088 0.65620872]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.44883673 0.44933085 0.45324132 0.44619031 0.45047363 0.45012402
 0.45212636 0.45591883 0.45571763 0.45149683]"
1.6,0.05,[0.245 0.237 0.291 0.268 0.368 0.237 0.308 0.265 0.294 0.221],[2.86 2.62 3.11 2.74 3.37 2.6  3.11 2.82 2.78 2.72],[2. 1. 2. 2. 2. 1. 2. 2. 1. 1.],"[0.81794738 0.67465245 0.974991   0.77370959 1.33423715 0.7459953
 0.99611897 0.86130414 0.98213766 0.77438875]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.57380675 0.45066808 0.68394059 0.49195544 0.97799203 0.4802641
 0.73391682 0.57477704 0.6835433  0.55082002]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05033349 0.04786046 0.04789984 0.05001436 0.04895991 0.05072109
 0.04802068 0.04915878 0.04898616 0.04930763]"
1.6,0.1,[0.548 0.452 0.578 0.561 0.498 0.57  0.423 0.448 0.546 0.5  ],[3.12 2.93 3.65 2.44 2.68 2.91 2.5  2.8  3.02 2.61],[2. 2. 2. 1. 1. 1. 1. 2. 2. 1.],"[1.37171791 1.15203037 1.57645913 1.06241364 1.01345851 1.23678333
 0.90289059 1.07308459 1.2502509  1.06280812]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.81472511 0.68907322 0.992902   0.5132608  0.55746242 0.69760364
 0.48167721 0.59706164 0.70431584 0.56098927]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09969048 0.09795317 0.09830583 0.10415724 0.09867729 0.10166625
 0.1019889  0.10020606 0.10082174 0.10209169]"
1.6,0.15000000000000002,[0.724 0.772 0.731 0.939 0.761 0.884 0.803 0.668 0.724 0.716],[2.97 2.62 2.88 3.26 3.2  3.38 3.15 2.76 2.71 2.76],[1.  1.  1.  2.  1.5 2.  2.  2.  1.  1. ],"[1.47757716 1.3098201  1.38431196 1.69838566 1.61363158 1.6987242
 1.56292398 1.19993493 1.36603282 1.31998164]",[0. 1. 1. 1. 0. 1. 1. 0. 0. 1.],"[0.72632105 0.55193191 0.65008283 0.78623906 0.85092101 0.85378585
 0.73357279 0.56672204 0.64953197 0.6044958 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14926545 0.15228953 0.15069282 0.15007266 0.1500078  0.15101131
 0.15198484 0.14967251 0.15034791 0.15210587]"
1.6,0.2,[0.801 0.737 1.033 0.758 0.773 0.949 0.864 0.988 0.93  1.137],[2.46 2.19 3.12 2.58 2.53 2.88 2.71 2.98 2.84 3.32],[1. 1. 2. 2. 1. 1. 1. 2. 1. 2.],"[1.23800192 1.15278817 1.75528846 1.26333884 1.25459904 1.63254207
 1.45149887 1.65069979 1.55765449 1.92248198]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.45231832 0.34956552 0.73731238 0.49267478 0.47105168 0.71294978
 0.61393784 0.63412752 0.63473762 0.83774322]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.19667037 0.19845432 0.19807211 0.19844066 0.2024094  0.19924392
 0.19971082 0.20400514 0.20250573 0.20007668]"
1.6,0.25,[0.941 1.241 1.087 1.087 1.166 1.277 1.181 0.951 1.09  1.28 ],[2.78 3.07 2.98 2.77 3.15 3.48 3.13 2.52 2.83 3.38],[1.  1.  1.  1.5 2.  2.  1.  1.  2.  2. ],"[1.57088907 1.96433662 1.74094968 1.59995221 1.87511626 2.18542149
 1.91900489 1.42362858 1.6608853  2.13554821]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.58486978 0.72239021 0.65667478 0.5580528  0.723497   0.87007542
 0.76452735 0.46803044 0.60902739 0.82823498]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24944264 0.25272247 0.25121207 0.25034032 0.24923988 0.24850187
 0.24983991 0.25279604 0.24781362 0.25107691]"
1.6,0.3,[1.364 1.326 1.25  1.091 1.414 1.128 1.196 1.171 1.182 1.139],[3.   2.9  3.01 2.52 3.18 2.66 2.9  2.78 2.82 2.82],[2. 1. 1. 1. 2. 1. 1. 2. 2. 2.],"[1.95106627 1.89741402 1.87910985 1.49538967 2.05426008 1.65951978
 1.78396194 1.69235514 1.72424291 1.72132252]",[1.    1.    1.    1.    1.125 1.    1.    1.    1.    1.   ],"[0.59888365 0.61141426 0.60961522 0.43033901 0.66696821 0.51463819
 0.5813594  0.52396403 0.57156713 0.5406902 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.29958797 0.30342869 0.2996919  0.30123709 0.30315376 0.2998874
 0.29992152 0.29736503 0.29847975 0.29988671]"
1.6,0.35000000000000003,[1.174 1.489 1.312 1.46  1.273 1.364 1.469 1.316 1.35  1.303],[2.6  3.16 3.05 3.06 2.86 3.04 3.16 2.81 3.01 2.84],[1.5 2.  2.  1.  1.  1.  2.  2.  2.  2. ],"[1.61922214 2.08352759 1.94048738 2.12352054 1.83657002 2.04129163
 2.11647045 1.77948591 1.93184364 1.91623717]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.44952793 0.61474952 0.63352937 0.64377689 0.54946797 0.63242078
 0.6290681  0.50707685 0.56245644 0.5565338 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.35043112 0.35286414 0.34845761 0.35002215 0.34505829 0.34930887
 0.35057471 0.35028661 0.35062807 0.34803434]"
