gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.272 0.294 0.26  0.308 0.278 0.21  0.182 0.305 0.229 0.201],[3.16 3.22 2.9  3.44 2.76 2.72 2.38 3.26 2.74 2.5 ],[2.  2.  1.  2.  1.  1.5 1.  2.  1.  1. ],"[0.91150996 1.04130898 0.88105302 1.26030177 0.79872815 0.76148917
 0.62968909 1.02298566 0.80659932 0.63497058]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.64530635 0.75589883 0.63105974 0.94761134 0.52629285 0.52892325
 0.44716712 0.70227582 0.57827901 0.4496825 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04763917 0.05007813 0.04961869 0.05023036 0.0505972  0.05019157
 0.04991491 0.04977281 0.0491374  0.0503797 ]"
1.5,0.1,[0.441 0.552 0.493 0.437 0.562 0.418 0.579 0.484 0.431 0.531],[2.58 2.96 2.97 2.72 3.11 2.94 3.13 2.88 2.86 2.95],[1. 2. 2. 1. 2. 2. 2. 2. 2. 2.],"[1.01979781 1.22799825 1.15838247 1.01805919 1.25538814 1.12090523
 1.3551954  1.15232843 0.999843   1.1914326 ]",[0.  0.  0.  0.  0.  0.  0.5 0.  0.  0. ],"[0.58526717 0.69244039 0.67301138 0.56853161 0.69712886 0.64538643
 0.76105722 0.68043878 0.56278978 0.682624  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09879549 0.10008793 0.09962406 0.10121451 0.09815124 0.1010831
 0.09977253 0.10085567 0.09970006 0.10231355]"
1.5,0.15000000000000002,[0.692 0.881 0.831 0.822 0.607 0.715 0.716 0.774 0.742 0.763],[2.72 3.24 3.21 2.81 2.56 3.1  2.58 3.15 2.95 3.11],[1.  2.  1.5 2.  1.  2.  1.  1.  2.  2. ],"[1.25579708 1.6687758  1.68932542 1.45626971 1.08701228 1.470878
 1.24847459 1.62615285 1.38187352 1.5349289 ]",[0. 1. 1. 1. 0. 0. 1. 1. 1. 1.],"[0.59356502 0.81702714 0.8327208  0.66164447 0.50615535 0.76540559
 0.52630357 0.83008839 0.61299656 0.74204865]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.1502277  0.15215799 0.14665846 0.15331883 0.14767865 0.15036032
 0.15054419 0.14775947 0.15761285 0.14887804]"
1.5,0.2,[0.776 0.956 0.901 1.021 0.776 0.974 1.069 1.024 0.889 0.986],[2.72 3.14 2.93 3.09 2.23 3.02 3.27 3.1  2.74 3.12],[1. 1. 1. 2. 1. 2. 2. 2. 2. 1.],"[1.38310078 1.70255071 1.60026501 1.7418515  1.14981364 1.59198133
 1.84969893 1.71707271 1.49600993 1.7584793 ]","[1.      1.      1.      1.      1.      1.      1.09375 1.      1.
 1.     ]","[0.57816914 0.77302435 0.70123669 0.74955719 0.3575944  0.65394178
 0.79214583 0.7333514  0.59585673 0.74555206]",[0.    0.    0.    0.    0.    0.    0.125 0.    0.    0.   ],"[0.19772484 0.20054928 0.20016733 0.200217   0.20352091 0.19844088
 0.20016199 0.20101604 0.19880742 0.20065084]"
1.5,0.25,[0.971 1.071 1.018 1.093 1.347 1.176 1.2   1.239 1.096 1.159],[2.69 2.82 2.77 2.91 3.37 2.92 3.08 3.39 3.15 3.11],[1.  2.  1.  2.  2.  2.  1.5 2.  2.  2. ],"[1.53808081 1.61234831 1.63057181 1.66646066 2.12354918 1.76274856
 1.899407   2.09884913 1.80784444 1.8813618 ]",[1.    1.    1.    1.    1.    1.    1.    1.125 1.    1.   ],"[0.55445288 0.56958342 0.59797781 0.56468881 0.82838988 0.57858108
 0.68477748 0.8335934  0.73124043 0.7008076 ]",[0.    0.    0.    0.    0.    0.    0.    0.125 0.    0.   ],"[0.24911489 0.25076594 0.24984773 0.24782832 0.24911696 0.25160185
 0.25061251 0.251049   0.24780059 0.24957357]"
1.5,0.3,[1.08  1.247 1.156 1.473 1.146 1.33  1.181 1.37  1.254 1.382],[2.65 2.92 2.9  3.53 2.83 3.07 2.9  3.4  3.   3.32],[2. 2. 2. 2. 1. 2. 2. 2. 2. 2.],"[1.55552209 1.84659056 1.79087232 2.3478545  1.73684155 1.97788661
 1.77988125 2.08731535 1.82534513 2.2029868 ]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.47076134 0.60762511 0.56822645 0.85790211 0.56937573 0.63180263
 0.56507412 0.75900785 0.61627286 0.75985753]",[0.    0.    0.    0.    0.    0.    0.    0.125 0.    0.   ],"[0.29417501 0.29915888 0.30368714 0.30046622 0.3028527  0.29609908
 0.2958982  0.30084386 0.29868856 0.29509621]"
1.5,0.35000000000000003,[1.166 1.59  1.499 1.253 1.511 1.253 1.102 1.28  1.388 1.249],[2.76 3.34 3.35 2.84 3.21 2.59 2.34 2.9  3.12 2.81],[2.  2.  2.  1.  2.  1.5 1.  2.  2.  1. ],"[1.70033596 2.27296767 2.20622803 1.8093449  2.17346051 1.62657186
 1.4451685  1.83127077 2.03427135 1.74342911]",[1.125 1.    1.    1.    1.    1.    1.    1.    1.    1.   ],"[0.48118801 0.71887954 0.73204346 0.55049725 0.6514372  0.42644735
 0.33805912 0.53354617 0.62901745 0.50625138]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.34797475 0.35027135 0.35088405 0.3484402  0.3497821  0.35223518
 0.3531834  0.35076104 0.35268105 0.34820414]"
1.5,0.4,[1.624 1.345 1.586 1.355 1.432 1.496 1.467 1.406 1.994 1.292],[3.43 2.99 3.14 2.83 2.95 3.08 3.13 2.82 3.97 2.87],[2.  1.5 2.  2.  2.  1.  2.  2.  2.  1. ],"[2.33834275 1.95010443 2.18090377 1.85243336 1.96216149 2.07612826
 2.05056426 1.83713022 2.9078466  1.86758923]",[1.    1.    1.    1.125 1.    1.    1.    1.    1.25  1.   ],"[0.72844956 0.56848333 0.61681929 0.50264088 0.5389486  0.60505892
 0.58730804 0.46450327 0.92621635 0.52653942]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39889275 0.3983726  0.39909728 0.40163414 0.39948314 0.39904739
 0.39876462 0.40154867 0.40200936 0.3975806 ]"
1.5,0.45,[1.574 1.34  1.504 1.416 1.536 1.73  1.344 1.451 1.42  1.671],[3.01 2.82 2.98 2.8  3.28 3.6  2.75 2.83 2.87 3.36],[2.  1.  1.  1.5 2.  2.  1.  1.  2.  2. ],"[2.1219782  1.83199112 2.05493206 1.90964682 2.27634695 2.51771222
 1.87230103 1.89220897 1.99444009 2.35831811]",[1.25 1.   1.   1.   1.   1.   1.   1.   1.   1.  ],"[0.54351141 0.50001358 0.55381633 0.49542075 0.65373708 0.78578717
 0.48238587 0.48308544 0.50579263 0.69381555]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44778152 0.45450028 0.45057406 0.45525903 0.45024686 0.44630918
 0.45144571 0.45159236 0.44572434 0.44843994]"
1.6,0.05,[0.213 0.232 0.212 0.357 0.168 0.237 0.299 0.29  0.23  0.327],[2.73 2.86 2.44 3.01 2.39 2.5  3.09 3.19 2.65 2.85],[2.  1.  1.  2.  1.  1.  2.  1.5 1.5 1. ],"[0.69362691 0.84264078 0.66934854 1.03394715 0.5992496  0.73802908
 0.99118693 1.06269442 0.70709485 0.92116298]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.50354146 0.61845987 0.4468754  0.67020692 0.41233798 0.47959464
 0.68624552 0.76980624 0.49162122 0.60790188]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04926197 0.04877272 0.0495683  0.05110359 0.04984985 0.05019029
 0.05008707 0.04826955 0.0514759  0.05053191]"
