gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.298 0.267 0.239 0.28  0.324 0.336 0.272 0.275 0.312 0.354],[3.25 2.83 2.8  2.96 3.33 2.99 2.75 3.04 3.05 3.24],[2.  1.  2.  2.  2.5 2.  1.  2.  2.  1.5],"[1.10006293 0.84122213 0.75251466 0.80309563 1.06471944 0.95726649
 0.85688116 0.95602457 0.94723811 1.1995013 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.79962653 0.59480856 0.50565675 0.54040765 0.71914937 0.63312708
 0.58307074 0.67491861 0.66796076 0.8175378 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04930179 0.0495947  0.04954305 0.05054967 0.04983701 0.0500438
 0.04883172 0.05001948 0.04958582 0.04951066]"
1.5,0.1,[0.38  0.572 0.624 0.577 0.569 0.578 0.576 0.462 0.563 0.63 ],[2.7  3.08 2.9  3.24 3.22 2.99 2.65 2.27 3.49 3.22],[1.  2.  2.  2.  2.  1.5 1.  2.  2.  1.5],"[0.94450805 1.33752625 1.23185364 1.43450749 1.38712683 1.29586139
 1.11873068 0.81817837 1.464076   1.46999242]",[0.  0.  0.5 0.  0.  0.  0.  0.  0.  1. ],"[0.56912719 0.76784913 0.62810608 0.83365544 0.83512915 0.74552203
 0.58038412 0.35514859 0.87103584 0.85705785]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09913949 0.10044786 0.09968031 0.10073706 0.1002585  0.10122775
 0.10060846 0.10294118 0.09917397 0.09906396]"
1.5,0.15000000000000002,[0.743 0.898 0.808 0.86  0.826 0.856 0.69  0.702 0.73  0.85 ],[2.97 3.22 2.89 3.55 3.15 3.15 2.74 2.89 2.88 3.37],[2. 2. 2. 2. 2. 1. 2. 2. 2. 2.],"[1.38703639 1.64335765 1.46876261 1.85257393 1.55776144 1.66992053
 1.27074166 1.37914291 1.36729091 1.68953941]",[1. 1. 1. 1. 1. 1. 1. 1. 0. 1.],"[0.66462916 0.77434581 0.65783854 0.98787667 0.74637106 0.86329638
 0.58752328 0.64914718 0.65474452 0.84921409]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14737728 0.15195875 0.15106802 0.14957925 0.15163084 0.15077418
 0.14974108 0.1516009  0.14933466 0.14788564]"
1.5,0.2,[0.876 0.994 0.831 1.106 0.988 0.818 0.895 0.946 1.123 0.842],[2.78 3.25 2.82 3.16 3.12 2.91 3.18 2.97 3.43 2.62],[2.  1.  2.  1.5 2.  1.5 2.  2.  2.  1. ],"[1.4398925  1.7952807  1.47448826 1.89966186 1.75912913 1.47469417
 1.73411171 1.64067897 1.98181826 1.37179916]","[1.      1.      0.5     1.      1.      1.      1.      1.      1.09375
 1.     ]","[0.56329338 0.80398676 0.61567722 0.77930785 0.74786326 0.6626147
 0.80393592 0.69062282 0.90707217 0.54539168]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.2040887  0.20194553 0.19886028 0.19955532 0.19959841 0.1986526
 0.19946933 0.19939289 0.19656931 0.19845152]"
1.5,0.25,[1.229 0.939 1.034 1.128 0.906 0.851 1.16  1.138 1.189 1.118],[3.2  2.78 3.15 3.17 2.44 2.7  3.03 3.15 3.15 2.8 ],[2.  1.5 2.  2.  1.  1.  1.  2.  1.5 1.5],"[1.97000727 1.52775389 1.81529075 1.96271028 1.33432162 1.47114247
 1.81212117 1.78411674 1.94714941 1.67596763]",[1. 1. 1. 1. 1. 0. 1. 1. 1. 1.],"[0.73673213 0.54845457 0.71266136 0.75728791 0.43803194 0.57341542
 0.68071736 0.66520804 0.75879125 0.58470786]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24885223 0.25330183 0.24796998 0.25014549 0.25055945 0.2482918
 0.24763625 0.24870636 0.25149317 0.24657317]"
1.5,0.3,[1.55  1.438 1.262 1.461 1.344 1.234 1.173 1.348 1.433 1.104],[3.64 3.34 3.03 3.62 3.3  2.94 2.95 3.17 3.47 2.69],[2.  1.5 2.  2.  2.  2.  2.  2.  2.  1. ],"[2.36979999 2.18631954 1.96479004 2.39180147 2.12919734 1.79758547
 1.74312705 2.0298932  2.19713461 1.61245127]",[1.   1.   1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.8508382  0.76767941 0.64813782 0.86512178 0.74796748 0.57830996
 0.57688193 0.68907044 0.75530111 0.48437571]",[0.   0.   0.   0.   0.   0.   0.   0.   0.25 0.  ],"[0.29953142 0.29870062 0.30011822 0.29781718 0.29906894 0.30028109
 0.30182098 0.30240205 0.2996206  0.30254048]"
1.5,0.35000000000000003,[1.227 1.51  1.367 1.436 1.359 1.313 1.404 1.4   1.252 1.589],[2.84 3.42 2.95 3.23 3.15 2.89 3.22 3.12 2.78 3.29],[1.  2.  1.5 2.  2.  2.  2.  1.  2.  2. ],"[1.77693929 2.21958967 1.95008935 2.13232431 1.96305293 1.81937864
 2.11689347 2.07348294 1.839376   2.19140433]",[1.   1.   1.   1.   1.   1.   1.25 1.   1.   1.  ],"[0.53914388 0.75736555 0.57075036 0.65732492 0.65804316 0.52912473
 0.62642472 0.64958279 0.51351052 0.69157279]",[0.   0.   0.   0.   0.   0.   0.25 0.   0.   0.  ],"[0.3556938  0.34952531 0.35082823 0.35114646 0.35005021 0.34780188
 0.35160014 0.34834117 0.35052796 0.34763478]"
1.5,0.4,[1.51  1.394 1.621 1.563 1.392 1.317 1.383 1.684 1.467 1.291],[3.22 2.74 3.14 3.14 3.1  2.75 2.95 3.49 3.15 2.66],[1.5 1.  2.  2.  2.  1.  1.  2.  2.  1. ],"[2.17440646 1.87460214 2.18341489 2.1784738  2.03729297 1.8150561
 1.97311266 2.41429893 2.08557817 1.74513428]",[1.   1.   1.25 1.   1.   1.   1.   1.25 1.25 1.  ],"[0.6744559  0.51349863 0.62930112 0.62410002 0.62115527 0.50333735
 0.56127184 0.73345909 0.62176958 0.46671754]",[0.   0.   0.25 0.   0.   0.   0.   0.25 0.25 0.  ],"[0.39932882 0.3996232  0.4015274  0.40252384 0.39771048 0.39910907
 0.40018842 0.39828004 0.4013134  0.39926715]"
1.5,0.45,[1.605 1.338 1.548 1.45  1.834 1.613 1.594 1.34  1.133 1.619],[3.24 2.58 3.16 2.96 3.44 3.06 3.05 2.82 2.37 3.4 ],[1.5 2.  2.  2.  2.  1.  2.  1.5 1.  2. ],"[2.21513679 1.69601046 2.12770482 1.94754712 2.46663904 2.15318905
 2.18334735 1.8790532  1.52825761 2.3126415 ]",[1.    1.    1.25  1.    1.25  1.    1.    1.    1.    1.125],"[0.64927741 0.37967257 0.61220128 0.50653882 0.69310876 0.60638546
 0.56771014 0.50375596 0.34539628 0.69397207]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],"[0.45173554 0.45415543 0.44757007 0.44364998 0.4557219  0.44673249
 0.44781588 0.4512008  0.45698925 0.45267565]"
1.6,0.05,[0.21  0.297 0.235 0.238 0.24  0.322 0.266 0.249 0.342 0.276],[2.62 3.37 2.99 2.76 2.57 2.72 2.38 2.57 2.97 2.8 ],[1. 2. 1. 1. 2. 1. 1. 1. 2. 2.],"[0.69910179 1.13381395 0.88812611 0.82392129 0.67980065 0.90437395
 0.64000819 0.7941289  0.97889687 0.79700005]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.49861351 0.82016649 0.64927845 0.57428262 0.43633934 0.61067095
 0.37971522 0.53347827 0.64530068 0.52761528]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05021994 0.05132995 0.04880973 0.04990129 0.05078406 0.04991833
 0.05230126 0.05026174 0.0512641  0.04846262]"
