gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.23  0.266 0.259 0.297 0.283 0.321 0.254 0.275 0.276 0.261],[2.8  3.   2.96 3.27 3.   2.92 2.63 2.91 3.17 2.85],[2.  1.  1.  2.  1.  2.  1.  1.  2.  1.5],"[0.74966056 1.04052411 0.96960766 1.02588286 1.00528011 0.88140325
 0.77168862 0.90944034 0.95710234 0.85397566]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.542788   0.74309002 0.6996571  0.74571867 0.72695979 0.56936224
 0.51907875 0.61821231 0.70585966 0.6030406 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05060164 0.04973227 0.05094972 0.05067508 0.04994936 0.04887482
 0.05080228 0.04864909 0.050463   0.04997552]"
1.5,0.1,[0.62  0.515 0.552 0.631 0.51  0.532 0.687 0.552 0.45  0.534],[2.91 3.05 3.42 3.03 3.02 3.11 3.65 2.98 2.57 3.2 ],[2.  1.5 2.  1.5 2.  2.  2.  2.  1.  2. ],"[1.21970585 1.25339821 1.408032   1.36944206 1.234352   1.31410832
 1.76798722 1.22824789 0.95338204 1.40364718]",[0.5 0.  0.  0.  0.  0.  0.  0.  0.  0. ],"[0.64313053 0.75020546 0.8440696  0.7947509  0.72252583 0.78026555
 1.10311601 0.68249288 0.49902657 0.85615694]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10117182 0.10092554 0.09895623 0.10209033 0.09758946 0.10027271
 0.09918773 0.09795322 0.09951169 0.09900674]"
1.5,0.15000000000000002,[0.802 0.868 0.942 0.925 0.957 0.752 0.749 0.76  0.859 0.638],[3.32 3.22 3.47 3.8  3.72 2.93 3.14 2.95 3.17 2.35],[2. 2. 2. 2. 2. 2. 1. 2. 2. 1.],"[1.69479667 1.69671475 1.87904504 2.06174488 2.02688459 1.37250231
 1.59306239 1.40253885 1.65147575 1.00885233]","[1.      1.      1.      1.      1.09375 1.      0.      0.5     1.
 0.     ]","[0.84121757 0.80701016 0.94159631 1.11113819 1.06719953 0.61406481
 0.83571925 0.68947    0.79923088 0.40850077]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15153915 0.1487151  0.14955886 0.15010139 0.14905163 0.14984581
 0.14979556 0.14787436 0.15009603 0.15553789]"
1.5,0.2,[1.11  1.007 0.853 1.061 0.921 0.926 0.936 0.81  1.05  0.926],[3.11 2.97 2.8  2.94 3.05 2.98 2.9  2.5  3.28 3.06],[2. 2. 2. 1. 2. 2. 2. 1. 2. 1.],"[1.84198871 1.61943525 1.43379954 1.68745273 1.57604592 1.61833864
 1.54186243 1.23529936 1.93519232 1.66875168]",[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],"[0.75176898 0.63161298 0.56291391 0.67268222 0.65060158 0.70715944
 0.58844446 0.46403227 0.82569463 0.73705246]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20027694 0.20087232 0.19934778 0.20109777 0.20369018 0.19666348
 0.1975907  0.20042756 0.20210139 0.20135436]"
1.5,0.25,[1.09  1.407 1.189 1.305 1.217 1.312 1.338 1.278 1.047 1.044],[2.93 3.65 3.35 3.28 3.09 3.33 3.37 3.24 3.1  2.8 ],[1. 2. 1. 2. 2. 2. 2. 2. 2. 2.],"[1.75310623 2.27368146 2.03724067 1.97392333 1.88310516 2.06111428
 2.0513168  1.99472301 1.70949841 1.60057191]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.63606827 0.92287031 0.82295295 0.74565184 0.68350799 0.77836343
 0.80404446 0.74860485 0.65459606 0.54218812]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.24824816 0.25122249 0.24755089 0.25000768 0.25040665 0.25024596
 0.24925467 0.25218809 0.24789333 0.25032113]"
1.5,0.3,[1.168 1.278 1.414 1.286 1.09  1.344 1.003 1.158 1.212 1.473],[2.96 2.96 3.19 2.94 2.69 3.15 2.44 2.88 2.73 3.46],[2. 2. 2. 2. 1. 1. 1. 1. 1. 2.],"[1.75670162 1.8999591  2.02406292 1.80762653 1.59778136 2.02745001
 1.42039095 1.71119049 1.69049483 2.20044507]",[1.   1.   1.   1.   1.   1.   1.   1.   1.   1.25],"[0.58598629 0.6243927  0.66569317 0.56255817 0.50083861 0.69632574
 0.39936312 0.57029205 0.50025069 0.77559156]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.29663766 0.30207861 0.30015462 0.30335778 0.3006722  0.29915697
 0.29620976 0.29819926 0.30625671 0.29695776]"
1.5,0.35000000000000003,[1.231 1.296 1.458 1.408 1.33  1.382 1.274 1.51  1.421 1.426],[2.95 3.18 3.08 3.16 2.8  2.84 2.96 3.19 2.89 3.22],[2.  1.5 1.5 2.  2.  1.  2.  2.  1.  2. ],"[1.87387091 2.07402857 2.01177801 2.06699803 1.83233103 1.84787894
 1.79853459 2.13535321 1.92414574 2.15352889]",[1.125 1.    1.    1.    1.    1.    1.    1.    1.    1.25 ],"[0.5699018  0.66915308 0.6182276  0.64742528 0.50355479 0.53250785
 0.54018498 0.67016583 0.56239891 0.66453902]",[0.   0.   0.   0.   0.   0.   0.   0.   0.   0.25],"[0.34643921 0.35210375 0.35226415 0.35071537 0.35026376 0.34970537
 0.35461424 0.34871929 0.34991989 0.35347916]"
1.5,0.4,[1.272 1.397 1.454 1.625 1.311 1.516 1.578 1.356 1.454 1.595],[2.84 2.93 3.09 3.48 2.8  3.03 3.58 3.03 2.95 3.11],[2.  2.  2.  2.  1.  1.5 2.  2.  2.  1.5],"[1.80159039 1.85782348 2.03591255 2.35200251 1.87834597 2.05575844
 2.42970455 1.92904046 1.98717223 2.18569175]",[1.    1.    1.    1.125 1.    1.    1.125 1.    1.    1.   ],"[0.51464215 0.5086438  0.59821236 0.74022822 0.52663027 0.5764933
 0.80130306 0.5714135  0.53767516 0.62649009]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.39704949 0.40017513 0.40097524 0.40255252 0.40212212 0.39828154
 0.40038779 0.39840928 0.3991426  0.40051182]"
1.5,0.45,[1.501 1.654 1.391 1.666 1.504 1.511 1.232 1.906 1.203 1.495],[3.03 3.25 2.9  3.21 2.86 2.93 2.71 3.75 2.57 2.95],[1.  1.  2.  2.  1.5 2.  2.  2.  2.  2. ],"[2.10623966 2.25967271 1.8932256  2.22757539 1.97319863 1.99992124
 1.7016265  2.72192713 1.54565949 1.96471366]",[1.   1.   1.   1.25 1.   1.   1.   1.25 1.   1.  ],"[0.58599491 0.66188646 0.49958729 0.60430451 0.51611367 0.51410703
 0.44873587 0.81702296 0.38704621 0.49356009]",[0.   0.   0.   0.25 0.   0.   0.   0.25 0.   0.  ],"[0.44859351 0.44695369 0.44788558 0.44775782 0.45230673 0.44842494
 0.44684634 0.44944746 0.45882353 0.44779516]"
1.6,0.05,[0.216 0.264 0.17  0.226 0.329 0.275 0.316 0.338 0.188 0.332],[2.66 2.71 2.49 2.68 3.08 3.02 3.04 3.36 2.37 3.09],[1. 1. 1. 1. 2. 1. 2. 2. 1. 1.],"[0.83137062 0.77184741 0.56733759 0.75886325 1.00224446 0.9597111
 0.98680413 1.17194808 0.58751675 1.15205799]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.59514869 0.48601733 0.38417353 0.4979282  0.66722187 0.70305643
 0.70403741 0.83595199 0.39569119 0.82313526]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05005948 0.0521587  0.05013656 0.04900145 0.05027445 0.05108155
 0.0506214  0.05067956 0.05029434 0.05084078]"
