gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.271 0.313 0.247 0.302 0.233 0.34  0.26  0.211 0.324 0.297],[3.21 3.32 2.87 3.12 3.04 3.41 3.2  2.94 3.48 3.46],[2. 2. 1. 2. 2. 2. 2. 1. 2. 2.],"[0.98821969 1.08413642 0.90864301 0.99089085 0.88019678 1.1396219
 1.04708255 0.86907404 1.23420352 1.06361879]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.70379647 0.74615119 0.66907636 0.68771946 0.63858789 0.81113924
 0.77891971 0.66261896 0.89588077 0.7468097 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05091003 0.05080939 0.0503609  0.0502763  0.05082789 0.05049531
 0.04932053 0.0504582  0.05101592 0.04871255]"
1.5,0.1,[0.469 0.504 0.643 0.67  0.456 0.631 0.655 0.566 0.506 0.51 ],[2.42 2.99 3.25 3.15 2.71 3.69 2.89 3.32 2.75 3.04],[1.  2.  2.  2.  1.5 2.  2.  2.  2.  2. ],"[0.96622417 1.21772592 1.47559542 1.4125351  0.99729349 1.73157797
 1.28854233 1.39779898 1.06897088 1.17193613]",[0.  0.  0.5 1.  0.  0.  1.  0.  0.  0. ],"[0.46861674 0.68511606 0.83986178 0.75530793 0.52555765 1.09136068
 0.65657212 0.83675406 0.59341119 0.66961192]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10109943 0.10129415 0.10171895 0.10168659 0.10145595 0.09916742
 0.09998374 0.09905571 0.10046455 0.10038666]"
1.5,0.15000000000000002,[0.627 0.684 0.747 0.687 0.756 0.716 0.906 0.871 0.804 0.783],[2.41 2.65 2.92 3.15 3.11 2.75 3.28 3.62 3.1  3.04],[2.  1.  2.  1.  2.  1.5 1.  2.  2.  1.5],"[1.0536219  1.23674448 1.39264574 1.50621704 1.47533635 1.27735945
 1.77045322 1.85637126 1.58152662 1.5439595 ]",[1. 0. 1. 0. 1. 1. 1. 1. 1. 1.],"[0.42243538 0.55015695 0.66399584 0.81268433 0.70699407 0.57937117
 0.87435703 0.96525065 0.75228589 0.75434585]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.15199575 0.14930359 0.14950609 0.14900151 0.14510889 0.15137861
 0.15102296 0.14936958 0.1490363  0.14914272]"
1.5,0.2,[1.058 0.964 1.009 1.242 1.185 1.079 0.87  1.076 1.081 0.908],[3.13 3.04 2.96 3.84 3.47 3.22 2.63 3.22 3.33 3.02],[1.5 2.  2.  2.  2.  2.  2.  2.  2.  2. ],"[1.76726941 1.66368225 1.65636744 2.35414644 2.0094567  1.80280095
 1.31491503 1.85207022 1.88671642 1.59503573]","[1.      1.      1.      1.      1.      1.      1.      1.      1.09375
 1.     ]","[0.73620008 0.69226867 0.66769068 1.11027071 0.89638357 0.73821843
 0.49198534 0.76233328 0.78444652 0.66549044]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20016754 0.1990852  0.20608763 0.20045252 0.20054957 0.20521246
 0.20011095 0.20063305 0.19762706 0.20118978]"
1.5,0.25,[1.25  1.241 0.949 1.069 1.354 1.163 0.829 1.298 1.177 1.229],[3.24 3.32 2.56 2.93 3.27 3.06 2.34 3.48 3.38 3.06],[2.  2.  1.  1.  2.  1.5 1.  2.  2.  2. ],"[1.96159409 2.02533501 1.43167506 1.73432317 2.03280136 1.8492294
 1.24041162 2.21438839 2.06028103 1.83286158]",[1.25  1.25  1.    1.    1.125 1.    1.    1.25  1.25  1.125],"[0.70635483 0.76185356 0.49879604 0.68176518 0.74918808 0.71414883
 0.39449854 0.84886593 0.83279141 0.6663827 ]",[0.25 0.25 0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.25207163 0.25127367 0.25208486 0.24966905 0.24986714 0.25227862
 0.24927767 0.25169723 0.24702945 0.25001684]"
1.5,0.3,[1.208 1.135 1.402 1.551 1.279 1.152 1.294 1.219 1.258 1.156],[2.85 2.87 3.33 3.66 3.13 2.7  2.94 2.92 3.17 3.01],[1.  1.5 2.  2.  1.  1.  2.  2.  2.  1. ],"[1.73195939 1.71980676 2.15927516 2.43628462 1.98206875 1.67494379
 1.85359012 1.81654216 1.96263595 1.82835656]",[1.   1.   1.25 1.   1.   1.   1.   1.   1.   1.  ],"[0.54751359 0.56758019 0.7195486  0.90113142 0.68630459 0.52521967
 0.59711429 0.59767986 0.6800853  0.62581811]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.   ],"[0.30635645 0.29950495 0.29653321 0.29947158 0.30117258 0.29492201
 0.29945303 0.29963567 0.29535923 0.30009748]"
1.5,0.35000000000000003,[1.104 1.212 1.385 1.338 1.281 1.382 1.14  1.599 1.585 0.984],[2.6  2.76 2.98 2.94 2.83 2.96 2.62 3.42 3.37 2.34],[2.  1.  1.5 2.  1.  2.  2.  2.  2.  1. ],"[1.60654954 1.71882471 1.97139743 1.90957884 1.78640831 1.91917499
 1.65371937 2.33258569 2.32971139 1.36179833]",[1.    1.    1.    1.    1.    1.125 1.    1.    1.    1.   ],"[0.42998765 0.51882471 0.58241305 0.56944945 0.53912377 0.54610919
 0.44397328 0.76271142 0.70715096 0.36572167]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.35115366 0.34774841 0.3486324  0.34840931 0.35199776 0.35140591
 0.34920135 0.35026105 0.35030937 0.35311619]"
1.5,0.4,[1.258 1.282 1.123 1.692 1.295 1.542 1.501 1.405 1.621 1.593],[2.61 2.8  2.33 3.39 2.94 3.1  3.1  2.92 3.34 3.29],[1. 1. 1. 2. 2. 2. 1. 1. 2. 1.],"[1.79632315 1.79476969 1.5022363  2.36893761 1.89119149 2.13439275
 2.15668631 1.92663284 2.28729118 2.27601949]",[1.   1.   1.   1.   1.   1.25 1.   1.   1.25 1.  ],"[0.48539298 0.50087077 0.35644773 0.69537377 0.52338509 0.60389348
 0.61457205 0.54805069 0.67360039 0.68089986]",[0.    0.    0.    0.    0.    0.    0.    0.    0.125 0.   ],"[0.39934302 0.40342052 0.40210495 0.40121804 0.39826028 0.3992792
 0.39827897 0.39911108 0.39913752 0.40256556]"
1.5,0.45,[1.555 1.511 1.175 1.799 1.424 1.424 1.438 1.465 1.783 1.546],[3.32 3.02 2.63 3.49 2.9  2.87 2.8  3.16 3.6  3.25],[2.  2.  1.  2.  2.  1.  1.  2.  2.  1.5],"[2.27787884 2.06310471 1.6782907  2.51637733 1.95971758 1.93303459
 1.87835253 2.10484843 2.5853609  2.23303445]",[1.   1.   1.   1.25 1.   1.   1.   1.   1.   1.  ],"[0.70095013 0.53486984 0.43623747 0.75015419 0.52467546 0.5291259
 0.48107226 0.59544108 0.77006793 0.654376  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.44985741 0.45073407 0.45185311 0.44852017 0.45104523 0.45140133
 0.45019157 0.45160858 0.44802104 0.44738741]"
1.6,0.05,[0.242 0.216 0.266 0.334 0.314 0.256 0.257 0.253 0.324 0.322],[3.16 2.25 3.05 3.15 3.44 2.69 2.83 2.46 2.8  2.97],[2.  1.  2.  2.  2.  1.  2.  1.  1.  1.5],"[0.9955741  0.57374337 1.02847345 1.04668179 1.28420177 0.81286313
 0.71884706 0.72669268 0.88407118 0.9716103 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.75385657 0.36101876 0.7669317  0.70210232 0.96529003 0.57625913
 0.46908937 0.47679338 0.58107801 0.63168842]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05043451 0.04931478 0.04986819 0.05023235 0.05059172 0.04749727
 0.0489234  0.04960139 0.05075637 0.04978671]"
1.6,0.1,[0.474 0.539 0.453 0.478 0.475 0.534 0.536 0.486 0.544 0.608],[2.52 2.94 2.58 2.62 2.68 3.1  2.94 2.75 3.01 3.43],[1.  1.  1.  1.  1.  1.5 2.  2.  1.  2. ],"[1.01368294 1.29176031 0.98351839 1.0650694  1.03862926 1.36758934
 1.13430766 0.98815222 1.29481663 1.53659017]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.52272835 0.77055608 0.52110872 0.59696332 0.58234264 0.82048851
 0.59360453 0.51012976 0.76732395 0.91343831]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10057748 0.09876023 0.09894842 0.10018969 0.10288345 0.10237028
 0.10461332 0.09888127 0.09981305 0.09979789]"
1.6,0.15000000000000002,[0.706 0.718 0.69  0.78  0.675 0.736 0.778 0.576 0.707 0.631],[2.97 2.7  2.61 2.86 2.45 3.05 3.05 2.49 2.8  2.15],[2.  1.  1.  2.  1.  1.5 1.  1.  1.  1. ],"[1.33155549 1.33040459 1.19461947 1.39688916 1.20369619 1.56540978
 1.59587139 1.03179894 1.31302438 0.9593875 ]",[0. 1. 0. 1. 1. 1. 1. 0. 0. 0.],"[0.62518098 0.58094903 0.53093783 0.63996289 0.51112783 0.75889061
 0.80603985 0.47685265 0.62349557 0.34354522]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14959537 0.15024038 0.15436789 0.15010263 0.14882232 0.15186978
 0.14880339 0.1497155  0.15156591 0.14952888]"
1.6,0.2,[0.949 0.658 0.885 0.656 1.03  1.011 0.983 1.095 0.885 0.865],[2.9  2.31 2.88 2.4  3.08 3.08 2.93 3.64 2.84 2.9 ],[1.  1.  1.  1.  2.  1.5 2.  2.  1.5 2. ],"[1.60752558 1.08823413 1.62978937 1.06618013 1.67405302 1.7723588
 1.67577612 2.09720895 1.4906995  1.50124971]",[1. 0. 1. 0. 1. 1. 1. 1. 1. 1.],"[0.69182428 0.42705921 0.70400446 0.41936373 0.68983915 0.74498881
 0.62899878 0.96560251 0.62242313 0.63309969]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20004954 0.19776189 0.20082488 0.19211694 0.19581786 0.19991377
 0.1984341  0.1986611  0.20178871 0.20112717]"
