gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.267 0.381 0.291 0.383 0.275 0.359 0.339 0.23  0.324 0.401],[2.5  3.95 3.3  3.65 3.15 3.05 3.6  2.   3.7  4.  ],[2.  1.5 1.5 2.  2.  2.  2.  1.  2.  2. ],"[0.6701484  1.6654896  1.15007941 1.2673897  0.8751344  1.0218501
 1.29891483 0.45727222 1.33102149 1.60715984]",[0.  0.  0.  0.5 0.  0.  0.  0.  0.  0. ],"[0.37092965 1.27707103 0.86351935 0.88590777 0.59818127 0.66363477
 0.95671207 0.24399097 1.00007666 1.22783855]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0473251  0.04959277 0.05149634 0.04893445 0.05007474 0.05129274
 0.04918407 0.05769231 0.05072844 0.0496927 ]"
1.5,0.1,[0.423 0.502 0.588 0.47  0.606 0.734 0.676 0.525 0.512 0.55 ],[2.5  2.8  2.8  2.45 2.45 4.1  3.55 2.   3.4  2.55],[1.5 1.5 1.  2.  2.  2.  1.5 1.  1.5 1.5],"[0.92736909 1.21028186 1.30178644 0.84720296 0.92880859 1.9860154
 1.69760016 0.73307292 1.46969032 0.97401736]",[0. 0. 0. 0. 1. 1. 0. 0. 0. 1.],"[0.48752534 0.69582874 0.71931574 0.38177327 0.35380859 1.21725319
 1.07489508 0.22994792 0.98465308 0.42245486]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.08385093 0.10186596 0.10933063 0.11111111 0.12195122 0.0985076
 0.10114379 0.16428571 0.09831973 0.09429825]"
1.5,0.15000000000000002,[0.541 1.191 0.561 0.555 1.175 1.107 0.825 0.845 0.795 0.819],[3.2  4.3  2.35 1.9  4.3  3.85 3.65 3.15 3.6  2.55],[1.  3.  1.  1.  3.  2.5 2.5 2.  2.  2. ],"[1.4494461  2.46057778 1.02586433 0.77713914 2.43362759 2.25236663
 1.68758734 1.62508103 1.85329989 1.1023384 ]","[0.      1.25    0.      0.5     1.25    1.25    1.09375 1.      0.5
 1.     ]","[0.87571563 1.31486245 0.46199714 0.20838914 1.28501919 1.12327728
 0.88961371 0.77566697 1.02243747 0.31249465]","[0.      0.5     0.      0.      0.25    0.28125 0.125   0.      0.
 0.     ]","[0.15268817 0.14917463 0.16740413 0.20625    0.14777239 0.15431752
 0.14826728 0.15267176 0.14818193 0.18345324]"
1.5,0.2,[0.796 1.437 1.268 1.393 1.02  0.827 1.079 0.796 0.689 1.269],[2.95 4.4  4.05 4.   3.3  2.5  2.9  2.25 2.7  3.65],[1.  2.  1.5 1.5 2.  1.  2.  1.  1.  1. ],"[1.59762439 2.74149345 2.51312268 2.5570472  1.77022488 1.30174217
 1.68640812 1.21901361 1.28595942 2.36360087]",[0.    1.    1.    1.125 1.    1.    1.    1.    0.    1.   ],"[0.78676624 1.3292498  1.25307629 1.17467415 0.73917019 0.47889061
 0.64197452 0.37370111 0.58468988 1.06646953]",[0.    0.    0.    0.125 0.    0.    0.    0.    0.    0.   ],"[0.19886295 0.20124151 0.20426829 0.19804023 0.21335505 0.20366133
 0.21674707 0.21859296 0.19005848 0.20938542]"
1.5,0.25,[0.779 1.263 1.638 1.234 1.165 1.397 1.216 1.31  1.634 0.631],[2.15 3.4  4.2  2.75 2.75 3.6  3.15 3.3  4.65 1.75],[2.  2.  2.5 1.  1.  2.  1.  1.  2.  1. ],"[1.08672263 2.05586689 2.69321164 1.87827296 1.73336741 2.35673786
 1.99308361 2.06687617 3.10210409 0.77480283]",[1.     1.     2.0625 1.     1.     1.25   1.     1.     1.125  0.5   ],"[0.29062888 0.77056415 1.04362668 0.61960902 0.57521311 0.90091206
 0.76404309 0.7962707  1.45105734 0.16230283]",[0.     0.     0.3125 0.     0.     0.25   0.     0.     0.     0.    ],"[0.26642336 0.24589286 0.24688753 0.25119588 0.24428571 0.25420705
 0.24863166 0.25044112 0.24870618 0.25362319]"
1.5,0.3,[1.253 1.367 1.341 1.362 1.871 1.529 0.807 0.791 0.887 1.424],[2.55 3.   3.15 3.7  4.45 3.4  2.   2.15 2.05 3.  ],[2.  1.5 1.5 1.5 2.5 2.  1.  1.  1.  2. ],"[1.61138424 1.91946574 2.04571322 2.294788   3.0829289  2.23392769
 1.00051432 1.1297198  1.13956042 2.03253218]",[1.    1.    1.    0.5   1.125 1.    0.    0.5   1.    1.25 ],"[0.36138424 0.62348186 0.67598666 0.93255045 1.22553449 0.71800972
 0.21613932 0.33229548 0.28506823 0.62274214]",[0.     0.     0.     0.     0.1875 0.     0.     0.     0.     0.25  ],"[0.2983871  0.30475981 0.30067002 0.30121402 0.29966603 0.3108047
 0.35353535 0.30217576 0.25331126 0.29946586]"
1.5,0.35000000000000003,[1.537 1.117 1.391 1.64  1.157 1.451 1.777 1.435 1.431 1.603],[3.25 2.55 3.4  3.5  2.35 3.05 3.85 3.15 2.6  3.45],[1.  1.5 2.  2.  1.  2.  2.5 2.  1.  2. ],"[2.23589781 1.54704946 2.16807297 2.4314748  1.56883388 1.98111986
 2.54873996 2.08772842 1.86744276 2.41410157]","[1.      1.      1.      1.25    1.      1.25    1.40625 1.25    1.
 1.125  ]","[0.74170836 0.39802602 0.7224675  0.75967304 0.40877529 0.57806811
 0.80950657 0.62594863 0.43345839 0.81503846]",[0.    0.    0.    0.125 0.    0.125 0.25  0.    0.    0.125],"[0.3434238  0.35476879 0.35057416 0.34802158 0.3527493  0.34354147
 0.35328096 0.35175644 0.36129754 0.35150909]"
1.5,0.4,[2.185 1.517 1.581 1.087 1.335 1.483 1.73  0.997 1.304 1.98 ],[4.6  3.25 3.3  2.65 2.7  3.05 3.75 2.65 2.85 4.1 ],[1.5 2.  2.  1.  1.  2.  2.5 1.5 2.  1.5],"[3.43980993 2.12823177 2.25948918 1.54960012 1.80227521 2.11160851
 2.5421493  1.47043049 1.89472177 2.99884955]","[1.      1.      1.      1.      1.      1.4375  1.40625 0.      1.
 1.     ]","[1.23494237 0.61280208 0.68130009 0.43319387 0.4940904  0.5915493
 0.78814539 0.4405843  0.51147592 1.01128241]","[0.      0.      0.      0.      0.      0.125   0.28125 0.      0.
 0.     ]","[0.39766803 0.375      0.40010223 0.39501312 0.40265916 0.39969117
 0.40354262 0.39915112 0.39513143 0.40087846]"
1.5,0.45,[2.148 1.898 2.039 0.802 1.329 1.796 1.356 1.929 1.446 1.715],[4.   3.35 4.4  1.9  2.45 3.55 2.8  3.9  3.1  3.25],[3.  3.  3.5 1.  1.  2.  2.  2.  2.  1.5],"[2.93773525 2.52126481 3.00692713 1.00993005 1.75174386 2.47469951
 1.80595339 2.82059319 2.05710784 2.41096341]","[1.5625  1.9375  1.84375 0.      1.      1.25    1.125   1.25    1.
 1.     ]","[0.86898525 0.6429445  0.97584803 0.22418786 0.37830636 0.70101787
 0.45790651 0.92668755 0.5787387  0.64217678]","[0.28125 0.4375  0.34375 0.      0.      0.25    0.      0.25    0.
 0.     ]","[0.45049427 0.45241528 0.45005326 0.45045045 0.44693878 0.45095458
 0.46547619 0.44320272 0.45414756 0.45193528]"
1.6,0.05,[0.111 0.189 0.259 0.208 0.283 0.376 0.216 0.253 0.319 0.357],[1.8  2.6  2.45 1.85 3.9  2.75 2.65 2.1  2.65 2.95],[1.  2.  1.  1.  1.5 1.  1.  1.5 1.5 2. ],"[0.31402385 0.47081042 0.70259473 0.28427083 1.54245874 1.00664096
 0.93842459 0.498125   0.72729076 1.07458736]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.20425822 0.27706042 0.47749707 0.08739583 1.24882776 0.63325228
 0.72885428 0.223125   0.41591381 0.71286861]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.03873239 0.04242424 0.05207373 0.07272727 0.05037385 0.04910366
 0.0514064  0.06428571 0.05107527 0.04828151]"
