gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.473 0.191 0.377 0.269 0.182 0.285 0.235 0.109 0.408 0.292],[5.2  2.6  3.5  2.35 1.8  2.85 2.2  2.15 3.9  3.15],[3.5 1.5 2.  2.  1.  2.  1.  1.  3.  1. ],"[2.14297209 0.62643693 1.26941844 0.48736979 0.35274433 0.74831619
 0.50873709 0.267859   1.26569825 1.08200606]","[1.0625    0.        0.        0.        0.        0.        0.
 0.        1.0390625 0.       ]","[1.68824796 0.44684708 0.88465282 0.20924479 0.15586933 0.46106033
 0.28373709 0.1506715  0.88327638 0.81120528]","[0.34375 0.      0.      0.      0.      0.      0.      0.      0.125
 0.     ]","[0.04949856 0.04864865 0.05101657 0.05855856 0.0462963  0.04819277
 0.03947368 0.02631579 0.04760497 0.0537874 ]"
1.5,0.1,[0.771 0.469 0.486 0.179 0.483 0.778 0.662 0.588 0.837 0.606],[3.75 2.3  3.3  2.3  3.2  3.75 4.25 3.5  4.2  3.5 ],[2.5 1.  1.  1.5 2.5 2.5 2.  2.  2.  2. ],"[1.72683891 0.87336859 1.52566565 0.59354534 1.04335048 1.84538486
 1.97055013 1.53042387 2.21224773 1.54073442]","[1.      0.      0.      0.      0.      1.25    0.      0.5     1.09375
 0.59375]","[0.96940482 0.41498236 1.00271338 0.40565472 0.57362392 1.06706455
 1.31326558 0.88550199 1.36013592 0.93131059]",[0.    0.    0.    0.    0.    0.25  0.    0.    0.125 0.125],"[0.10180085 0.10057887 0.09964936 0.0875     0.09433962 0.10433071
 0.10120167 0.09764151 0.10262935 0.10348403]"
1.5,0.15000000000000002,[0.86  0.402 0.513 0.818 0.544 0.752 0.39  0.764 0.604 0.566],[3.45 2.3  2.35 3.2  2.3  2.95 1.25 3.3  2.45 2.15],[2.  2.  1.5 1.  1.  2.  1.  2.  1.5 1. ],"[1.74766644 0.69056641 0.86055933 1.62731531 0.94792835 1.28302007
 0.43125    1.56241644 1.04893217 0.96018171]","[0.59375 0.      0.      0.5     0.      1.      0.      1.      0.
 0.     ]","[0.90569867 0.26244141 0.34493433 0.82863367 0.40046741 0.57442632
 0.05625    0.79200323 0.42256499 0.38615827]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14824481 0.13095238 0.15979381 0.15484234 0.14600551 0.14962121
 0.15384615 0.14663447 0.16639871 0.1396648 ]"
1.5,0.2,[0.609 1.17  1.326 0.751 0.717 1.167 0.816 1.325 0.881 0.867],[2.25 3.25 4.1  2.3  2.2  3.6  2.75 4.   2.75 2.75],[1.  2.  2.  1.  1.  2.  1.  3.  1.5 1. ],"[0.96837998 1.85900065 2.53259258 1.15489927 1.02744141 2.07370446
 1.43105008 2.41364593 1.451261   1.55846543]","[0.         1.         1.125      1.         1.         1.09375
 0.         1.38541667 1.         1.        ]","[0.36740342 0.74521891 1.18273907 0.40089536 0.30244141 0.90070642
 0.63271024 1.06056975 0.5957068  0.65001816]",[0.    0.    0.125 0.    0.    0.125 0.    0.25  0.    0.   ],"[0.19602763 0.19944341 0.20676047 0.1965812  0.19047619 0.19927207
 0.19370229 0.19533197 0.1988345  0.20309539]"
1.5,0.25,[1.848 1.088 1.23  1.327 0.715 1.644 1.201 0.691 1.399 0.807],[4.5  3.25 3.75 3.8  1.85 4.3  3.25 1.85 3.45 2.55],[2.5 2.  2.  2.5 1.  2.  2.  1.  2.5 1. ],"[3.17154599 1.81847163 2.17646897 2.24070165 0.93416667 2.81311548
 1.92274965 0.92620385 2.04890452 1.26983525]","[1.125   1.      1.09375 1.125   1.      1.      1.21875 1.      1.78125
 1.     ]","[1.31366025 0.72540523 0.98778794 0.93989293 0.19666667 1.22870386
 0.72206606 0.19807885 0.67956859 0.45167119]","[0.25    0.      0.125   0.125   0.      0.      0.25    0.      0.28125
 0.     ]","[0.24452241 0.24466338 0.24692875 0.25196805 0.24137931 0.25117007
 0.25277067 0.2969697  0.26978818 0.2314578 ]"
1.5,0.3,[1.207 1.121 1.939 1.418 1.476 1.964 0.911 1.382 1.31  1.39 ],[3.25 2.45 4.55 3.   3.25 4.6  2.15 3.35 3.2  3.  ],[2.  2.  2.  2.  2.  2.5 1.  1.5 2.  1.5],"[1.86045741 1.48789178 3.20014316 1.96503614 2.26182405 3.2596209
 1.13722656 2.15276577 2.12084165 2.07273041]",[1.125 1.    1.25  1.125 1.25  1.25  1.    1.    1.    1.   ],"[0.64659023 0.36132928 1.29603855 0.52616895 0.71240999 1.27344231
 0.26847656 0.78740933 0.8061688  0.66087738]",[0.125 0.    0.25  0.125 0.125 0.25  0.    0.    0.    0.   ],"[0.29466119 0.31687243 0.30028891 0.31418093 0.30142503 0.30162348
 0.2688172  0.30242851 0.29891172 0.29900468]"
1.5,0.35000000000000003,[1.762 0.941 1.466 1.595 1.188 0.914 1.761 1.446 1.829 0.925],[3.95 1.95 2.9  3.4  2.85 2.25 3.55 3.5  3.65 2.3 ],[1.5 1.  1.  1.  2.  2.  2.  2.  2.5 2. ],"[2.77534064 1.15308129 2.02401212 2.5017946  1.70335943 1.22994792
 2.59154442 2.18729526 2.66752993 1.2768243 ]",[1.125 1.    1.    1.    1.25  1.125 1.25  1.    1.25  1.   ],"[0.99598273 0.21089379 0.54901212 0.86300676 0.49535161 0.30494792
 0.79796532 0.70653355 0.81360232 0.29323055]",[0.125 0.    0.    0.    0.25  0.125 0.25  0.    0.25  0.   ],"[0.3488269  0.36320755 0.36982249 0.35333121 0.35151515 0.33505155
 0.35050969 0.3468146  0.34634507 0.30808081]"
1.5,0.4,[1.613 1.759 1.355 1.106 1.061 1.043 2.079 0.913 1.14  1.271],[3.75 3.35 2.95 2.7  2.1  2.4  4.3  2.3  2.8  2.65],[2. 2. 1. 1. 1. 1. 3. 1. 2. 2.],"[2.51514297 2.38568964 1.99870887 1.68410667 1.40045815 1.42444117
 3.17307437 1.27019958 1.6393645  1.69257301]","[1.125   1.125   1.      1.      1.      1.      1.84375 0.5     1.
 1.     ]","[0.88579726 0.71188593 0.62899451 0.4775637  0.34833413 0.36057398
 1.0768677  0.37516785 0.48713672 0.45609229]","[0.125   0.      0.      0.      0.      0.      0.46875 0.      0.
 0.     ]","[0.40316307 0.40263789 0.39602035 0.39349519 0.40165631 0.38500852
 0.40312836 0.40135725 0.40107553 0.40349332]"
1.5,0.45,[1.784 1.489 1.269 1.978 1.026 1.803 1.197 1.501 1.378 1.752],[3.4  3.   2.85 3.9  2.05 3.35 2.65 2.8  2.8  4.  ],[2.  2.  1.  1.5 1.  1.5 2.  1.  2.  1.5],"[2.46463491 2.1326213  1.86876525 2.8470084  1.29295108 2.40695438
 1.61241506 2.02780345 1.81514922 2.7352037 ]",[1.25 1.25 1.   1.   1.   1.   1.   1.   1.25 1.  ],"[0.67678091 0.56991378 0.54581908 0.86994236 0.26951358 0.66935672
 0.46763967 0.52956127 0.46221953 0.96672836]",[0.25  0.125 0.    0.    0.    0.    0.    0.    0.25  0.   ],"[0.44793233 0.44823557 0.44923676 0.44919823 0.38793103 0.44527363
 0.43123319 0.43856281 0.44710744 0.44952667]"
1.6,0.05,[0.144 0.341 0.342 0.435 0.445 0.258 0.224 0.386 0.388 0.292],[2.1  3.05 2.55 3.65 3.2  2.4  2.7  3.   2.8  3.45],[1.  2.  1.  2.  1.  1.5 1.5 1.  2.  1.5],"[0.43024953 0.86304231 0.84742197 1.48147755 1.44167925 0.67698094
 0.78706396 1.18632907 0.84141943 1.32077823]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.28415578 0.54692903 0.51304697 1.0779131  1.03881975 0.42004734
 0.56484716 0.84664706 0.45958349 1.0361774 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05288462 0.04327375 0.04730539 0.04767211 0.05107364 0.04778761
 0.0509663  0.0495134  0.0613079  0.05055069]"
