gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.45  0.486 0.232 0.139 0.452 0.22  0.308 0.425 0.293 0.314],[4.6  3.9  3.45 2.35 4.9  3.   3.45 3.9  3.   2.65],[2.  2.5 1.  1.  3.  2.  1.  2.  2.  1. ],"[2.16294925 1.50242963 1.03850683 0.44872574 2.04286061 0.64737758
 1.33388292 1.62471886 0.77822923 0.98932116]","[0.      1.21875 0.      0.      0.      0.      0.      0.      0.
 0.     ]","[1.71685855 1.00594525 0.81140722 0.31161637 1.62691823 0.42862758
 1.01885607 1.20010948 0.48486986 0.66747057]",[0.   0.25 0.   0.   0.   0.   0.   0.   0.   0.  ],"[0.05044184 0.05329536 0.04781472 0.04230769 0.049658   0.04
 0.05120224 0.05111562 0.0419426  0.051732  ]"
1.5,0.1,[0.648 0.775 0.654 0.422 0.429 0.629 0.544 0.674 0.739 0.525],[3.9  3.45 2.75 2.85 2.45 2.55 3.25 2.85 2.7  2.55],[2.  1.  1.  1.5 2.  1.  2.  1.5 2.  1.5],"[1.78508893 1.87057401 1.35512351 1.02427975 0.81770708 1.20903493
 1.32687029 1.34152329 1.21336305 1.14153961]",[0.  1.  0.5 0.  0.  1.  0.  0.5 1.  0. ],"[1.17173139 1.08135281 0.69524192 0.57310788 0.36536333 0.54767934
 0.79447893 0.6814647  0.50555055 0.58494782]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10022303 0.10047267 0.10103761 0.092827   0.08358209 0.10086254
 0.10097397 0.10419892 0.10725076 0.10633484]"
1.5,0.15000000000000002,[0.945 0.665 0.534 0.856 0.772 0.51  0.686 0.772 1.102 0.361],[3.05 2.65 1.9  3.5  2.3  1.9  2.75 2.85 4.1  2.25],[1. 2. 1. 2. 1. 1. 1. 1. 2. 1.],"[1.79379546 1.03062    0.74365792 1.7641633  1.09539137 0.77972256
 1.40498235 1.42006119 2.34074741 0.75064962]",[1.    0.5   0.    1.    1.    0.    0.    0.5   1.125 0.   ],"[0.82266509 0.40151844 0.23115792 0.93647775 0.38601637 0.32659756
 0.71436955 0.64115494 1.24787632 0.40104025]",[0.    0.    0.    0.    0.    0.    0.    0.    0.125 0.   ],"[0.15429182 0.15544041 0.1746988  0.14856342 0.16017316 0.16323106
 0.14989535 0.16085489 0.14726901 0.14115646]"
1.5,0.2,[1.242 1.167 1.129 0.903 1.17  0.757 0.975 1.495 1.155 1.156],[3.55 3.85 2.9  3.25 3.5  2.3  2.75 4.5  3.6  3.2 ],[1. 2. 3. 2. 2. 1. 2. 2. 2. 2.],"[2.220187   2.251036   1.66324675 1.68318949 2.12436392 1.15526115
 1.49733578 2.95043987 2.07340923 1.87089711]","[1.      1.      1.25    1.      1.      1.      1.09375 1.25    1.
 1.     ]","[1.03510399 1.08079674 0.54430144 0.7915391  0.96684439 0.38651115
 0.54108578 1.4445927  0.91822125 0.73300649]",[0.    0.    0.125 0.    0.    0.    0.125 0.25  0.    0.   ],"[0.20201204 0.20251121 0.20054201 0.19280908 0.19918145 0.20833333
 0.20051414 0.20142313 0.20636292 0.19593301]"
1.5,0.25,[1.096 1.491 0.672 1.017 0.846 1.239 0.645 1.641 1.159 1.467],[3.15 3.8  1.4  3.3  2.05 3.05 2.   3.9  3.35 3.75],[1.  2.  1.  1.5 1.  1.  1.  2.  2.  1.5],"[1.91268837 2.53404005 0.7        1.83282026 1.15206872 1.97107006
 0.8866058  2.74269233 1.94538369 2.47005177]","[1.         1.25       1.         0.5        1.         1.
 0.         1.38541667 1.         1.        ]","[0.75789101 1.01506117 0.05       0.82657636 0.29347497 0.75037914
 0.26082455 1.05592476 0.723704   0.97550831]",[0.    0.25  0.    0.    0.    0.    0.    0.125 0.    0.   ],"[0.25158617 0.25290966 0.22727273 0.25041154 0.2388535  0.24940415
 0.23076923 0.25126285 0.25044326 0.25213363]"
1.5,0.3,[1.586 1.094 1.034 1.325 1.854 1.696 1.134 1.465 0.949 1.642],[3.85 2.65 2.45 3.15 4.   3.9  2.7  3.35 2.65 4.  ],[2.5 1.5 1.  1.5 2.  1.  2.  3.  2.  2. ],"[2.55523881 1.58221324 1.41906436 2.08883586 2.92738569 2.74977495
 1.62444492 2.22269829 1.48461015 2.60150024]","[1.25       1.         1.         1.         1.25       1.
 1.         1.38541667 1.125      1.59375   ]","[0.95299272 0.45408824 0.39406436 0.7399467  1.03221052 1.08068315
 0.43772617 0.71259087 0.49353654 1.00002014]","[0.375   0.      0.      0.      0.25    0.      0.      0.34375 0.125
 0.     ]","[0.30202938 0.30571429 0.32489451 0.30549155 0.29933272 0.30080773
 0.28982301 0.29908257 0.30173305 0.29757209]"
1.5,0.35000000000000003,[1.446 0.833 1.366 1.554 1.574 1.15  1.17  1.13  1.317 1.567],[3.35 1.85 2.85 3.45 2.95 2.5  2.4  2.5  2.95 2.95],[2.  1.  1.  1.  1.  2.  1.  1.5 1.5 2.5],"[2.21236923 0.9984375  1.88473989 2.33444364 2.1489678  1.4942269
 1.52645031 1.60268513 1.91026073 1.98287073]","[1.125   1.      1.      1.      1.      1.125   1.      1.      1.
 1.78125]","[0.74792526 0.1609375  0.58558217 0.78579862 0.60995413 0.36712729
 0.34285656 0.41889607 0.53135448 0.4637301 ]","[0.125   0.      0.      0.      0.      0.125   0.      0.      0.
 0.28125]","[0.35005331 0.32653061 0.35137097 0.34747552 0.35112444 0.36422614
 0.36784141 0.36401099 0.37565445 0.3679868 ]"
1.5,0.4,[1.101 1.5   1.067 1.789 1.606 1.998 1.26  1.342 1.647 1.132],[2.2  3.1  2.5  3.9  3.1  4.65 2.55 2.4  3.4  2.  ],[1.5 1.5 1.  2.5 1.5 3.5 2.  1.5 2.  1. ],"[1.39690766 2.12496589 1.50857955 2.66954902 2.19149177 3.26572586
 1.59612801 1.69681548 2.36083833 1.31734375]","[1.      1.125   1.      1.125   1.125   1.90625 1.125   1.125   1.25
 1.     ]","[0.30711274 0.60830329 0.43943893 0.86998848 0.56219489 1.15615555
 0.32737801 0.34994048 0.70776216 0.20484375]","[0.      0.125   0.      0.125   0.      0.46875 0.      0.125   0.125
 0.     ]","[0.39493433 0.40344993 0.3939759  0.41744341 0.39799331 0.3993985
 0.3627451  0.39754098 0.40204082 0.36805556]"
1.5,0.45,[1.095 2.179 1.873 1.907 2.156 1.405 1.588 1.043 1.291 1.958],[2.45 3.85 3.45 3.7  4.55 2.55 3.05 2.45 2.45 4.1 ],[1.5 2.5 1.5 1.5 2.  2.  1.5 1.5 1.  2. ],"[1.49173631 2.88356528 2.58918997 2.71014814 3.35795023 1.79742691
 2.17379927 1.4806567  1.64296468 2.97341787]","[1.125   2.      1.      1.125   1.28125 1.125   1.125   1.      1.
 1.125  ]","[0.37357224 0.77124839 0.7393395  0.80526533 1.16973306 0.37398941
 0.6019731  0.41108883 0.34901937 0.97373525]",[0.125 0.25  0.    0.125 0.    0.    0.    0.    0.    0.125],"[0.41975309 0.44722432 0.45123543 0.45249469 0.44670441 0.45318352
 0.44790363 0.44379704 0.40687679 0.45232654]"
1.6,0.05,[0.195 0.176 0.211 0.084 0.243 0.392 0.04  0.246 0.188 0.121],[2.3  2.35 2.5  2.35 2.35 3.35 2.05 3.1  2.25 2.25],[1.  1.5 1.  1.  1.  1.5 1.  1.  1.  2. ],"[0.64093882 0.64162999 0.79029924 0.38554946 0.51918512 1.16494073
 0.14015625 1.03618071 0.49207443 0.28919007]",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.],"[0.43871714 0.44742833 0.57666703 0.3001979  0.26449762 0.74658135
 0.09640625 0.77022612 0.29519943 0.18684632]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04979747 0.05137482 0.04913017 0.04903537 0.06506849 0.05709135
 0.01829268 0.05084029 0.03867403 0.05185185]"
