gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.466 0.163 0.328 0.251 0.325 0.225 0.322 0.286 0.085 0.203],[4.   2.85 3.45 1.85 2.85 3.55 3.4  3.3  1.95 2.45],[2.  2.  3.  1.  1.  2.  1.5 1.  1.  1. ],"[1.67325373 0.61245433 1.01367451 0.47397297 1.00722533 1.17675935
 1.20439398 1.11816827 0.23548981 0.63644913]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[1.23035212 0.44682933 0.70381123 0.22631672 0.67177611 0.94084627
 0.88986761 0.84961358 0.15814606 0.44631241]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05203129 0.04054054 0.04468517 0.0591716  0.0492501  0.04974835
 0.05018842 0.04548763 0.04069767 0.04411765]"
1.5,0.1,[0.604 0.429 0.611 0.596 0.764 0.708 0.462 0.587 0.552 0.537],[3.55 1.8  2.95 2.65 4.15 3.85 2.8  3.45 3.4  2.8 ],[2. 1. 1. 1. 2. 2. 2. 2. 2. 2.],"[1.59724844 0.58307292 1.3313702  1.13920468 2.06470116 1.8536637
 1.08128471 1.51334653 1.43517279 1.11448685]",[0. 0. 1. 0. 1. 0. 0. 0. 0. 0.],"[0.99368398 0.15494792 0.68146786 0.56361875 1.30866783 1.18051001
 0.62968559 0.95382505 0.90345587 0.60013138]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.10486258 0.14035088 0.10838901 0.10062893 0.09994861 0.09874822
 0.1043956  0.10360146 0.1022092  0.09552846]"
1.5,0.15000000000000002,[0.867 0.74  0.886 0.787 0.761 0.709 0.94  0.896 0.509 0.71 ],[2.8  2.85 3.7  3.1  2.6  2.65 3.9  3.15 2.05 2.8 ],[1.5 1.  1.5 2.  1.5 2.  3.5 1.  1.  1. ],"[1.48424315 1.50854519 1.92128702 1.58323831 1.17949472 1.23020844
 1.90426269 1.7968178  0.86567188 1.49531775]",[1.   0.   1.   1.   1.   1.   1.25 1.   0.   0.  ],"[0.61412596 0.78782071 0.98748575 0.7969224  0.40761972 0.50755219
 1.01031738 0.92308122 0.35610157 0.76108924]",[0.  0.  0.  0.  0.  0.  0.5 0.  0.  0. ],"[0.15903141 0.15510378 0.14639687 0.1510536  0.16944444 0.14798851
 0.1529715  0.1463053  0.14798599 0.15086207]"
1.5,0.2,[0.76  1.359 0.806 0.455 0.934 1.594 0.755 1.173 1.884 0.727],[2.2  3.25 2.7  1.7  3.   4.35 2.65 3.25 5.7  2.55],[1.5 2.  1.  1.  1.  2.  1.  2.  3.5 1.5],"[1.03855487 2.11407365 1.50205987 0.63375    1.61295703 2.78880728
 1.35258678 1.92630851 3.90446574 1.1760483 ]","[1.         1.25       0.5        0.         0.5        1.
 0.         1.         1.88541667 0.5       ]","[0.28386737 0.85013322 0.69261163 0.15875    0.71158984 1.31300162
 0.57817271 0.8125878  1.95118205 0.44343111]","[0.         0.25       0.         0.         0.         0.
 0.         0.         0.51041667 0.        ]","[0.23046875 0.19950599 0.19855006 0.19607843 0.2022929  0.20237669
 0.19978809 0.20320067 0.19925538 0.21005155]"
1.5,0.25,[1.346 1.478 1.043 1.075 1.189 0.689 1.271 0.759 1.475 0.986],[3.6  3.75 2.65 2.55 2.9  2.05 3.6  2.65 4.25 2.35],[1.  2.  1.5 1.5 1.  1.5 2.  2.  1.5 1.5],"[2.29652128 2.41436136 1.58107911 1.53889731 1.84088494 0.99581948
 2.14888083 1.27085869 2.73779417 1.32731198]",[1.    1.25  1.    1.    1.    1.    1.125 1.    1.    1.   ],"[0.97957792 0.95998514 0.51467286 0.40139731 0.6606115  0.25929605
 0.91692587 0.46910087 1.23258177 0.37496823]",[0.    0.25  0.    0.    0.    0.    0.125 0.    0.    0.   ],"[0.24812747 0.24985718 0.27446809 0.27108434 0.23712446 0.25680272
 0.24873604 0.23841962 0.25203488 0.29375   ]"
1.5,0.3,[1.429 1.187 1.683 1.081 1.182 1.629 0.87  2.19  1.235 0.973],[3.55 3.   3.9  2.55 2.9  3.95 2.15 4.7  3.05 2.6 ],[2.  2.  1.  1.  2.  3.  2.  2.5 2.  2. ],"[2.25105428 1.77406738 2.75093953 1.545676   1.7676378  2.54772198
 1.15289062 3.4563813  1.87287275 1.40871342]","[1.      1.      1.      1.      1.25    1.40625 1.      1.25    1.
 1.125  ]","[0.80701131 0.59896973 1.06745565 0.46467014 0.53345811 0.95043194
 0.22476562 1.32593392 0.617404   0.41867436]","[0.      0.      0.      0.      0.      0.40625 0.      0.25    0.
 0.125  ]","[0.31376936 0.30469314 0.29610641 0.30168776 0.27419355 0.29013811
 0.28378378 0.29992306 0.30544662 0.29056047]"
1.5,0.35000000000000003,[1.047 1.216 1.123 1.261 1.5   1.303 1.057 1.138 1.392 2.276],[2.6  2.85 2.6  2.5  3.35 2.7  2.6  2.5  3.3  4.95],[1.5 2.  1.  2.  1.5 1.  2.  2.  2.5 2. ],"[1.49181717 1.75747714 1.56511323 1.60592448 2.20082333 1.7841298
 1.47483962 1.52482729 2.09971467 3.57292701]",[1.    1.25  1.    1.25  1.125 1.    1.    1.    1.25  1.25 ],"[0.42150467 0.52027011 0.44528901 0.33717448 0.6832452  0.49354142
 0.42620681 0.41080141 0.69219514 1.32585365]",[0.    0.25  0.    0.25  0.125 0.    0.    0.    0.25  0.125],"[0.31132075 0.34515096 0.34843531 0.38288288 0.35462382 0.35275334
 0.34293948 0.35117553 0.34384568 0.35106719]"
1.5,0.4,[1.43  1.181 1.538 1.564 1.987 1.395 1.433 1.791 1.96  1.173],[3.1  3.   3.55 3.2  4.05 2.85 3.15 3.1  4.1  2.55],[1.  1.  2.  2.  2.5 1.  2.  2.  3.  1. ],"[2.0609617  1.89430748 2.34223712 2.18878962 2.90166797 1.92421122
 2.02376053 2.27486938 2.82848469 1.56550409]","[1.         1.         1.25       1.125      1.80208333 1.
 1.125      1.25       1.45833333 1.        ]","[0.5840574  0.65170494 0.75512775 0.64113337 0.88412647 0.57162333
 0.57063553 0.56485961 0.95035969 0.37175409]",[0.     0.     0.25   0.125  0.25   0.     0.125  0.     0.3125 0.    ],"[0.41203165 0.39715054 0.39789521 0.40267261 0.40334081 0.40090235
 0.39670525 0.40635565 0.39661774 0.40331492]"
1.5,0.45,[1.467 1.5   0.908 1.678 1.683 0.964 1.697 1.585 1.88  1.561],[3.1  2.9  2.05 3.1  3.4  2.2  3.3  3.1  3.95 3.3 ],[2.  1.  1.  1.  1.5 1.  2.  2.  2.  1. ],"[2.09858013 2.04493388 1.19287057 2.29722794 2.42890619 1.28486806
 2.30546526 2.10316421 2.79931175 2.26268123]",[1.   1.   1.   1.   1.   1.   1.   1.25 1.   1.  ],"[0.64171978 0.54029826 0.25024362 0.63985489 0.70197748 0.33154774
 0.68560442 0.52691299 0.89417564 0.68865779]",[0.   0.   0.   0.   0.   0.   0.   0.25 0.   0.  ],"[0.45221753 0.45267129 0.44371482 0.44184146 0.45168945 0.44133333
 0.45056457 0.45294863 0.44714212 0.45017182]"
1.6,0.05,[0.166 0.207 0.214 0.184 0.198 0.267 0.155 0.303 0.385 0.125],[2.95 2.65 2.6  2.4  2.55 2.65 2.2  3.05 2.95 2.65],[2.  2.  1.  1.  2.  1.  1.5 2.  2.5 2. ],"[0.63478321 0.59875012 0.77759939 0.50732052 0.66383187 1.0581383
 0.45140242 1.12758317 0.89672091 0.47779525]",[0.  0.  0.  0.  0.  0.  0.  0.  0.5 0. ],"[0.45978321 0.38742199 0.58247    0.32216427 0.44390999 0.78436205
 0.28030867 0.82222428 0.52797091 0.35689681]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04968944 0.05647841 0.04846005 0.04819277 0.05286866 0.05164342
 0.06227437 0.04950543 0.06273063 0.04851752]"
