gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.464 0.44  0.429 0.326 0.228 0.326 0.314 0.231 0.252 0.268],[4.   2.8  4.   2.9  3.   4.   2.65 2.6  2.95 2.25],[2.5 1.5 1.5 1.  1.  3.  2.  1.  1.5 1. ],"[1.56833353 0.914891   1.67977971 1.10553879 0.97810437 1.37305457
 0.76015846 0.81370981 0.92775998 0.74924512]",[0.5 0.  0.5 0.  0.  0.  0.  0.  0.  0. ],"[1.08002176 0.505516   1.25224065 0.77355637 0.7354408  1.04370887
 0.46367408 0.57291696 0.68071408 0.49558301]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05081616 0.07878788 0.05001687 0.04897007 0.04761041 0.04881246
 0.05669291 0.04945619 0.04939976 0.05224359]"
1.5,0.1,[0.309 0.599 0.666 1.275 0.436 0.476 0.628 0.574 0.531 0.652],[2.6  3.2  3.9  6.1  2.95 2.6  2.25 3.2  3.   3.75],[1.  1.  2.5 6.  2.  1.  1.5 2.  2.5 2. ],"[0.85590502 1.47569491 1.80852996 3.51408481 1.0035078  1.09338304
 0.89666667 1.34697964 1.14554294 1.6221622 ]","[0.         0.         0.59375    2.84174107 0.         0.
 1.09375    0.         0.5        1.09375   ]","[0.54268481 0.89434725 1.1591098  2.23891391 0.5972578  0.62562181
 0.27791667 0.7637521  0.59612888 0.99630771]","[0.         0.         0.15625    1.71674107 0.         0.
 0.         0.         0.         0.125     ]","[0.09915459 0.09943022 0.10197981 0.09926313 0.08516484 0.10106997
 0.125      0.10300769 0.09775641 0.10089348]"
1.5,0.15000000000000002,[0.495 0.986 0.73  1.087 0.475 0.912 0.881 1.018 0.784 0.361],[2.65 3.45 3.75 4.   2.   3.65 3.55 3.5  3.4  2.4 ],[1.5 2.  2.5 2.5 2.  2.  3.  2.  2.  2. ],"[0.98850076 1.79597011 1.74287444 2.2250115  0.63866257 1.8456629
 1.63680827 1.89692805 1.538262   0.69536734]","[0.      1.      1.09375 1.125   0.      0.625   1.      1.      1.
 0.     ]","[0.5012449  0.84440761 0.94946624 1.16854177 0.18241257 0.96363165
 0.7327067  0.92197688 0.76077177 0.32036734]",[0.    0.    0.125 0.125 0.    0.125 0.    0.    0.    0.   ],"[0.15915493 0.15249042 0.15056786 0.14749396 0.15277778 0.1545098
 0.15133779 0.15464995 0.15101688 0.13316583]"
1.5,0.2,[0.931 1.211 1.213 1.103 0.864 0.788 0.673 0.42  0.887 0.867],[3.15 3.15 3.7  3.15 2.75 2.7  2.2  1.75 2.85 2.2 ],[1.5 1.  2.  1.  2.  3.  2.  1.  1.5 1. ],"[1.75267918 1.95572999 2.22042304 1.90147122 1.36937876 1.16981895
 0.89321615 0.64760857 1.44761488 1.17700201]",[1.   1.   1.25 1.   1.   1.25 1.   0.   1.   1.  ],"[0.79060642 0.73353761 0.94700996 0.80651883 0.54071665 0.38231895
 0.23696615 0.21694451 0.55503676 0.34672857]",[0.     0.     0.25   0.     0.     0.3125 0.     0.     0.     0.    ],"[0.19722901 0.20336213 0.19785864 0.20120006 0.18700959 0.18348624
 0.21084337 0.19516729 0.20221607 0.21863799]"
1.5,0.25,[1.174 1.655 1.215 0.799 0.868 0.905 1.13  1.962 0.819 1.436],[3.15 4.3  3.15 2.3  2.2  2.7  2.7  5.25 2.45 3.95],[2.5 2.5 2.  1.  1.  2.  1.5 3.5 1.  2.5],"[1.74966963 2.8239453  1.88767442 1.17016794 1.16884943 1.42893429
 1.69045202 3.50664214 1.28639433 2.45750951]","[1.09375 1.625   1.      0.5     0.5     1.125   1.125   2.1875  0.
 1.25   ]","[0.58795088 1.19799315 0.70270128 0.36587106 0.33701349 0.54519406
 0.56506139 1.61397857 0.47111723 1.03223486]","[0.21875 0.25    0.      0.      0.      0.125   0.      0.5625  0.
 0.3125 ]","[0.26008065 0.2519158  0.24913122 0.25947867 0.23116438 0.24965581
 0.243083   0.24857329 0.25299556 0.25111643]"
1.5,0.3,[1.185 1.143 0.889 1.487 1.483 1.125 1.391 1.097 1.081 1.107],[2.75 2.3  1.8  3.25 3.6  2.45 3.25 2.7  2.4  2.35],[2.  1.5 1.  2.  2.  2.  2.  1.  1.  1. ],"[1.65052131 1.42948183 1.13749734 2.2157888  2.3348537  1.42589987
 2.092125   1.61444336 1.54169353 1.40753516]",[1.25  1.    1.    1.25  1.125 1.    1.25  1.    1.    1.   ],"[0.48216193 0.34901308 0.2591282  0.76426292 0.83006854 0.30168112
 0.67669532 0.52772461 0.50809978 0.33331641]",[0.25 0.   0.   0.25 0.   0.   0.25 0.   0.   0.  ],"[0.28350515 0.33010563 0.29837941 0.29570097 0.30167921 0.35677083
 0.27822581 0.24909091 0.29073715 0.34497207]"
1.5,0.35000000000000003,[1.186 0.956 1.517 1.543 1.755 0.906 1.564 1.434 1.037 1.481],[3.   2.35 3.45 3.3  3.8  2.3  2.75 3.   2.7  3.15],[2.5 1.  1.5 2.  2.5 1.5 1.  1.  2.  2.5],"[1.66083458 1.34388163 2.35296286 2.15953035 2.55581911 1.21176835
 2.05441789 2.05736417 1.52211389 2.08626942]","[1.25    1.      1.      1.25    1.25    1.      1.      1.      1.
 1.40625]","[0.52919396 0.38958475 0.77228659 0.64996004 0.82950075 0.3047371
 0.50187883 0.66321134 0.45673303 0.62332996]","[0.125   0.      0.      0.125   0.25    0.      0.      0.      0.
 0.28125]","[0.32295082 0.33092486 0.34672479 0.35229358 0.35292699 0.35416667
 0.35673077 0.35066408 0.34622068 0.3386545 ]"
1.5,0.4,[1.665 1.261 1.579 1.227 1.634 1.869 1.338 1.172 1.103 1.51 ],[3.5  2.45 2.85 2.3  3.3  4.25 2.7  2.4  2.3  3.35],[2.5 1.  2.  2.  1.  3.  1.  1.  1.  2. ],"[2.33461659 1.6455529  2.0103547  1.41514349 2.32386081 2.87133988
 1.86931534 1.58211733 1.51705428 2.19802262]",[1.9375 1.     1.25   1.125  1.     1.25   1.     1.     1.     1.    ],"[0.70566151 0.37152947 0.49988107 0.26670599 0.72293308 0.98175248
 0.5015419  0.41644351 0.37713729 0.68878189]",[0.3125 0.     0.     0.     0.     0.25   0.     0.     0.     0.    ],"[0.40017836 0.41032149 0.3999403  0.41205212 0.40099899 0.40045615
 0.38778409 0.39974457 0.4        0.40253113]"
1.5,0.45,[1.947 1.233 1.395 1.366 1.477 1.209 1.818 1.36  2.315 1.82 ],[3.85 2.4  2.75 2.25 2.7  2.65 3.7  2.8  4.75 3.3 ],[2.5 1.5 1.5 1.  2.  1.  2.5 1.  3.5 2. ],"[2.80362261 1.5190975  1.87037917 1.61060795 1.82088027 1.68923554
 2.57589492 1.88986784 3.55008286 2.39338313]",[1.9375 1.     1.     1.     1.     1.     1.5    1.     2.375  1.9375],"[0.84959429 0.323785   0.4685237  0.31998295 0.39841934 0.4715445
 0.75143203 0.53115202 1.11155747 0.60795527]","[0.25    0.      0.      0.      0.      0.      0.125   0.      0.59375
 0.125  ]","[0.45305591 0.45575221 0.45487805 0.42487047 0.4321267  0.45118773
 0.45327511 0.44771095 0.44782476 0.45495064]"
1.6,0.05,[0.441 0.309 0.2   0.223 0.209 0.118 0.314 0.159 0.231 0.215],[3.4  2.95 3.7  2.55 1.95 1.95 3.55 2.15 2.95 2.45],[2.  1.5 2.  1.5 1.  1.  2.  1.5 2.  1. ],"[1.27406549 0.86504938 1.23924218 0.60274565 0.38273438 0.37671435
 1.10928828 0.35421875 0.63131654 0.64846995]",[0.5 0.  0.  0.  0.  0.  0.  0.  0.  0. ],"[0.8518487  0.55723688 1.02925683 0.40357573 0.17023438 0.25894092
 0.78819453 0.19015625 0.40006654 0.43567698]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05072292 0.0625     0.05087557 0.04835681 0.04040404 0.0441989
 0.04513571 0.02985075 0.04559748 0.05012531]"
1.6,0.1,[0.447 0.311 0.363 0.813 0.692 0.453 0.509 0.461 0.586 0.468],[2.15 2.05 2.2  4.35 3.15 2.6  2.25 2.45 2.45 2.9 ],[1.  1.5 1.  3.  2.  1.  1.  1.  1.  1.5],"[0.80608494 0.52095796 0.74480859 2.25602694 1.56244898 0.9111099
 0.87217355 1.00058698 1.05607141 1.11166803]","[0.      0.      0.      1.09375 1.      0.      0.      0.      0.
 0.     ]","[0.389874   0.18970796 0.35965234 1.46026889 0.87024927 0.46394193
 0.39873605 0.51357526 0.47423547 0.63561823]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.  ],"[0.11094225 0.08854167 0.09342561 0.10005425 0.1005386  0.09292838
 0.09703196 0.09866071 0.10510949 0.0987055 ]"
1.6,0.15000000000000002,[0.897 0.746 0.541 0.814 0.666 0.756 0.886 0.783 0.862 0.739],[3.4  3.3  2.05 3.25 2.25 3.2  3.4  2.   3.45 2.6 ],[2.  3.  1.  1.5 1.  2.  2.5 1.  1.5 2. ],"[1.82639438 1.51122146 0.91830395 1.75183406 1.09448545 1.51908918
 1.55275816 1.01960257 1.81993272 1.16607044]","[1.125   1.1875  0.      1.      0.5     0.5     1.25    1.      1.
 1.09375]","[0.94447299 0.71698318 0.38363598 0.94796443 0.4242706  0.75561262
 0.70080503 0.29069632 0.9337755  0.44497669]",[0.125 0.25  0.    0.    0.    0.    0.25  0.    0.    0.125],"[0.15090329 0.14747899 0.15690073 0.14961078 0.14832247 0.15124309
 0.15317919 0.17256637 0.14816146 0.1353211 ]"
1.6,0.2,[0.777 0.481 0.568 1.159 0.868 0.764 1.226 1.2   1.119 1.264],[2.65 1.7  2.35 3.4  2.6  2.6  3.5  3.5  3.45 4.05],[1.5 1.  1.  2.  1.  2.  2.  1.  2.  3. ],"[1.24445783 0.67934936 1.04087951 2.09580619 1.32239664 1.23837864
 2.13798997 2.19292859 1.91833364 2.47195485]",[0.     0.     0.     1.     1.     0.     1.1875 1.     1.     1.25  ],"[0.48195783 0.18325561 0.43619201 0.89351127 0.47767007 0.49389622
 0.88375413 0.99556531 0.82458364 1.17457326]",[0.    0.    0.    0.    0.    0.    0.25  0.    0.    0.375],"[0.21258503 0.17741935 0.19305019 0.19989307 0.19640063 0.20027881
 0.20634174 0.20087627 0.19565217 0.20044512]"
1.6,0.25,[1.064 1.03  1.095 0.834 1.26  1.067 0.549 1.078 0.664 1.221],[2.9  3.15 3.1  2.65 3.15 2.7  2.1  2.8  1.95 3.55],[1.5 1.  2.5 1.5 1.5 1.  1.  1.  1.  2. ],"[1.61645038 1.90449011 1.74257063 1.35879568 1.9638807  1.58777679
 0.85952843 1.77119421 0.93896841 2.20020494]",[1.    0.5   1.125 1.    1.    1.    0.    1.    0.5   1.125],"[0.54379413 0.82212927 0.65199445 0.48164724 0.73410776 0.53387054
 0.30679405 0.66096472 0.27807973 0.91658372]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.125],"[0.25       0.24853962 0.24475309 0.23878738 0.2513083  0.24506284
 0.24553571 0.2494882  0.25969726 0.24787432]"
1.6,0.3,[1.028 1.13  1.109 1.084 1.265 1.117 1.351 0.943 0.971 1.198],[2.3  2.6  2.4  2.5  2.5  2.65 2.8  2.3  2.35 2.85],[2.  2.  1.  1.  2.  1.  1.5 1.  1.  1. ],"[1.3662726  1.54309093 1.55287721 1.48249023 1.62033125 1.67049133
 1.82653551 1.38496637 1.34362646 1.85210152]",[1.    1.    1.    1.    1.125 1.    1.    1.    1.    1.   ],"[0.3143683  0.42336437 0.44170778 0.41999023 0.39376875 0.52811767
 0.49782458 0.43574762 0.39954687 0.64339791]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.   ],"[0.29080675 0.31596452 0.29666667 0.31725888 0.2970297  0.30020616
 0.30213675 0.27485929 0.2976649  0.29971542]"
1.6,0.35000000000000003,[1.746 1.351 1.409 0.975 1.592 1.319 1.303 0.992 1.641 1.194],[4.   2.8  2.95 2.25 3.75 3.   2.6  2.15 3.85 2.6 ],[3.5 1.  2.  1.  3.  1.5 1.  1.  2.  2. ],"[2.5181636  1.83789842 1.95819464 1.40715739 2.37217169 1.93892513
 1.77099816 1.30896327 2.6387041  1.65849936]","[2.171875  1.        1.125     1.        1.7265625 1.        1.
 1.        1.25      1.25     ]","[0.80468703 0.54492967 0.50506964 0.36340739 0.77042609 0.58287044
 0.48735558 0.28493983 0.95827197 0.43349936]","[0.5     0.      0.      0.      0.40625 0.      0.      0.      0.25
 0.25   ]","[0.34705075 0.35777521 0.34238715 0.30542453 0.34790835 0.33142857
 0.35316456 0.35644769 0.34904014 0.33514986]"
1.6,0.4,[1.251 1.548 1.06  1.723 1.113 1.907 1.608 1.439 1.28  1.093],[2.85 3.6  2.1  3.5  2.6  3.75 3.55 3.   2.65 2.4 ],[2.  1.5 1.  1.5 1.  2.5 2.5 1.5 2.  1.5],"[1.8092198  2.42419724 1.33391009 2.4614427  1.6810092  2.78887238
 2.32384881 1.98211516 1.74405135 1.38724496]","[1.125   1.      1.      1.125   0.5     1.40625 1.125   1.      1.125
 1.     ]","[0.50004011 0.8240294  0.32449846 0.75465559 0.56334563 0.84962677
 0.75938042 0.56128997 0.4213951  0.33372933]","[0.      0.      0.      0.      0.      0.28125 0.125   0.      0.
 0.     ]","[0.3908046  0.39969491 0.39664397 0.39376706 0.40071164 0.39850081
 0.39485112 0.39756212 0.37272727 0.37325175]"
1.6,0.45,[1.411 1.56  1.266 0.809 1.918 1.153 0.913 0.912 1.855 1.215],[3.1  3.6  2.85 1.85 3.9  2.15 1.75 1.85 3.7  2.55],[2.5 2.  1.5 1.  2.  1.  1.  1.  2.  1. ],"[1.99429794 2.29095152 1.75169351 1.03374113 2.81966813 1.46530543
 1.12244792 1.0921875  2.66850873 1.6444831 ]",[1.25  1.25  1.    1.    1.125 1.    1.    1.    1.125 1.   ],"[0.52935654 0.73868101 0.49256265 0.22163176 0.90696061 0.30124293
 0.18651042 0.1421875  0.77749311 0.44345771]",[0.25  0.25  0.    0.    0.125 0.    0.    0.    0.125 0.   ],"[0.45383642 0.45431796 0.45       0.4244373  0.44715139 0.4347079
 0.46333333 0.44117647 0.45580716 0.46683047]"
1.7000000000000002,0.05,[0.354 0.148 0.253 0.45  0.404 0.3   0.242 0.278 0.174 0.123],[2.85 2.   3.35 2.35 4.   2.45 2.4  2.9  2.3  2.45],[2.  1.5 2.  1.  2.  2.  1.  2.  1.5 1. ],"[0.92608871 0.28700521 1.1843228  1.03599141 1.59938499 0.54421875
 0.56312226 0.80947916 0.32087302 0.70604236]",[0.  0.  0.  0.5 0.  0.  0.  0.  0.  0. ],"[0.55094222 0.15028646 0.93937651 0.55880636 1.20624534 0.26921875
 0.31937226 0.52354166 0.15212302 0.58910816]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04894515 0.03846154 0.04964969 0.05000599 0.04925755 0.0625
 0.05593804 0.03978495 0.03365385 0.04751905]"
1.7000000000000002,0.1,[0.614 0.566 0.281 0.476 0.945 0.406 0.339 0.225 0.322 0.447],[3.2  3.1  1.65 3.   3.35 2.25 2.1  1.45 1.85 2.7 ],[2. 2. 1. 2. 2. 1. 1. 1. 1. 2.],"[1.3633041  1.15930033 0.47237544 1.29722973 1.85579829 0.78499315
 0.69595139 0.3028125  0.50516369 0.9360697 ]",[0.     1.0625 0.     0.     1.25   0.     0.     0.     0.     0.    ],"[0.76368252 0.62668314 0.17159419 0.79623181 0.89222407 0.37151659
 0.33306077 0.0559375  0.18016369 0.4836283 ]",[0.    0.125 0.    0.    0.25  0.    0.    0.    0.    0.   ],"[0.1054358  0.0936214  0.0974026  0.09915589 0.1062963  0.10911602
 0.0855615  0.09756098 0.10958904 0.100765  ]"
1.7000000000000002,0.15000000000000002,[0.463 0.556 0.449 0.663 0.629 0.355 0.765 0.527 0.468 0.952],[1.8  2.35 1.85 2.   2.85 1.55 2.8  2.2  1.8  3.45],[1. 2. 1. 1. 2. 1. 1. 1. 1. 1.],"[0.64947679 0.86375033 0.66851563 0.94299892 1.21494077 0.421875
 1.52498389 0.93705363 0.73840744 1.86247811]",[0.  0.5 0.  1.  0.  0.  0.5 0.  0.  1. ],"[0.19557054 0.32234408 0.18414063 0.28128017 0.57880796 0.071875
 0.75603858 0.4448173  0.25168869 0.93655038]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.14375    0.12847222 0.13380282 0.16666667 0.14243499 0.13513514
 0.14499517 0.14922933 0.17258065 0.14885239]"
1.7000000000000002,0.2,[0.829 0.771 1.043 0.744 1.071 0.593 0.884 0.958 0.729 0.965],[2.3  2.25 3.15 2.3  3.55 1.55 2.55 2.7  2.15 3.15],[1. 1. 2. 1. 3. 1. 1. 1. 1. 1.],"[1.27373002 1.27816866 1.81959229 1.22332183 1.82100608 0.675
 1.4010572  1.55917976 0.99401042 1.73955224]",[1.     0.5    1.125  0.5    1.1875 1.     0.5    1.     1.     1.    ],"[0.41959183 0.50665682 0.7685547  0.4529605  0.742051   0.0875
 0.51878181 0.6114991  0.27526042 0.78525536]",[0.     0.     0.125  0.     0.3125 0.     0.     0.     0.     0.    ],"[0.20312689 0.20101004 0.19707401 0.20186599 0.20815603 0.22857143
 0.20692758 0.20103639 0.18987342 0.19541985]"
1.7000000000000002,0.25,[1.019 0.9   0.811 0.854 1.3   1.021 0.896 0.832 1.376 0.767],[3.2  2.25 2.1  2.35 3.   3.2  2.7  1.85 3.5  2.4 ],[2.  1.5 1.  1.  1.  2.  1.  1.  1.5 1. ],"[1.76194804 1.13796084 1.11923936 1.23121497 1.9626278  1.78641105
 1.51044624 1.09633583 2.31849634 1.20381944]",[1.    1.    0.5   1.    1.    1.    0.    1.    1.125 0.   ],"[0.72796366 0.31999209 0.35566514 0.39293372 0.65647546 0.74666496
 0.5964814  0.27504677 0.93801843 0.43975694]",[0.    0.    0.    0.    0.    0.    0.    0.    0.125 0.   ],"[0.22712284 0.23461538 0.24928775 0.26023392 0.23721479 0.23889227
 0.25355507 0.25337838 0.24898717 0.23201439]"
