gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.245 0.469 0.236 0.212 0.232 0.188 0.34  0.297 0.173 0.4  ],[2.15 3.4  3.35 2.35 2.8  2.1  2.75 3.55 2.8  3.7 ],[1.  2.5 1.5 1.  2.  1.  1.  1.  2.  2. ],"[0.4761997  1.28951963 0.91970201 0.54472752 0.76187512 0.42560972
 0.8959185  1.44116365 0.52813218 1.41245344]",[0.  0.5 0.  0.  0.  0.  0.  0.  0.  0. ],"[0.24260595 0.82828916 0.67180162 0.33383885 0.52261731 0.24748472
 0.56115287 1.14583894 0.35235093 0.99190901]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.0504886  0.05133302 0.0445269  0.05626715 0.04656577 0.05412371
 0.05363528 0.04786313 0.04909091 0.04842487]"
1.5,0.1,[0.814 0.49  0.426 0.594 0.713 0.563 0.641 0.617 0.157 0.192],[4.   3.05 2.15 3.25 3.3  3.45 3.15 3.35 1.75 2.05],[2.  1.  1.  2.  2.  2.  2.  1.5 1.  1. ],"[2.20671151 1.36425016 0.95534763 1.30584002 1.49283021 1.42971425
 1.55043325 1.5317511  0.305836   0.41413601]",[0.5 0.  0.  0.5 1.  0.5 0.5 0.  0.  0. ],"[1.39865487 0.88708646 0.52025242 0.72286883 0.79693177 0.85905995
 0.89595022 0.93112854 0.140211   0.23054226]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09925214 0.10112701 0.09787331 0.09827388 0.10088856 0.09160613
 0.09928468 0.0967617  0.09677419 0.0819209 ]"
1.5,0.15000000000000002,[0.714 0.927 0.836 0.905 0.82  0.926 0.84  0.918 0.79  0.596],[2.4  3.55 2.55 2.85 3.15 4.05 3.05 3.65 2.8  2.75],[1.5 2.5 1.5 1.5 1.  2.  2.  2.  1.5 1. ],"[1.16674241 1.82678767 1.33569045 1.52491808 1.78161954 2.23238195
 1.54878694 1.92909399 1.46564723 1.20071755]","[1.      1.125   1.      1.      0.5     0.5     1.      1.21875 1.
 0.     ]","[0.39252366 0.94019099 0.52929396 0.63696642 0.93348721 1.26857885
 0.70723421 0.96449438 0.59885036 0.59187966]",[0.    0.125 0.    0.    0.    0.    0.    0.25  0.    0.   ],"[0.16939891 0.14950529 0.15149573 0.15573578 0.15006964 0.15215508
 0.14732888 0.15221774 0.13955823 0.14788419]"
1.5,0.2,[1.068 1.29  1.15  1.751 1.53  0.893 0.832 1.235 1.072 1.278],[2.95 3.85 3.45 4.4  4.75 2.9  2.4  3.55 3.15 3.75],[1.5 3.  2.  2.  1.  1.5 1.5 2.  1.  1. ],"[1.74360151 2.27941802 2.07280961 3.06931759 3.19685384 1.53704339
 1.21218155 2.06655711 1.86096836 2.39658261]",[1.    1.25  1.125 1.25  1.    1.    1.    1.125 1.    1.   ],"[0.72319136 1.03537505 0.91754838 1.38562618 1.66922017 0.63695794
 0.3864003  0.86560496 0.75823398 1.09094296]",[0.     0.3125 0.125  0.25   0.     0.     0.     0.125  0.     0.    ],"[0.20311299 0.19418724 0.20199333 0.20111714 0.20010124 0.19767442
 0.20631068 0.19589251 0.21251002 0.19647431]"
1.5,0.25,[1.079 0.817 0.891 1.231 1.401 1.243 0.793 1.491 1.382 1.169],[3.1  2.5  2.35 3.5  4.2  3.4  2.4  3.8  3.5  3.  ],[1.  2.  1.5 2.  2.  2.  1.  2.5 2.  1. ],"[1.85744891 1.15014323 1.25036218 2.14426287 2.63741495 2.13819552
 1.28441242 2.34850121 2.21740231 1.79361811]",[1.     1.     1.     1.125  1.125  1.     0.5    1.4375 1.25   1.    ],"[0.7428493  0.29389323 0.39958093 0.8736574  1.19752237 0.84045382
 0.45921711 0.90440941 0.87368893 0.66358881]",[0.     0.     0.     0.125  0.125  0.     0.     0.1875 0.25   0.    ],"[0.25408317 0.26886792 0.23089172 0.24269123 0.253245   0.25041736
 0.23888363 0.24908902 0.24575041 0.2490224 ]"
1.5,0.3,[1.525 1.888 1.629 1.334 1.1   1.289 1.164 1.061 1.32  1.564],[3.45 4.3  3.85 3.3  2.85 3.   2.5  2.6  2.6  3.6 ],[1.  2.5 2.  2.  1.5 1.5 1.  1.  1.  2.5],"[2.28542075 2.9573745  2.6702057  2.05410175 1.68831678 1.89931397
 1.59214285 1.50799634 1.85109434 2.39564392]",[1.    1.625 1.    1.125 1.    1.    1.    1.    1.    1.875],"[0.84073997 1.08990624 1.02149964 0.73946247 0.53441053 0.63046632
 0.44487723 0.45189283 0.52600889 0.81111023]",[0.     0.1875 0.     0.125  0.     0.     0.     0.     0.     0.3125],"[0.29787234 0.30042378 0.29825626 0.29674553 0.31847134 0.29990539
 0.31946755 0.30414938 0.29374852 0.29944951]"
1.5,0.35000000000000003,[1.696 1.816 1.078 1.851 1.485 1.568 0.974 1.209 1.559 1.16 ],[3.65 4.1  2.35 3.45 3.05 3.25 2.15 2.85 3.9  2.6 ],[2.5 2.  1.  1.  1.5 2.  2.  1.  2.5 2. ],"[2.4821631  2.81850926 1.4660519  2.5203666  2.09001701 2.20529902
 1.24932292 1.76154855 2.5202396  1.589934  ]",[1.25   1.     1.     1.     1.     1.5625 1.125  1.     0.5    1.    ],"[0.80777346 1.01746251 0.35848354 0.73892129 0.58020256 0.68366816
 0.24619792 0.53442453 0.90022312 0.380559  ]",[0.25  0.    0.    0.    0.    0.125 0.    0.    0.    0.   ],"[0.34692819 0.34894314 0.35340314 0.3543264  0.35777599 0.34955105
 0.36633663 0.34609287 0.34838935 0.35916667]"
1.5,0.4,[1.059 1.556 1.855 1.931 1.141 1.257 1.351 1.78  0.844 1.721],[1.95 3.15 3.55 3.85 2.3  2.7  2.95 3.45 1.8  3.55],[1.  2.  2.  2.  1.  1.5 2.  2.  1.  2. ],"[1.22924988 2.19023079 2.55003607 2.82116939 1.54795975 1.7062838
 1.88888554 2.48679899 0.97346354 2.51453325]","[1.      1.      1.625   1.25    1.      1.      1.25    1.40625 1.
 1.25   ]","[0.25478699 0.61234993 0.73680365 0.92961971 0.37928299 0.44144005
 0.5436707  0.6607736  0.15471354 0.7793709 ]",[0.    0.    0.125 0.25  0.    0.    0.25  0.125 0.    0.   ],"[0.39611006 0.38989899 0.39836936 0.39723404 0.40054919 0.43712575
 0.39331897 0.40242616 0.37692308 0.40214104]"
1.5,0.45,[1.297 1.887 0.944 1.786 1.287 1.387 1.349 1.661 1.787 1.21 ],[3.05 3.65 2.15 3.5  2.85 2.75 2.55 3.3  3.25 2.35],[1.  2.  1.  1.5 1.  2.  1.  1.  1.  1.5],"[1.96437351 2.66880028 1.23140849 2.55102929 1.82147638 1.84841341
 1.74489112 2.38722823 2.42272781 1.45660472]",[1.    1.125 1.    1.    1.    1.125 1.    1.    1.    1.   ],"[0.61154148 0.78206932 0.28804911 0.78183374 0.55648004 0.44958528
 0.4368833  0.70944502 0.67182449 0.30680003]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.44690818 0.44976895 0.45552367 0.45027363 0.4532204  0.45435244
 0.43782141 0.4553837  0.45492228 0.46634615]"
1.6,0.05,[0.276 0.325 0.316 0.248 0.34  0.375 0.321 0.332 0.328 0.393],[2.95 2.75 3.85 2.95 3.7  4.35 2.55 3.85 2.85 2.5 ],[2.  1.  1.  1.  3.5 2.5 2.  2.  2.  2. ],"[1.02219627 0.94319118 1.44177471 1.03486303 1.15481943 1.62941831
 0.80189516 1.50487474 0.79602913 0.7334866 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.73992088 0.60838894 1.12677227 0.77060522 0.82616953 1.25715269
 0.50209047 1.11563219 0.48919319 0.36336942]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05070362 0.05093288 0.05065613 0.04597458 0.05090993 0.0471925
 0.0515839  0.05104706 0.05542986 0.05311973]"
