gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.251 0.268 0.187 0.34  0.371 0.253 0.379 0.32  0.15  0.211],[2.7  3.05 2.15 3.35 2.8  2.1  2.95 3.05 2.8  3.3 ],[1.  1.5 1.5 2.  2.  2.  2.  2.  2.5 2. ],"[0.85660719 0.99770913 0.38507139 1.18540894 0.83817611 0.39972098
 0.96478506 0.75975575 0.62045707 0.86573991]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.63992018 0.72432045 0.20030576 0.86862428 0.47997298 0.16378348
 0.6393334  0.454287   0.45667533 0.65830583]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05233121 0.05126582 0.03833333 0.04954084 0.06073446 0.04587156
 0.04746713 0.04129794 0.04367073 0.04827055]"
1.5,0.1,[0.312 0.245 0.798 0.492 0.83  0.8   0.647 0.429 0.538 0.387],[2.6  1.65 4.35 2.75 3.5  3.55 4.3  2.55 2.85 2.95],[1.  1.  2.  2.  2.  1.  2.5 2.  2.  2. ],"[0.84510654 0.46184444 2.28952875 1.12503375 1.74141177 1.78516615
 1.84025473 0.93471941 1.08120797 0.99511491]","[0.      0.      1.09375 0.      1.21875 1.      0.      0.      0.
 0.     ]","[0.52498935 0.20813351 1.48695612 0.61390094 0.93716372 1.02491224
 1.22178549 0.48153338 0.56734078 0.56684343]",[0.    0.    0.125 0.    0.125 0.    0.    0.    0.    0.   ],"[0.08916479 0.11869159 0.10156399 0.10543914 0.10614525 0.10123157
 0.10070355 0.1024531  0.09675926 0.10554029]"
1.5,0.15000000000000002,[0.705 1.211 0.793 1.122 1.156 0.621 0.626 0.927 0.628 0.652],[2.2  3.65 2.9  4.35 3.4  2.9  3.05 4.   3.15 2.7 ],[1.  2.  1.  2.  3.  2.  2.  2.5 1.  1. ],"[1.14776059 2.25382265 1.40932011 2.46434432 1.9365957  1.25605109
 1.31665467 2.13006575 1.57391425 1.14121719]","[1.      1.125   0.5     1.125   1.40625 0.      0.5     1.09375 0.
 0.5    ]","[0.42100278 1.07110781 0.62577519 1.38408309 0.83134667 0.57167609
 0.6545453  1.16190169 0.89925604 0.50840469]","[0.      0.125   0.      0.125   0.28125 0.      0.      0.25    0.
 0.     ]","[0.14691152 0.15338187 0.15237724 0.1516518  0.14883303 0.14930016
 0.1494382  0.1526273  0.14680711 0.14369501]"
1.5,0.2,[1.159 0.91  0.871 0.904 0.826 0.978 0.67  1.202 0.727 1.121],[3.55 2.9  2.5  2.7  2.95 2.75 2.55 4.2  2.55 3.65],[2.5 1.  2.  1.  1.5 1.  1.  2.  2.  1.5],"[2.08450341 1.69114217 1.28517119 1.49698884 1.52298611 1.50378523
 1.26882584 2.37578707 1.01454452 2.16947396]",[1.25 1.   1.   1.   0.   1.   0.   1.   0.5  1.  ],"[0.8733706  0.74308308 0.43316923 0.6219156  0.68538845 0.56029157
 0.58878433 1.16311922 0.30204452 1.03608163]",[0.375 0.    0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.20507166 0.19805466 0.1931097  0.20071259 0.20311751 0.1979959
 0.20069788 0.20066188 0.19154229 0.2       ]"
1.5,0.25,[1.05  0.824 1.257 1.618 1.164 1.355 1.148 0.884 0.63  1.353],[3.3  2.1  3.5  3.95 3.25 3.55 3.1  2.3  1.85 3.2 ],[1.5 1.  1.  2.  1.  2.  1.5 2.  1.  1. ],"[1.93100872 1.12523806 2.22012884 2.65099913 1.9989417  2.24946325
 1.82950817 1.23801201 0.83506549 2.16704025]","[1.      1.      0.5     1.25    0.5     1.      1.      1.09375 1.
 1.     ]","[0.80952434 0.30726931 1.00108587 1.03832823 0.85821905 0.92335241
 0.69733044 0.35207451 0.18740924 0.78425217]",[0.    0.    0.    0.25  0.    0.    0.    0.125 0.    0.   ],"[0.24380559 0.2475     0.24990269 0.25100919 0.26069625 0.24603648
 0.25905068 0.2540107  0.23195876 0.24801765]"
1.5,0.3,[1.645 1.151 0.963 0.967 1.527 0.872 1.125 1.242 1.119 1.466],[3.8  2.6  2.5  2.45 3.5  2.6  2.75 2.85 2.5  3.6 ],[2.  1.  1.  1.  2.  1.  1.5 1.  2.  2. ],"[2.57612004 1.66236862 1.38687668 1.37577802 2.33525145 1.38543226
 1.66047004 1.73743669 1.5189818  2.23085179]",[1.   1.   1.   1.   1.25 0.   1.   1.   1.   1.25],"[0.95675968 0.47984909 0.41422043 0.42566816 0.83313963 0.45218031
 0.53664191 0.49563981 0.40095202 0.75721897]",[0.    0.    0.    0.    0.125 0.    0.    0.    0.    0.25 ],"[0.29387803 0.29038772 0.28052326 0.29749364 0.30296734 0.2961165
 0.2902439  0.31797235 0.30135988 0.28251121]"
1.5,0.35000000000000003,[1.478 1.002 1.727 1.688 1.365 1.324 1.394 1.11  1.142 1.693],[3.35 2.3  3.95 3.65 2.85 2.9  2.6  2.75 2.6  3.7 ],[3.  1.  2.  2.  2.  1.  1.5 2.  1.5 1.5],"[2.11039295 1.35384603 2.69886728 2.54805698 1.92538184 1.95121828
 1.80803494 1.640738   1.53042587 2.6246166 ]",[1.25  1.    1.25  1.25  1.125 1.    1.125 1.125 1.    1.   ],"[0.56664295 0.33665853 0.95321298 0.80709018 0.53021582 0.60539309
 0.41350369 0.48487862 0.42730087 0.88209951]",[0.3125 0.     0.25   0.125  0.125  0.     0.     0.125  0.     0.    ],"[0.3594306  0.37411348 0.3498078  0.3367917  0.34157586 0.35427783
 0.34628378 0.32409972 0.32758621 0.35162192]"
1.5,0.4,[2.288 0.915 1.321 0.953 1.237 1.306 1.574 1.683 1.328 1.912],[4.8  2.05 2.45 1.9  2.   2.75 3.4  3.55 3.1  3.95],[2.  1.  1.5 1.  1.  2.  2.  1.5 2.  1.5],"[3.54653721 1.16554687 1.67289497 1.18397135 1.42145182 1.76215885
 2.28837032 2.50101787 1.97979359 2.84628016]",[1.25  1.    1.    1.    1.    1.125 1.125 1.    1.125 1.   ],"[1.24731846 0.25929687 0.34789497 0.19334635 0.22379557 0.47108219
 0.70121212 0.81966717 0.57901234 0.9454745 ]",[0.125 0.    0.    0.    0.    0.125 0.125 0.    0.125 0.   ],"[0.39975377 0.36633663 0.39383562 0.39130435 0.41603053 0.39608831
 0.4        0.40181072 0.38872105 0.39943654]"
1.5,0.45,[0.891 1.99  1.535 1.156 1.915 1.177 1.59  1.318 1.228 1.657],[1.75 3.95 2.95 2.35 3.85 2.2  3.45 2.75 2.5  3.35],[1.  2.5 2.  1.  3.  1.  2.  1.5 2.  1.5],"[1.03567708 2.82186693 2.12502351 1.48441304 2.71223325 1.43238281
 2.29250641 1.73782234 1.48678474 2.38127941]",[1.    1.25  1.125 1.    2.125 1.    1.125 1.    1.125 1.   ],"[0.15755208 0.86382249 0.5545157  0.3409438  0.79865903 0.25113281
 0.70890045 0.43528328 0.31412849 0.73145031]","[0.         0.125      0.125      0.         0.52083333 0.
 0.125      0.         0.125      0.        ]","[0.37755102 0.45020511 0.45354952 0.45552073 0.44061344 0.415
 0.44553546 0.45016077 0.43005181 0.45066474]"
1.6,0.05,[0.175 0.07  0.283 0.293 0.218 0.403 0.377 0.404 0.173 0.243],[2.95 1.45 2.65 2.4  3.05 3.1  3.95 3.7  2.25 3.3 ],[1.  1.  1.  1.5 2.  2.  2.  1.5 1.  1.5],"[0.85710799 0.13671875 0.84777631 0.65893104 0.89104632 1.01029154
 1.55082272 1.47973306 0.45631727 1.05143098]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.67914168 0.05546875 0.56668501 0.36947792 0.65618609 0.62806498
 1.16083249 1.09023111 0.28053602 0.79806184]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05148104 0.0375     0.04905752 0.04179811 0.04914814 0.05677419
 0.04998388 0.0515873  0.06490385 0.05026861]"
