gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.327 0.308 0.274 0.418 0.436 0.139 0.304 0.08  0.316 0.378],[4.6  3.05 2.4  1.85 2.65 2.3  2.8  1.7  3.35 3.8 ],[2.5 1.5 2.  2.  1.  1.  2.  1.5 2.  3. ],"[1.77470171 1.05234446 0.64405173 0.5        1.01694171 0.54535655
 0.83407147 0.1125     1.09558547 1.24211652]",[0.  0.  0.  0.  0.  0.  0.  0.  0.  0.5],"[1.45889666 0.73989329 0.3655361  0.1125     0.58798663 0.38754405
 0.52414715 0.025      0.77839797 0.85959699]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04982004 0.04934211 0.05628059 0.10638298 0.05216228 0.04385965
 0.05079516 0.025      0.06101426 0.05411342]"
1.5,0.1,[0.463 0.525 0.563 0.52  0.661 0.73  0.465 0.475 0.659 0.565],[3.25 3.2  3.7  2.75 2.85 3.05 1.95 3.05 3.4  3.15],[1.5 2.  2.  1.  2.  2.  1.  1.5 1.  1. ],"[1.26062843 1.36281943 1.76158658 1.14295401 1.36216412 1.43112579
 0.7890374  1.1269478  1.59616681 1.43891644]",[0.  0.  0.  0.  0.5 1.  0.  0.  0.  0. ],"[0.8029258  0.83580527 1.1735983  0.62907462 0.71202984 0.71862579
 0.30134209 0.64022905 0.98128644 0.87126507]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.09871155 0.10009058 0.10122749 0.09711561 0.098519   0.11333333
 0.09037901 0.09254144 0.0993593  0.10225656]"
1.5,0.15000000000000002,[0.898 0.715 1.051 0.542 1.144 0.83  0.587 1.191 0.89  0.93 ],[3.4  2.75 3.5  2.5  4.45 3.15 2.45 4.75 3.6  4.05],[1.5 1.  2.  1.  2.5 2.  2.  3.  2.  2.5],"[1.83471993 1.25435982 2.00214753 1.04011877 2.54481795 1.58518571
 1.00452674 2.70761909 1.9081535  2.1712349 ]",[1.    1.    1.125 0.5   1.25  0.5   0.    1.25  0.5   1.25 ],"[0.92076729 0.5729145  0.92958893 0.48132971 1.41867964 0.77571915
 0.4133158  1.48708076 1.01626202 1.19271927]",[0.     0.     0.125  0.     0.3125 0.     0.     0.375  0.     0.3125],"[0.14927491 0.1377709  0.14403518 0.1394081  0.15067353 0.14988841
 0.14965001 0.15138551 0.15067168 0.14662757]"
1.5,0.2,[1.212 1.202 1.025 0.895 1.016 0.857 0.673 0.697 1.308 0.598],[3.95 3.6  3.5  2.55 3.45 3.35 2.05 1.9  3.95 2.4 ],[2.5 2.  2.  1.  2.  1.  1.  2.  2.  1. ],"[2.27858765 2.21432576 2.01105394 1.44757644 1.85166691 1.72843894
 0.92180574 0.846875   2.41663767 1.1240435 ]",[1.25  1.125 1.    1.    1.25  0.    1.    1.    1.25  0.   ],"[1.03062928 1.02127156 0.96260423 0.56246902 0.84562443 0.86202659
 0.27180574 0.134375   1.0701533  0.51095756]",[0.25  0.125 0.    0.    0.25  0.    0.    0.    0.25  0.   ],"[0.20554354 0.19874335 0.20107074 0.20061139 0.19942935 0.19992012
 0.20789474 0.2        0.20717534 0.19464692]"
1.5,0.25,[0.822 0.96  1.199 1.109 1.716 0.58  0.977 0.704 1.106 1.132],[2.65 1.9  3.1  3.2  4.65 1.7  2.6  2.1  2.45 3.5 ],[1.5 2.  1.  2.5 3.5 1.  1.  1.  1.  1.5],"[1.3116795  1.17986979 1.99806462 1.7672902  3.09686142 0.75695437
 1.5470318  0.95852059 1.57616261 2.08797409]","[0.         1.125      1.         1.21875    1.92447917 0.
 1.         0.5        1.         1.        ]","[0.54457745 0.18611979 0.78102361 0.65869645 1.36806504 0.19289187
 0.5064068  0.26789559 0.49723805 0.92135727]",[0.     0.     0.     0.25   0.5625 0.     0.     0.     0.     0.    ],"[0.25217234 0.31818182 0.24724309 0.26696429 0.24998702 0.22395833
 0.24563953 0.22815534 0.25139529 0.25397118]"
1.5,0.3,[1.328 1.404 0.72  0.936 1.201 1.533 0.957 1.536 1.319 1.22 ],[3.25 2.95 1.85 2.65 3.3  3.9  2.15 3.1  2.85 2.8 ],[2.  2.  1.  1.5 2.  2.5 1.5 1.5 1.  1.5],"[2.03940473 1.88437609 0.91406447 1.37084705 1.84652373 2.36110549
 1.19262528 2.06248597 1.86386756 1.71339938]",[1.125 1.625 0.    0.    1.125 1.625 1.    1.    1.    1.   ],"[0.67861371 0.54531359 0.24604689 0.46987049 0.66706816 0.84137893
 0.25844559 0.60076722 0.60312538 0.49855563]",[0.125 0.125 0.    0.    0.125 0.125 0.    0.    0.    0.   ],"[0.30530474 0.3037037  0.29400571 0.29638365 0.2958184  0.28855032
 0.29666667 0.29941176 0.28988235 0.27945619]"
1.5,0.35000000000000003,[1.201 1.869 2.062 1.651 1.426 1.462 1.195 1.422 1.726 1.881],[2.75 3.6  4.55 3.4  3.3  3.6  2.25 3.55 3.6  3.8 ],[2.  2.  2.  2.  2.  2.5 2.  2.5 2.5 2. ],"[1.70601792 2.66314557 3.31289609 2.34075403 2.12524991 2.34604273
 1.40722656 2.22531594 2.36654922 2.68791148]","[1.      1.      1.125   1.      1.25    1.40625 1.      1.125   1.40625
 1.125  ]","[0.4681273  0.84224713 1.26017392 0.72957239 0.6762753  0.78997583
 0.21972656 0.75330666 0.68393203 0.86984507]","[0.      0.      0.125   0.      0.25    0.28125 0.      0.125   0.25
 0.125  ]","[0.35911111 0.35301603 0.3485446  0.35536434 0.3434903  0.34906255
 0.40860215 0.34923388 0.36027487 0.34707781]"
1.5,0.4,[1.704 1.86  1.332 1.523 1.632 1.107 2.17  1.512 1.858 1.794],[3.3  3.65 2.6  3.1  3.45 2.55 4.55 2.95 3.9  3.5 ],[2.  2.  1.  1.5 1.5 2.  3.  1.5 2.5 2. ],"[2.30968801 2.61718357 1.71552387 2.02176976 2.42768893 1.53325456
 3.27220146 2.02410311 2.60200953 2.52938712]","[1.25    1.25    1.      1.      1.      1.      2.      1.125   1.40625
 1.5625 ]","[0.64536611 0.77873752 0.43657489 0.57764134 0.81509738 0.41665299
 1.11471855 0.5535953  0.82163844 0.72185538]","[0.25    0.125   0.      0.      0.      0.      0.375   0.125   0.15625
 0.125  ]","[0.40012692 0.40071432 0.40063694 0.39962911 0.40105417 0.41146589
 0.39831519 0.40132985 0.39502278 0.3918124 ]"
1.5,0.45,[1.917 1.506 1.402 1.473 1.207 1.326 1.735 1.59  1.917 1.199],[3.9  3.1  3.3  3.1  2.45 2.6  3.3  3.45 3.95 2.45],[1.5 1.5 2.5 1.  2.  2.  1.5 2.  2.  1.5],"[2.81824134 2.16709576 2.07839264 2.07140404 1.54613211 1.71360469
 2.39841207 2.29833292 2.80432022 1.59346695]",[1.    1.    1.25  1.    1.    1.125 1.    1.25  1.125 1.   ],"[0.917042   0.62192975 0.63963531 0.61303307 0.33831961 0.35188594
 0.67052511 0.72383341 0.91798905 0.38992691]","[0.      0.      0.28125 0.      0.      0.      0.      0.25    0.125
 0.     ]","[0.45243553 0.45178138 0.45001059 0.4493356  0.47014925 0.45809249
 0.44548739 0.44745078 0.44969672 0.44320659]"
1.6,0.05,[0.406 0.289 0.122 0.39  0.282 0.087 0.333 0.111 0.326 0.13 ],[2.45 3.6  1.9  3.6  2.7  1.9  2.95 2.1  3.   2.75],[1.5 2.5 1.  1.5 1.  1.  2.  1.  1.  2. ],"[0.66674107 1.06877056 0.45746449 1.51142609 0.93255456 0.165625
 1.11849757 0.2340625  1.18402427 0.54300665]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.26986607 0.79635845 0.31161488 1.12569611 0.63392175 0.075
 0.76705714 0.1059375  0.83572105 0.4125379 ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.06746032 0.04888398 0.05057526 0.05234007 0.05119296 0.02542373
 0.05030834 0.03296703 0.04822744 0.05157593]"
