gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.263 0.392 0.156 0.324 0.218 0.343 0.188 0.503 0.486 0.334],[3.2  3.05 2.6  2.8  3.2  3.5  2.4  4.2  3.55 3.05],[3.  2.  1.  2.  2.  1.  1.5 2.  1.5 2. ],"[0.71345795 1.04547142 0.55916233 0.79369975 0.89466017 1.5171965
 0.60623343 1.87692386 1.5871125  0.92104219]",[0.  0.  0.  0.  0.  0.  0.  1.  0.5 0. ],"[0.44314545 0.64083275 0.42029515 0.46987163 0.67395704 1.15665268
 0.40955375 1.35517093 1.12489936 0.57377657]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04280822 0.05560201 0.05049261 0.04278922 0.05178792 0.04990985
 0.06658879 0.05034362 0.0511509  0.0509839 ]"
1.5,0.1,[0.674 0.519 0.847 0.693 0.568 0.473 0.616 0.593 0.557 0.718],[4.45 3.1  4.2  3.45 2.85 3.25 3.4  3.75 3.1  3.  ],[2.  2.5 3.  2.5 1.  2.  1.  2.5 2.  1. ],"[2.22299832 1.14392074 2.19892106 1.49045588 1.18313031 1.32483307
 1.59069201 1.6231255  1.15990531 1.48976018]","[0.5625  0.      1.09375 1.25    1.      0.      0.      0.625   0.
 1.     ]","[1.52615689 0.61064743 1.33848405 0.79514338 0.63986859 0.83943268
 0.98316027 1.03543018 0.62572562 0.77887151]",[0.125 0.    0.125 0.25  0.    0.    0.    0.125 0.    0.   ],"[0.0991636  0.10155538 0.0983133  0.10242291 0.09653126 0.10242446
 0.10339726 0.10128458 0.10128056 0.09781386]"
1.5,0.15000000000000002,[0.353 0.787 0.53  0.923 0.679 0.58  0.507 0.833 0.323 0.825],[1.85 2.85 2.05 3.4  2.85 1.9  2.25 2.8  1.9  3.75],[1.  1.5 2.  2.  2.  1.  2.  1.5 1.  2.5],"[0.62038222 1.36425294 0.79423177 1.76805674 1.31480945 0.78135417
 0.79296317 1.55216923 0.63273096 1.85152162]","[0.      1.      0.      1.25    1.      1.      0.5     1.      0.
 1.21875]","[0.27214003 0.63671388 0.22860677 0.83221689 0.64625476 0.22510417
 0.27733817 0.64665165 0.31241846 1.0056476 ]",[0.   0.   0.   0.25 0.   0.   0.   0.   0.   0.25],"[0.14189189 0.14748677 0.1626506  0.15725518 0.15037929 0.14942529
 0.13888889 0.14596037 0.15606936 0.15056083]"
1.5,0.2,[0.819 0.729 1.263 0.73  0.825 1.246 0.528 1.013 1.211 0.997],[2.45 2.7  3.65 2.4  2.3  3.6  2.4  3.25 3.5  3.45],[1.5 2.  2.5 1.  2.  2.  1.  2.  1.5 2. ],"[1.25210374 1.24931439 2.17235513 1.21135406 1.12494792 2.14742947
 0.99965111 1.72408584 2.12059546 1.82071932]",[1.    0.    1.125 0.5   1.125 1.    0.    1.    1.    1.   ],"[0.43823656 0.53339643 0.91620279 0.45276031 0.28744792 0.96217556
 0.43695579 0.76450332 0.93745337 0.81153964]",[0.    0.    0.125 0.    0.125 0.    0.    0.    0.    0.   ],"[0.21646341 0.19352792 0.2011902  0.19415808 0.20987654 0.19829734
 0.2016129  0.19606696 0.20027134 0.19867291]"
1.5,0.25,[1.325 0.741 1.541 1.56  0.743 0.956 1.127 1.577 1.023 1.304],[3.4  2.4  3.8  4.2  2.   2.85 2.8  4.5  2.7  3.05],[2. 1. 2. 3. 1. 1. 2. 2. 1. 2.],"[2.11577754 1.20812841 2.45977289 2.6719418  1.00212072 1.61632649
 1.60228621 2.91888027 1.55978412 1.99633263]","[1.      0.5     1.25    1.59375 1.      1.      1.25    1.      1.
 1.25   ]","[0.81480098 0.43859716 0.97772943 1.10158047 0.26559728 0.62452961
 0.49837996 1.33293057 0.56500873 0.63598106]",[0.     0.     0.125  0.3125 0.     0.     0.25   0.     0.     0.25  ],"[0.25030902 0.23361522 0.24618636 0.24833467 0.24579125 0.2493357
 0.27158273 0.25313074 0.27705452 0.24883721]"
1.5,0.3,[1.235 0.755 0.911 1.302 0.958 1.446 1.34  1.158 1.613 1.66 ],[3.05 2.3  1.5  3.1  2.45 3.15 2.95 2.4  4.   3.7 ],[2.  1.  1.  1.5 2.  3.  1.  1.5 2.  1.5],"[1.84078646 1.15506298 1.0450538  1.9594391  1.32193875 1.97060226
 1.99376529 1.52494446 2.61583968 2.60519491]","[1.25       0.         1.         1.         1.25       1.69791667
 1.         1.         1.         1.        ]","[0.63614779 0.38846141 0.1294288  0.69278566 0.39693875 0.54853195
 0.67806705 0.37572571 1.0283763  0.94367147]",[0.25   0.     0.     0.     0.25   0.3125 0.     0.     0.     0.    ],"[0.28905957 0.27826725 0.28571429 0.2993944  0.27455357 0.30952381
 0.29557781 0.29138514 0.29890627 0.29541357]"
1.5,0.35000000000000003,[1.133 1.876 1.605 1.373 1.002 1.346 1.288 0.988 1.044 0.968],[2.45 4.25 3.35 3.45 2.35 2.35 2.6  2.1  2.45 2.25],[1.  1.5 3.  2.  1.  2.  2.  1.  1.  1. ],"[1.63743051 2.99735574 2.22903515 2.18255397 1.34560224 1.6461263
 1.63290882 1.2534837  1.49203462 1.35212633]","[1.      1.125   1.40625 1.25    1.      1.      1.25    1.      1.
 1.     ]","[0.49337533 1.10913552 0.66343456 0.79133082 0.34107343 0.2898763
 0.34306507 0.30499737 0.44437837 0.37253648]","[0.      0.125   0.34375 0.25    0.      0.      0.25    0.      0.
 0.     ]","[0.34330664 0.35013882 0.34859666 0.34637414 0.34416526 0.3826087
 0.36267606 0.34786775 0.34624146 0.33895985]"
1.5,0.4,[0.936 1.793 1.594 1.485 1.18  1.108 1.314 1.49  1.402 1.514],[2.   4.   3.6  3.4  3.   2.75 2.85 2.85 2.9  3.55],[2.  3.  2.  1.5 2.  1.  1.  1.  3.  2. ],"[1.04841704 2.75715854 2.38322622 2.29235838 1.70441153 1.59865118
 1.91829366 2.05119683 1.8190669  2.35035316]",[1.    1.25  1.    1.    1.125 0.5   1.    1.    1.25  1.25 ],"[0.14529204 0.8789725  0.7857012  0.7403076  0.50929435 0.47036749
 0.57139424 0.5841314  0.46184034 0.7566764 ]","[0.      0.3125  0.      0.      0.125   0.      0.      0.      0.28125
 0.25   ]","[0.41666667 0.39889966 0.40131368 0.3932111  0.38009592 0.39572954
 0.39867402 0.40449438 0.39733542 0.39251313]"
1.5,0.45,[1.584 1.561 1.706 1.299 1.873 1.647 1.931 1.834 2.258 1.895],[3.45 3.35 3.6  2.25 3.65 3.6  4.   3.75 4.45 3.85],[1.  2.  2.  1.5 2.  1.  2.  1.5 2.5 2. ],"[2.35615909 2.25896642 2.55943211 1.60839928 2.63687188 2.42911488
 2.8312538  2.72171046 3.37664504 2.8229188 ]","[1.         1.         1.         1.125      1.25       1.
 1.25       1.         2.04166667 1.25      ]","[0.74798038 0.70957677 0.81181858 0.29199303 0.7766546  0.80891835
 0.88303297 0.88065821 1.09401869 0.88523569]",[0.    0.    0.    0.    0.25  0.    0.25  0.    0.25  0.125],"[0.45068632 0.4455413  0.44958182 0.4375     0.44818857 0.4516986
 0.44783586 0.45114467 0.44638549 0.45137273]"
1.6,0.05,[0.327 0.369 0.358 0.318 0.058 0.176 0.278 0.307 0.093 0.136],[2.35 3.85 1.9  3.3  2.5  1.95 2.65 3.5  1.9  2.25],[1.  1.  1.  2.  2.  1.  1.  2.  1.  1.5],"[0.76223969 1.72528049 0.61906433 1.05761384 0.29750002 0.33421875
 0.66681517 1.31418877 0.19244792 0.42817975]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.42602143 1.31718418 0.25285339 0.75912751 0.23187502 0.14828125
 0.38712767 1.01340752 0.08619792 0.278961  ]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05230326 0.05041674 0.04900181 0.04975329 0.03982301 0.03211009
 0.03962264 0.04895798 0.03424658 0.04646018]"
