gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.352 0.477 0.348 0.299 0.314 0.205 0.174 0.231 0.401 0.105],[3.5  3.8  3.55 4.15 3.   3.   2.8  2.65 2.75 2.4 ],[2.  1.5 2.  2.  1.  2.  1.5 2.  1.  2. ],"[1.15522404 1.62527173 1.38236883 1.62252815 1.02773869 0.7626373
 0.79156516 0.73975532 0.99895706 0.41815073]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.79191838 1.16067212 1.05686223 1.33204659 0.71191837 0.53724668
 0.62402366 0.51451118 0.5875801  0.31346323]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.04954383 0.05460385 0.04848873 0.04866912 0.04776739 0.05238829
 0.0487055  0.04392649 0.06151941 0.04576271]"
1.5,0.1,[0.388 0.371 0.095 0.583 0.33  0.784 0.393 0.722 0.628 0.753],[2.2  2.6  2.05 3.25 1.95 5.35 2.6  3.3  3.1  3.9 ],[1.  1.  1.5 2.  1.  4.  1.  2.  2.  2.5],"[0.79602106 0.93817553 0.29472129 1.37268098 0.59125679 2.80607034
 0.93257888 1.61206107 1.360919   1.76753184]","[0.         0.         0.         0.5        0.         1.16927083
 0.         1.125      0.5        1.125     ]","[0.41047419 0.57117113 0.17597129 0.76342805 0.23578804 1.97884866
 0.51871169 0.84917045 0.70173931 1.02939707]","[0.        0.        0.        0.        0.        0.7858724 0.
 0.125     0.        0.25     ]","[0.0855615  0.09840675 0.05208333 0.10229695 0.11349693 0.10066297
 0.10004579 0.09090909 0.09334764 0.103828  ]"
1.5,0.15000000000000002,[0.602 0.844 0.585 1.084 0.606 0.798 0.65  0.893 0.355 1.066],[2.85 3.6  2.65 4.25 2.8  2.75 3.4  3.1  1.8  3.7 ],[2.  1.5 1.  2.  2.  1.  1.5 2.  1.  1.5],"[1.12703034 1.88577774 1.18759502 2.37023292 1.20273204 1.51167493
 1.60509459 1.73928577 0.52779948 2.2616787 ]",[0.    0.5   0.    1.125 0.    1.    0.    1.125 0.    1.125],"[0.51472565 1.06332595 0.57981914 1.35289894 0.60722422 0.70796399
 0.95289733 0.84372913 0.17467448 1.19889794]",[0.    0.    0.    0.125 0.    0.    0.    0.125 0.    0.125],"[0.14878543 0.14738836 0.15435326 0.15220239 0.16255708 0.15128523
 0.14726395 0.14682122 0.08955224 0.1504644 ]"
1.5,0.2,[1.182 1.082 1.025 1.081 0.835 0.739 0.717 0.916 0.908 1.147],[3.4  3.2  3.1  3.4  2.95 2.8  2.75 2.7  2.9  3.45],[2.5 1.  2.  1.5 2.  2.  1.5 1.  2.  1.5],"[1.85861719 1.98944379 1.61515682 1.96440109 1.46596972 1.26070974
 1.2708197  1.46898016 1.56533264 2.03441277]","[1.25    1.      1.09375 1.      1.      0.5     0.      0.5     1.
 1.     ]","[0.72763574 0.88903486 0.55890682 0.90984787 0.64175097 0.50738942
 0.54835876 0.60193915 0.6730719  0.89758416]",[0.25  0.    0.125 0.    0.    0.    0.    0.    0.    0.   ],"[0.19669075 0.20160275 0.23375262 0.19539489 0.18769231 0.20725389
 0.18817204 0.20456621 0.21021165 0.20444126]"
1.5,0.25,[1.202 1.738 0.936 1.085 0.693 1.811 0.812 1.354 1.659 0.954],[3.05 4.35 2.7  2.7  2.2  5.05 2.55 3.45 4.1  2.65],[1.  1.5 1.  1.5 1.  3.  1.5 1.5 2.  2. ],"[1.96202181 2.91140601 1.48393985 1.57456967 1.01410854 3.3869445
 1.28497765 2.31169526 2.7900322  1.41570817]","[1.      1.      0.5     1.      0.5     1.09375 0.5     1.      1.40625
 1.     ]","[0.71414583 1.25192115 0.54112979 0.51997983 0.33207729 1.55899956
 0.45021202 0.91165864 1.14996872 0.41258317]",[0.     0.     0.     0.     0.     0.1875 0.     0.     0.25   0.    ],"[0.25461996 0.25055556 0.24261055 0.2564433  0.22260274 0.25170044
 0.24928977 0.24920233 0.24439801 0.28431373]"
1.5,0.3,[1.229 1.162 1.294 1.628 1.241 1.572 1.19  0.94  1.23  0.931],[3.35 2.75 3.25 3.75 3.1  3.55 2.7  2.15 2.8  1.9 ],[2.  2.  2.  1.  1.5 2.  2.  2.  2.  1. ],"[1.97200769 1.69968964 2.10587188 2.60923357 1.94726485 2.4031966
 1.63677322 1.20531436 1.7433096  1.2792831 ]",[1.    1.    1.    1.    1.    1.25  1.125 1.125 1.25  1.   ],"[0.73582605 0.53963715 0.7829959  1.00544939 0.71705245 0.85126789
 0.45230056 0.27875186 0.50717679 0.27186123]",[0.    0.    0.    0.    0.    0.125 0.    0.125 0.25  0.   ],"[0.30081443 0.30170161 0.30089357 0.30445476 0.30289612 0.30614973
 0.31693262 0.25       0.30894886 0.30591631]"
1.5,0.35000000000000003,[1.202 1.51  0.927 1.237 1.298 1.67  1.397 1.145 1.428 1.951],[2.35 3.6  1.85 2.95 3.1  3.35 2.9  2.65 3.4  4.3 ],[2.  2.  1.  2.  2.  2.  2.  2.  2.  2.5],"[1.48392905 2.36488027 1.07379433 1.77961273 1.90781708 2.36328626
 1.96877727 1.57231134 2.18395524 2.96084885]",[1.    1.125 1.    1.25  1.    1.25  1.25  1.    1.    1.25 ],"[0.33656576 0.80301503 0.18238808 0.5399643  0.66292572 0.67158704
 0.53616008 0.46435236 0.7587111  1.07096848]",[0.     0.     0.     0.25   0.     0.25   0.     0.     0.     0.3125],"[0.34375    0.33875988 0.335      0.34045077 0.34830458 0.34705025
 0.3365897  0.32871012 0.3621889  0.35308669]"
1.5,0.4,[1.181 1.792 1.395 1.132 1.192 1.286 1.755 1.694 1.627 1.304],[2.5  3.4  3.   2.55 2.8  3.2  3.65 3.2  3.25 2.75],[2.  2.  1.  1.5 2.  2.  2.  1.  2.  2. ],"[1.60116755 2.45734618 2.01137983 1.46849112 1.71798299 1.9596726
 2.59939553 2.41806215 2.25595328 1.76044275]",[1.125  1.25   1.     1.     1.     1.     1.25   1.     1.5625 1.25  ],"[0.42760187 0.66729491 0.60879193 0.36302237 0.48687947 0.6561936
 0.82629983 0.72141908 0.62558219 0.426849  ]",[0.    0.25  0.    0.    0.    0.    0.25  0.    0.125 0.25 ],"[0.40411625 0.40045088 0.41092163 0.37969283 0.4057548  0.39974484
 0.39659647 0.40077453 0.39643168 0.41630901]"
1.5,0.45,[0.978 1.461 1.193 1.272 1.149 1.165 0.848 1.133 1.24  1.593],[2.   2.9  2.75 2.9  2.7  2.45 1.9  2.85 2.6  2.5 ],[1.  1.  2.  1.5 2.  1.5 1.  1.5 2.  2. ],"[1.21756999 2.04097055 1.63914228 1.80398306 1.62082012 1.54511056
 1.10147982 1.63974504 1.59684896 1.91133103]",[1.    1.    1.25  1.    1.    1.    1.    1.    1.    1.125],"[0.2333903  0.56818002 0.4620915  0.51272329 0.45607402 0.39218087
 0.22394075 0.49072161 0.36872396 0.39970994]",[0.   0.   0.25 0.   0.   0.   0.   0.   0.   0.  ],"[0.44281046 0.44593687 0.44937587 0.45666058 0.45226787 0.44542572
 0.42733564 0.43464052 0.39932886 0.44904607]"
1.6,0.05,[0.365 0.203 0.218 0.208 0.295 0.363 0.148 0.365 0.259 0.25 ],[2.75 2.35 3.2  3.   2.6  4.1  2.2  3.3  1.8  2.5 ],[1.  1.  1.  2.  1.5 2.  1.  1.5 1.  1. ],"[0.7726879  0.61782204 1.08067767 0.75643086 0.83201759 1.73464238
 0.47608201 1.11597281 0.63437277 0.70854504]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.43736075 0.39619118 0.83474261 0.56619648 0.54559181 1.37922246
 0.29951951 0.78016958 0.36736837 0.46744396]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.05137068 0.05119153 0.05054343 0.0463813  0.0499158  0.04966873
 0.03631961 0.05216112 0.05045648 0.05077844]"
1.6,0.1,[0.72  0.609 0.715 0.537 0.545 0.708 0.443 0.542 0.405 0.499],[4.4  3.1  2.9  2.35 3.65 3.35 2.2  2.55 2.05 3.2 ],[2.5 2.  2.  1.  2.  2.  1.  1.  1.  2. ],"[2.09777193 1.26325129 1.31218821 0.97876979 1.61889903 1.673989
 0.8485002  1.08388999 0.63648717 1.28428429]","[1.0625  1.      1.      0.5     0.      1.09375 0.      0.      0.
 0.     ]","[1.39443941 0.69391535 0.62219798 0.44966823 1.07202403 0.93774632
 0.41685957 0.57822593 0.23961217 0.7507882 ]",[0.125 0.    0.    0.    0.    0.125 0.    0.    0.    0.   ],"[0.10251218 0.0984556  0.10247652 0.10930233 0.09598914 0.09781075
 0.09876543 0.11208151 0.10227273 0.10047361]"
1.6,0.15000000000000002,[0.56  0.627 0.638 0.542 0.838 1.027 0.658 0.822 0.477 0.965],[2.45 2.6  2.4  2.25 2.7  3.4  2.95 2.9  2.25 3.9 ],[1.  2.  1.5 1.  1.  1.5 2.  2.  1.  2. ],"[1.05777374 1.04826962 1.02569936 0.90909434 1.43018351 2.09530295
 1.14791776 1.32706097 0.81490854 2.02153021]",[0.    0.5   0.5   1.    1.    1.    1.    1.    0.    1.125],"[0.48453155 0.42483212 0.40519155 0.35284434 0.59395304 1.05599631
 0.51471464 0.54255169 0.33053354 1.0458222 ]",[0.    0.    0.    0.    0.    0.    0.    0.    0.    0.125],"[0.15463918 0.14788732 0.18194444 0.12903226 0.14781609 0.14705882
 0.13751127 0.14224446 0.1440678  0.14866214]"
1.6,0.2,[1.096 0.628 1.028 0.989 0.528 0.969 0.552 1.008 1.034 0.888],[3.1  2.15 2.95 2.9  2.   2.7  1.7  2.85 3.15 2.65],[1.5 1.  2.  1.5 1.  1.  1.  1.5 1.  1. ],"[1.89151648 1.06024402 1.61025465 1.62011722 0.84722125 1.6010929
 0.7159375  1.66872446 1.88910593 1.46720736]",[1.    0.    1.125 1.    0.    1.    0.    1.    1.    1.   ],"[0.80491065 0.45028309 0.57236403 0.65996097 0.30693804 0.6375553
 0.1628125  0.64880258 0.8712562  0.56933138]",[0.    0.    0.125 0.    0.    0.    0.    0.    0.    0.   ],"[0.20340776 0.18450882 0.20288248 0.18603412 0.19898941 0.20141116
 0.19444444 0.19525959 0.20060327 0.19662921]"
1.6,0.25,[1.44  1.679 1.226 0.965 0.92  1.141 1.175 0.594 1.092 0.866],[3.95 4.35 2.95 2.5  2.6  3.1  3.15 1.45 2.6  2.6 ],[2.5 1.5 1.  1.  1.  2.  1.  1.  1.5 1. ],"[2.47968005 3.04298281 1.94616281 1.36969898 1.39990853 1.90813108
 2.00254029 0.675      1.59164455 1.36184348]",[1.    1.    1.    0.5   0.5   1.    1.    0.5   1.125 1.   ],"[1.04863757 1.34129519 0.71374093 0.45251148 0.4732972  0.75908628
 0.8148816  0.0875     0.47894923 0.49309348]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.24897774 0.24549257 0.24933053 0.27472527 0.25255102 0.24918424
 0.25157839 0.28571429 0.25       0.24329945]"
