gamma,bias,Derrida,avgK,medK,avgKe,medKe,avgKc,medKc,avgP
1.5,0.05,[0.186 0.38  0.246 0.393 0.304 0.077 0.443 0.243 0.268 0.347],[1.85 3.1  2.   3.5  3.25 1.8  3.95 2.6  2.85 2.8 ],[1.  1.  1.  2.  2.  2.  2.  1.  1.  1.5],"[0.29412016 1.30102599 0.66196243 1.3242662  1.04449103 0.121875
 1.64426492 0.7614631  1.10658641 0.94616388]",[0.  0.  0.  0.  0.  0.  0.5 0.  0.  0. ],"[0.10193266 0.93931945 0.42392532 0.9332109  0.73596747 0.059375
 1.20791238 0.51556466 0.82732615 0.59576105]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.06435644 0.0500091  0.04826958 0.0507651  0.05149711 0.02325581
 0.04789669 0.05016683 0.05236555 0.05317647]"
1.5,0.1,[0.537 0.625 0.665 0.409 0.763 0.571 0.386 0.43  0.577 0.622],[3.5  3.1  3.55 2.1  3.55 3.5  1.9  2.1  3.9  2.9 ],[2. 2. 2. 2. 2. 2. 1. 2. 2. 2.],"[1.43386075 1.35379153 1.6710377  0.53020833 1.82695977 1.49657756
 0.48916667 0.63488746 1.8187181  1.25350788]",[0.   1.   1.   0.   1.25 0.5  0.   0.5  0.   1.  ],"[0.87555997 0.73523684 1.01450694 0.11770833 1.04083611 0.88427287
 0.10791667 0.19738746 1.25017562 0.59491413]",[0.   0.   0.   0.   0.25 0.   0.   0.   0.   0.  ],"[0.10184488 0.09459459 0.1017192  0.08333333 0.10028514 0.09885782
 0.10606061 0.08333333 0.10126187 0.09963269]"
1.5,0.15000000000000002,[1.07  0.483 0.807 0.802 0.857 0.848 0.852 0.536 0.67  0.825],[4.35 2.4  3.45 2.85 3.15 3.3  3.35 2.15 3.1  3.15],[2.  1.5 2.5 2.5 1.5 1.5 2.  1.  2.  1.5],"[2.36357782 0.82841409 1.58079808 1.33517402 1.66612945 1.68036072
 1.72843557 0.95832446 1.36405979 1.56425494]",[0.625 0.    1.    1.    1.    1.    1.    0.    1.    0.5  ],"[1.3422735  0.36044534 0.77435277 0.52990058 0.83800445 0.83182556
 0.8658013  0.42980884 0.71288792 0.76952838]",[0.125 0.    0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.14962435 0.15702479 0.14312736 0.15144231 0.14492836 0.15
 0.15276971 0.15055249 0.1317716  0.14938637]"
1.5,0.2,[1.018 1.227 0.895 0.667 0.967 0.555 1.032 0.776 0.816 1.042],[3.3  4.2  2.4  2.6  3.25 1.65 3.9  1.9  2.75 2.15],[2. 2. 1. 1. 1. 1. 2. 1. 2. 1.],"[1.78121129 2.5330515  1.3929611  1.22739873 1.83404169 0.67291667
 2.11322499 0.98884889 1.37695125 1.37265298]","[1.      1.09375 1.      0.      0.5     0.      0.      1.      1.
 1.     ]","[0.75923864 1.29976293 0.51864469 0.56963506 0.83581781 0.12291667
 1.11060048 0.24900514 0.53925594 0.35038735]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.210193   0.20055184 0.19942847 0.19674556 0.19892126 0.2704918
 0.19890052 0.2005988  0.20157938 0.2189441 ]"
1.5,0.25,[1.302 1.566 1.242 1.238 1.052 0.954 1.341 1.18  1.354 1.274],[3.4  4.05 3.35 3.5  2.6  2.5  3.4  3.3  3.9  3.  ],[1.5 2.  2.  2.  1.5 1.  2.5 2.  1.5 2. ],"[2.08663261 2.66229682 2.08132142 2.08841008 1.47482469 1.36919502
 1.99446062 1.93137864 2.45576324 1.85184828]","[1.      1.25    1.125   1.      1.      1.      1.53125 1.      1.
 1.25   ]","[0.85782402 1.11066107 0.79264955 0.85575932 0.47834032 0.47324776
 0.68678239 0.72444505 1.08846588 0.55497328]",[0.     0.25   0.125  0.     0.     0.     0.1875 0.     0.     0.25  ],"[0.24904476 0.24615853 0.25627706 0.25058229 0.26785714 0.23370982
 0.25153519 0.24988914 0.24628803 0.25344353]"
1.5,0.3,[0.929 1.206 1.296 1.506 1.527 1.433 1.82  0.722 1.632 2.262],[2.5  3.   3.05 3.7  3.5  3.25 4.   2.25 3.85 5.3 ],[1.5 2.  1.5 2.  2.  2.  2.5 1.  2.  3. ],"[1.43118708 1.76281852 1.94100633 2.40151487 2.22057216 2.15425783
 2.89701722 1.17369652 2.63666404 3.81988883]","[1.         1.         1.         1.125      1.         1.125
 1.6875     0.         1.125      1.96354167]","[0.43821833 0.62097282 0.64582505 0.89448972 0.76031826 0.70201173
 1.01632264 0.4273098  0.97571433 1.56832633]","[0.         0.         0.         0.125      0.         0.
 0.3125     0.         0.125      0.46354167]","[0.28466387 0.30301778 0.30154982 0.3004058  0.30739796 0.30264699
 0.29824767 0.30464664 0.28716036 0.2993873 ]"
1.5,0.35000000000000003,[0.773 1.834 0.895 1.546 1.178 1.156 1.148 1.038 1.257 0.903],[1.6  3.95 1.85 3.4  2.6  2.65 2.5  2.   2.55 2.1 ],[1.  2.5 2.  2.  1.  2.  2.  1.  1.  1. ],"[0.83890625 2.70449342 1.0621224  2.26648659 1.69758411 1.6447819
 1.49561918 1.24635417 1.70581383 1.20543054]","[1.      1.40625 1.      1.5     1.      1.      1.125   1.      1.
 1.     ]","[0.11390625 0.87675295 0.1683724  0.69470925 0.48884388 0.4463444
 0.37994536 0.21510417 0.44466881 0.27730554]",[0.    0.125 0.    0.    0.    0.    0.    0.    0.    0.   ],"[0.3        0.34991944 0.35820896 0.34896249 0.33832841 0.35205479
 0.35491276 0.33333333 0.34764442 0.36147186]"
1.5,0.4,[2.25  1.882 1.633 1.623 1.239 1.214 1.34  1.382 2.158 2.273],[4.55 3.8  3.3  3.15 2.95 2.35 2.65 2.8  4.7  4.6 ],[3.  2.  2.  2.  2.  1.5 1.  2.  3.5 2.5],"[3.40583234 2.77166542 2.31212375 2.19910293 1.76973097 1.58702925
 1.76182675 1.73827847 3.35870929 3.47324298]","[1.38541667 1.25       1.125      1.25       1.125      1.
 1.         1.625      2.25       1.40625   ]","[1.09123884 0.8148661  0.71158664 0.53701797 0.48340284 0.3662895
 0.47100644 0.40859097 1.16535601 1.22369464]","[0.28125  0.25     0.125    0.       0.125    0.       0.       0.25
 0.390625 0.28125 ]","[0.40200505 0.40276459 0.40780633 0.40360689 0.38434579 0.39158163
 0.40489914 0.42537313 0.40130636 0.39723936]"
1.5,0.45,[1.642 2.162 1.596 0.961 1.443 2.013 1.417 1.717 1.901 1.423],[3.2  4.7  3.15 2.1  3.   4.1  3.2  3.6  3.95 2.75],[2.  2.  2.  1.  2.  1.5 1.5 2.  2.  1. ],"[2.24859281 3.34799028 2.07570222 1.23       1.95527365 3.03156381
 2.06077827 2.49272463 2.84955228 1.8471974 ]",[1.125 1.125 1.    1.    1.125 1.125 1.    1.125 1.125 1.   ],"[0.60249906 1.1939345  0.55470613 0.23       0.51313498 0.97701669
 0.63338569 0.76214602 0.93118375 0.45442396]",[0.125 0.125 0.    0.    0.125 0.    0.    0.125 0.125 0.   ],"[0.44013491 0.4499417  0.44967923 0.45588235 0.45615958 0.45065065
 0.44235087 0.44879319 0.44974415 0.43640898]"
1.6,0.05,[0.319 0.111 0.112 0.26  0.305 0.199 0.286 0.337 0.35  0.272],[2.4  2.25 2.2  3.   4.05 2.7  1.85 3.5  2.4  3.1 ],[2.  1.5 1.  1.  2.5 2.  1.  1.5 1.  1.5],"[0.60691542 0.29551897 0.46856876 1.01394599 1.40946666 0.52102057
 0.57191823 1.24971467 0.85316458 1.02240173]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.27957167 0.18301897 0.33653751 0.73877814 1.09111949 0.32844244
 0.31127369 0.92925569 0.500772   0.72197448]",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0.],"[0.06153846 0.04166667 0.05084746 0.05089591 0.04832514 0.04501608
 0.05929791 0.05170113 0.05727425 0.05107973]"
